file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1097695.exe,452106597,16015736,299457619,791518,298593334,790867,245011,35660291,713650727,122353,452019946,66286,299197,1277995775,624,2.24,0.11,214035568,182617000,30935000,260381964
1316078.exe,421133457,15705912,169361963,428268,167969497,429134,215397,35344088,417542251,14462,436607848,3277,3649,1490345220,643,1.49,0.06,112431113,111054000,1000000,126548459
1359491.exe,347904587,6292656,344145350,655048,345683205,646047,179718,15604570,451495700,13577,346038350,3152,3868,1540442351,632,1.49,0.06,121592508,118342000,2983000,135734639
1375143.exe,572254295,16209108,239300700,927548,238817242,937444,310293,34223567,955462277,229299,581452765,397375,367261,1768600930,616,3.13,0.13,257217342,197954000,58986000,271318793
1403565.exe,564884037,16382373,158913682,416985,158065321,416124,216047,33414406,424558118,14452,566126809,2119,3022,1471419462,632,1.55,0.06,114676726,113299000,1002000,128935951
1511347.exe,527854750,16119109,219101834,669284,219970000,674783,672231,35493030,714633220,120637,529310487,9775,109307,1603983099,629,2.44,0.1,192756876,160249000,32049000,207021701
1663963.exe,431678601,16030293,159080959,423134,157088527,418088,266408,34544726,405126275,14554,433585692,3300,4226,1464970180,1131,1.51,0.06,109097792,106823000,1996000,123516712
1820307.exe,284454466,26068174,343899738,711852,345428592,697752,184830,23077378,501913771,17432,283643512,3430,4163,1515175433,627,1.64,0.07,135761752,133490000,2007000,149821541
1863351.exe,430188791,15981277,158374270,418947,156418006,414062,177309,33949343,397990015,11981,428188679,2756,4106,1443833214,632,1.47,0.06,107738232,105457000,2008000,121864806
1908480.exe,371055038,113507622,346961883,667661,342066680,667371,495919,34176632,567672575,18322,366884732,5090,3972,1377996812,1118,2.14,0.08,153644247,152323000,1002000,167871914
2021894.exe,434116114,16162179,284698217,584198,282551461,583027,316302,33211173,525195402,21643,433088731,2464,3299,1074885576,1125,1.7,0.07,142139066,138846000,2996000,156364981
2470367.exe,311608633,8288464,280813137,787914,277971335,793802,222107,17849980,303840314,11529,316012593,5462,2341,1091941414,1037,1.02,0.04,82438030,79185000,3007000,96806103
248468.exe,343790709,9685041,219446922,773650,218340360,767352,191580,22671269,598871137,118811,341052669,8447,104496,994617826,624,1.93,0.08,161850042,129647000,31913000,176273274
248562.exe,541764383,16968409,219004320,699734,219240958,695665,318424,33441252,794929910,124665,536939709,262728,102286,1789060547,1566,2.69,0.11,215496833,179358000,35871000,229792009
250468.exe,427838863,16501712,165309307,420051,165520620,416744,184371,32881285,399304318,11721,422021949,3493,3901,1361240690,639,1.43,0.06,107927406,103657000,3986000,122062587
2552614.exe,431918277,16609739,157558707,412329,156637620,416180,215800,35018444,390071312,14142,426834059,3003,3286,1321933460,650,1.38,0.06,105876160,103614000,1992000,120167019
2681777.exe,433868129,16325699,159403595,418700,157045380,415330,298047,33639529,396447789,14460,427372929,4148,4393,1461793577,1124,1.43,0.06,107594878,104339000,2981000,121779357
2757092.exe,535579477,16426778,343031329,793186,340995214,795468,258343,34006442,794323466,121007,538222584,9311,102128,1378619593,625,2.63,0.11,215307888,183036000,32006000,229593327
2796766.exe,428288038,15775438,157624583,416959,156680171,411362,199907,33490024,399436945,16547,430661364,2825,3135,1446943932,632,1.47,0.06,107571766,104286000,2979000,121699920
2799712.exe,338860766,9096212,276119822,775083,275050215,781381,219106,23863349,670885230,115938,345974587,47250,103640,1378991679,625,2.15,0.09,184878967,139698000,44903000,199084375
2982528.exe,538486938,6502055,360641126,978080,360940795,980335,313111,16444282,671336997,120622,537875946,246180,107808,1655646091,1124,2.08,0.1,183897832,155677000,27942000,198137624
3051090.exe,636248070,6450527,494983399,830328,494794816,829416,193472,17182110,1118951366,134512,633109016,9262,109192,2514190735,618,3.73,0.15,302950392,277729000,24975000,316978922
3371941.exe,551271815,17495623,224317873,682314,221196798,678021,885716,37711230,742127410,123354,535323811,19192,102989,1803315549,2122,2.52,0.11,201100783,165711000,34939000,215302769
3536231.exe,549692748,205997354,155723042,543380,159973094,554385,263478,69028837,1216002664,32203,556639268,5601,8569,1682278575,631,3.98,0.17,328296764,325998000,1999000,342517961
3564636.exe,560927919,16144189,157865802,420315,157886515,419382,216599,32722843,418556413,13057,569748411,1713,2781,1462364751,632,1.54,0.06,113876092,110547000,2987000,127926325
3574537.exe,532452235,16410678,220315333,726365,220942759,731074,311365,34883505,714183268,121838,529151790,7377,108515,1614493476,1120,2.38,0.1,193223653,157956000,34990000,207186875
3634806.exe,428233517,16565992,283236227,558924,283668131,560640,372913,37452658,559985104,17966,429511896,3572,4771,1195250438,810,1.87,0.08,150328802,147962000,1999000,164565151
3648026.exe,421743193,15449261,169150482,426585,167191139,426217,223442,34186311,411277147,12937,431758686,2807,3095,1479020135,624,1.52,0.06,111260563,109010000,2000000,125070415
3660670.exe,455362675,16379657,174251193,656786,173769958,654535,222094,34038666,634369826,119305,454751387,306654,207400,1407537400,631,2.14,0.09,171420161,136154000,35039000,185615470
367930.exe,590828364,16309643,176328841,710167,176069846,706328,271647,33966317,671686851,119215,599176495,14150,104889,1561550962,632,2.25,0.09,181150166,150628000,30125000,195239267
3770539.exe,535076566,16459525,345944494,789811,344765525,793698,202747,33743522,806151199,124286,533920427,304734,104431,1643238069,623,2.69,0.11,218102827,179861000,37970000,232081552
3801417.exe,649367104,16270125,213457706,695472,213474314,692108,270940,34622263,781155606,119697,660039955,4917,103726,1737046810,624,2.73,0.11,210989578,174567000,35911000,225135796
3823863.exe,535196414,16494286,218589845,674302,217829170,680611,279513,38487285,742924181,119536,542978347,360060,204088,1775008967,831,2.56,0.1,200283740,135175000,65084000,214259490
387622.exe,589829975,17138389,181328295,679012,179943775,672402,604306,35358673,698490092,129872,567358915,318036,110864,1538047421,3372,2.31,0.1,188758350,134804000,53921000,202682608
3886650.exe,415499472,6661215,359025646,801582,359423321,801075,229805,16497913,831757671,121475,414121319,304207,105164,1541003825,642,2.7,0.11,224066265,179781000,44192000,238095085
3963524.exe,528724109,15934500,219418770,690784,218981598,688210,209558,34419217,790562334,121489,541348523,9128,104557,1760526072,622,2.77,0.11,213218722,152114000,61046000,227587921
4025112.exe,538826045,16029624,339838705,846482,333137917,848367,331761,33685499,684289979,124807,549328956,11317,104578,1397233858,1109,2.26,0.1,184929068,125767000,58891000,199251471
4082343.exe,569869952,6158892,381265615,814039,385141679,818922,252690,17335165,937053870,122699,577966049,302038,108373,2199334265,623,3.13,0.13,253174802,188076000,65026000,267331191
4096689.exe,339882781,9068644,217422706,767873,219768723,767956,229317,24672589,665155277,118223,344473486,7098,109020,982904537,624,2.17,0.09,179455503,121591000,57806000,193477082
4174493.exe,431397998,15923403,282826121,684331,281769971,689438,220371,35859811,555240103,17003,429507376,3281,4859,1195854569,623,1.85,0.08,151213018,149045000,2000000,165527071
4573853.exe,368719455,6478545,587554224,790073,591656024,785045,204244,16832704,843336723,123141,370270586,300874,107709,1962042819,632,2.67,0.12,230838393,190827000,39963000,245014239
4655984.exe,580248610,188427947,174246421,714843,173884491,712872,308962,50612759,964229895,124481,584240352,74997,504552,1657697956,630,3.22,0.14,260043879,221718000,38123000,274095625
4657742.exe,453531645,6716368,410502251,954982,405233520,955095,408231,17369098,952015486,127955,452328499,13245,296366,1733702957,1119,3.04,0.13,257569173,205428000,52108000,271844663
4727569.exe,542692101,221042015,362203659,1259788,359495476,1275269,385632,26955081,949934646,128628,535867842,299775,170530,1832528839,628,3.17,0.13,255537285,209264000,46058000,269777240
477328.exe,420795272,15684753,169252826,424214,167442824,422318,196217,34528230,412514950,12257,431744983,2927,3372,1481706841,633,1.51,0.06,111482180,108245000,2979000,125623235
4847851.exe,565083537,16669866,159677348,427594,159271433,427441,214046,34348508,426023322,14048,565835280,2151,3104,1472004237,651,1.55,0.06,115047061,110862000,3995000,129267390
4886272.exe,526292451,55315481,417255509,1033981,417677075,1029233,733549,26744047,956607584,129947,530294143,277063,104028,2060702744,2000,3.05,0.14,257946129,235839000,21985000,272241336
4947084.exe,560212401,16137037,158922623,432963,158545324,432319,211464,33417270,467854935,14032,563807796,2412,3139,1453890558,631,1.8,0.07,126641351,124415000,2006000,140905116
5188861.exe,426071376,15876855,157446207,417899,156181907,411907,180011,33756713,401533797,11568,430361052,2917,3255,1444886770,645,1.45,0.06,108463616,105261000,3007000,122690759
5510670.exe,538210106,16653059,344305529,812270,341611081,812129,237940,33999750,796548612,123126,535819123,196624,118004,1379644296,625,2.59,0.11,215787108,179703000,35940000,229966681
5735007.exe,386711841,6264157,401626084,871759,397843638,871038,337118,15746347,734873516,118166,392408721,19370,162073,1728701490,1104,2.34,0.1,198279705,171094000,27014000,212471702
5752102.exe,825680243,16418773,423564045,922689,424722834,927758,253242,37383436,1112713715,131250,828548958,298510,172046,2394731676,632,3.72,0.15,300000368,273889000,25989000,314240796
5897531.exe,426071642,15710363,157908062,422261,156916190,420273,184266,34060358,403581017,11991,432766553,3118,3256,1440970542,630,1.48,0.06,108901343,106691000,1994000,123191572
6074729.exe,453720052,6788883,445765360,1139603,432588092,1127971,500853,17317352,741981048,121177,457619269,10955,228191,1658532886,1638,2.29,0.11,200914270,168598000,32113000,214984056
6121337.exe,433721315,16592597,157004648,413381,157620821,418004,230020,32741203,390636804,13638,427160438,3337,3877,1322091483,631,1.39,0.05,105502793,104279000,1002000,119713285
6386527.exe,434133014,31951102,160393300,425532,157632949,419878,1628575,65341213,455445183,16188,429759966,5206,3992,1460300316,1122,1.7,0.08,122635695,121397000,1003000,136931189
6466356.exe,431657800,15956973,159319668,427393,157535886,423270,198220,34723710,399736867,13125,430696318,2866,3595,1451060112,643,1.5,0.06,108520196,106234000,2004000,122755728
657396.exe,424918789,15557780,157991736,423455,157963948,425686,228759,33887023,402183336,11705,437664970,2452,2999,1443918524,624,1.42,0.06,110765074,108578000,2010000,124940314
6595850.exe,347365424,6315589,342087910,640828,340492815,643332,231758,15428899,403543472,12683,348077212,1925,3333,1404179333,630,1.33,0.06,110078247,108798000,998000,124412388
6596819.exe,586176058,16487690,173736032,665695,173322246,668088,244903,35319262,670516529,120703,581549972,147991,106412,1537253144,630,2.22,0.09,181311611,147040000,34009000,195703856
6632440.exe,523954943,15712387,216829786,675178,218094663,678800,239551,36054901,723213758,117388,536849549,22099,107044,1741799352,625,2.45,0.1,195770457,179520000,16046000,209787704
6698648.exe,343598096,9795124,219718918,829928,218915431,819013,200320,22710147,549182724,118474,341019196,6380,105171,996559457,624,1.76,0.08,148533376,135209000,13020000,162492017
6708862.exe,424710636,15843875,171164024,419177,167979606,413212,276776,34498673,418251608,13358,433809457,3124,3535,1496987133,1064,1.5,0.06,111915887,107714000,3989000,125960642
6714442.exe,558543813,16139493,158681407,435705,158646567,433473,215623,33224833,470245067,14551,567302963,2767,3439,1456727063,631,1.78,0.07,127823230,125548000,2008000,142091404
6754640.exe,511568743,6714727,528809906,812567,523621187,810086,218420,16018006,845008164,121434,513010370,6719,102623,2116436336,638,2.75,0.12,228177893,213014000,15001000,242206276
709259.exe,229078594,6639199,259036960,658213,256368915,675758,227985,13897883,465572503,115138,223821963,4104,105406,978501334,629,1.46,0.06,125793127,89681000,35872000,140180132
7100116.exe,446005974,6352355,397036727,1000715,399772844,1005817,260603,16726770,722490343,116498,454991136,9560,105968,1702467515,624,2.27,0.1,196533853,177337000,19036000,210511978
728955.exe,306090344,811664,405905858,1069177,408636589,1072112,193924,2668116,556454774,15205,307332703,3700,5109,1201579236,647,1.85,0.08,150661678,149360000,1002000,164689774
7298421.exe,433233679,16556372,160143401,423772,158007772,420341,327260,36497880,407533936,15243,435336966,3258,3132,1469116445,1546,1.47,0.06,110537337,108213000,2003000,125242508
7327846.exe,455338030,16257565,173417118,660225,173548661,661617,227793,34228202,672522015,121847,454390038,4778,106431,1526887583,626,2.27,0.09,181368358,143151000,38040000,195235269
771691.exe,281419904,6447664,389660411,555077,385482095,555502,205456,15132353,579167234,17748,278894701,3204,4316,1320165536,630,1.91,0.08,157356541,153146000,3977000,171512318
776425.exe,536644726,16107041,337715049,819019,332356614,814394,263036,34753048,678000261,116225,550538298,6445,103744,1386772744,626,2.22,0.1,184634094,159160000,25025000,199003725
776644.exe,536585468,17223841,346549849,799778,343396530,791387,461386,40047121,809487198,126546,528133848,306947,105395,1512719819,1122,2.75,0.12,219143113,197876000,21093000,233087597
7914657.exe,344987748,6271620,339903117,706883,344177535,706606,191962,15655206,402426753,11582,346125140,3068,3253,1403935769,632,1.34,0.06,108553108,105226000,2978000,122803918
8106119.exe,536191025,267662125,225713067,759930,225000854,759450,276486,83060820,1161871781,139253,523694746,201080,107737,1874053348,1083,4.02,0.16,314486262,288221000,26019000,328687660
8319654.exe,427896354,143554632,157567166,536142,161107610,546071,788483,74372110,1160205635,39130,430631371,13496,9122,1692155136,2093,3.53,0.17,313707915,309527000,3993000,328016455
8377831.exe,426902222,15813995,156906596,416495,155935128,411070,180652,34348558,400288565,12945,432407962,2873,3104,1449225450,632,1.52,0.06,107697833,106313000,1002000,121980316
8485745.exe,561862006,16175740,281777900,540081,279899745,548261,225809,34114055,468361966,14296,563417627,2084,3137,1328228415,632,1.66,0.07,126775959,126510000,0,140904963
8601270.exe,521613883,15659218,216275364,667921,218076618,670039,213272,36142628,723052273,117171,536505966,8432,107412,1732431190,623,2.47,0.1,195267530,170985000,23997000,209326381
8645057.exe,428840790,15863252,159240938,422796,157994055,418217,190452,34808927,402050956,12445,431740272,3225,4305,1447216178,630,1.46,0.06,108928674,107688000,997000,122845041
