file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1016334.exe,151912215,5237389,101195172,945025,99596426,937531,1664458,10600553,376904174,166405,166125584,23746,10083,510599331,3386,1.15,0.07,107704540,99111000,8009000,155947924
1135440.exe,158477515,5042081,116432100,2423949,117213979,2483925,1583443,11719856,416548820,202890,145082920,10920,8201,506385561,2481,1.34,0.07,112160255,103898000,7992000,126001177
1199099.exe,133301547,4780266,91920625,811379,92919888,820388,1387396,9937727,352590156,186651,128870878,13174,12170,420788209,2479,1.04,0.07,96264071,89936000,5995000,110547832
1379278.exe,197157770,5025868,145913032,2913884,146696949,2900798,1623260,12195522,946978209,384579,199960469,55237,207083,680118423,2477,2.85,0.15,255466137,197380000,57818000,269747410
1400532.exe,356341874,5057555,224219700,1047471,227179994,1033861,1606965,11024774,596131570,174356,363562498,28739,8641,1078494904,2668,1.95,0.1,160875514,153491000,6976000,174923331
1604299.exe,383700425,5041897,240760153,1566894,241734114,1575370,1433498,12402425,1090770038,388852,389446384,79420,206667,1175453898,2473,3.31,0.17,294828246,230378000,64105000,308980358
1749177.exe,212551987,4651953,154773899,2988481,155472336,2984923,2446805,12798224,993849310,523581,215414042,423767,212336,733128035,3259,2.83,0.16,271482020,195120000,76047000,285727084
1779544.exe,406153245,5707608,257329407,1522858,257950804,1532421,1576738,12938013,1123435610,397502,409842672,469824,211096,1264999073,2475,3.38,0.17,303633209,236506000,66860000,317707204
1817867.exe,405325078,5764696,253459579,1533055,259715369,1535521,1746554,13138331,1129162474,401203,420729608,283160,425145,1255296914,2666,3.37,0.17,304535829,246253000,57824000,318467480
2024525.exe,144003641,5009660,98697862,846733,103266336,830963,1506157,9680514,384390912,158787,156647686,17097,10542,482941300,2481,1.15,0.07,103836760,101458000,2009000,118021654
212795.exe,139888106,5048830,100667788,822208,109398307,773530,1440080,9318474,377655867,168795,151366274,20295,5648,469438207,2868,1.13,0.07,101823239,96552000,4976000,116063516
2265396.exe,408141313,5392768,259623602,1888974,260005937,1905005,1879952,14612081,1170858942,416593,413603977,37858,710542,1269048539,2610,3.52,0.18,308762673,251443000,56874000,323103162
2286318.exe,150674513,4756623,111466924,2532214,109224226,2561303,2595630,11334172,454630109,309679,159495260,22985,7798,529643275,3651,1.4,0.09,123107488,113793000,8983000,137345829
2349449.exe,194333387,5019589,133335609,1310437,138770756,1301374,1562779,11827171,895986805,385782,202794312,593756,213617,650291560,2870,2.58,0.14,242483831,174439000,67782000,256785432
2375147.exe,412757015,6452828,258906267,1513834,259539303,1529193,1636653,12905003,1125940993,392516,418053296,580065,817951,1272394196,2473,3.43,0.17,303351065,249963000,52992000,317522446
2381481.exe,197271767,5271549,130585538,1323981,134143043,1319502,1759631,11862887,903873860,379346,212860228,546878,211563,670133657,3258,2.61,0.14,244143409,180901000,62965000,258194014
