file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1168229.exe,758547230,2474469,449174419,3584472,451149325,3420611,1177766,7229820,948066976,41257,747723047,40810,22690,2272654049,3256,3.3,0.14,259542787,248011000,11000000,312974248
1239379.exe,644930727,1194205,399556784,3301294,398858213,3416548,388088,3730761,748202731,22606,650342060,25430,12156,1896293093,1559,2.69,0.11,202085189,195817000,5994000,216206842
1253440.exe,208726374,2439626,130823295,1651140,121018368,1808426,535768,3490378,300709098,23106,206988159,10857,5343,646808658,1694,1.01,0.05,81103805,77798000,2992000,95387532
1363825.exe,285674022,16149406,211321280,9793033,207789963,9666238,13777833,39934902,1289566490,1656308,279661896,72163,39660,957544396,9844,3.73,0.31,348145720,330834000,16991000,362289427
1373378.exe,326070632,14800209,232864711,11499923,231134304,11239340,13020790,37842839,1329030956,1495241,325253764,52209,40767,1051574504,9822,3.84,0.31,359125281,342879000,15994000,373158454
1380046.exe,682637517,9921013,464494571,2756442,469312047,2562016,842131,6350556,963566235,37007,695848876,49438,13743,2137436385,3840,3.24,0.14,259820597,252520000,6986000,274132926
1405031.exe,656523198,3121122,419825307,5119461,414727889,5391051,574307,5360313,847210652,36866,662457714,43538,17341,1967729540,4281,2.94,0.12,228646973,226370000,2003000,242929546
1484788.exe,238305765,7205023,170102416,2615650,171763074,2680909,5115512,15954910,525919828,183754,244847532,36918,29139,828768614,8068,1.69,0.12,141913718,123643000,17948000,156338154
1757160.exe,226734026,9433588,191135085,2332374,190752049,2346306,722643,4180087,506306635,22431,229790153,21043,9512,859280291,3846,1.54,0.08,136358025,130021000,6000000,150565233
1794636.exe,686371756,9958680,464441945,2794936,468670119,2562160,794571,6740790,961142776,35878,695668383,49400,13180,2140736480,3839,3.24,0.14,259767462,248486000,11021000,274016779
1841293.exe,204190442,10149970,156354721,6517363,154082393,6563443,4292448,27499431,605282126,229177,200141767,30162,16472,748466635,7618,1.85,0.12,163548150,148234000,15023000,177818522
208193.exe,217751546,9968099,172454126,2127515,170138426,2160170,1038385,5293428,502830538,24685,217855140,23660,98900,742496595,4430,1.52,0.08,135879059,130520000,4981000,150049581
208205.exe,145003841,2039206,150565802,3197410,146148093,3175258,815913,4681712,314239799,13009,140880248,8402,4625,676477973,1888,1.02,0.05,85031670,80703000,4035000,99140045
2116056.exe,224636741,2302777,145286069,3607362,140450374,3989006,1403899,5087984,406695967,22311,215752902,18641,16255,709704818,4946,1.31,0.07,109517180,96168000,13022000,123752889
213413.exe,625776159,1050326,392916653,3487315,394618210,3199834,342304,3907277,739371597,23814,643358506,22203,8524,1874219449,1104,2.59,0.1,199861931,196546000,3008000,213898322
2265253.exe,723439027,28411696,461352363,2771372,457277438,2998719,1059493,7231609,1097956428,42098,721594550,49391,18214,2131045382,4579,3.56,0.16,297618087,288331000,9010000,311812669
2289173.exe,174728509,1781753,133762423,2518690,131807055,2548808,934735,4541990,328087258,22089,174554959,27819,22671,606856753,4797,1.05,0.05,89154883,75653000,13113000,103469836
2363790.exe,660078122,5844772,422568537,3454869,424752138,3429319,3466261,15437443,1049888286,433971,662520692,47854,13640,1934096767,4428,3.4,0.18,285771611,274439000,10977000,299867649
2364548.exe,173882547,1022662,123952835,1711443,123623259,1647394,383453,3194895,283758584,14595,167830103,16792,12540,568310389,2365,0.93,0.04,76933703,73489000,3020000,90858373
