file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1095744.exe,255507372,315668,156472570,715053,155161054,718696,200160,2902657,502008329,118173,251029244,10019,106878,779643382,129,1.56,0.09,168586242,130846000,37241000,233299936
1201761.exe,245237332,392062,151379370,705179,156652027,717007,191160,2324637,501294026,113312,253168696,10222,108096,759748645,716,1.63,0.07,135990541,103532000,32165000,149918684
1289148.exe,250369595,306276,154299819,570445,154495303,570466,146162,2246131,507312619,115509,252501636,29728,206292,768829082,128,1.61,0.07,138416680,107341000,30811000,152545023
1322833.exe,250010791,302998,154431423,636803,154485928,634717,144735,2237279,512346143,115346,252771211,307098,105340,769199430,130,1.66,0.07,139468270,111157000,28039000,153551471
1343819.exe,250767207,295960,154540771,673839,154508287,668892,148722,2148250,504382303,115246,252239642,8129,105603,769447022,131,1.64,0.07,136040651,108597000,27149000,150031382
1368556.exe,247824327,290523,153949602,709251,154007162,709158,161994,2147932,505661503,115060,249450195,11769,105373,768246246,130,1.65,0.07,135952334,109651000,25917000,149807882
1417617.exe,68670667,210300,44965999,183428,45155758,186280,169358,887962,98612580,4314,72047751,2195,1949,245646398,136,0.34,0.01,26114176,22814000,2975000,40141702
1449665.exe,92750099,272728,61715871,431737,62049913,429630,129451,1592080,337919316,110931,93051319,38888,103796,322488935,134,1.02,0.05,91713303,67323000,24115000,105880099
1568383.exe,247923842,299151,154215484,692880,154160071,696867,151556,2129646,503851407,114953,249440679,10302,105440,768155791,131,1.6,0.07,136943367,98733000,37897000,150999625
1623932.exe,68141547,183806,43640493,184294,44643970,199960,166425,898947,94892270,5567,70605061,2797,1919,252186079,331,0.32,0.01,25704380,25495000,0,39827225
163578.exe,69102367,186658,44497185,181301,44496144,180906,138867,799508,95116392,3889,71332885,2699,1497,244735765,136,0.33,0.01,25649879,25387000,0,39750163
