file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1044060.exe,202867997,31236309,139545411,2271948,139451989,2241401,1177793,32136640,499181249,63465,199872134,36703,22349,733123994,4781,1.62,0.1,165478340,147738000,16969000,234984811
1056877.exe,328612919,2887664,212145418,1522039,215310488,1518982,1128169,8946717,468519415,35017,332200783,24557,11549,1001718560,2925,1.65,0.08,127046667,120779000,5989000,141292256
1110958.exe,104292573,2458892,76098676,506300,79404079,439689,885201,6650073,200137320,21263,105237519,8638,6677,359536720,1961,0.68,0.04,54098332,47833000,5979000,68373616
1313602.exe,104755689,2455262,76197051,486435,78813952,466512,830107,6735569,198534784,23143,105586998,10099,6078,360528710,1951,0.67,0.04,53668831,47479000,5934000,67791260
1333327.exe,103807724,2517062,75563377,539590,78197858,438680,853668,6641727,199130881,21143,104294577,8814,6358,361553035,2008,0.67,0.04,53979534,48635000,5066000,68141184
1383313.exe,307515535,2663728,192337440,1171438,193923294,991475,995572,7621099,415683034,34736,312081204,18483,6638,929642579,1955,1.47,0.07,111841457,106493000,5023000,125961221
1524420.exe,321337974,2867795,199169049,1305589,196270686,1407783,1804083,9975478,453309603,84866,311778530,20938,16738,966313969,2745,1.57,0.08,121594230,114339000,7020000,135845825
1557029.exe,308158170,2620095,191942113,1149557,192267925,997064,960606,7912168,412250922,28204,312804509,20656,7571,926320197,1882,1.47,0.07,112011039,106728000,4987000,126383818
1576250.exe,302906063,2601061,193890127,1173688,197619674,1000545,963601,8344248,416237677,30047,309776170,17356,7625,922868151,1861,1.46,0.07,112405635,108020000,4000000,126705788
1878308.exe,106237530,2458346,75981050,551449,77495445,441574,846797,6529604,196962750,22260,104499442,7315,6105,364410563,1857,0.66,0.04,53643734,49260000,4021000,67967030
1899156.exe,110073748,2926592,75882386,803198,74852936,767050,1794440,8768073,224316136,74400,114997294,12653,9746,382064132,2487,0.75,0.05,60497800,53220000,7029000,74651842
2080168.exe,321719435,2828900,198888409,1336544,195385840,1406263,1825964,10066942,444682624,86512,310521371,21709,12261,964502322,2875,1.56,0.08,120611009,113303000,7018000,134692379
2083684.exe,308899615,2678781,192502757,1127721,193017940,957397,1031258,7806165,410326885,26914,313412198,19796,7340,933147414,2054,1.4,0.07,112276725,110039000,2000000,126313819
2126664.exe,115634396,3150048,87374332,1393090,91801198,1152252,2572211,10139445,290434136,88456,118599333,46327,34094,422281942,8207,0.94,0.06,78456269,68150000,10022000,92792414
2162489.exe,117156143,3113289,82649583,867680,78431973,1022184,1850105,8367812,250079313,74184,115603965,12444,10422,412085791,3654,0.83,0.06,67683927,60392000,7045000,81986471
2237372.exe,303953441,2619232,194755879,911368,199214146,850945,850093,7476849,408467437,29540,309089755,18528,8023,922017035,1859,1.43,0.07,110275926,103981000,5998000,124491685
238280.exe,105655547,2541255,75561199,776885,77241429,551341,1026491,7138479,206253119,21787,105971140,7351,5242,366041941,2060,0.68,0.04,56143606,49765000,6093000,70324296
2406283.exe,115531072,3552241,86240473,578683,88088044,462835,1892633,8241663,264641879,32756,116982681,45609,34581,426921157,9017,0.85,0.05,71276757,55742000,15202000,85657312
2434772.exe,109009228,2801686,74135394,787066,73547306,752489,1685726,8455641,225207645,71031,116009777,12778,9918,384587550,2489,0.75,0.05,60628109,52292000,8045000,74726576
2455153.exe,102114213,2446572,75126344,542449,78477505,435842,974657,6572618,204755307,20464,104716862,6809,4209,367342613,1866,0.68,0.04,55244746,52936000,1997000,69598141
2507278.exe,112945106,2571502,77280882,731588,75356322,621974,996007,7637706,207066301,28064,110669011,14342,8875,380211199,2821,0.7,0.04,56687723,53380000,3021000,70970717
2551095.exe,304342099,2657053,194181795,1056697,198191721,882763,921111,7632208,412122478,27079,309067358,19989,7544,920085861,2001,1.44,0.07,111325276,105040000,6002000,125466966
2596867.exe,105343009,2457086,75678456,507896,78665269,437381,880663,6613556,199780910,20786,107186033,6928,5159,364237840,1889,0.67,0.04,54039004,46769000,6965000,68301974
2629074.exe,303861575,2591783,193686145,902184,197492350,855926,909493,7492038,409261754,27645,309859868,18336,7150,922230246,1883,1.41,0.07,110125678,104838000,4992000,124624949
2685390.exe,113272468,2909962,76169020,812970,74226613,758037,1983443,8705197,230109273,71236,116139718,11863,8859,397205751,2879,0.74,0.05,62157609,57967000,3997000,76286492
2947180.exe,106688172,2519166,74893555,655563,76529164,506091,1101324,7058772,209298965,30123,107766654,7641,4885,371219872,1959,0.69,0.04,55949540,53767000,2028000,70073822
2960949.exe,105469867,2516069,75804683,598187,78559645,478891,1084360,7014859,208778647,22456,107782623,9424,5989,374314575,1964,0.7,0.04,55805022,51702000,3977000,69773866
3086125.exe,154864283,8376102,114780280,5716793,115675623,5663801,5950921,22538330,674134260,762836,156496071,16990,18684,525157170,3398,2.0,0.15,181323178,174282000,7011000,195755513
3569069.exe,196101785,10776017,166209613,654552,165010016,809909,9583481,20394561,694286871,153347,193093850,306152,194254,815788970,60166,2.2,0.17,187931378,105525000,82410000,202101800
378160.exe,317134390,2960522,202595055,1116869,199020614,1242926,1915557,9405776,455583979,84007,308340962,17005,11337,948660521,2867,1.51,0.09,124310270,114099000,10008000,138683091
3974425.exe,110718225,2937457,75662038,805559,74631547,760628,1941834,8782399,226374938,74101,117524002,15180,10184,392441137,2682,0.74,0.05,61273762,57957000,2997000,75043317
3982997.exe,105936746,2516945,75238272,620444,76945829,453251,1007671,6710597,205336905,21772,106163955,7922,5107,371165038,2056,0.68,0.04,55606772,50342000,4935000,69710219
3993006.exe,316854768,2157201,194131836,1340922,191661360,1307527,1272247,8774093,436017863,30707,317271879,17364,22033,958640000,1954,1.51,0.07,117893101,110685000,6980000,132149402
4053780.exe,105084943,2546075,74587511,610188,76688558,432934,1055909,6665787,204965278,28120,105488595,7886,4754,366242330,1960,0.68,0.04,55374368,50102000,5010000,69559466
4289964.exe,130379795,4292660,91763933,1419804,91469376,1497640,3470723,11940098,325533252,224130,133520329,11502,12595,452428974,3722,1.04,0.08,88171401,80887000,6990000,102268624
4313052.exe,109718838,2895298,74627507,801439,74317495,762866,1888571,8600359,224137324,68149,116188820,14380,10435,384189837,2684,0.73,0.05,60953604,53704000,6961000,75029684
4387633.exe,103205927,2594139,74824465,606981,77826268,470904,986606,6903153,203231098,23525,105192135,13985,7592,360135466,2347,0.66,0.04,55821720,51609000,3969000,69982988
470433.exe,389406176,7644588,258869715,1019811,257367843,1018724,9267859,20896139,832781611,651839,376899494,55926,45937,1222873726,8568,2.62,0.2,224597118,214570000,9980000,238951295
4772895.exe,318111322,2803601,201212085,1226277,207013979,1206075,1562806,9423217,446478947,44136,325739735,28862,14346,975264217,3320,1.56,0.08,120624783,112500000,7964000,134947719
5162419.exe,109473581,2432255,79449108,628349,80788164,570271,1093559,7755075,219893069,28679,115368971,12995,7948,398015230,2432,0.73,0.04,59649787,55519000,3965000,73793404
5331185.exe,110941329,2777933,74179284,819200,73670880,767740,1922770,8714251,233765815,75012,118584663,15515,11541,393832464,2687,0.76,0.05,62911800,55689000,6961000,77136316
5381024.exe,103354574,2481145,71412140,692275,74482394,580352,994579,7336259,204578540,26342,112121403,8283,5190,366234587,1869,0.61,0.04,57910608,49717000,7954000,72200733
5425747.exe,105360889,2375560,74629440,948049,77524968,773024,1063299,7733568,219087166,30514,113192289,9113,5529,366621127,1961,0.73,0.04,58906964,54694000,3977000,73115186
5745274.exe,303207967,2728117,191976352,1021022,196179112,880913,1082726,7607630,415877692,30808,310204582,23225,9027,918949405,2153,1.48,0.07,111784799,108598000,2988000,125935445
5895782.exe,318599960,2803996,197074288,1390478,195069720,1381826,2025833,10185700,444363336,77148,316158154,16731,11638,965641515,2673,1.55,0.08,120241956,115059000,5002000,134266502
5989896.exe,107428502,2459518,74162996,656210,76634707,531159,1051164,7300401,206055289,27861,109047446,9886,5674,368483857,1961,0.7,0.04,56377394,55130000,1002000,70659198
602592.exe,318767176,2524910,197326968,1279195,193279231,1351571,1702779,8950703,444179952,71614,312480236,22802,9607,965152980,2676,1.53,0.08,119565931,116308000,3007000,133748087
630946.exe,102942239,2518499,73931866,583165,77356261,428810,975040,6489354,202666921,21416,105173985,7954,5493,360525092,1861,0.67,0.04,54874005,49658000,4965000,69180682
637097.exe,326301940,2658442,207338737,1014746,204254127,1142784,1714582,10317870,451009847,55947,307349149,30102,13929,974192445,2875,1.57,0.08,120677367,115310000,4970000,134993862
6379333.exe,105126457,2445437,75137202,571852,77920659,435161,981180,6621746,206120238,21653,106781957,7416,4983,371360933,1866,0.68,0.04,55389701,52023000,3001000,69449281
6437364.exe,102662266,2533289,75042927,512688,78428252,440337,895204,6613643,201297163,21730,105911103,9491,6504,361819614,2004,0.68,0.04,54185900,47934000,5991000,68391783
6581060.exe,106894819,2545862,75243481,572507,77248719,436254,928768,6587273,203277319,22669,107272110,6914,4910,370171811,2060,0.68,0.04,54940392,50614000,3969000,69127536
6788249.exe,135556147,2409326,102511190,3219687,102981031,2969142,1135996,8197972,311417225,24697,136529970,8171,7004,521678014,1956,1.0,0.05,84205954,80833000,3031000,98504857
6808700.exe,115588830,2800008,78267606,837029,74946713,814291,1975704,9082229,234802873,76812,113429251,9956,8909,403237942,2683,0.78,0.05,63586374,60337000,2967000,77939851
6846211.exe,110893597,2860042,75146868,850020,74247819,796782,2011098,9023415,228126127,75914,116257912,11416,12567,392090625,2685,0.76,0.05,61784859,56375000,5033000,75922080
6850112.exe,105403518,2487138,75936612,543450,78100342,447316,876718,6542213,197553090,22203,104685241,10917,3423,365395750,1857,0.65,0.04,53754982,52477000,1009000,67870221
685296.exe,103782365,2483955,75815377,508498,78338198,442300,881273,6583000,200292779,23614,105313499,7967,5589,362542488,1862,0.67,0.04,53778573,50449000,2967000,68000894
6941529.exe,303331763,2673029,192495913,966555,196991512,849651,912165,7355388,409143743,26099,310111030,19189,7328,920272835,1883,1.45,0.07,110678118,106438000,4016000,124714382
6978096.exe,104306781,2526633,74749244,553491,78159292,437766,1026153,6582039,205001743,25018,107650778,9341,5664,364666191,1984,0.68,0.04,55050905,47816000,6973000,69243423
7110392.exe,105445665,2642565,74943747,624533,77047309,436024,1122082,6616759,207720249,23615,106280909,8518,5297,369711937,2448,0.69,0.04,56090512,49704000,6086000,70479296
7147241.exe,112952722,2472589,76346982,659625,77997341,558732,1088266,7503812,209564732,25508,113296602,9759,6258,388650101,1960,0.71,0.04,56859853,50548000,6065000,70786820
7171152.exe,100559340,2136739,72538884,487080,75511554,453263,851037,6525974,193674584,20771,100677330,7912,5526,344767484,1920,0.64,0.04,52142964,46868000,4985000,66381853
7246995.exe,105240299,2505736,75198378,561572,77935771,438482,1050126,6664930,204210140,23498,105429025,7355,6319,361982117,2005,0.68,0.04,54496566,53230000,1004000,68811718
7247866.exe,104739805,2492870,75021685,577009,77723271,439306,994772,6538155,202009092,24807,104053465,8046,5739,363131259,1880,0.67,0.04,54503059,50185000,4014000,68678500
7249876.exe,109506282,3367244,85792022,448694,86874777,519332,1580539,7767939,247890924,37206,110153702,39620,24477,393501315,7236,0.75,0.06,69796894,57400000,12084000,84037034
7277441.exe,102481260,2451261,74418763,604136,77216978,478314,1108306,6957236,207981625,21924,106061968,8351,6123,368671993,1867,0.69,0.04,55833432,52515000,3029000,69931640
7515958.exe,107133573,2889115,74140357,805773,74210069,765136,1839675,8619419,226619024,69308,115862614,12744,12173,378547429,2683,0.75,0.05,61417106,57149000,4010000,75839601
752441.exe,324810701,2938193,202670723,1113575,201091933,1171094,1275881,8661938,448720060,38034,332872674,19946,7841,998982771,2521,1.49,0.08,123825316,119564000,3985000,138259375
7584430.exe,107645535,2142892,78169255,1624106,79565172,1378935,1073734,7639533,231933425,27493,113981415,9698,6596,398070270,1960,0.77,0.04,62838176,58608000,3973000,77014121
7789629.exe,305851718,2666049,191124819,1077283,194354326,912698,991124,7483920,412965557,27603,313982869,19415,6726,929990603,1954,1.42,0.07,112349833,106110000,6006000,126637579
7850041.exe,112879371,2860382,77058243,838121,75686725,786132,2056730,8893682,232717140,70029,114472449,11790,8434,397253241,2683,0.77,0.05,62363678,53734000,8110000,76628552
7923020.exe,113306224,2736150,76516749,817825,74639265,777341,1778914,8810353,234913482,75557,115731738,8546,8455,399876959,2489,0.76,0.05,64078149,57817000,5981000,78299454
8075161.exe,307902519,2556322,190719174,1251266,193726940,1142477,1056634,7733680,419244837,28577,315952067,22221,9430,930529548,1863,1.47,0.07,113354947,109109000,4004000,127572708
8134220.exe,328383364,3155231,203973900,1042500,207728185,1035699,1652477,9416158,472191693,35982,332476413,25699,12740,1001688589,3160,1.61,0.08,127960104,120678000,7039000,142030480
8171167.exe,126383527,2821923,92214190,1445753,91661167,1405693,1944440,8899330,274628654,77878,132116755,10771,10709,438811276,2684,0.9,0.06,74910052,69552000,5040000,89133185
8308406.exe,303138293,2585235,192195682,1018161,196108910,906587,1023119,7776437,416242027,26400,311781076,19125,8876,930241270,1858,1.46,0.07,112362399,109047000,3001000,126379186
8401816.exe,303226802,2694350,193230120,952505,197910500,848678,1000326,7510319,412435621,30218,309109377,20542,8119,916011265,2053,1.43,0.07,110895299,104669000,5981000,125373016
863410.exe,241972865,11854621,179389017,8314664,177916886,8375050,9595430,27774349,1011714957,977173,244138411,49607,37521,821986554,8737,2.97,0.24,274050337,259753000,13986000,288243478
965589.exe,122350465,3207735,89363429,470106,91955189,424985,3070711,8507851,278085688,258085,127855452,20423,13664,433830092,3993,0.89,0.07,75159498,70792000,3988000,89302721
997739.exe,105146447,2502901,75449189,544473,78948742,440187,1020896,6705670,204380751,27605,108472628,7664,5793,361643904,1979,0.68,0.04,54962208,52708000,1989000,69368028
