@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-ram/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
226734026,9433588,191135085,2332374,190752049,2346306,722643,4180087,506306635,22431,229790153,21043,9512,859280291,3846,1.54,0.08,136358025,130021000,6000000,150565233,6
686371756,9958680,464441945,2794936,468670119,2562160,794571,6740790,961142776,35878,695668383,49400,13180,2140736480,3839,3.24,0.14,259767462,248486000,11021000,274016779,6
204190442,10149970,156354721,6517363,154082393,6563443,4292448,27499431,605282126,229177,200141767,30162,16472,748466635,7618,1.85,0.12,163548150,148234000,15023000,177818522,6
217751546,9968099,172454126,2127515,170138426,2160170,1038385,5293428,502830538,24685,217855140,23660,98900,742496595,4430,1.52,0.08,135879059,130520000,4981000,150049581,6
145003841,2039206,150565802,3197410,146148093,3175258,815913,4681712,314239799,13009,140880248,8402,4625,676477973,1888,1.02,0.05,85031670,80703000,4035000,99140045,6
224636741,2302777,145286069,3607362,140450374,3989006,1403899,5087984,406695967,22311,215752902,18641,16255,709704818,4946,1.31,0.07,109517180,96168000,13022000,123752889,6
625776159,1050326,392916653,3487315,394618210,3199834,342304,3907277,739371597,23814,643358506,22203,8524,1874219449,1104,2.59,0.1,199861931,196546000,3008000,213898322,6
723439027,28411696,461352363,2771372,457277438,2998719,1059493,7231609,1097956428,42098,721594550,49391,18214,2131045382,4579,3.56,0.16,297618087,288331000,9010000,311812669,6
174728509,1781753,133762423,2518690,131807055,2548808,934735,4541990,328087258,22089,174554959,27819,22671,606856753,4797,1.05,0.05,89154883,75653000,13113000,103469836,6
660078122,5844772,422568537,3454869,424752138,3429319,3466261,15437443,1049888286,433971,662520692,47854,13640,1934096767,4428,3.4,0.18,285771611,274439000,10977000,299867649,6
173882547,1022662,123952835,1711443,123623259,1647394,383453,3194895,283758584,14595,167830103,16792,12540,568310389,2365,0.93,0.04,76933703,73489000,3020000,90858373,6
283062671,16894804,212619586,9320350,213726102,9441527,13356283,40286291,1296543277,1627573,279731819,68722,31078,939467304,10100,3.74,0.31,350997017,340603000,9988000,364993266,6
187188870,5852642,141804210,2583044,144196377,2524991,3635209,12543686,406901691,152175,181984276,30805,8233,637418622,3651,1.32,0.09,109927923,104522000,5025000,124213907,6
751181000,16204284,486251361,9988471,484942573,10076502,13503649,40305256,1759029076,1596859,752944854,91153,50969,2262292763,10093,5.38,0.38,475448870,454130000,21006000,489575723,6
249257000,14479161,174961604,1958762,170283241,2003123,1078978,5285222,556899857,35498,248468395,24420,9151,804223028,4431,1.66,0.09,150443338,136154000,14015000,164837233,6
697029777,8015731,430478875,3236248,429793025,3114785,1154465,5783596,979210304,39188,703421100,39148,17425,2059883466,4233,3.25,0.15,264999006,256594000,8018000,279235154,6
748555165,16804542,483402751,10282522,483421713,10291308,13707502,41393683,1765757636,1623346,747983788,88913,37590,2250568895,9701,5.44,0.37,474301752,450996000,22999000,488452616,6
749339086,15936699,486249457,9914603,486447098,10027124,13703745,40646173,1765265199,1609175,751966670,92280,54686,2253192090,10091,5.39,0.38,477324917,459170000,18006000,491678725,6
750720570,15836889,484211167,10086336,482789665,10008237,13637222,39584148,1753924271,1599972,757183821,78992,43428,2260380439,10091,5.4,0.37,473209128,452048000,21002000,487431848,6
172780242,1103939,126900684,2247786,125643545,2471422,463843,2900426,292437204,11793,165409104,4727,3300,590188610,1308,0.95,0.05,79149772,76920000,1997000,93141665,6
279090205,16283871,211657488,9386124,212808484,9482601,15530987,38920467,1354260942,1935051,277323451,51887,34856,924842588,11772,3.88,0.34,365958035,339745000,25980000,380312068,6
288096303,16566733,214819422,9441509,214508629,9506289,15464671,39889476,1351551868,1958975,277369495,55046,43039,955563439,11774,3.81,0.33,364824961,337592000,27047000,378748708,6
1172580913,6741795,839886135,3158098,836012573,3175239,4772673,18558164,1452916631,181299,1160616566,37180,17093,3805143988,3646,5.23,0.25,391398780,387214000,4002000,405666594,6
160752239,2492315,115362040,1572324,114822261,1893906,481298,3141894,260839837,9240,172947855,15412,7199,551459815,2085,0.87,0.04,70288726,68018000,2000000,84303471,6
253924398,25979139,196369747,4360887,196024824,4359610,1397058,8113632,709539585,39485,260139968,36646,27757,836290802,6316,2.1,0.11,191518804,178238000,13017000,205839622,6
739949072,14488307,482236742,12758890,482672512,12731102,10620278,36166002,1702024616,1290306,742976079,65834,40188,2243770242,7403,5.35,0.34,460232339,446961000,13028000,474596435,6
304950886,23411382,229393054,7603565,233572644,7167006,19487595,39121458,1349095468,961827,304135527,80072,54859,1025999567,14491,3.84,0.33,364470024,340241000,24017000,378635382,6
170525858,1956278,112662080,1618969,106862513,1691892,509772,3825567,287227241,12618,174407976,5640,4124,572520648,1700,0.93,0.04,77523607,73265000,4014000,91417513,6
176873741,1507481,120322413,1564827,118732585,1535408,407018,3722732,274055310,11703,174998397,8238,6922,568433147,1306,0.9,0.04,74888872,69553000,5040000,89135166,6
273147026,16185623,206762659,9408251,212076907,9467645,15810358,40303822,1362889605,1917551,280387551,69695,47483,913242125,12515,3.88,0.34,368480676,343238000,25017000,382665206,6
344320981,27071255,259122028,7583729,264285700,7530131,17152597,45683738,1493741964,1160072,357445546,65473,24115,1162842475,10369,4.33,0.35,402462276,384194000,18009000,416644655,6
754288311,15987951,492852526,10006765,489992494,9986845,13723424,39920830,1759258552,1662897,740049854,75246,44394,2254808210,10091,5.49,0.37,473750438,455538000,17981000,487902439,6
173131687,1206253,119472719,1571618,118432561,1589981,379677,2676568,260298997,9212,171204295,5663,4720,569441950,1111,0.86,0.04,70786070,67579000,2981000,84896561,6
748993825,15896220,485682756,9897583,486577062,10007584,13842563,41247214,1767958325,1605846,752975407,84112,36444,2251718365,10092,5.46,0.38,477645484,456387000,21017000,491887768,6
282827395,16522648,208834589,8184565,209256909,8263734,16698190,39901802,1384582317,2104491,284001411,57713,401608,947323854,11773,3.86,0.35,376583379,355340000,21020000,390801320,6
642329552,1313654,399312970,2260998,399016711,2075461,416460,3695971,725424878,21798,651556273,23943,6885,1907481879,1106,2.59,0.1,196015719,191702000,3993000,209992174,6
171042361,1596077,133742521,2176801,132727614,2189612,521965,3752797,307360244,12731,172684168,19964,12802,627784012,2848,1.01,0.05,83173414,78841000,3991000,97270656,6
669499302,4532071,430788519,3927275,427493854,3858609,4486833,13079280,942935939,437944,662165059,58229,35776,2001924313,9332,3.23,0.17,253555653,235118000,18009000,267802806,6
667829787,5513453,430765569,4365611,432336099,4241470,4198617,15888836,903889056,128601,658290579,42982,22173,2010407028,3450,3.16,0.16,244147921,235881000,7995000,258372489,6
681427024,9372214,434955896,2734138,433437576,2640260,5171964,19744883,947532385,179567,701927332,60875,18123,2087154524,7992,3.31,0.18,255744954,244328000,11014000,269986357,6
566696558,21732899,408351790,8070669,410075129,7931245,7273218,22502401,1416610027,247029,578579927,95287,53183,2060748278,15749,4.34,0.26,381007300,351732000,28977000,395300111,6
308047559,16528461,227522248,11356240,224994234,11385527,14595020,37832751,1382361932,1591378,317201851,96144,68605,1039462014,20354,3.98,0.33,374653528,343405000,31036000,388836104,6
208384719,1978895,129015397,1460492,132313612,1491916,902597,4629538,329198115,18038,205734025,19610,17444,613526922,4108,1.11,0.05,89517735,80353000,8928000,103633814,6
676554631,2149168,406442293,2235404,407766326,2324728,810826,6109265,784746369,30238,672529028,43506,21073,1927465141,4102,2.8,0.11,212575303,202265000,10013000,226591513,6
240622318,8476374,178947363,1727705,177007981,1564337,3475531,15302476,453655708,158935,241060214,17581,10404,883574162,3260,1.5,0.1,122892205,116578000,6029000,136981056,6
638655242,1810934,405031421,2850804,402793232,3047549,597072,5356365,760902094,30194,629404856,40039,14283,1886096041,3200,2.7,0.11,205378813,198074000,7002000,219546336,6
677830176,7911386,555152797,1743229,550206201,1724613,4518561,20247324,952158997,195728,661033384,29240,11433,2428091490,3260,3.29,0.18,257301717,252012000,5000000,271299760,6
215442093,1846988,135015497,4419380,128224394,4251919,947245,4676501,376099660,21485,215873446,18174,8991,675011718,2870,1.25,0.06,101613003,94336000,7025000,115908395,6
640129421,2742643,406305932,2215660,405644070,2358446,885017,6445783,772502684,32090,641611116,63549,22475,1918366539,5785,2.73,0.11,208976542,198607000,9980000,222844204,6
654358728,1823790,399017524,2341797,402825750,2269275,624889,4618983,769231189,28248,661473198,34486,15068,1917412220,3445,2.71,0.11,207418633,200142000,7004000,221857045,6
243702124,9781408,176088425,3381618,182771263,3146889,3656159,16500732,494560236,153595,252433039,21394,26259,855523762,4752,1.66,0.1,133829896,125501000,8032000,147953346,6
750717038,16053791,486409926,9970106,485472074,10083921,13665803,40323653,1762830939,1612263,752339378,93689,44691,2259652675,10092,5.48,0.38,475579273,457245000,18009000,489814020,6
278413807,16705324,211836809,9206891,213970618,9311122,13989082,41693886,1309638919,1622677,278907868,65647,33212,934868264,10097,3.74,0.31,353568481,340317000,13012000,367818953,6
206123449,10791600,162814744,7134466,160314177,7311194,4197616,26427776,626334916,259918,206464394,46289,36163,769967789,11289,1.96,0.13,168928359,148519000,20070000,183170715,6
188080980,5727260,134413990,2560799,139423698,2384579,3270568,12904498,405110659,142638,187683344,20220,13480,627555403,3261,1.34,0.09,107842124,99529000,7962000,121966732,6
697953471,10422455,437601199,2568837,439344342,2424811,782256,5830118,972783924,38862,704736441,36162,19496,2056974741,3841,3.27,0.14,261983548,252555000,8984000,276378224,6
688300725,8518663,443245619,2442593,445567823,2237763,5027093,20261726,905786259,218042,672205266,58479,29127,2094506751,5599,3.2,0.17,245036517,236575000,8019000,259298359,6
641151393,1789393,405881694,3031154,404123078,2915781,1205450,6249336,787951463,36477,635559917,40814,18150,1903605606,4794,2.79,0.12,212457899,199955000,11997000,226610921,6
329028867,19528938,235014032,2219358,232598438,2249686,21849628,48868570,1561449220,2793702,327498421,97876,35035,1170587703,18074,4.36,0.42,420518189,383155000,37015000,434642114,6
203529337,6232845,148112760,2649750,146984009,2558116,2996065,11170574,409604651,120666,205701486,20384,7906,722406705,3259,1.34,0.09,110769754,104313000,6018000,124814296,6
167499325,992376,121347961,2421436,119980699,2598377,294957,2279124,287098117,12269,168895402,9870,7087,565690333,1500,0.95,0.04,77677738,73397000,3967000,91696928,6
283380075,16032415,207498326,9234667,210718290,9163148,16452338,41587093,1381343232,1841199,292801133,78689,49803,963978812,11663,3.92,0.34,373362668,344950000,27996000,387513140,6
170659346,1340424,126112805,2271036,124001968,2269282,596954,3377986,305903453,11105,167842885,4835,6714,590568120,1893,0.99,0.04,83271673,77975000,4935000,97410429,6
204848911,7129991,170959369,10662643,170323496,11070738,1141359,18102673,624428314,26143,202077823,34449,20228,828231983,4811,1.91,0.1,168557065,158193000,10012000,182635646,6
180268988,1585831,129401861,1754316,127871922,1684203,632151,4645479,287904900,13358,176494903,7248,4560,621324198,1696,0.95,0.05,77904821,75631000,1990000,92148601,6
362105942,16203213,263739102,12249225,261279147,12115687,20270107,41213167,1417272589,2300167,365135848,62096,35509,1184484127,9549,4.24,0.37,383512334,364074000,19003000,397717519,6
169710445,1565584,125052211,2412290,121475898,2502360,540757,3027686,297294768,12012,166627387,6818,3277,584744578,1698,0.98,0.05,80078922,77651000,2016000,94175656,6
681382392,10044007,467153452,2721834,469788728,2534385,971227,5849726,954898758,36942,693446346,43896,14389,2133329460,3841,3.28,0.14,258257853,248863000,8995000,272424202,6
342885668,22077070,245931791,6543549,243430742,6806592,2207830,9015077,972457223,51959,338742288,36220,19674,1098101186,7376,2.87,0.16,263018182,257587000,5011000,277104953,6
169635840,1001798,122517750,2406736,121761303,2403888,476027,2771537,304833849,10613,168951196,3009,3736,591533207,1502,1.01,0.05,82504318,81088000,1001000,96753600,6
175360567,2046508,127950181,1596997,126635478,1718740,742264,4124679,301219309,17137,177252912,25674,21365,601912147,4110,1.02,0.05,81328697,68916000,11985000,95398810,6
229791405,10447944,192557420,2291420,191526585,2298161,986599,4981683,506005185,36185,232237831,18982,13403,865727459,4431,1.61,0.08,136378085,126996000,8999000,150764008,6
306735214,6490630,202597903,109080,200268556,106847,114500,13381925,318169524,12785,301888532,3173,3128,1434885176,232,0.99,0.05,103906058,102325000,1003000,153170716,7
647005661,28576850,301455228,464586,301630738,456570,18014356,54564517,1332313448,297660,646749828,579226,123114,2103778640,98340,4.54,0.34,360013928,195611000,163674000,374267331,7
644830791,28593136,302089239,450742,303148204,450920,18498340,52549786,1327670104,295574,643450498,593612,124574,2189420245,98332,4.53,0.34,358459831,180791000,176796000,372589913,7
374464645,6332817,214101781,149308,215436685,209559,141801,14411539,539468329,16148,372305468,2486,3809,1455873334,241,1.87,0.07,145346675,145050000,0,159300936,7
439166791,16159328,298444263,398032,298407450,390231,7924037,27495661,1011304781,126218,441109438,230889,108372,1980420718,97893,3.36,0.2,272459958,120044000,152056000,286448001,7
632354368,28084425,302097832,431324,304605894,427530,18640827,53590030,1190574065,287472,639266090,588146,124848,2048817928,98332,3.98,0.32,320864550,150672000,169631000,335144625,7
756156324,26015999,442852006,575547,440671996,564893,24524678,46692210,1498142218,764212,755453567,552230,106154,3096907653,97890,5.02,0.4,403676290,205180000,198174000,418082848,7
205877114,6435809,100795774,84756,100231487,84479,115983,10938191,218102743,7947,206621399,856,1630,936708041,325,0.76,0.03,58904801,56707000,1989000,72936768,7
616984216,27475738,564443212,511816,555000221,520168,24150064,47226724,1367553209,640857,602782087,591074,106839,2984714368,97885,4.56,0.38,369267738,184962000,183962000,383733149,7
515680485,20879363,352072592,509075,346814449,515110,17949458,39411103,1204165259,609358,509869273,299104,105636,2304865051,97890,4.03,0.32,325472505,149067000,176079000,339590720,7
511553131,27249103,353549474,506053,352584449,512763,24209277,46318464,1299239703,677898,506958993,527193,108164,2473270844,97892,4.29,0.37,352231658,169959000,181956000,366512350,7
304436461,50175676,200989607,109219,201224501,113467,179020,87494917,384744002,11698,306054868,1845,3191,1123347468,529,1.45,0.05,103835206,103592000,0,117973649,7
510138614,25581282,201038590,119661,199692995,122199,225496,55169672,395074328,13315,512260920,1380,2917,1645074975,725,1.38,0.06,110183027,108904000,1008000,124199988,7
629351395,27884372,299033854,448879,301750801,433852,18863203,53702969,1190778661,285114,648782926,586192,135967,2067981388,98337,3.92,0.32,321924935,153139000,168153000,336071380,7
205783872,6432588,100697475,80163,99962583,79757,108350,11463438,217247929,7799,205291715,731,1312,933273776,328,0.73,0.03,58855881,57613000,993000,72928220,7
639929091,28142081,303407693,423107,303840496,422085,18759257,53158541,1185609792,300505,628034533,594686,125621,2061192697,98333,3.95,0.32,319638733,151014000,168016000,334013517,7
811397062,20876499,653314876,568183,651918784,571667,18422795,41499057,1696570223,618976,806284857,549002,109345,3566525485,97889,5.6,0.4,457609955,264533000,192660000,471863026,7
538648960,16054171,498811848,430383,498498544,435609,8159256,29202247,1417970152,134754,540994130,448751,108839,2989305581,97886,4.61,0.26,382495410,235109000,147068000,396605398,7
381013422,6416911,290645231,1265988,287428970,1332520,127452,13844513,374890034,11252,370652831,1530,2252,1299452870,234,1.26,0.05,101158899,100948000,0,115093473,7
634530709,28295064,301104782,441778,302005436,440671,18593714,54913994,1180898294,295350,638246098,591206,123587,2162056869,98338,3.92,0.32,319500472,153022000,166024000,333706104,7
513840367,20679246,349095088,492514,342761289,493630,17811966,40119169,1147743946,638403,518628002,482084,104003,2095897031,97885,3.81,0.31,309357376,113031000,196054000,323642120,7
403942807,12857512,401972664,195537,401664288,188426,159370,31284558,836227504,24286,404878946,3088,5413,1924836352,331,2.69,0.12,227140793,226805000,0,241181551,7
841026905,28726151,504624790,438266,504443473,442833,18940755,54365250,1335541704,300798,838166322,631098,124273,2976935337,98332,4.39,0.35,360746627,190159000,170142000,374960144,7
599700588,17707767,444749437,717385,444322135,712786,8137835,31218904,1705805510,538995,601136263,1606887,206370,3030381082,195550,5.35,0.3,459164667,211939000,246929000,473424125,7
529903974,28392044,361503178,552967,361694965,557710,26420457,49644194,1352598708,700059,540416496,485122,119433,2360426855,107665,4.47,0.38,366495072,168062000,198073000,380782900,7
193527258,5954089,388237891,1338330,389387562,1314180,124408,11840351,482265372,15659,192192895,3732,3524,1260224998,332,1.57,0.07,130611272,129275000,1002000,144702463,7
630903812,27732913,301099303,424764,304007278,426142,18741774,54406921,1192359027,292550,638440672,589670,124880,2040916196,98333,3.94,0.32,321390209,154976000,165974000,335621516,7
306050747,24293565,200287295,112000,199590380,113759,138690,38273458,370840183,12929,306734130,1478,2705,1434280524,330,1.33,0.05,100429828,98171000,2003000,114299382,7
286997705,12637210,200251141,103438,199790465,110501,133594,24534895,277966839,8224,280035120,1438,2320,972849218,335,1.01,0.04,75115599,73915000,998000,89171421,7
435658845,21041622,299386299,398506,302813262,393536,19398814,41959580,1134197552,232028,435382143,442770,107582,2043991795,98776,3.67,0.31,305306457,176179000,129131000,319485233,7
615299123,27261883,456313665,515889,452452131,518745,25003367,46807551,1331657732,659723,603762532,486622,107126,2565401807,97884,4.45,0.37,359000510,185997000,172997000,373216503,7
847357791,28338448,398251928,458340,398254017,459568,18347596,54036496,1309189655,293517,864874524,592423,124997,2818758434,98333,4.23,0.35,355950642,219863000,135915000,370075921,7
307788273,6495073,201250139,113151,200407287,113877,184301,12673985,316930432,10380,306557812,1278,2676,1337023872,228,1.09,0.04,86169659,85848000,0,100415821,7
643789262,28768124,499900383,453913,502256857,452332,18523444,55427805,1337606634,299634,647591756,621501,139252,2891997763,98331,4.3,0.35,363188004,241941000,120970000,377386885,7
736317345,28965371,300391398,451598,301233919,448561,18342288,54812554,1314209283,345161,751861180,657895,123214,2573754345,98333,4.27,0.35,353438904,239158000,114075000,367686724,7
811030800,20957854,653414928,598669,652243733,589630,18754896,43814668,1798989846,702540,807506212,298262,205222,3568710422,97886,5.88,0.43,486697486,338564000,148246000,500827451,7
509836298,27086798,353051240,563048,351477049,570551,25303259,49081945,1447553627,671786,506929339,347510,106102,2359598249,97897,4.84,0.4,389436481,225688000,163774000,403635696,7
638690349,28621331,301257562,456313,301487303,452576,18982256,54739624,1240727276,309897,642477598,596772,126953,2377573765,98334,4.09,0.33,333193520,210960000,121976000,347463466,7
540882568,21043161,502357382,425096,501405668,429632,18888437,42263190,1258842598,237003,533742105,410784,119257,2785398250,97887,4.1,0.34,339552674,229284000,110136000,353696070,7
644763115,27802463,301143120,467076,300229780,466648,19100355,55426570,1334497071,297865,647772810,405531,173915,2202312476,98339,4.35,0.35,364970050,247777000,116895000,379123465,7
208562543,6471062,100860640,79304,99975333,82294,112344,12393751,216178793,8488,206062198,1212,1335,937735933,324,0.76,0.03,59232447,57920000,998000,73434506,7
634520964,27773421,298783571,430226,299472481,428266,18702144,54662109,1207116768,287507,654084062,595710,124014,2275807261,98334,4.0,0.33,325651506,207277000,118158000,339775548,7
644469214,28780845,301254104,455937,301843354,456352,19000425,53129869,1330083089,306948,642731512,606256,122888,2287087192,98341,4.44,0.35,359284701,231905000,126948000,373509269,7
507999307,31606678,202255834,134244,202151610,140005,141553,50186665,535620784,16098,507370272,2429,4243,1933348113,424,1.86,0.08,144700686,144514000,0,158785923,7
708980582,21241900,552573135,559288,551634423,563589,18780095,42974112,1599516581,670812,706991414,595115,166197,3062755935,97891,5.33,0.39,431614026,272343000,159200000,445545034,7
439556416,15867105,299054193,455075,298910584,450623,8607182,27710384,1096359103,132138,439473343,369479,107700,2282469484,97889,3.52,0.22,297468250,204219000,93100000,311758813,7
507845287,25327749,201814581,145731,201147983,150438,161927,47149524,427229607,13205,509288601,1765,3161,1638668556,327,1.55,0.06,114782330,112596000,1992000,128905417,7
510691641,26960534,348927062,516519,347802283,520150,24865348,48325891,1291923858,613212,510511303,297334,104675,2478287113,97886,4.29,0.37,348707628,186312000,162272000,362978996,7
505102150,12606790,200097392,105210,200188689,100358,120240,28776672,351439633,8953,511984289,1363,2650,1536042446,328,1.29,0.05,94613558,94402000,0,108644221,7
190925461,16027312,105808746,333154,105023008,329714,8565830,26842343,778427287,123952,188111753,490305,102893,827999171,97897,2.47,0.18,210290836,82981000,126971000,224396949,7
630798495,27698304,298012851,437153,300606389,435626,18955215,54612582,1196386406,292969,650632765,594491,127688,2073100522,98342,3.95,0.33,323689920,164138000,159134000,337831128,7
509382180,21100043,351525755,604005,350860771,599678,18828856,44309051,1903200990,620926,510760660,489683,109327,2666553668,97887,6.14,0.45,512815823,335469000,177247000,527030770,7
640908243,41549492,302808837,486421,302756868,478479,25967906,73658420,1346100588,405898,642245952,601447,122219,1981599132,98437,4.53,0.39,361878912,198235000,163193000,376343004,7
642258635,29006847,299004872,453561,299610534,459871,18937913,54480849,1217813557,293156,662449374,651834,122720,2304776964,98331,3.98,0.33,328298198,172884000,154896000,342539947,7
441207850,21282567,301590527,436429,301768922,439102,19160219,41847387,1307878103,238029,436711941,597517,110562,2177452252,98135,4.29,0.35,354932771,186887000,167898000,369183588,7
205126945,6409612,100559253,80856,99813361,82555,123432,11525103,217492693,7889,205206544,719,1295,931720836,232,0.76,0.03,58626149,55427000,2969000,72590211,7
214488909,13289574,104917653,89548,100940922,91436,429411,23029417,251875890,13720,205861272,9067,2956,957040716,2093,0.87,0.04,67993937,62761000,4981000,81952810,7
303254994,6503886,200884687,137737,200994199,138455,134950,12936096,524005630,15265,304491528,1823,3212,1423145852,330,1.8,0.07,141646157,140393000,1002000,155839186,7
647786635,28409179,302261369,471540,300606900,473008,18937375,55698727,1438886015,305567,644765965,589429,140255,2106343249,98337,4.66,0.37,392149681,226813000,164864000,406275520,7
845570851,28377964,404703926,495538,404999020,493486,19233058,54813107,1541898649,316311,840683727,542268,124582,2590738411,98331,5.07,0.39,415262461,247935000,166956000,429477508,7
509447322,21126061,350822283,521828,349066027,521005,18677223,42232195,1387453409,613433,509116242,503788,107146,2264154830,97890,4.64,0.35,373925717,181863000,191856000,388172677,7
308185608,12792131,200612329,87848,200548608,91882,135232,24654105,276417627,9244,306194226,1462,2222,1127868640,335,1.0,0.04,75145359,74871000,0,89280157,7
642721326,28237402,301354100,454566,301319243,460085,18462638,55310290,1336912053,310898,642766295,587557,123759,2285346362,98331,4.47,0.35,361715963,192143000,169126000,375810302,7
743526397,29010957,403253934,475595,403367836,472459,18693129,55332487,1341178226,303966,742282822,622918,130501,2891894404,98334,4.39,0.35,361026964,191785000,168811000,375302955,7
639928452,28318125,303041064,435135,303409874,435020,18706925,53828590,1185903387,302987,630293675,508408,132444,2060899574,98332,3.9,0.32,319591830,150085000,169096000,333738864,7
405511432,6427656,101194485,98316,100956715,98236,123090,11806465,321184360,10264,409685165,958,1970,1337359079,326,1.08,0.05,86694303,85347000,1004000,100739679,7
203333017,12527280,14608156,81735,14499085,80038,114175,24422030,232827261,8009,205287429,1187,2040,680282260,336,0.84,0.03,63204714,61941000,999000,77174635,7
304450227,25458856,200611932,113708,200916694,109260,137560,46823431,370697721,13763,305712734,1490,2981,1326460404,331,1.26,0.05,104078522,101827000,1996000,118148637,7
440143602,16104458,298910128,377823,298835343,380108,8800039,27864228,1094678090,132838,440142181,441661,105462,2282676699,97886,3.54,0.22,295626592,155245000,140221000,309758421,7
508266865,12743813,200715062,118206,200628373,112090,140794,27881516,398872701,11487,509271264,1749,2981,1735723322,424,1.41,0.06,108184108,105998000,1999000,122187302,7
303668704,50089608,201236247,109027,201317444,108153,160414,87474292,388648908,12525,305298691,1632,3209,1224655071,530,1.47,0.05,104917798,101688000,2990000,119165963,7
440496786,16183051,298453829,404685,297012707,408045,8400725,27870683,1036933361,130087,438950257,464619,104159,2081759388,97886,3.35,0.21,279814729,134283000,145306000,294200204,7
516015145,28002305,354143956,517599,350400886,521495,25344237,47221462,1315444576,693882,508885019,486883,109069,2611758359,97884,4.42,0.38,355555737,156660000,198569000,369759075,7
403288604,12585393,100491992,97957,100378351,95789,128554,24797603,301335481,8436,410296431,1465,2587,1224165101,334,1.09,0.04,81657303,79433000,2010000,95748042,7
307585500,50772975,201545867,128689,201336625,133753,274362,87223850,381647639,12409,305320719,1554,2769,1229302139,532,1.43,0.05,102972088,100548000,1991000,117011449,7
437492614,16301957,298255045,430133,299032746,431504,8350685,28923137,1419516836,137778,439899637,415423,109740,2578238451,97895,4.69,0.26,383744398,239703000,143821000,397985480,7
439836044,16477883,297942750,367442,297834597,361570,8866283,28080433,1019569958,128229,439261976,397024,103442,1974761524,97901,3.31,0.21,275582878,137128000,138129000,289686878,7
336987251,16247753,297798458,413057,298262509,418411,8744326,28179767,1113635823,131400,339902918,401713,106990,2373130163,97906,3.56,0.23,300641125,168585000,131676000,314903796,7
643654326,28605044,302109303,441888,302096236,441847,19216122,53155048,1234712800,310435,637427080,680893,131633,2367526193,98332,4.05,0.33,332853167,168208000,164203000,347259061,7
646861384,21355105,303905009,423500,303584683,426221,19054544,41450325,1181760891,307525,624521446,616060,134394,2075353228,98240,3.87,0.32,319006399,160776000,157781000,333183422,7
317990114,6113820,181696195,3429770,180248063,3427378,3248141,16416557,642378248,100580,315978341,40015,13512,1171420335,4427,1.99,0.14,206962549,190420000,16035000,267247862,8
302121764,10171193,174403645,3326160,178400870,3338967,6207952,23257643,1039912634,3008713,311728122,450917,216226,1038399389,5645,3.25,0.19,281378408,208040000,73014000,295218769,8
236226980,8131066,139717940,2559385,142397355,2475682,4697173,17805263,484947592,73660,245671478,26543,11997,848390351,6777,1.58,0.11,131445444,120152000,11014000,145721835,8
268515714,10506575,155413030,2497740,157075093,2492962,11019056,27479366,667665193,809040,275325154,38362,15001,850579072,8142,2.06,0.17,183160561,166829000,15983000,197374590,8
231624951,7600290,182879821,560938,180047081,550274,3955706,17667118,498199931,54788,226560270,25487,7972,1176280184,3457,1.66,0.11,134060979,126788000,6988000,148374040,8
776253870,21231591,433874986,4104910,439026863,4100164,7498850,33093787,1558431233,408318,788341433,97441,337065,2332750150,6772,5.1,0.29,419857371,353266000,66237000,434073155,8
259128698,15636613,155004266,2787105,159306376,2835803,7534811,26529036,556464071,275484,268872006,21248,12478,942768315,4627,1.86,0.15,150277357,142929000,7045000,164441853,8
717875052,22904994,547832396,4241579,547411938,4237438,17893445,44088814,2130427310,1618640,720649588,652880,112316,3096590397,90614,6.58,0.45,575541625,449195000,126054000,589709721,8
245341047,8119825,139792768,2430328,142672582,2394707,4649918,18598842,514946939,59768,258215425,26017,28282,865546909,6583,1.68,0.11,138903009,129636000,8974000,153213085,8
326660226,7853705,165408211,3066192,164978472,3064575,4415967,17924126,581196503,79856,322596027,42880,30260,1115666269,6388,1.88,0.12,156790542,143343000,13031000,171211114,8
214418498,7953993,132269968,2335366,136503211,2353143,3961464,16339584,468676336,65111,225012628,24693,11876,795060586,4623,1.52,0.1,126859094,116654000,9970000,140987112,8
241787481,5814138,130616933,474851,130477080,468911,2919151,13962876,456296564,34626,245036927,27555,8084,977166609,3268,1.46,0.09,123272505,112947000,9995000,137364338,8
266277215,7783413,140808099,2779998,144759942,2775642,4249180,18595422,586649696,230380,277355156,27668,22120,927891321,4626,1.79,0.12,159272381,149983000,8998000,173544836,8
222242930,7669451,130707543,2374521,134766631,2392369,3752856,16379571,471231525,75154,231832350,19993,28205,797525122,4621,1.53,0.1,128338947,117194000,10924000,142429576,8
