file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1370229.exe,221940194,278465901,1579564,440016,57150418,1056643,3259,57794432,1065789,76291500,4080308,36730195,694633,1128961,<not supported>,295108,<not supported>,82174093,371810,37314405,25365,52766,27291,66451129,60311000,5025000,113155154
1769104.exe,347686173,550718852,1417884,358705,115186214,758827,2473,114485804,745969,179272373,2823179,96591945,802516,526599,<not supported>,213682,<not supported>,193220907,125589,98813732,19951,174,19092,104185882,98839000,5042000,124816175
1997948.exe,234601260,481013952,552900,121556,100953471,508168,518,99569276,987599,150356887,722350,75864307,248723,207842,<not supported>,32238,<not supported>,147641154,22696,80463219,3582,95,7417,72750558,70289000,2008000,94829558
2207605.exe,206168403,255415758,1184088,358922,52850452,681179,2867,53379689,658714,76770597,3251538,35206566,607188,574167,<not supported>,213696,<not supported>,78706159,137218,33730048,15109,245,28396,60173079,54937000,4994000,81312260
2366368.exe,231595569,484946034,519028,113480,95174281,1330768,518,92848761,1695121,137784215,865243,74779607,254109,171470,<not supported>,32591,<not supported>,164225994,23616,90635278,2435,8,5367,68234199,65916000,1997000,88932790
2780834.exe,229250618,480107057,457911,88752,92746730,1600450,324,90111167,1901640,135363605,454019,77665247,263159,118304,<not supported>,29648,<not supported>,169004412,20197,92122698,2309,2,5133,66967352,65708000,995000,87447799
3235338.exe,226071121,469215506,494094,87520,93103801,1605626,323,90932448,1853430,136061690,455328,78781732,261262,116564,<not supported>,28927,<not supported>,171150867,17317,91796427,2283,16,5164,66930016,65632000,1009000,88386366
375888.exe,200237982,257597084,1170897,332097,53033378,501808,2476,53266898,483523,76460435,2992953,33485046,525685,583710,<not supported>,213775,<not supported>,76679210,126227,32788626,15543,117,32394,60850770,50442000,10088000,81798248
3892624.exe,357914837,568319651,1361547,345669,114871622,751683,2862,114383021,754282,176372743,3097640,92358733,805990,602991,<not supported>,215797,<not supported>,192585390,110838,99339163,20238,67,19182,107305716,98936000,7994000,128698744
4073051.exe,346749708,542287970,1423794,378379,113617044,735538,2472,114290458,722864,185372266,2856254,99014570,793628,569696,<not supported>,215629,<not supported>,194075529,128358,96072898,18509,723,23124,100935646,96639000,3985000,122448896
4121629.exe,342921568,539340793,1488225,415003,114458464,781273,2667,115082340,755091,185800952,2948909,99798927,779937,566124,<not supported>,223637,<not supported>,193566171,129107,95772849,19148,36365,24671,101823810,98450000,3013000,123008327
4578708.exe,271699462,292470906,1572889,493455,68492065,1827220,3258,71515617,1810742,99469916,6581274,38450351,734375,520384,<not supported>,263662,<not supported>,94229773,675922,35702916,20757,179,25808,81064255,76712000,3985000,102283283
526412.exe,346776713,547327393,1475671,374587,114827483,749088,2473,114647833,737256,179158622,2872980,96610671,833088,545320,<not supported>,216603,<not supported>,192573700,119807,98621426,20060,261,18335,104637110,99185000,5009000,126764122
5811632.exe,238511437,497892094,572621,109774,103343571,605026,518,103162978,647081,160918658,663990,88655189,270738,212609,<not supported>,104549,<not supported>,174271500,27113,91927386,5273,291,6807,71412716,70010000,1000000,92822357
5869113.exe,345043548,547311918,1411342,368240,115073680,757071,2472,114873920,751772,179412456,2834692,97414856,822905,513501,<not supported>,212115,<not supported>,192699194,130767,98565842,20131,96,20337,104060382,93793000,9978000,124724115
5976921.exe,352036346,557126386,1433221,373919,114851399,778543,2472,113944277,760942,177936919,2829575,95815595,836674,532575,<not supported>,214310,<not supported>,193704459,127548,99430671,19875,275,20241,104411643,95128000,9012000,126462490
6028185.exe,230971796,484022965,518188,99415,100528359,711910,323,97118663,1218082,145150372,454003,73088589,258903,119676,<not supported>,29933,<not supported>,151830661,23083,83806010,2959,120,5733,70997736,66740000,3984000,92498290
6426681.exe,348765990,556135112,1426636,375394,115608036,826292,2471,114886492,804393,179512707,2863281,95925947,813119,539726,<not supported>,210916,<not supported>,191867554,123270,98588369,20208,124626,20155,105217122,98894000,5993000,126762575
7766424.exe,227586117,488512118,518243,94925,98931814,1025216,324,94636656,1427827,142170302,464037,71548867,297883,126082,<not supported>,31767,<not supported>,155790297,23259,86273553,3136,33,5792,70714852,68402000,1982000,92531730
8455115.exe,349076789,553406576,1412789,371572,114710242,781346,2470,114103323,767845,178880375,2849686,96021579,821504,552926,<not supported>,219891,<not supported>,193648730,117247,98730552,20250,270,20596,105474452,100101000,5005000,126545928
