file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1947067.exe,54643763,112178136,347952,115255,15177747,208075,785,15374687,216683,27907913,313368,22581872,60167,15935,<not supported>,5411,<not supported>,42883020,3600,24016031,745,249745,3124,17750700,13278000,3793000,64988204
2417935.exe,79179650,173073243,297996,125133,26041511,94881,1803,23167764,98033,33578911,756289,24299316,199020,64471,<not supported>,52691,<not supported>,53512575,7664,31288176,1149,0,2929,24673521,20189000,4037000,46392887
3179338.exe,83855846,179289377,282180,112504,27328423,89784,2163,23313426,97425,33352826,764651,24377744,216733,488918,<not supported>,76250,<not supported>,53878250,7924,31973011,1156,0,2767,25277844,20884000,3978000,47376592
3216981.exe,246236587,192110618,608154,142436,35277844,340995,990,35721035,334371,55635724,477597,39417648,286667,76193,<not supported>,25705,<not supported>,56193208,1187463,37391595,107228,106,289676,75217831,40928000,33940000,96056583
3645649.exe,270221726,224826206,589757,125274,40033077,537241,1630,40236212,516288,62968217,771701,44912182,392236,127387,<not supported>,110023,<not supported>,64297993,1232534,42224111,112629,17,336706,81412246,51016000,30009000,103003750
367808.exe,258923665,220754298,594150,148192,39220297,332802,1628,39870550,328989,62359911,638807,43945977,304232,110054,<not supported>,80998,<not supported>,64593199,1128080,42230635,110801,336,291287,75222483,46943000,27966000,96583719
4948840.exe,74394447,159601901,276847,88273,25432084,427310,1222,24414395,408631,37669185,508823,25819448,192550,228853,<not supported>,21929,<not supported>,49011086,5591,28180164,996,527001,1862,26034726,21515000,4098000,47588125
5252064.exe,264745168,219294130,571009,104166,39618692,535978,1000,39981979,534376,62502082,613490,42627053,534742,98999,<not supported>,33919,<not supported>,64118834,1323900,41580091,110873,2,417901,79752836,52539000,26765000,101496256
5372036.exe,282456554,256941851,1129504,353376,47991548,362415,6244,48615586,360103,69805492,1615700,52991104,422096,115109,<not supported>,681116,<not supported>,70243746,1079640,53407764,145220,244,156593,85296654,51952000,32969000,107016180
5752353.exe,264175158,242654143,637309,153608,43495932,357785,1038,43788626,357207,67658595,618356,47103264,348227,84021,<not supported>,26802,<not supported>,68827185,873490,45163844,110215,0,312680,80872290,43725000,36769000,101463642
6225030.exe,245594294,239488437,635326,177247,42813643,335692,1039,43025019,332306,67734179,482969,46453728,267605,59075,<not supported>,25807,<not supported>,67892095,868062,44484179,107936,300,17751,75608150,47556000,27741000,96738321
6558725.exe,97533387,198602183,448249,133836,34325062,355153,1947,35349542,320794,52345602,463598,36976431,234366,100620,<not supported>,140127,<not supported>,57017009,45242,35496212,9712,80250,13132,33013931,27697000,4945000,54508786
6564607.exe,46348543,89707288,465726,151775,7120158,114594,951,10850112,88465,21609867,347278,17227704,89861,29089,<not supported>,5885,<not supported>,35589673,5922,18141649,1096,102,3953,15379738,12037000,3009000,35481371
6908878.exe,71183903,166520199,289450,106827,26502261,95091,1178,24886592,96427,37695591,527824,23979998,207011,240646,<not supported>,61378,<not supported>,48080433,10549,28381800,1248,12,1632,25059854,20870000,3794000,47224617
725590.exe,293114986,266507779,617108,173012,48437596,367504,2830,49710400,360829,81598667,1091565,58379937,504234,419430,<not supported>,278637,<not supported>,86821352,829048,53505588,116983,38,346558,90522385,65112000,25043000,112690274
7326110.exe,189813048,293170464,775581,240216,54254297,537764,2481,51145548,490785,68989942,4121808,41298476,317186,90261,<not supported>,124668,<not supported>,87235549,117567,47245857,12891,0,9556,59304593,52936000,5992000,81137555
7442336.exe,258774824,218459832,592392,133369,39238892,527399,1176,39618362,519134,63070526,549104,44098050,320136,108723,<not supported>,36860,<not supported>,63329976,1094991,41704618,111062,241,325282,78701541,42199000,36170000,100494666
7533897.exe,279107178,245625470,551735,133610,44005797,345065,1548,44305448,342912,67986047,769373,47004491,370699,135774,<not supported>,55622,<not supported>,69468178,1432863,45633202,111926,42,330375,85046960,48847000,35887000,106438079
7878917.exe,250284771,232719896,592186,123228,41858675,342779,550,41848984,332497,64960340,326278,44503759,247003,67102,<not supported>,26957,<not supported>,67020109,1088610,44132583,107166,395,154484,76506919,49126000,27069000,97869288
7900572.exe,75373407,160223068,299892,113680,25435411,96757,1040,24251572,98455,36707317,478388,25088611,165336,49048,<not supported>,9439,<not supported>,46147903,6363,27657206,1092,0,2432,25110312,20811000,3964000,46477644
