file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1370800.exe,102903748,169068243,455063,126267,31522854,732340,622,34171681,644007,60633480,271057,29833858,150172,98984,<not supported>,41772,<not supported>,79747731,32953,30878850,5849,18,189843,29983661,25385000,4061000,78501094
1671790.exe,28179620,27716999,422592,105629,10039841,192838,406,10812304,256839,14998538,218189,3580689,65794,34544,<not supported>,6931,<not supported>,17472779,7926,3711235,1493,208,11284,12280066,11062000,1005000,34188633
1845510.exe,238535919,437525773,685365,174171,89375237,423754,1648,87830763,617679,156715567,659927,65214285,472896,159655,<not supported>,133662,<not supported>,158772936,59755,70320616,11361,113,16542,72895891,68543000,4031000,94277515
2358896.exe,39653415,38837475,392688,97931,10545793,235700,893,11409496,370256,14655100,317445,3925568,128700,28024,<not supported>,28580,<not supported>,16914901,32023,3780888,3486,174,13896,13773919,9276000,4122000,36849146
2578170.exe,118627215,243080397,461736,94646,49730436,252585,1376,45529211,206205,76207896,549264,35323509,333544,94489,<not supported>,142167,<not supported>,69730116,14778,28891958,2398,65,6406,38244573,36806000,994000,60711130
293813.exe,353063041,597051677,2301393,804745,120747341,1213061,7568,119951504,1187560,164312887,3225917,100158256,1480895,613563,<not supported>,612291,<not supported>,186580499,321005,107334205,37132,29,34310,107478332,88115000,19024000,129055600
3040402.exe,78021437,125302722,435994,182865,24525358,555277,2087,23678701,558381,37136178,549537,20321244,208988,82361,<not supported>,197082,<not supported>,59207961,72721,24822556,14833,0,18753,25102153,20749000,3952000,46989439
321299.exe,76238228,100962101,313131,75626,18218273,864812,876,21998578,623192,42784987,284502,24439093,141559,78406,<not supported>,40303,<not supported>,70917918,21696,21466403,4733,0,13134,22342611,19036000,3005000,41748735
391684.exe,221463509,406855877,568468,184550,78730893,707549,1373,76974412,814550,137673964,635670,64326172,329307,142860,<not supported>,52992,<not supported>,157780838,26660,71396385,5371,231,6748,69230161,66776000,2023000,91500697
4055920.exe,103417306,172117600,771828,252405,32011419,559765,1355,34501060,632588,63553967,365952,31910883,117765,97980,<not supported>,16121,<not supported>,80014801,13310,32822860,4755,123,27009,35072984,30740000,3966000,56649837
4310645.exe,94331668,206557994,383653,84069,40578253,415379,609,40051991,516323,63515167,273803,26877216,249659,96429,<not supported>,49836,<not supported>,75668477,25864,39105206,4609,0,9497,28455349,25008000,3001000,49988817
4547513.exe,105435534,228152842,422119,94270,42740103,394083,656,41335590,512045,67372127,279017,26003698,220723,88757,<not supported>,44704,<not supported>,75773378,26329,33242647,5051,100,11051,31852505,30536000,1017000,52522303
4895496.exe,203459400,383310820,464817,78292,80140636,760334,374,79800859,551314,136549980,290877,68046324,302272,88732,<not supported>,42391,<not supported>,157626068,17755,69993520,3482,0,5118,61804684,58491000,2974000,83401915
6136209.exe,22185960,17592198,372483,86313,8839894,153026,401,9440105,235154,13813854,231307,5674048,104987,39664,<not supported>,6224,<not supported>,16313648,6680,6124037,1311,201,22655,11781864,9343000,2076000,33444811
6138596.exe,87997412,143912739,405070,135341,27532140,737005,2334,27709360,697846,40428516,565464,18646927,210207,102257,<not supported>,79998,<not supported>,63918163,40115,27179279,5544,316,19006,28515816,25164000,3019000,50214185
6390372.exe,88922024,161931099,350055,65773,30972583,625047,179,30601430,672810,45233162,177331,14983428,142747,72141,<not supported>,14759,<not supported>,53276463,12699,20108878,1651,0,2317,30017505,27608000,2045000,51598065
7209300.exe,201748239,354716993,565912,114402,72242104,795996,864,74324586,540348,136053605,321152,68421304,300061,91991,<not supported>,44022,<not supported>,158027421,25114,68347468,4852,54,15770,61714566,59321000,2010000,83164578
743173.exe,79870826,131326928,309115,74808,27117015,674768,866,28408021,502455,43460090,278810,23162686,150007,79235,<not supported>,40315,<not supported>,69196520,15875,22218829,4536,0,12133,22735900,20314000,2031000,44219553
7617595.exe,104403102,215997093,456710,83062,45542798,206341,879,44239171,381348,72023608,310653,37263600,235985,73415,<not supported>,56396,<not supported>,71186757,36548,36461672,5360,114,10810,34532184,30092000,4012000,57577280
7736428.exe,65255856,108708569,317882,79288,16992137,342113,444,16768138,326393,32076648,360589,10468214,155485,31189,<not supported>,7073,<not supported>,46131603,3617,11296120,721,386,3728,18307726,16951000,997000,39526094
