file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1141254.exe,55130486,108470345,272218,54282,16361099,100399,524,15512591,101243,22035203,284291,15772557,103455,45095,<not supported>,27455,<not supported>,38460287,3490,18938848,836,15,1478,19730787,16161000,3030000,67069986
1192925.exe,131896277,265392667,418229,108015,52383963,122968,519,52433795,120082,88643031,293762,50583803,155762,57948,<not supported>,19280,<not supported>,99936263,8753,51258462,1438,19,4174,38998693,37600000,1016000,60688717
166404.exe,131851290,276128910,369256,53948,54377473,114244,128,53262941,115646,86006674,204999,48054562,149034,53120,<not supported>,15408,<not supported>,97924075,8183,50949589,1339,1413,2896,41666756,39378000,1968000,63073646
1840297.exe,48753667,80862444,451682,149773,12795650,105617,525,16878393,80297,29224156,210877,17890847,54505,39178,<not supported>,9268,<not supported>,38731086,6953,16845666,1291,101,4376,14470931,12159000,2026000,34667835
2025154.exe,54073933,101199049,289656,64822,13054778,112037,523,12490599,95459,24303545,235410,16323672,141649,38971,<not supported>,10069,<not supported>,39925996,3668,19518191,1117,62,3273,17033889,14819000,1975000,38441735
2320041.exe,131278986,268503380,380658,102821,51759825,118398,520,51679640,119245,84504924,299898,49825776,139221,54660,<not supported>,16411,<not supported>,101537222,8058,51973704,1595,2203,2783,40359694,37016000,3001000,61638118
2607963.exe,45597708,84895099,323976,57635,12633971,108776,134,15851414,84454,27191532,139053,17200933,60467,35487,<not supported>,6179,<not supported>,36991314,4787,17390753,929,78,3668,15268293,14004000,1000000,36000011
4061439.exe,133441132,265599988,360367,88451,50362360,120204,519,50293658,117963,87127391,272933,50109707,171672,51806,<not supported>,17945,<not supported>,102866001,7644,52661004,1453,1121,4709,38290119,35973000,1998000,59842250
4091019.exe,45962255,74529551,416082,134391,11286924,96093,525,15596344,78137,27733416,216252,18635341,59603,39807,<not supported>,9459,<not supported>,40241717,8527,17641445,1407,368,5417,14579442,11459000,2864000,36763919
4457827.exe,43926520,79155457,396313,61309,13124932,104174,133,16476519,86379,27983655,134877,17053043,74071,39898,<not supported>,6831,<not supported>,36998739,3797,16776088,1174,231,4730,16074312,14738000,982000,37362080
4624508.exe,131305346,273324672,389725,100627,54211019,116574,517,53692941,117730,86638823,336396,48606957,153509,56932,<not supported>,19562,<not supported>,100003131,7931,51512823,1620,2196,2933,42846049,40509000,1976000,64445186
4806011.exe,47453338,77632446,496399,157590,14687859,102974,524,18066815,78162,30351224,213305,18095686,57473,37689,<not supported>,9008,<not supported>,37125294,8129,16006517,1341,321,4803,14612242,12239000,2039000,35858381
4823473.exe,134249219,272126221,408234,82228,53246483,117611,517,52345981,114853,84905617,310493,49775947,221265,54706,<not supported>,43154,<not supported>,99892612,14811,51923868,3477,1624,5765,41378322,37994000,2999000,63994774
4823855.exe,58373196,99394820,330820,71217,18190898,97544,522,17539015,99298,25780397,228281,16614466,116842,38987,<not supported>,37846,<not supported>,35879421,12726,17801879,3189,0,4789,20137597,17701000,2082000,42516694
5137967.exe,131972591,275483490,395305,103280,52853623,121255,520,52434535,120940,85155692,363761,49391449,149198,55488,<not supported>,18491,<not supported>,100452955,7453,51774816,1623,1730,2943,41180452,37921000,2993000,61504707
5606913.exe,41656074,73254722,449352,138639,13289253,95313,522,16973484,75942,29278694,213393,18858089,56657,39356,<not supported>,9504,<not supported>,38763876,7230,17033841,1311,49,4019,14893454,11683000,2920000,36155824
5784842.exe,57661725,114472231,326311,94572,19804740,109568,525,19281758,110938,29671697,286715,19426906,79234,42943,<not supported>,12219,<not supported>,46078704,4276,21072933,961,0,1358,20233309,17771000,2090000,41117410
788876.exe,138643104,280379878,382312,100564,53199137,130746,520,52397462,130232,85079510,353974,47651894,145679,56239,<not supported>,17239,<not supported>,100720109,7282,52197001,1573,103,3551,41921870,38627000,2971000,63323337
8124566.exe,53088187,103444314,336314,97820,14798148,108752,523,14059330,98987,25747190,247604,16726042,100076,41253,<not supported>,11098,<not supported>,39246101,3998,19033645,978,216,4012,18238830,13949000,3985000,39623909
950066.exe,52666581,98624659,304927,90563,12633959,117699,524,13560966,92275,25472522,233132,16755366,71531,38653,<not supported>,9597,<not supported>,39082166,3540,19115805,1103,58,3561,16677845,14350000,2050000,37886217
