file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1394267.exe,99417132,103697347,412138,104723,17011533,2730351,526,19807628,2175575,22122612,815373,22462548,225954,246118,<not supported>,133139,<not supported>,32972125,105321,23473153,2565,422,8397,32677475,29565000,1019000,80314317
1702636.exe,221557793,387505859,690938,127599,92006990,1390268,1943,93441104,1426999,129558007,1321425,49027462,445100,398524,<not supported>,183800,<not supported>,109906693,96412,47772227,22458,5,21967,68522691,64171000,4010000,89745561
2182933.exe,216053821,409698971,623220,98179,91422922,1579523,1040,88171039,1698252,118476551,922471,44264954,386309,214477,<not supported>,113932,<not supported>,117484208,37388,51779434,11501,1263,13399,66358443,65101000,1001000,87501642
2283561.exe,230456541,405267970,636582,105301,92653518,1474167,2215,91646647,1412997,124264163,1103038,48327766,425952,520559,<not supported>,126091,<not supported>,116433715,89084,49524482,11086,0,12979,69429439,64073000,5005000,91522545
2317321.exe,208546967,414629899,478715,97893,84689891,1666588,536,83149515,1944569,107881649,885112,45837423,225150,188288,<not supported>,26400,<not supported>,121118820,21509,52170961,3412,39,9193,62564981,59119000,3006000,83789885
2956436.exe,205697708,391094022,586216,164689,80734085,1963540,927,79247047,2247427,101574415,1375908,49472777,215360,221168,<not supported>,29727,<not supported>,127051171,60948,53605904,4030,10,10539,61871002,57488000,3964000,83347091
3686555.exe,200897727,409817739,551039,133682,83396538,1631340,534,79445790,1962599,108105901,874549,46595270,202322,184938,<not supported>,28710,<not supported>,122773743,48639,51159565,3738,186,10039,62191840,60829000,1013000,84531184
402806.exe,209571999,403829143,539711,125106,86066000,1391682,927,82486636,1531806,113918306,1339322,44855978,278331,273714,<not supported>,32513,<not supported>,120294622,18234,50046135,3818,38,6969,65388760,61038000,4002000,86371999
4327744.exe,1474102656,3231974974,4850247,1040085,709738682,2711414,4367,710426509,2593033,978987939,6513840,570821065,2070971,3233228,<not supported>,379056,<not supported>,963800218,1594227,559121700,102043,2404,64204,434482644,426160000,8003000,456018522
4625115.exe,626582616,1267340088,1041401,221793,271863593,2021331,922,269207748,2226760,423684139,1560246,219562820,675057,383018,<not supported>,78422,<not supported>,432981126,42301,228817486,8096,76,14611,185311803,179948000,4998000,206527870
4888119.exe,207247804,385826399,625686,185407,82733920,2045653,931,79900465,2335972,101174418,1295726,48352085,195329,203079,<not supported>,31082,<not supported>,125598065,66676,52839257,6366,20,5914,60435863,53108000,7014000,81093362
5470489.exe,205219155,416894661,542583,112532,89929486,1603020,537,85178383,1947736,111314332,901610,45834069,334939,192170,<not supported>,53872,<not supported>,121343173,55265,51016385,5374,10,13003,62222443,58842000,2991000,83833460
5473977.exe,209390648,407547006,564957,135778,86435598,1671875,536,84397643,1875302,110521202,929342,45198225,263853,210511,<not supported>,29232,<not supported>,120802566,18818,52195027,3455,211,5960,65114499,64810000,0,85856782
5980827.exe,638641378,1286095323,1098070,228493,270343008,2634190,923,267142876,2852757,417769571,1718335,218452260,662208,360840,<not supported>,78373,<not supported>,438541321,42231,232733080,8559,103,15074,185888690,181548000,4012000,207125796
6236007.exe,222825118,431298368,659958,108217,94134236,1684345,1039,92962952,1726022,126904367,1017214,47361283,394266,257583,<not supported>,109947,<not supported>,127326134,68851,53753992,14785,0,9185,68690590,64328000,4020000,91938069
6521284.exe,227423892,443379103,599050,144057,91096807,1659867,926,89449347,1720843,124310292,1485173,46898337,349835,221645,<not supported>,33881,<not supported>,133159895,61409,54749693,4089,209,5790,70101144,65781000,3986000,92411776
7103208.exe,214520449,399298948,619160,101924,92299669,1497627,1040,90578941,1617011,122545945,957320,45962075,378798,213889,<not supported>,111948,<not supported>,114526818,39588,49702933,13568,8,10055,66754781,63417000,3019000,87162007
798360.exe,974969748,1428130063,4934919,1232287,314638910,3722766,3265,313121893,3788398,447572363,6088117,234076121,1721542,3193522,<not supported>,358558,<not supported>,461471209,1755023,242088439,69883,2058,40354,287604377,277353000,10012000,309169605
8028891.exe,218780094,403061758,795168,250191,89525268,1361852,1706,87087104,1710381,117395950,1447069,45194684,382067,322406,<not supported>,81841,<not supported>,117583387,33476,52136427,24076,13,17547,65798699,59572000,5957000,87194359
908301.exe,642094037,1332524127,1069464,179791,280120312,2192431,531,276586408,2340040,433569787,1034138,223537279,669445,305362,<not supported>,77150,<not supported>,440746271,65708,232991107,11856,448,15306,191263323,187960000,2999000,211642188
