file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1628906.exe,845653760,1931341186,4064394,1086431,205662752,320705,2082,205251285,332431,207418588,13131475,108611263,875496,5961764,<not supported>,226373,<not supported>,204914832,230031,103793475,16146,142,13039,255042316,249491000,5009000,304222975
1759010.exe,629304952,1753970153,1336420,169655,205767846,250186,1108,204304955,259665,203911594,6750127,104923625,865302,584422,<not supported>,247735,<not supported>,201647793,129430,102898653,6096,7,8196,187668427,183290000,4006000,209384994
2230392.exe,568148061,1460646700,1319520,147236,104642272,219574,2080,103415596,228918,201572561,6417071,102444865,659485,540879,<not supported>,162091,<not supported>,202174658,164390,103990010,7669,0,7294,167874006,163546000,4013000,186005038
2677173.exe,1710732417,2895129695,14031784,6541216,306532344,826918,99789,306104545,809019,587078453,28959504,363286231,2799337,10651425,<not supported>,9425277,<not supported>,591405728,2539836,364746306,1056409,182,443666,502883101,337710000,164858000,525113699
2697990.exe,1705043140,2691277237,13887191,6447138,307590730,779712,99784,307152353,796751,587960823,28275559,363893699,2901568,10433784,<not supported>,9548426,<not supported>,589573825,3510597,361854181,878356,329,400088,498464010,339098000,159046000,519565134
2820444.exe,192366497,346910363,1634125,162886,28220124,141135,1107,28227944,143187,96689908,6123565,32060400,296356,1882909,<not supported>,21875,<not supported>,117802827,119618,32687233,2875,0,4267,59274159,55023000,4001000,79621604
3208130.exe,2782505118,5337151868,14850347,8519976,582472026,2020126,114854,579495199,2072502,541927226,22916344,294194712,6612551,5392253,<not supported>,7369802,<not supported>,534394003,3707029,295412987,730231,39073,855791,685321654,526974000,157992000,706265232
3208532.exe,1621526323,2579444420,15013639,7001270,303462770,813953,99782,303208893,833626,583091593,29788187,261140910,3030643,15097461,<not supported>,6241086,<not supported>,597690214,2320677,265084159,964110,574,458395,476795546,325925000,150503000,496585892
3216342.exe,420772887,1252198789,1018355,142100,198538620,201343,1108,193150202,205322,192416437,6250145,100770249,386125,432187,<not supported>,44723,<not supported>,209549180,120837,107731478,4081,0,5306,122435399,118982000,2999000,143985316
3736295.exe,897389286,1869760829,4110831,1101309,208998405,344525,4039,208202305,351059,209798838,12870357,106708491,986715,5182989,<not supported>,306780,<not supported>,202141409,298641,104689458,77060,170,33839,260734797,256351000,4005000,282780878
3738660.exe,1082213975,2050160701,3618028,1075997,106602084,392097,2091,106454392,393530,207859017,13176254,207395532,1057331,3528378,<not supported>,163794,<not supported>,204002773,243521,205610729,13456,317,17096,316447601,311132000,5002000,337971459
3739170.exe,770345658,1946732807,1564321,234464,204696931,296757,1109,203516568,296550,203832997,6693946,104695188,734418,593993,<not supported>,85067,<not supported>,202714476,135321,103129484,7429,378,12035,228222149,224849000,2984000,250923578
385049.exe,386957230,952866079,1183677,185463,103534955,200652,2083,101283529,197426,195877101,6200697,100458550,505738,691506,<not supported>,141160,<not supported>,204502949,150983,106238695,6183,161,7627,116559517,109311000,7020000,137994635
4228710.exe,775471574,1545759002,4599497,1316838,106279599,306913,4137,107613555,314109,213388165,13370259,116054523,838778,7919727,<not supported>,532384,<not supported>,216228125,329892,112361664,29174,7,17182,223368223,216946000,5998000,244951123
4602054.exe,627870553,1765632929,1282087,163579,206223545,250383,1104,203140325,263527,202576464,6662875,103554052,848908,531251,<not supported>,68959,<not supported>,201788052,124540,103539501,6028,51,8025,183612919,179271000,3983000,205317701
4873850.exe,1391801256,2735200850,3440343,1038317,205602795,490738,4042,205743159,481266,209390069,13140808,108758353,1411180,2308214,<not supported>,321404,<not supported>,210201306,371198,108911394,42477,414,52395,408448199,402081000,6001000,429857315
5445938.exe,856313559,1859879058,4078684,1062585,206548077,304305,4036,205104412,305305,206526432,12766907,106740902,976483,5831403,<not supported>,308949,<not supported>,206470069,374799,107291139,21395,601,34751,248899605,243454000,4988000,270953650
5605416.exe,1834721065,3942800970,3643006,1090518,207159075,605028,2088,207712947,608185,310605674,13511281,111170878,1745937,1865094,<not supported>,279416,<not supported>,306917071,268069,106125443,17275,0,23614,541478868,534107000,7001000,563180545
6667004.exe,763750112,1851327201,1626436,300290,203698854,304073,1105,200868826,313877,297862978,6677809,103156827,759050,628377,<not supported>,87052,<not supported>,305786058,130870,104753955,7745,0,9779,225366131,222038000,3000000,247103243
7074246.exe,850840487,1849106506,4055412,1090775,206419580,309823,4034,205092371,313302,206063891,12864569,106377456,903140,5884879,<not supported>,274724,<not supported>,206727267,360931,107356654,25971,323,44860,251594165,243130000,8004000,272632251
