file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1727828.exe,1378969874,2094684634,12410723,6120257,356772610,704613,98767,357146242,712611,414907629,21569582,279559917,13469727,6093737,<not supported>,10906608,<not supported>,421590483,3172907,282040000,542603,7,462551,401511246,183955000,216947000,449950180
2046266.exe,854016697,1434709780,1269658,261135,206753589,1274766,2083,206489776,1285514,302571835,836721,108619507,806857,212210,<not supported>,89483,<not supported>,309754585,38812,105409329,7841,127,13147,254003079,249640000,3994000,274357640
2084242.exe,863326199,1446735483,1274004,234609,206855931,1301355,2083,205768859,1286494,303288087,1124034,109603667,1132992,229271,<not supported>,527444,<not supported>,309176691,37044,107108723,9819,152,13836,253452626,248124000,4982000,273426175
2838507.exe,435777331,1068607493,662953,117046,206419097,1177663,2082,202209717,1152815,200567783,941360,11041631,951035,132034,<not supported>,592442,<not supported>,208686416,41932,4390551,6333,66,5702,130301895,126805000,3019000,151268798
3424191.exe,847826415,1520505609,1294763,215275,204158934,1307303,1109,204289918,1315421,303565460,515794,105800824,881020,223733,<not supported>,152351,<not supported>,306734104,53137,106013085,12708,50,15847,251122669,246644000,3994000,272086898
3425234.exe,855868993,1435851696,1287224,235895,205550396,1291475,2081,205484679,1298204,302108741,868068,110515885,809047,225655,<not supported>,121917,<not supported>,310377483,35960,106690275,9720,100,12874,254133580,247791000,5994000,275233274
3428138.exe,851152588,1523532736,1297919,207934,204142469,1313874,1108,203920404,1316637,302580476,529856,105408400,885002,210391,<not supported>,151454,<not supported>,306662920,57550,106121257,12816,117,16932,253962330,251572000,2004000,275624108
3881005.exe,853092745,1327058207,1215900,190328,205039976,1293472,1107,205111077,1293004,301588262,627727,107507098,775002,222891,<not supported>,90127,<not supported>,307737776,39374,104642736,8068,325,14606,253733333,250334000,3004000,275422515
3994586.exe,590632492,1149285610,7465617,2508564,205601357,241221,2086,202905808,238879,203024939,12943934,108005550,991373,11887282,<not supported>,557304,<not supported>,205801173,142068,105578817,96627,86,9777,174580170,167128000,7005000,196145564
4212368.exe,850062817,1727470290,1212779,203020,303218251,1289336,1111,302892803,1306518,301088417,639709,107497337,815976,215577,<not supported>,86189,<not supported>,308334287,36387,104695653,7668,140,13088,254796126,253412000,1001000,277228919
421866.exe,867010182,1550595530,1295193,218506,305888383,1322212,2084,303830393,1311224,303301591,1137196,110517873,1254502,232132,<not supported>,620082,<not supported>,308773512,46349,106180846,7789,363,13201,257537941,251088000,6002000,279020263
4448337.exe,850284382,1531510702,1216390,212727,205003103,1292459,1108,206281357,1291504,301755387,758195,108050387,902447,244217,<not supported>,90228,<not supported>,308875127,40241,105002508,7724,77,11758,251539856,247170000,4002000,273144844
4549023.exe,1481269712,2226180812,15462207,6702827,303358411,757428,98811,305412550,763624,585380194,29013849,262015973,2653897,13122725,<not supported>,11492677,<not supported>,595086521,2662508,261928954,969081,147,493161,433969981,266694000,166809000,455833845
5391029.exe,654011071,2004278886,1458002,246034,590207786,258820,1106,588555792,263084,300463082,6691196,104798073,573498,526628,<not supported>,70244,<not supported>,308774693,145874,104183280,13880,574,12241,194623694,191212000,2987000,216361737
5748910.exe,858246062,1427965428,1396756,262322,205079116,1304740,2083,204667395,1304655,303865060,585012,106599234,906679,209710,<not supported>,213000,<not supported>,308013501,80710,107485808,18821,245,21593,254572017,246231000,8007000,275964473
6083074.exe,869051689,1244507025,1253765,187037,206521713,1296617,2080,205562889,1289620,302106217,1144582,110400610,1294431,229457,<not supported>,600595,<not supported>,308700053,45361,106465968,7880,287,13673,253354949,249017000,4000000,275018618
6170599.exe,856443426,1326739091,1267225,214181,203181159,1320103,1109,203124218,1311672,301782236,526331,105721025,877247,205868,<not supported>,149944,<not supported>,307939293,55381,106290975,12829,151,17069,253639295,248249000,5005000,276031935
6426234.exe,871514805,1435700851,1283439,247065,205711432,1292222,2087,205675614,1282198,302570792,844376,109031277,779812,208269,<not supported>,156131,<not supported>,310384143,35069,105236524,8105,661,15518,257163181,254767000,2006000,278432638
6801212.exe,1326937495,3535266973,1852758,244171,600890837,1437934,1265,598759278,1438525,997441782,845443,706611253,1227882,345762,<not supported>,140331,<not supported>,1017136063,54242,713264509,12110,728,26180,392002469,388665000,2997000,413400637
6952877.exe,858858322,1325352408,1233428,184376,202885627,1293446,1106,202410824,1288723,301795141,625371,105865624,767581,203103,<not supported>,86584,<not supported>,307889890,36444,104530148,8072,625,15487,253573823,251160000,2001000,274491296
