@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1098683265,1211204215,5976230,884414,251536756,1695198,2471,252838339,1679650,405416519,6832997,223415548,1608483,3851106,?,318849,?,410492115,3396727,219861323,250990,1497,453253,324763082,263449000,60872000,346366435,3
831980409,657503393,5562849,849543,134087978,1447421,2476,135204235,1457638,202909350,6457797,110262312,1188036,3691781,?,308153,?,205691944,3007312,107516515,248779,788,410478,246095413,179767000,65914000,267966468,3
396531111,420575598,4801823,705844,91925302,885210,2674,92176009,909034,132651632,6353567,62173943,694315,3848212,?,262312,?,131672286,1017818,51470278,44513,238,42363,115096982,105676000,9057000,137224095,3
1107558042,1238711929,6064230,913655,255423370,2092306,2473,255965819,2090754,404465134,7429961,227568208,1595519,3798242,?,316582,?,414494728,3015573,227001169,256919,965,832454,327945148,256680000,70911000,349006519,3
428514488,443090134,5155009,815833,96687074,931397,2477,101040949,926394,154292383,6165869,75112752,778578,3565579,?,250251,?,165006371,895838,68538050,47185,13,51388,127206644,120919000,5995000,148519354,3
1100481817,1235699269,5984042,881149,257371312,2086777,2472,259589923,2090178,411153884,7423052,228370858,1976580,4065711,?,317463,?,407420785,2991163,222032858,250047,2609,675811,322320350,273715000,48125000,342799044,3
447473761,527179569,4966135,770802,107292765,963447,2474,104864651,960786,127521922,6749678,79478206,891892,3806521,?,254928,?,150219624,859789,89375523,44427,525,23189,132273963,125934000,5996000,154059802,3
831455979,658548215,5490176,872458,133942060,1444768,2477,135207436,1467861,204259161,6690243,110602687,1210232,3694386,?,291951,?,210679794,3570575,109176041,256691,6517,654439,247164363,181525000,65188000,269281367,3
1175323004,1246492185,4896933,844300,265854401,3514150,2473,267018814,3552447,405383501,6964328,228310275,1689590,3001650,?,329063,?,416892481,3979014,227570585,254030,701,475799,347160692,293789000,52962000,368017732,3
377915969,434811936,4738138,565926,89096171,801746,2477,93474064,779949,143756802,5758143,69232894,676066,3197368,?,231271,?,155254695,699493,66252547,45632,224,21375,112863499,106421000,6023000,134288336,3
543274057,450512497,5050493,1987202,87836286,930846,4652,86120342,992328,116300835,6123647,70073006,1245197,3716589,?,560209,?,134447476,2253124,68197676,176979,249,105049,159080965,143629000,14858000,209338571,4
707562736,1030844304,4105497,1547389,217161413,994562,3905,219383346,937319,334211313,4664618,185218996,1312309,2805436,?,390743,?,334873785,1480791,185506837,96209,233,30963,211306444,201846000,8993000,233665749,4
482871047,470035402,4297471,1739359,95686984,839254,4779,95335468,946700,130848844,5211700,77483184,1013569,2776063,?,622480,?,138749804,1750428,73395399,367707,204,21520,142857961,129432000,13043000,164878544,4
762061956,1077578055,4632997,1777242,225288649,1117197,4726,226206846,1107054,346478058,5091262,197223119,1557200,2910154,?,417478,?,358931998,1550552,198165546,132503,253845,33993,226223197,214941000,10997000,246264958,4
626768777,585667517,5801022,2597055,124053360,1044780,7045,119581740,944186,153426398,6980740,90973736,1338088,4011130,?,698573,?,161447893,2315323,90285884,152834,185,63252,187559370,171072000,16006000,208768212,4
969044923,1073212881,7444789,2999780,226798722,1479814,4984,229920699,1564154,358711626,8755702,204290200,1476240,5125682,?,1147149,?,369231766,2440568,199034865,661972,20403,121642,287750656,276347000,11013000,309635899,4
478041359,443339179,4564467,1842954,87184487,756922,3062,85875177,783341,117779002,5429765,62525621,924924,3640660,?,212633,?,129468813,2744549,63564648,101572,56,16553,143767147,136338000,7017000,165773891,4
562307800,454701451,5149188,2255604,91646806,948705,5001,90231077,905504,120395298,6402979,68123198,1161239,3213404,?,1058187,?,126294551,1950988,67927711,499260,163,153801,167180075,153785000,12981000,189491199,4
549877690,444202419,4980091,2085145,93386694,802822,4433,90630798,822554,120269067,5663949,64924821,884407,3376675,?,709357,?,121346690,3114186,62510434,389832,40,27952,163219455,153755000,8985000,185731786,4
710686555,1039117724,4666985,1700304,217882933,1053944,3253,218726380,1012386,341390805,4762793,186954816,1163503,3422069,?,248657,?,340075576,2119014,185824299,31641,44974,23659,210785582,201423000,9018000,233034662,4
564290117,456353484,5206684,2280578,91798747,901410,5000,90333704,865921,121004915,6389795,65828160,1147943,3434349,?,720124,?,124590925,1950860,66796689,497715,177,221584,166912066,153365000,13031000,189029173,4
579543298,523049907,5352792,2063187,102439077,1201742,4718,101089415,1117590,132905479,6450363,75391763,1172167,3838860,?,643260,?,139918466,2224069,76816914,206933,143,60434,174937397,164517000,10031000,197402466,4
414345386,427155016,3695431,1516233,85185191,679055,4117,83156887,685707,113318486,4296869,66057222,1041454,2585889,?,380089,?,126347080,1508790,64500582,78480,7020,76798,125965163,116447000,9034000,147652436,4
490331222,416883521,4250772,1786085,88439101,857642,3527,87776784,885757,118856200,5171439,63133195,955779,3351980,?,280356,?,121623355,1844944,61337511,31092,13,36913,149181698,143834000,4994000,171507361,4
649576247,592964447,5726618,2623087,121412443,1501680,7133,120955898,1444615,156750792,7786916,89181926,1512183,4302139,?,987151,?,164438323,2176160,92049388,429688,145795,40259,194070257,173686000,19963000,215970786,4
2065125859,1260218440,24589688,7287481,271280614,10418320,7339,270841454,10441071,410375663,34572716,211335111,3473541,20739899,?,1085919,?,425271674,9343348,212098628,107051,2319,124636,608583895,586185000,22006000,629657557,4
423571201,420081680,3692175,1478356,88659173,677536,3909,85990191,667321,115634520,4441300,64872300,1230358,2437572,?,626417,?,122206595,1420100,63765762,91509,17,80624,127863833,117443000,10037000,149572071,4
426489139,429554065,4280667,1578072,86915352,716324,4153,85642743,726679,113415718,4887377,64486719,1021877,2948059,?,425633,?,123850785,1493675,65817989,204986,76780,90400,129213582,117829000,10984000,150242520,4
829723489,1028565760,5583277,2155039,215316987,1252395,4450,217067298,1309351,339072522,6155030,190924386,1406105,3252010,?,1033766,?,342683535,1969202,186590118,399140,289,113977,244027113,233625000,10026000,266057882,4
723676095,1050446067,4053129,1516719,218518846,1031084,2868,219864774,1008097,341815089,4842681,187084382,1099380,3216350,?,210673,?,335604892,1926869,182220096,75202,231,22822,214743577,203386000,11020000,236174282,4
529500682,1086600064,1479208,325147,219789286,713245,4008,217749585,702328,339362004,1178116,193044608,1034449,456826,?,432919,?,357747678,85776,192113261,18049,193,26431,155199644,142593000,11965000,204268761,5
533454537,1072042448,1747565,412882,218902009,712247,4395,217026431,711870,335155906,1181413,193401956,995696,287179,?,350625,?,358046561,76664,195205703,19752,47,24223,160199176,147884000,11990000,181720130,5
240308648,496124962,1104179,328627,103194970,217422,4009,105270588,218515,149414357,1338018,81524352,532921,1264761,?,327038,?,143058453,127900,69602831,25788,132,25786,71231978,64918000,5992000,92360462,5
233319492,528795539,752163,297425,102774774,217066,3816,104908146,220140,140983972,1531144,73351230,603875,1036637,?,261768,?,134526926,110940,75561187,17033,17,18576,68898803,58481000,10083000,90063427,5
528190005,1058493087,1757630,432511,217987697,704973,4393,217512269,716339,349359823,1046448,196421782,982003,356479,?,371358,?,351025020,146110,189333638,44831,313,33806,159044926,150644000,7981000,179848971,5
404843727,722644356,1345238,446459,142939757,544711,4987,140802785,527993,195598141,6326729,112699268,751480,373208,?,251131,?,230608328,154817,123518555,27530,27,47589,121423819,106063000,15008000,143180027,5
283552561,619131829,992658,296838,130869674,755617,4789,120260265,687943,162067444,1997402,91688449,685600,578814,?,281966,?,171226933,140685,89720590,26404,2,33950,85586878,77235000,8024000,107496245,5
693037000,1226290929,2936472,1244761,257278257,1101441,8236,260335852,1095568,399429327,3653830,229141428,2276972,1938630,?,696104,?,412178592,314207,223989402,59236,402983,61066,204944186,189521000,15041000,226730037,5
547900559,1085837036,1651137,461359,222597453,1110713,5174,225222290,1131647,344686266,1147932,195766820,1051654,490163,?,314682,?,350154062,167352,193001672,34225,106,49675,162238575,151912000,9928000,184062560,5
283660702,648597515,976286,307557,131139785,233357,3620,130069374,250152,174428461,1517263,97876412,658660,423660,?,197120,?,177295992,78862,98974857,19474,27,20590,87497933,78176000,9020000,109303865,5
318121808,651581244,1580863,464829,129336828,335512,6162,129547171,327730,176811099,1856402,108786805,732510,753589,?,462020,?,186816378,143383,97877324,24140,172,31479,95929188,82647000,12944000,117907435,5
374254301,678292783,1564418,535996,127574924,398214,5815,125717756,402132,182639732,3343865,103010962,885845,1227612,?,598810,?,195934047,158026,109866722,45828,69542,44111,113513535,102118000,11012000,136003384,5
254574728,466149071,1574345,429670,89712661,480453,4010,89894600,475635,139239255,1251358,85283475,598663,190173,?,261852,?,163973513,68725,83367816,18526,75612,20693,77720730,71342000,6028000,98916459,5
255749637,491541435,1330069,443608,94583324,384561,4205,97185240,375260,145743097,926283,83613198,572771,203298,?,175790,?,159999474,88345,79773388,19958,108,43068,77123829,67717000,8962000,98554691,5
426299968,617184732,3421503,1487645,131226995,315106,9223,132002587,321521,183068626,3447725,112957649,1158674,2590586,?,896949,?,190335901,365931,102180577,44046,474,43713,123941701,109473000,14060000,146010109,5
254335044,470761428,1558503,410170,95019046,247202,4009,100031777,241795,152288666,958794,86080937,554934,257211,?,309390,?,157016995,123776,75539435,31865,128,26909,75511060,72190000,2966000,96770807,5
263869563,502172267,1326195,357925,91309958,290682,3619,87942109,304142,134998883,1740833,80010986,574979,193219,?,274643,?,164024025,79992,85932561,18201,7,20093,78586505,72154000,6012000,100948102,5
522710238,1077888862,1045077,283484,219912741,829014,3611,218501199,836737,341505671,1244946,191240837,956229,944601,?,325532,?,344036477,114252,189277827,20199,2421,39868,152262158,145041000,7002000,173307978,5
244169274,502580820,1122396,334278,106116559,226318,3281,106519816,225708,135180450,832019,84424095,582358,610496,?,168761,?,148893049,81021,70985335,14497,139,17671,74594665,67250000,7026000,95949111,5
515377829,1079386185,1254268,331415,218646475,696433,3420,217122027,697781,338426379,1025169,192991955,976756,775796,?,197328,?,353411295,94748,188322397,16020,616,22969,154960712,143530000,10964000,176634912,5
958492447,1407181504,5497839,2599411,251245939,6970438,41966,251143229,7002333,373626969,7665597,214734076,1877197,3473331,?,3049649,?,389205684,1068496,219869118,523923,73,500135,282701855,200990000,80996000,332206993,6
1146421593,1009833231,20573564,914423,234958246,3774661,8554,236037520,3476757,314378059,38560984,111907859,2032846,17248981,?,638016,?,321852919,4902957,112837968,252129,249873,176446,337150267,320705000,16035000,359464511,6
251446001,546972723,1484471,204372,114477838,1294994,1694,111414935,1584947,155089681,2347325,69318093,459275,364765,?,154034,?,170815190,70975,64593868,13196,66,17729,73829882,67462000,5952000,94727690,6
1075155807,2075010998,4783117,1347365,428510297,1633177,10936,428585894,1800110,677251971,8121748,369104951,1806766,4228388,?,660679,?,704749362,261905,381918881,76363,274,65461,316467770,295053000,21003000,338512614,6
298739654,599405686,840268,222976,120501993,933175,1695,121617639,824225,187802179,2794095,94078532,517594,382310,?,43896,?,223511323,28742,109890242,4593,8,7466,87697128,82429000,5026000,108752371,6
464496631,765204263,1530850,389475,164691095,4530871,3453,160894453,4828033,217126557,4323711,87619366,656457,934560,?,209738,?,239935721,929431,94155838,19529,51451,25709,139749949,130199000,9013000,161548522,6
334519337,614217938,1931488,355838,135752902,1280186,5578,137512480,810695,195976793,2730138,85642648,1078133,1011266,?,513518,?,195863898,175954,81262274,31074,385,209064,98045965,87702000,9966000,118707036,6
345622247,691286585,1244627,380100,142284291,2604444,2748,142142039,3021898,171616074,2178771,83044565,913028,606379,?,188208,?,194369350,92183,73962015,22386,116,18525,102031956,95697000,5981000,123787966,6
950302014,1905436221,1755997,355989,403860233,2058605,1689,404909855,2079688,663960335,2328706,371154735,1364753,445283,?,189238,?,678521416,169535,369462166,18299,1179,26513,283382062,279061000,4000000,305288441,6
308486338,632240546,971327,352278,123634568,1166285,2087,121615829,1422049,194302648,2318396,98504218,440216,387688,?,48314,?,204260561,41929,101561189,5679,239,10891,95652857,89143000,6009000,117171189,6
315822092,608578110,1271265,356831,134182736,1282450,4797,131964212,1267420,166699925,2218629,73070220,821884,1711805,?,392086,?,166196382,106254,75239630,25326,379,66609,96478451,86037000,10004000,119060818,6
293634156,633995838,777450,232640,125869207,935826,2280,122335486,860652,184921610,3100931,93007947,650885,555469,?,131145,?,217296400,34878,112586376,4900,0,8234,89492603,85960000,3033000,111630655,6
1177515619,2025543829,2584845,520898,439237004,1648967,5933,433803543,1348750,688508728,17056035,353527683,1913800,1911753,?,473714,?,702101573,2111607,355914139,214368,48,43092,347933647,332510000,15023000,369319148,6
785587637,1264148185,2297671,706168,249364380,7573656,4676,250773533,7646588,343043033,6354516,174220009,1339005,1365851,?,321185,?,357557294,1356140,175043599,40219,19323,57169,232146093,221848000,9993000,253507313,6
553432249,730235853,1474902,470747,172914800,1643114,3843,172261860,1940869,202904912,9098822,91642416,788147,452677,?,278646,?,218147751,2827975,87087690,214284,484,31295,163477377,158979000,4024000,185690070,6
398049190,848183520,2246476,335165,183148482,1576580,3259,178186773,1767776,222293621,3438402,105234143,621481,1512324,?,414217,?,208570579,153953,90537619,28494,7,16725,119448466,109175000,9925000,140939084,6
