file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1765531.exe,562179091,1480107200,3523282,167980,162913886,534553,631,163905827,525306,552066087,16043002,158887587,610348,2938427,<not supported>,117142,<not supported>,566666685,56183,159935871,9448,5,8495,170278559,167673000,2008000,218919636
2377312.exe,2327564994,3072488169,23028961,381501,412868103,1061468,630,414916515,1056433,812749872,199635918,292092338,2054554,5640801,<not supported>,14898149,<not supported>,822983538,110670,285387911,99081,68,31968,685472303,683189000,2000000,706653572
3162850.exe,783577854,2065634129,5648452,576783,431998093,1187192,2165,425642456,1027347,451080436,16674856,171117644,2347635,3214805,<not supported>,227098,<not supported>,461014403,250744,168667931,26448,26989,89077,192873562,186562000,5985000,212891011
3598512.exe,674451028,2107892048,5129595,160502,409753615,1390517,2115,407352523,1143965,426494920,16786602,39372181,728475,4221721,<not supported>,133893,<not supported>,457836748,567603,39631739,8223,4,9824,199469424,194214000,5005000,221269870
4031241.exe,1931613255,2225731349,4674495,356504,165199314,925257,1195,168530407,942574,938471059,17210268,290657221,1863545,2585288,<not supported>,380116,<not supported>,948320364,162037,292091829,33360,249,29606,566988224,565433000,1000000,587480357
4333897.exe,843876738,2167471170,3423141,232366,423091970,848937,917,421567875,846192,575361550,16229731,183738910,954192,2628447,<not supported>,159476,<not supported>,607092917,1059746,178251692,109374,258,268577,248108757,212861000,34977000,269332230
4409555.exe,716058506,1441396652,3912521,197174,178894592,770405,629,180420749,761637,448789669,15132186,179726186,671512,3331039,<not supported>,82138,<not supported>,475928226,999710,181591381,99267,392,210587,210704829,185496000,24932000,231349280
4542735.exe,974506024,2488619665,5614553,289212,493529985,913149,1105,491824084,908403,569151871,16912414,239102474,1073128,4480375,<not supported>,146642,<not supported>,576596568,1566487,237692799,121006,432,18612,290455354,261088000,29009000,311146149
4753684.exe,403200925,1238066318,3527278,159212,291331020,508730,630,286125193,485160,424647721,14967429,44423241,390723,2860731,<not supported>,215673,<not supported>,439613448,34961,28599130,5314,75,7712,118206279,114918000,2997000,139347786
5299880.exe,825821461,2272924407,3381317,213679,429378595,791501,622,434151595,780877,470042764,16053967,182505742,795247,2520115,<not supported>,91437,<not supported>,460779722,1562705,172669877,117108,1103,337394,242388155,215204000,26900000,263129827
5530660.exe,535429647,1485969764,3668300,161219,161799334,527993,629,163183686,526258,424901187,15465887,160156605,520450,3218815,<not supported>,63811,<not supported>,445425622,44590,161179864,6329,42,8122,160313040,157871000,2011000,181542553
5568655.exe,528734757,1342964008,3731461,185441,162266553,518139,624,166243938,509975,429330987,15321031,161418943,505723,3328773,<not supported>,69116,<not supported>,448843076,44928,159841368,6436,84,9434,156062095,151580000,3988000,177157848
5766238.exe,540883053,1479874683,3717980,214106,161739036,521835,634,163376231,510232,426426954,15509734,160641675,477968,3285530,<not supported>,63395,<not supported>,444701711,45115,160464953,6219,238,8746,160699280,156425000,3985000,181507225
5901057.exe,279861434,748130075,4262099,156080,169520391,705856,1212,163976142,681098,236212616,8455014,42920137,472084,3429713,<not supported>,358438,<not supported>,252707099,79038,33574099,14046,0,5347,81961275,76623000,4975000,102820358
6190417.exe,478422048,902357935,3894777,145772,179801463,747135,631,180494449,711958,427354733,15603515,42584302,504901,2657829,<not supported>,163367,<not supported>,443835548,38758,34240439,6785,5,7326,141926333,139465000,2006000,162494289
648321.exe,649551277,1816456710,2942994,170391,538514455,967048,631,539058774,766742,562570509,16182689,41901698,618377,2092405,<not supported>,104697,<not supported>,566222589,58650,31821362,7147,323,11427,191651795,189321000,2003000,211876940
6966964.exe,595502524,1171258644,3745067,178067,317195369,926657,633,315112037,826706,469476333,16119394,62749960,585625,2785299,<not supported>,95574,<not supported>,455848770,1111137,54115983,112271,332,323447,178600833,150119000,28022000,200132700
7044970.exe,724017024,1446607087,3989478,203614,179575110,962534,634,181218267,980345,448942167,15392649,180126881,836692,3354361,<not supported>,83716,<not supported>,468824234,1363590,179355834,107355,84,677871,216178176,185782000,29964000,237514715
8668510.exe,855193223,2065713312,3275490,203522,475156382,1101757,1126,474158474,956872,558661795,16441668,41152972,900211,2174816,<not supported>,211010,<not supported>,573941758,72353,36447567,12032,144,14017,254282313,249941000,3999000,276020770
971881.exe,624174931,1269103107,3578846,187232,304802229,1022609,629,309092249,965331,599371535,16655472,59724393,717497,2906642,<not supported>,69177,<not supported>,588662940,1186578,50052331,114929,244,422571,185053249,160647000,24097000,205500925
