file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1570142.exe,72525497,63029478,268075,39780,3586546,91851,134,3575136,93710,3115280,159133,215776,70416,16941,<not supported>,7443,<not supported>,193364,2370,224445,591,0,940,20691078,20140000,0,67071100
1647016.exe,974210414,950038472,1358994,165881,66698737,344466,132,66623278,350103,6010288,409076,3032405,887023,240985,<not supported>,102516,<not supported>,2960025,36359,2671942,7965,0,12476,288256644,286927000,999000,309901498
2087440.exe,869485755,843559898,2843138,348382,160894670,1539403,1606,160879737,1376182,108691445,1345085,73675597,2592042,740504,<not supported>,220827,<not supported>,109641318,166883,73776396,21394,26046,79844,222570034,221178000,1000000,243698493
2148414.exe,232197015,146506487,481206,62720,3949808,134444,129,3833892,133635,3134974,186606,745424,251034,72144,<not supported>,27786,<not supported>,1215875,14003,1108902,2652,98,4044,70822289,70486000,0,93177558
2492423.exe,211432694,122819110,432909,58460,6777052,224803,131,6839801,213505,3569911,207577,752164,192445,50602,<not supported>,23042,<not supported>,561808,7203,606037,1769,0,2733,62212876,60803000,1013000,82728695
5111284.exe,213751245,112658423,426807,57259,3820517,129437,128,3941967,135532,3431163,203081,1073397,246006,68783,<not supported>,25645,<not supported>,591659,7682,639226,1838,0,2886,65647560,63246000,2007000,86887586
511502.exe,286386375,49435695,463582,65330,5319264,210014,127,5238734,224337,3743485,224732,1418287,301399,71041,<not supported>,28999,<not supported>,736577,9448,794679,2323,0,3559,83583277,82265000,1003000,105636216
5127391.exe,108981326,104049469,312606,50004,6105122,138010,132,5674118,132299,3454232,141453,610978,105898,36050,<not supported>,13856,<not supported>,1545441,8379,679979,1482,57,4113,31815611,30383000,1012000,53016547
5426291.exe,609878915,638220308,931450,117445,56351345,257917,135,56311553,269884,4892816,343569,2383266,570430,154732,<not supported>,64265,<not supported>,1576833,21149,1704399,5049,0,7661,181337085,179950000,999000,203535337
5466468.exe,222274461,140388437,399926,61799,3880315,128200,133,3791053,127134,3122656,203061,1500049,242403,69177,<not supported>,25783,<not supported>,1083657,11956,917967,1909,0,2966,68111555,66762000,996000,86708050
6273484.exe,117588897,133129311,394835,73489,8452412,186232,130,7559561,151791,3020635,162132,432091,111169,29929,<not supported>,13545,<not supported>,348448,4382,583380,1157,64,3523,37966536,36424000,1011000,60118503
634796.exe,224232353,144719174,464192,66684,3892871,136044,132,3772149,133604,3108980,203699,1029328,236518,68567,<not supported>,26714,<not supported>,1149624,12017,952822,1931,0,2941,68822692,66580000,1987000,90211316
6594659.exe,1742900744,1971967310,2294019,260554,211112379,573926,133,211006709,586169,7298789,641540,5393031,1510919,407077,<not supported>,181535,<not supported>,4911650,63872,5180842,14724,279,23280,509348129,508077000,1000000,530545335
7708071.exe,62355082,50372366,270433,39648,2452109,91679,134,2445877,93284,9370910,173173,5439348,72847,18416,<not supported>,7911,<not supported>,9083081,2461,5759799,621,0,994,21548635,20173000,1008000,42343578
7823228.exe,202416099,134027446,434325,59533,3989266,132828,133,3972778,134680,3556567,209031,762817,196205,51120,<not supported>,22528,<not supported>,634429,7104,604118,1734,0,2687,62319992,60066000,1969000,83422775
7829045.exe,813050959,106487281,1191418,144657,5009902,301453,134,5049217,320477,5720370,389012,2993661,793361,205685,<not supported>,89122,<not supported>,3024435,29503,2350847,7020,474,13374,237832604,237570000,0,258610032
8001049.exe,224212610,129572375,440845,64804,3841266,127417,130,3964702,138305,3454849,194093,1047888,237883,66205,<not supported>,26213,<not supported>,646845,7488,640887,1862,0,3440,66291990,64105000,1972000,87331506
8005036.exe,206028132,109868138,436636,56976,3966732,130342,128,3972561,132590,3506044,210102,645521,192844,49739,<not supported>,22155,<not supported>,556505,7069,583835,1744,0,2633,61799744,61559000,0,83951690
8349555.exe,1947372748,2220000115,2528363,309894,212152774,632600,325,212079065,630795,9032760,702934,6447831,1783338,491252,<not supported>,205026,<not supported>,5730624,76049,5981258,17057,88,25466,571198906,566872000,3992000,592167587
908305.exe,133895903,76542761,351638,52868,4136927,117268,130,4860603,114146,3267606,167269,653834,121374,31374,<not supported>,13575,<not supported>,394719,5730,417957,1169,214,4325,38489497,37226000,1006000,58800528
