file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1200127.exe,537987772,450510716,5081131,2015565,92089146,917720,4653,89139793,911308,118968270,5981735,68776302,1209672,3550645,<not supported>,597324,<not supported>,129377706,2169924,68264631,196727,103,104322,162238993,147661000,13967000,212765178
1259704.exe,712114908,1035917151,4056499,1483069,218633277,997227,3903,219776051,989662,334523275,4608254,184250870,1320233,2783908,<not supported>,423105,<not supported>,334429984,1497647,185172580,104059,137,26557,210210429,199892000,9994000,231219214
1738849.exe,482894954,468621315,4252998,1703687,97379553,1112757,4779,93743842,1185690,133125231,5130793,77177548,1061767,2711654,<not supported>,660247,<not supported>,140365336,1694557,73335482,357723,20,187544,143439787,132101000,11008000,165166729
2121340.exe,757282402,1082803272,4569196,1795567,224073894,1206205,4726,225197777,1213990,350091407,5120315,198156796,1394795,3022917,<not supported>,351114,<not supported>,360071639,1748951,192684674,158470,164822,25089,221906617,206506000,15036000,243040463
2555671.exe,633264286,590041202,5837419,2602476,122589561,1084754,7046,123531596,1016882,156330345,7031169,92001230,1290528,4071576,<not supported>,682792,<not supported>,156019992,2341178,90860183,166359,120,61434,189420694,170991000,17999000,210110284
3166917.exe,951551248,1088705169,7454623,2925518,230874184,1458458,4985,232969337,1477562,366169037,8728135,205590536,1459282,4722882,<not supported>,1300806,<not supported>,359345172,2539640,194176769,766419,258,43808,285085947,269711000,14983000,306867480
3837251.exe,476781988,422920629,4515092,1817849,83438930,786527,3064,80956218,801512,117747810,5384804,64692358,922165,3552445,<not supported>,202651,<not supported>,134974477,2738556,65991760,113209,210,18693,140253902,130948000,8928000,162046751
4113619.exe,565748266,438317636,5115441,2282127,93221851,959945,5001,92836942,992661,125617029,6367629,71638577,1104264,3409388,<not supported>,1129128,<not supported>,128451001,1865391,69084145,533648,348,158594,168750072,157347000,10954000,190882436
4189894.exe,544052171,446156258,4971041,2070364,92815448,816501,4430,88030042,828758,119030784,5588812,63968808,842251,3391807,<not supported>,599680,<not supported>,123847412,3115513,62896684,381067,93,26570,162083405,152755000,8985000,183278058
4234695.exe,700951984,1043180298,4498521,1591948,217068896,931652,3254,214633298,985859,333133073,5102665,186129483,1124602,3652001,<not supported>,216020,<not supported>,346916570,2121700,189845411,63466,1525,23809,206302324,196966000,8998000,227211932
4581841.exe,562065591,451908358,5281084,2246200,90317600,924988,5002,86754587,944550,117989350,6298642,67534761,1193677,3615225,<not supported>,705292,<not supported>,129589889,2004799,67811591,476780,190,59067,164900465,157542000,7024000,185327733
5488369.exe,587854573,527852384,5214646,2093500,103583933,1203093,4718,100149556,1109901,133201449,6478217,75719674,1212115,3805011,<not supported>,642690,<not supported>,143100816,2195040,77010183,199540,144,64776,174651572,160444000,13951000,196243941
5630383.exe,419727762,410556044,3661225,1523162,80944090,699256,4116,80784561,715655,114686534,4489022,67249972,899621,2775665,<not supported>,300377,<not supported>,129141577,1624354,65352719,110812,138,55550,122539580,112248000,10022000,143422391
565009.exe,492083327,418462838,4257548,1824984,83814117,933606,3527,82887506,1028671,114863530,5215595,63699544,805353,3399958,<not supported>,244709,<not supported>,124651244,1957313,63357146,82253,12,27943,145017804,137653000,6982000,166784274
6356869.exe,648988242,597666412,5701499,2627001,120149816,1383439,7130,118928731,1305980,155714112,7738497,89264517,1537556,4274057,<not supported>,1008404,<not supported>,164915465,2133651,92057538,385028,5915,36425,193219729,170979000,21997000,214122630
6412422.exe,2052034623,1242837432,24582431,7278999,268516239,10217399,7340,271805014,10288698,415088747,34696315,212558668,3462981,20810311,<not supported>,1070507,<not supported>,423689796,9390905,211237363,104489,2050,112323,604894521,590415000,14009000,627437615
7146933.exe,425197371,421467744,3703233,1488939,89259422,672250,3910,86158960,659208,116208465,4423441,64647097,1281814,2425744,<not supported>,643722,<not supported>,122124907,1415195,63919396,88684,143,57467,127976071,120611000,6977000,149422307
7437719.exe,421857952,414129146,4051916,1615525,81744537,721584,4153,81598073,737774,113470003,4936964,66874964,934784,3306425,<not supported>,376453,<not supported>,127585777,1612197,65398206,202087,71663,103732,125675858,116322000,9025000,147165232
7661171.exe,818850740,1032809518,5640083,2111603,217206812,1172068,4451,215116869,1153268,335998029,6256066,188303842,1522184,3338898,<not supported>,958430,<not supported>,344946217,2094414,188009303,380536,341,79381,241542531,232117000,9004000,264112684
7802800.exe,724068398,1058209469,4058433,1539037,220466177,1030816,2868,219092420,1017103,337615203,4958152,184309620,1154229,3253470,<not supported>,211105,<not supported>,337351258,1818172,185676048,48292,138,23308,212025866,202624000,8983000,233541521
