nome,slopes,lincoeff
1071,0.021048708530447068,0
1082,0.020023347073472822,0
1084,0.020773857992489084,0
1091,0.021018862833868196,0
1131,0.020495821421095087,0
1132,0.020786888086103374,0
1140,0.021234998156331508,0
1158,0.02278430578792743,0
1190,0.022075209132574068,0
1192,0.020625581539470774,0
1195,0.020858489345349035,0
1197,0.022161418083260102,0
1619,0.02097200099765506,0
1621,0.020283119899031695,0
1628,0.020749994355144838,0
1632,0.020943904698979873,0
1634,0.020925795627284523,0
1635,0.019958907855292918,0
1636,0.02213510502699591,0
1639,0.022232805634720444,0
1640,0.020171410365360805,0
1642,0.019995758415813553,0
1643,0.019894685633041066,0
1666,0.020561908801179526,0
1667,0.021053678667055886,0
1668,0.020770069000354482,0
1669,0.02091054760005922,0
1671,0.021368555755775738,0
1672,0.022363288506818853,0
1674,0.020779901851839505,0
2166,0.022443223208494248,0
2185,0.021266244114410568,0
