file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1358987.exe,485990229,919635745,10844532,2101310,194431253,1384883,2567,195240741,1348426,308493792,3430372,170744340,2590104,1371752,171815,567650,356626,301639481,158215,165808959,36016,31996,7124,148244000,11018000
2432135.exe,249901340,360921021,10571588,2406702,78427603,549401,3637,79710185,525029,111723532,2741383,60314039,1241269,1416907,267112,330318,158294,93509267,187332,45231624,27274,13569,4145,62722000,4977000
3260092.exe,435450795,862488780,10866397,1371985,175980109,1273032,1901,181515885,1085856,292824567,2874915,167933232,1460135,1315063,107563,423647,120851,342981253,46067,169358810,14432,28664,6131,109104000,8007000
3609782.exe,408056519,421254144,16443365,4390262,92568835,1345187,3681,95901479,1083058,128800344,3162404,68114063,2247934,1362867,263126,792578,412633,97918085,100525,51069296,28342,86655,56951,66110000,3005000
3645649.exe,257997147,356779983,9162392,2006159,79231296,552229,2699,83300773,561932,113842576,3229289,57998099,1287601,1425286,296381,402360,193087,95543345,168353,47038820,32916,36244,16375,63067000,6006000
4263023.exe,238570691,379874529,8221382,1182553,83055599,555441,2273,81719743,592656,107128009,2674988,52011640,1140203,1338038,244165,324469,107625,102897269,49182,49681118,9528,47473,17048,58401000,6041000
5372036.exe,272021848,375497562,9950143,1508271,81059040,746372,7163,84300369,631590,111713820,3569082,60805931,1285117,1332159,114705,804807,216440,115824534,69197,55666640,15452,16538,3722,56266000,17080000
5633224.exe,579843549,488802118,22440512,2372350,114874976,5321458,3219,115064842,5333578,150940193,10207845,64322656,2103573,4998222,329777,528844,207375,146241753,174754,54099827,18566,16876,6028,150522000,7974000
5940692.exe,434068730,880736572,9299533,1549616,174089184,1251846,2167,180566058,1187297,291747786,3119589,168063490,1474660,1368854,120734,419836,116981,341795785,36551,173658216,18414,34047,7969,112039000,6002000
6225030.exe,439186968,857652283,12050443,1736419,178919000,1222530,2148,182215473,1071080,297521712,3094285,169592792,1404502,1303796,127760,432702,156081,328874269,61350,166566450,20295,31422,6485,111631000,6976000
6620990.exe,215657212,391163474,7244727,871837,78679542,530691,2166,74352124,573261,98273093,3081280,47766932,953631,2097706,249165,313341,84993,115327814,24765,56234884,10492,8776,3884,53506000,5945000
6742873.exe,471568592,973214780,10358488,1917139,199807148,1183089,2661,196200000,1321360,303644493,3865619,160841383,1713386,2445027,393457,422394,174167,312814588,93159,167371873,37428,20888,18620,123309000,6015000
6908878.exe,252218277,379108913,9634448,2053490,83548793,606116,2474,87077435,563474,114894050,3036944,58091503,1149703,1361862,265989,367173,170272,95374446,146182,48589551,30542,10835,4470,63437000,4956000
7442336.exe,262476131,363400269,9136182,2153282,79406378,561660,2775,82707610,565460,113647566,3278252,57936752,1373393,1413970,294979,405323,198058,97874440,164487,47539383,33230,38380,14248,60922000,8988000
7738068.exe,451265968,928862290,9158037,1571976,179576527,1280400,2654,180625612,1224233,287033746,2667701,162520127,1477672,1367222,180980,435358,130738,355800526,30760,185675609,19337,28063,6730,114416000,8029000
8036932.exe,228558341,386516882,8644842,1232676,82403920,552579,2160,78332009,595947,103497027,3070342,49493361,976940,2222668,255907,321292,87121,102993525,41377,53296258,9947,66510,36644,58312000,4021000
8122852.exe,214439659,385449496,7328424,896038,77606613,534556,2002,72632089,644623,95596770,2928373,45697387,927767,1725467,248994,295460,92876,114314396,23445,56514317,10944,10208,3325,57043000,1000000
8193334.exe,230498578,388223668,8448312,1161002,83391979,558675,2058,78491713,626454,105590318,2736560,52281580,933004,1388679,226631,327425,87266,105115512,47141,54415059,10804,8397,17602,60147000,3007000
8322422.exe,235373511,365270284,9642252,2017683,78413949,546767,2539,81175197,558861,113954378,3057532,56316765,1009034,2090282,322194,380766,136519,95644906,144087,49256424,28060,8451,5485,59376000,5031000
8430040.exe,446175401,912540668,11110034,1677612,177407568,1320792,2640,177775969,1252589,284201557,3264122,161822357,1452371,1330803,194674,432151,130464,351608064,28992,185303793,17107,33920,6401,114900000,5994000
