file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
2116056.exe,754933202,1075657796,32121100,5119808,224727710,5157625,8717,213754194,5696747,302025410,9217477,155572414,13698716,1747718,143420,1069705,509516,326385621,106325,156480331,63926,187950,60853,115997000,14999000
2984311.exe,385864218,577975625,21330535,683068,126342662,3170484,1697,130526493,2956833,209584856,7056663,108111663,1082930,4714472,151234,66022,17221,170849488,19029,85640099,1721,4439,4248,101923000,2997000
299068.exe,1615503954,849176805,55076064,15701956,198880944,12271163,6190,204305519,11870558,284556081,23434399,117016480,4153782,12704367,3223737,1098276,1046330,246506986,2564659,97865424,65646,56946,19930,422388000,14978000
3889320.exe,851540443,1922096813,22886302,602586,411398381,3939574,1696,406399878,4225164,656125878,9509607,350979347,2443720,6597169,165057,241229,117392,680279925,24547,364995730,9681,27576,11039,225817000,4995000
4035360.exe,350021062,518815962,24507527,470056,118406324,3292121,1307,120039664,2890841,174049718,11040626,70104905,1231348,7174440,79627,123667,73507,155970049,10535,63180372,5958,10063,3617,90276000,5015000
4119785.exe,1994257725,1170424533,91882381,29658708,272139889,8820254,10876,278609963,8727592,373112204,50236179,150109172,5753777,21671901,5182314,1567628,1217729,341425024,2600511,132835946,101144,76932,25502,517413000,21975000
412287.exe,2222697662,2261870384,66001298,19772056,478515407,10292998,10094,471917710,10284233,722502890,25796107,373312831,7207779,13966709,3867966,1202693,654683,765291156,2904010,384103321,67095,69512,47064,589371000,16010000
4213036.exe,1936833195,980115909,65642303,24460175,220324859,9899384,12245,219399328,9951492,294394661,27235621,115939499,5825632,12347852,3862591,1029805,571148,271230913,4130403,118687159,110494,70731,34297,497998000,25999000
4222620.exe,799094172,1884343166,16398547,722555,394953600,3807651,1109,397364481,4083298,633385156,5933639,330694860,1787761,3771986,52944,98711,18521,647374545,22231,335471314,2278,25917,8186,213135000,3983000
4390406.exe,1013302280,2002230718,34009519,5825647,437242352,3926787,5669,440271544,3791608,691470692,12665579,367496074,3364891,6890941,575065,352596,194561,678003412,224740,353698508,60533,49044,16286,265330000,9011000
4928227.exe,723614006,843680890,59123271,12940723,173010517,3622162,3261,177962938,3470082,242022261,26005512,118303894,2070366,18624742,4851912,192694,306167,241706833,2429938,108986407,17490,17994,10989,187583000,7021000
495834.exe,813867016,1860194005,17022726,918238,410441792,3295088,3200,410236764,3522162,647670973,5992629,329197153,2466806,3254228,74671,177577,35006,626127620,30062,329657456,34271,35856,10941,216586000,3008000
5152635.exe,1190420542,2316842127,62850870,13245662,533093519,3827384,3261,532851713,3724206,641144257,27901812,344914161,3131644,18437934,4393074,213516,76299,666647576,2754486,335196743,17370,16835,12296,318555000,3994000
5670617.exe,762912625,809671001,58436944,13284293,186656385,4729887,4754,193134549,4297188,266408080,23893320,130238995,2574456,18784603,4662949,422506,257485,222723777,3336519,100078145,22738,21672,9086,195388000,9017000
5888891.exe,1854813511,1402914322,55257017,16598851,285236900,14791904,8441,289016390,15339810,391019471,22623528,198877667,5778465,11563237,3091287,991247,612035,383466256,2696573,194430194,56429,49036,43217,485138000,17004000
6393398.exe,550495868,644859545,39313136,8690159,125407340,3787793,3260,120789482,3812293,167679764,21650364,77575116,1807012,12819325,1599718,101766,35766,230944158,1473612,98138615,6691,5816,8336,139617000,7978000
6932069.exe,569059208,743455062,39756903,9049943,144655572,3448846,3259,138499534,3753742,186000789,21065554,83784364,1740894,14341489,1927848,149105,17235,236915309,1477447,92215137,6631,5118,7234,144999000,6999000
8294387.exe,2071025799,1160057414,65289272,28334597,264258596,14661410,9903,265510692,14392782,361777652,27178557,126209491,6386486,12995370,4752942,1061098,616402,367111960,4434852,125078732,71015,63863,27081,546913000,13997000
847669.exe,1094337809,2112065362,16826989,2319474,451132964,4559721,3840,447544527,4867042,658258918,10542232,342979435,2936178,2499589,367142,376647,240326,719104215,132682,364624116,22950,51571,12984,290375000,6984000
994210.exe,366512331,528342042,14415007,680710,124999826,3606609,4111,127893293,3315494,190968825,5790252,83187899,1344165,3315756,86628,225139,121532,154514572,25655,64617329,77830,35732,8562,93099000,6932000
