file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1749177.exe,1037590479,802656678,14710372,2954083,168949320,3179271,3259,168350775,3183115,230900804,4824084,107916003,3416948,2107349,340949,617176,380460,233869089,621101,108687915,31841,470333,271018,230235000,75076000
1817867.exe,1222426245,1558781115,14053877,2136358,336594843,1907509,2668,340668184,1908017,539134490,5220592,273063166,3290016,2604558,281712,397295,196424,484568212,421053,255423420,27765,636188,612425,245403000,85140000
2766234.exe,459035273,606859344,10751301,1737911,136591584,2628104,3553,136752339,2783226,185523141,4964958,70245896,1676636,2130265,353733,369222,179808,186888196,180433,72415154,29252,20660,9812,116779000,7984000
340754.exe,1240715188,1527576158,13665905,1765170,316236609,2009941,2479,318180039,2002665,503368255,5646324,269975652,3333160,2612722,270407,397350,202376,514883910,383901,266229066,28519,632936,223799,262072000,72742000
3588461.exe,1223208813,893550231,23219661,4484326,191965706,4367490,4097,193092971,4386058,279555878,9214033,116389711,3508541,3927889,900833,509057,298266,246530612,844254,106699795,36600,153850,911081,265968000,64748000
4159594.exe,697330215,1380530241,11291202,1366111,296847925,1395421,2669,300046372,1358296,475841087,4962252,235461863,2217891,2698873,412931,343872,199722,425030148,193453,229573104,29801,33913,10844,187896000,1998000
4650304.exe,416789339,507683358,11507951,2178329,102207999,1312930,2480,107306133,1298673,164245213,5167085,77917447,1476366,2305417,236915,300710,176693,188079520,148210,78221998,27349,17135,6598,109886000,2996000
556438.exe,1245786187,1565877682,13726923,1801255,322357998,2375538,2863,321669835,2420114,509538824,5758083,264916515,3390479,2667415,317473,443997,205739,527298272,389260,268717626,30643,292907,219376,264664000,72907000
6096802.exe,1215951181,1513494684,14548569,1997758,321188385,2067721,2476,325855046,2039335,523690508,5207448,272874650,3350999,2555450,281954,411611,196411,502292622,476882,254561115,29609,70387,207089,258131000,70035000
6116225.exe,405522222,460185405,11705568,2177948,96179916,1307907,2479,102341414,1299283,157981556,5154189,71793747,1350649,2294677,231870,289248,169399,180475576,179960,64978970,26571,21659,4356,106058000,5002000
6387452.exe,412609729,485552512,11751896,2197199,101810724,1278117,2482,110921200,1264798,169910385,5036669,79246892,1308952,2362978,233903,326181,175785,188875389,161360,72127500,26975,15632,6604,106486000,5022000
6489020.exe,403698992,437595988,11918508,2147339,97875251,1295718,2481,107032568,1282346,165808948,5022107,74438846,1400055,2289401,230476,326543,197150,156213736,228614,60253210,27770,16165,4802,100523000,8957000
689377.exe,929323965,724698453,12011370,1377273,149183952,1643309,2478,150043024,1712757,221231735,5502665,99615135,2667829,2737705,401576,376241,191341,220135987,374251,98752934,28081,684727,631934,189700000,62900000
7137813.exe,442299110,655187709,11403584,2049628,118798447,1438039,4435,116431199,1509271,166958001,5421045,63078162,1506274,2632179,424813,334746,185021,218479406,119461,89170859,27083,33062,20405,110483000,8958000
7156796.exe,426180060,617344552,10521756,1611012,120798172,1178809,2482,113306950,1346344,152608071,5448154,61135350,1490814,2589932,328610,324526,178992,194992797,138085,79517725,26135,17156,6175,113407000,4973000
7169393.exe,1225526347,1516959691,14181446,2138735,318055268,2028677,2671,321680064,1999956,515435968,5479726,272201222,3322547,2547851,281177,395287,199889,518649795,382510,264396633,35367,625559,631475,271296000,62067000
7718795.exe,416267100,507058155,11533006,2164738,102565775,1291765,2480,108542204,1280683,166009778,5089583,78531904,1395455,2309269,230042,303908,176875,188658733,149404,77680794,27599,20265,7229,105462000,7030000
8269776.exe,1229930875,1519798003,14320428,2024817,318596310,2047481,2474,321577584,2020165,515006829,5555906,271157553,3523866,2563272,274916,400428,200245,518851764,383429,264494437,27994,607762,638114,256830000,76949000
8634018.exe,397404994,524284723,10849415,1688030,103100406,1248441,2479,102858518,1267835,156778289,5038310,72748834,1396987,2217997,222966,284492,167190,181051087,141728,75578652,26122,21478,7181,105963000,1999000
879858.exe,919814177,733995650,12493998,1751072,151193310,1643803,2480,151809684,1715846,221520393,5691445,99580121,2622703,2625926,323981,342544,184810,222426728,367749,99057400,21211,198830,220320,187683000,62226000
