@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
499739888,764437598,856894,132424,153257545,625569,127,153302233,627882,246701125,401350,140914242,830043,202332,?,99034,?,254142088,1241262,142435362,107053,68,242204,119302000,26843000,0
105423381,223606183,387563,66101,43401708,229054,134,44090186,222340,65750163,230529,32564917,128798,91541,?,13902,?,70513697,14824,31890670,1986,37,5403,28063000,3006000,0
500587038,766493832,789454,107192,154063420,860051,127,153519461,853427,244715410,336216,139611480,740314,178523,?,54148,?,249100116,1119893,140863208,106368,16,304989,127418000,22072000,0
505752337,758788587,810626,110517,154614515,914143,127,154959223,915559,246600046,319120,140648386,861375,180222,?,55119,?,248854410,832939,140626514,105873,5,414448,122204000,26043000,0
502071727,764255072,846103,109199,154832009,726668,129,154512252,719437,248496026,329730,140041268,813200,184069,?,55782,?,252016638,847637,140421663,105962,90,194603,119917000,29979000,0
292153900,341690606,567538,84303,66123576,672483,133,65127797,672744,97574030,300222,53464825,330397,130305,?,32375,?,101143403,737763,54804227,106537,89,223425,62359000,21776000,0
505349444,763690498,811761,113013,154663993,717426,128,154258686,718222,246988164,336356,140522425,782829,178952,?,55980,?,253234181,849779,141566435,106868,268,222046,123136000,29032000,0
694287398,951812783,2364487,946295,190118330,1566431,5202,187514852,1560710,290968219,3342280,167614250,1549235,2268919,?,321697,?,287515210,1440381,168270431,160803,16909,587655,116524000,34857000,0
496621814,768433067,861990,121391,158153928,719584,324,158199653,718859,249057872,369514,139409530,591907,190128,?,70567,?,245307287,872728,140368740,107330,0,203896,124740000,24948000,0
114467840,234115771,399524,78935,41225784,338541,135,42003604,333585,62968329,257820,31663523,143831,83898,?,13329,?,73371806,12187,33126832,1916,24,6428,33672000,1020000,0
502351341,765054223,854517,108074,154840140,744351,128,154458872,741045,247683570,345058,140030244,856864,187695,?,55572,?,252387149,736886,141078874,106512,254,212263,123470000,26099000,0
109073047,228478527,434063,75442,41845507,234652,134,43500769,231878,64623741,246911,32129378,140061,86469,?,15377,?,72798456,13251,32442598,2166,199,6581,33016000,2001000,0
503768407,760566229,809022,117400,153782997,727902,127,154027561,718438,247737703,348296,141089901,777884,180705,?,53416,?,253815915,1240454,141026667,106301,97,152479,123431000,26091000,0
495803934,763932128,780030,108069,154149895,663920,127,154288504,661931,248111927,364197,140475169,799973,187291,?,54666,?,253298299,982955,140970927,106269,5,133180,124812000,22965000,0
107634365,221093512,330954,60034,41933083,223385,135,42905273,217558,63896236,225583,32236122,126941,88937,?,14278,?,71419763,14269,32398211,1982,34,5884,30181000,1006000,0
320186189,670625020,676406,122559,138402023,506346,323,139375285,490563,223307478,333593,122597341,332967,130440,?,36768,?,224916044,25206,121490230,4115,258,11733,92387000,5021000,0
492399723,758594678,786191,105212,152525754,962633,128,152074358,968672,241047074,358688,139899066,533172,171953,?,50314,?,249435006,912651,142138804,106776,2,215844,116023000,27005000,0
506089719,763471855,825563,109750,154038011,941931,130,153412251,940049,244041447,346657,140280265,797383,192887,?,56911,?,250614066,1001428,141631144,107056,376,279843,126243000,26050000,0
497342851,764676015,837425,112625,154810248,927017,129,153430192,929127,244585986,381261,139488358,782646,189365,?,55314,?,250490690,1218028,141414249,106349,33,217522,130130000,15015000,0
524997031,762284636,841096,122517,153604255,937298,129,153730406,927063,244870957,366925,140694663,812446,171282,?,53130,?,251056450,1248706,141761509,106606,57,382808,137085000,19011000,0
213764465,125447197,414699,44436,5796189,169364,64,5757524,178769,1917445,132869,783404,220108,65014,?,24074,?,635939,8899,722879,1920,228,3534,63511000,1984000,1
975316627,948657660,1333781,163901,66549675,346748,132,66460606,343443,5467753,411226,2925695,836189,242196,?,104047,?,2971249,36125,2800817,8317,320,13829,287037000,1000000,1
1764857682,1995037330,2414682,265927,211204161,598791,127,210966347,607774,7189334,650215,5000708,1574188,433968,?,184529,?,4469470,55915,4974781,14647,412,24797,517835000,0,1
146939177,86258667,351752,50167,4191301,104942,130,4293773,114397,3210912,180565,700372,177191,54289,?,18888,?,457318,4906,454690,1322,0,2039,44569000,1012000,1
210101362,122769691,430200,62037,6670905,241933,133,6835338,234847,3584424,210945,1031534,235335,64430,?,23314,?,584924,7029,629140,1832,0,2842,64448000,0,1
1758817940,1992598381,2374693,272268,211455862,631544,209,211265931,618188,7588175,667599,5263561,1614989,414135,?,182338,?,4448275,52545,4915247,14657,169,23682,516197000,1000000,1
207161501,119834469,399594,45391,5300094,197831,63,5269253,191740,2050901,135166,887779,222471,50355,?,22264,?,621877,8051,654151,1894,258,3825,63476000,0,1
213141160,124402209,441673,60720,5970566,212259,131,5925521,235263,3423163,210708,1047231,250677,73225,?,26439,?,1064309,8302,677583,1847,0,2821,62878000,2994000,1
147498485,79083954,337895,53635,4398249,122076,131,4125923,114755,3277971,182130,1098678,135316,34413,?,15250,?,395752,4560,419266,1177,156,2788,41029000,1000000,1
208921964,114875856,462946,60856,4097407,138301,128,4130728,143340,3714352,202846,637740,206562,59959,?,22854,?,638457,7359,667611,1842,51,3166,60313000,1005000,1
218203678,145867420,437063,62330,3852484,129541,132,3970681,136498,3468169,171327,984027,235041,67271,?,25355,?,688719,8079,629688,1867,0,2789,64501000,2015000,1
428364253,238650912,672395,94268,5917008,188132,133,5826514,186603,4082662,266359,1472459,389040,111572,?,45460,?,1570345,16227,1190678,3553,0,5385,126018000,1000000,1
85535532,78188206,284369,45831,3552165,89470,132,3341398,80865,2384537,141372,687721,118537,36586,?,12240,?,808632,8009,651515,831,10,1328,27195000,1007000,1
125000209,99462047,357982,48893,3932656,116582,131,3909342,117692,3115150,135581,384717,125177,32045,?,14134,?,361354,4113,390858,1104,0,2351,38299000,1007000,1
229087293,138301263,452193,61683,3944568,138610,133,3895358,133593,3156893,167744,791517,245169,72263,?,26649,?,1168839,13303,1055765,2752,308,3890,69714000,995000,1
1780941238,2008791292,2396420,262589,211355855,588082,133,211115155,604122,7869790,650831,5454774,1662671,450745,?,185566,?,4611905,57730,4949348,14631,60,22445,522044000,2000000,1
203408811,134029761,433726,60170,4116296,138684,131,4098143,138829,3711574,189419,986877,190626,49611,?,21709,?,554947,6503,604749,1705,5,2619,58948000,999000,1
227332073,127982099,431969,59290,3816171,126539,127,3736263,133678,3390362,203226,936664,241503,72998,?,26410,?,1072205,8368,679316,1825,0,2728,64939000,999000,1
203664799,137736671,432096,58103,4045172,134779,133,4048325,134409,3594158,178706,735977,192906,56052,?,22374,?,627274,7866,655954,1838,224,3303,61230000,1003000,1
107677564,121825699,381782,52983,6625172,171430,126,6106207,146959,2905166,140729,348356,114058,30163,?,13073,?,331776,3754,624492,1497,44,3806,34814000,994000,1
222915527,397131496,703977,180517,85529384,2748964,523,85593131,3097445,110333224,676408,43791146,353161,186480,?,90397,?,102658760,21493,44108947,3589,61,8226,68911000,2026000,2
220486320,404267878,556073,143015,76447308,3525219,917,74119183,3649089,97051317,1021667,40921465,285222,187537,?,33456,?,120357999,17401,50118518,3205,2,5779,63391000,3018000,2
219555734,369112636,617649,169032,83734875,3252425,916,80977533,3268029,106142206,944402,43506690,255077,203519,?,33267,?,112308978,38527,45563568,9453,0,11821,62160000,4010000,2
623625868,1222270412,1162761,162604,258735847,4482152,1002,258847735,4101888,417837564,811168,229098839,822493,345809,?,163287,?,436463690,71390,228171716,14782,35,17332,175674000,6023000,2
217596399,404424720,523345,125209,76463883,3547685,528,73776304,3613483,96277069,639085,41390565,275045,176240,?,30672,?,121920150,16165,50497167,2633,0,5719,64045000,2001000,2
225136189,401751328,671650,121823,81607223,3290900,1009,79347303,3495301,103541262,675957,42273877,387479,213001,?,87508,?,114079479,48403,50975209,12281,223,11609,60602000,6954000,2
648960888,1259969296,1339044,254020,267790031,3213749,1904,267476233,3258668,425376799,1076754,222247177,878446,339270,?,180367,?,413111785,82947,219155250,17827,533,28166,184531000,6982000,2
620546951,1245094891,1038246,180284,260715036,4155272,518,258270846,4150724,404448121,803918,216214159,660200,292467,?,73509,?,435677561,39039,227847997,6421,56,13949,183410000,2004000,2
213657183,387794546,541739,125930,76591894,3590126,522,74074669,3690687,95696887,651480,42622316,262840,182268,?,30271,?,124297218,17484,51092022,2548,0,5254,65302000,989000,2
802892966,653846189,7400795,2195467,144927634,7315150,5017,144175046,7279341,192889833,10071542,82167742,1548450,6095909,?,457770,?,200271942,3037040,79098126,73910,8478,55613,226121000,10005000,2
