file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1578565.exe,230009786,426142289,736441,164836,90619322,1792544,927,90918587,1561948,134845816,1109448,58563249,337267,228308,<not supported>,97496,<not supported>,142387667,130843,48945848,5281,2867,9741,71916000,1997000
2649544.exe,221927806,448634660,527664,103792,89398467,1824857,537,88504384,1854601,118087945,952546,42107584,277449,181167,<not supported>,30552,<not supported>,128256559,41675,51083332,2671,0,5512,65788000,1993000
2700229.exe,622060159,1274418348,1014781,177667,272527749,2168492,532,268642555,2322321,420329935,1081588,216860110,642786,290261,<not supported>,71678,<not supported>,434032340,39468,229662655,6448,154,15158,183281000,2003000
2882080.exe,224902947,431421814,553514,104687,107020332,1181868,535,108383248,1182808,105867229,829217,53262570,358053,211026,<not supported>,57340,<not supported>,92197929,30700,51734870,4883,2,12138,63343000,3016000
2892760.exe,239510992,429470906,640270,106697,105288176,2051034,535,106691543,1771250,104489284,638530,58274205,385130,196143,<not supported>,58573,<not supported>,110034833,148025,49416413,7485,214,13560,70141000,3006000
2952391.exe,627207776,1293314502,1104334,192905,272755968,2515830,531,267386687,2815705,414556521,1054916,222083778,649549,281965,<not supported>,73368,<not supported>,440442507,46122,234738424,7593,10,15214,185874000,0
3052100.exe,619857242,1255959239,1049053,192525,268481021,2543960,532,266577329,2772457,414851428,945104,227025496,567346,259944,<not supported>,69125,<not supported>,436427804,64981,230805141,7309,840,15379,179750000,1997000
3432659.exe,207124012,417681059,595312,108385,87722286,1477996,1040,84811209,1818657,117501957,892404,46294601,356766,185265,<not supported>,109275,<not supported>,120141034,61685,51814061,12813,877,12384,58223000,4015000
3513191.exe,865769107,1353737753,6192578,909055,291133486,2004899,2483,289213726,2024514,455300613,7759135,232710918,1408296,4565770,<not supported>,289185,<not supported>,451667126,1406414,232419497,51704,1979,45430,243207000,12010000
3686555.exe,203357483,413136304,537145,129986,83096245,1676604,535,79245505,2007491,108259669,869299,46339346,209369,162586,<not supported>,25982,<not supported>,122952421,50769,50935996,3733,259,12541,60158000,1002000
3754416.exe,205824117,380105275,553560,142953,80397347,2205041,534,78407896,2459997,103666397,754331,50675671,229358,177492,<not supported>,29089,<not supported>,129279887,82960,53088929,3772,224,6692,57665000,1988000
4878682.exe,261991479,463601460,738908,149293,106193117,2154901,1037,109280967,2065481,109297240,681462,69117622,420917,210191,<not supported>,81427,<not supported>,122817578,112325,63337391,11749,1698,17916,77005000,2000000
5266960.exe,659259980,1288818568,1336727,203852,283387463,2404161,1939,285604349,2245224,458894289,1046792,241844704,975659,350240,<not supported>,233915,<not supported>,450418417,308839,220182194,26748,2119,32490,189749000,6990000
5400133.exe,224920255,449444874,551051,133366,91108252,1807953,536,90450291,1852350,123935421,986140,47283839,269985,175874,<not supported>,32262,<not supported>,131721944,54353,54872128,2863,0,6197,66312000,2009000
5755609.exe,226352951,446908482,667973,112741,91808824,1852552,1041,89764030,1940522,123382483,1011990,48483854,401188,199586,<not supported>,111913,<not supported>,127440033,59696,55980672,13004,0,9270,63070000,5005000
5794115.exe,231836539,449703168,802820,203747,94048528,1997307,925,93991409,2054996,109948117,1566728,48069476,290883,246729,<not supported>,150817,<not supported>,137667022,35555,59027820,3379,298,5722,64619000,3976000
596008.exe,208704539,397779225,601269,153783,80445338,2017930,928,77847036,2379938,100775213,1509199,49266276,338036,216164,<not supported>,31466,<not supported>,130275672,86355,53086656,4704,8015,6625,57533000,3028000
5976780.exe,225838786,452584730,575197,142056,91292338,1682823,926,89864411,1778255,123763908,1402627,47048559,297546,197355,<not supported>,34019,<not supported>,133503796,66327,54550460,4140,0,5771,67673000,1990000
6521284.exe,228704607,440123469,564163,133576,87496718,1893113,926,85676219,2046012,116070442,1601113,50113150,441788,216097,<not supported>,35151,<not supported>,140018395,20219,60254293,3446,242,5847,60025000,6002000
8519892.exe,220064793,417466140,531492,125297,85460776,2035475,535,84190401,2148543,112862138,867521,47790996,267971,189009,<not supported>,27434,<not supported>,133872958,16779,53111743,3315,0,9753,60518000,3025000
