@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
507709886,766886004,993554,149055,153727307,642112,127,154067247,635241,246996068,410759,140098427,834088,189984,?,81207,?,254807333,1230405,142046933,107145,318,183659,126088000,28791000,0
103054025,214206768,413467,62175,43556598,233124,134,44412176,228751,66128910,211652,32530714,137555,85113,?,13761,?,70094366,15700,31608576,1995,72,5965,30591000,2960000,0
504790953,761488561,862064,115808,153824783,875716,128,153761456,867246,245820673,316388,141165689,778718,184052,?,54068,?,249699144,1339651,140753948,106333,204,313660,119807000,30950000,0
510182555,766942554,869335,115612,154808605,919070,128,154164469,917983,245526104,346555,140387064,777434,187278,?,56010,?,249038155,1337819,140938343,106697,210,284766,122639000,28681000,0
499118685,759868331,808173,103889,155315017,748052,128,154635827,753258,248485151,322420,140235340,805376,182591,?,54252,?,253012558,1080111,141025238,106065,0,162813,114229000,32064000,0
292791541,339956931,555513,83173,66042504,671658,133,65607616,666956,98052955,305938,53665313,337130,134119,?,33945,?,100091172,1339404,54017184,106104,0,239182,60448000,28209000,0
495874895,767365979,781366,104711,154561348,764083,127,154225614,765958,246321479,358871,139927639,782650,182970,?,53858,?,253115584,1229569,141899989,106820,13,10041,125948000,20991000,0
500979354,757007309,855092,115102,152912383,908399,128,152957434,909347,244097012,342820,141331473,769564,182129,?,54232,?,251255513,1196476,141540429,107285,226,337900,125690000,24938000,0
503299084,775198491,840751,127687,158331641,720912,323,157205880,714075,247652202,384625,138501209,566519,182304,?,67735,?,246693884,1401941,141061475,107079,140,211630,129396000,20061000,0
108484902,226354093,400619,67509,41471607,322006,134,42844146,316729,63786348,242129,32299889,132735,82652,?,13264,?,73101372,14101,32707264,1979,51,5889,33766000,1023000,0
489590977,757148580,800863,104679,153783390,720829,128,153335428,720159,246544188,362946,141239472,837649,193447,?,54038,?,255329259,1052726,142197119,106809,10,64044,120251000,23851000,0
108029956,227804834,399658,69435,42418707,229855,134,43188309,229424,64090837,241441,32021401,165572,94111,?,15428,?,73020476,16579,32623238,2180,157,5995,30162000,4021000,0
496886356,766358342,868141,114406,154953971,715970,127,154274417,715089,246368104,360900,139511858,793874,182872,?,54173,?,251979484,1040501,141573145,106982,230,87784,122426000,25087000,0
503065004,764857797,806433,113796,154441516,675659,128,154449258,675092,248403876,350674,140770919,822138,188018,?,56003,?,252240812,1222218,140639230,106384,128,180711,126658000,23935000,0
106679091,225572198,362501,61593,43020928,224910,135,43796410,220030,64794756,228200,32584427,134293,92621,?,14478,?,70393485,15617,31880692,2001,47,5257,29952000,998000,0
320096959,671108318,683723,117232,139174293,507310,323,139805582,495042,223240828,324350,122292445,333665,138108,?,37658,?,224767202,26920,121174324,4106,46,11192,93397000,3974000,0
496559611,757153521,834237,109356,153394115,913301,128,153434875,917268,243414220,358513,140259210,563482,188786,?,55681,?,247425520,1297840,140944981,106921,270,278101,129561000,18935000,0
492408063,759446455,817293,115154,154026108,930524,128,153170544,930785,244053066,374310,140760314,766381,182508,?,52356,?,251518443,1253816,141871226,106591,23,219820,122425000,22076000,0
511496140,757969733,873428,116435,153354746,913839,128,153137561,914420,244415824,344867,140805854,755553,175848,?,55809,?,250675867,1444262,141271935,106783,291,413972,126823000,25963000,0
505461190,765323190,804471,106740,153976918,913484,128,153465555,911827,244295402,345551,140419958,786350,187570,?,56796,?,250671220,1228634,141654139,106881,213,380283,125133000,25026000,0
389948112,241959717,1646176,86098,25424418,831284,67,24640771,819009,23464963,818399,19140056,1031543,171169,?,69897,?,27302652,589063,22932670,44721,27986,185044,65912000,998000,1
978451065,950666843,1365077,154523,66437081,359537,131,66402024,356058,5427355,434921,3203023,924689,251310,?,103589,?,2929370,35365,2850119,7935,0,11948,286905000,999000,1
1758757139,1992474730,2365779,266043,211221085,582532,127,211073364,586038,7245586,614228,4971031,1545194,404564,?,177671,?,4495095,53969,4889276,14679,216,24065,517868000,999000,1
146431403,83155201,317531,46686,4261664,113060,132,4196629,113823,3237044,177100,973207,168449,47665,?,16143,?,420346,4955,438265,1225,0,1960,41900000,1995000,1
211816727,123125360,404379,60631,6656621,240160,131,6768268,234835,3555971,216571,1141491,251885,68194,?,23008,?,653642,8159,677415,1797,0,2802,63203000,987000,1
1760018444,1993570620,2270363,265223,211246456,571247,128,210947934,553553,7130370,620220,4873260,1466386,400034,?,177874,?,4142926,52937,4775741,14561,294,23533,516481000,1000000,1
205636835,121063420,363474,38587,5212588,187296,65,5151131,182341,2057934,130074,943085,243941,56188,?,23317,?,628074,6976,615339,1765,0,2742,62736000,995000,1
214370324,126373428,453120,64950,5998771,212054,132,5929257,228991,3450522,188978,1031091,234282,70036,?,27383,?,1185786,7576,624317,1833,192,3363,65578000,993000,1
142669196,82965672,335654,50142,4189300,111072,132,4281799,116717,3263117,184234,916496,176561,51573,?,17651,?,421915,5108,446613,1240,0,1996,43865000,996000,1
209226680,111932360,426852,55370,3987735,134924,128,3983210,135661,3484172,204516,884079,229341,54683,?,22807,?,574794,7035,624080,1783,0,2746,63814000,0,1
426333687,343450245,2395242,1249405,40074945,913356,6417,37182743,976489,46122607,3983184,28538055,893300,2716353,?,477610,?,58998214,694577,37449895,63644,15873,271225,63264000,2008000,1
430653095,236968228,682816,86100,5901872,194699,132,5953686,209775,4251604,277546,1829221,438827,122314,?,48997,?,1497990,13822,1210265,3494,0,5387,122528000,2988000,1
87226935,78959790,282715,51118,3586235,93808,132,3382601,91490,2466867,137556,871774,132988,39372,?,13534,?,900227,7785,701871,1182,0,1306,27709000,989000,1
120774364,96721215,381835,55147,4232220,118687,132,3831017,105822,2994423,154991,448141,117509,30332,?,13222,?,345597,4062,559009,1488,39,3843,35097000,1002000,1
227669615,136470010,464000,62155,3949867,137486,131,3828218,133008,3120099,185792,696394,241062,70141,?,27539,?,1160090,13148,1062139,2594,259,3809,68692000,1991000,1
1776682471,2005106814,2359611,270664,211220942,595968,133,211115146,609347,7844129,676370,5212221,1542288,415333,?,178519,?,4319280,54005,4965109,14658,55,22895,523739000,999000,1
201138228,135245782,429459,60079,4078734,139273,132,4078245,139376,3628702,191640,732942,202215,51697,?,22446,?,564923,6863,607520,1750,0,2767,60326000,1977000,1
229569088,129599430,470380,65499,3909260,135284,130,3781668,131435,3038371,186292,903152,243456,69371,?,27156,?,1076865,11423,1004512,2447,12,3001,67745000,2022000,1
201661388,135993521,418123,64721,4057422,137614,134,4054601,133950,3542261,180113,902721,197317,50302,?,22117,?,574696,6855,622646,1759,197,3320,62105000,1001000,1
111096304,120265745,340509,54648,6745748,185656,127,6200811,154703,3108354,158564,757318,114150,29068,?,12720,?,341192,3846,415224,1462,54,3818,34682000,990000,1
223706832,396965385,611052,128207,75754355,3665648,522,73652365,3750248,95435568,711320,42843060,416884,197724,?,102568,?,127139153,19473,52635537,2675,109,6163,62132000,3055000,2
217684220,400763054,576237,154716,77516223,3388970,918,74711592,3631972,97210391,1033270,40531185,289708,191439,?,33473,?,118044384,25709,49903685,3193,0,5663,63505000,3969000,2
217026448,365596821,625151,168856,82981452,3179826,917,80078626,3234859,105423209,951902,43893328,259288,205136,?,33080,?,114273192,44002,45889294,8526,0,11859,60558000,5956000,2
