file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1289148.exe,507709886,766886004,993554,149055,153727307,642112,127,154067247,635241,246996068,410759,140098427,834088,189984,<not supported>,81207,<not supported>,254807333,1230405,142046933,107145,318,183659,126088000,28791000
1751629.exe,103054025,214206768,413467,62175,43556598,233124,134,44412176,228751,66128910,211652,32530714,137555,85113,<not supported>,13761,<not supported>,70094366,15700,31608576,1995,72,5965,30591000,2960000
2160567.exe,504790953,761488561,862064,115808,153824783,875716,128,153761456,867246,245820673,316388,141165689,778718,184052,<not supported>,54068,<not supported>,249699144,1339651,140753948,106333,204,313660,119807000,30950000
2219242.exe,510182555,766942554,869335,115612,154808605,919070,128,154164469,917983,245526104,346555,140387064,777434,187278,<not supported>,56010,<not supported>,249038155,1337819,140938343,106697,210,284766,122639000,28681000
2346376.exe,499118685,759868331,808173,103889,155315017,748052,128,154635827,753258,248485151,322420,140235340,805376,182591,<not supported>,54252,<not supported>,253012558,1080111,141025238,106065,0,162813,114229000,32064000
2806108.exe,292791541,339956931,555513,83173,66042504,671658,133,65607616,666956,98052955,305938,53665313,337130,134119,<not supported>,33945,<not supported>,100091172,1339404,54017184,106104,0,239182,60448000,28209000
286654.exe,495874895,767365979,781366,104711,154561348,764083,127,154225614,765958,246321479,358871,139927639,782650,182970,<not supported>,53858,<not supported>,253115584,1229569,141899989,106820,13,10041,125948000,20991000
2920460.exe,500979354,757007309,855092,115102,152912383,908399,128,152957434,909347,244097012,342820,141331473,769564,182129,<not supported>,54232,<not supported>,251255513,1196476,141540429,107285,226,337900,125690000,24938000
302205.exe,503299084,775198491,840751,127687,158331641,720912,323,157205880,714075,247652202,384625,138501209,566519,182304,<not supported>,67735,<not supported>,246693884,1401941,141061475,107079,140,211630,129396000,20061000
3135280.exe,108484902,226354093,400619,67509,41471607,322006,134,42844146,316729,63786348,242129,32299889,132735,82652,<not supported>,13264,<not supported>,73101372,14101,32707264,1979,51,5889,33766000,1023000
3439806.exe,489590977,757148580,800863,104679,153783390,720829,128,153335428,720159,246544188,362946,141239472,837649,193447,<not supported>,54038,<not supported>,255329259,1052726,142197119,106809,10,64044,120251000,23851000
346060.exe,108029956,227804834,399658,69435,42418707,229855,134,43188309,229424,64090837,241441,32021401,165572,94111,<not supported>,15428,<not supported>,73020476,16579,32623238,2180,157,5995,30162000,4021000
3974796.exe,496886356,766358342,868141,114406,154953971,715970,127,154274417,715089,246368104,360900,139511858,793874,182872,<not supported>,54173,<not supported>,251979484,1040501,141573145,106982,230,87784,122426000,25087000
4656783.exe,503065004,764857797,806433,113796,154441516,675659,128,154449258,675092,248403876,350674,140770919,822138,188018,<not supported>,56003,<not supported>,252240812,1222218,140639230,106384,128,180711,126658000,23935000
4925138.exe,106679091,225572198,362501,61593,43020928,224910,135,43796410,220030,64794756,228200,32584427,134293,92621,<not supported>,14478,<not supported>,70393485,15617,31880692,2001,47,5257,29952000,998000
5013886.exe,320096959,671108318,683723,117232,139174293,507310,323,139805582,495042,223240828,324350,122292445,333665,138108,<not supported>,37658,<not supported>,224767202,26920,121174324,4106,46,11192,93397000,3974000
5293957.exe,496559611,757153521,834237,109356,153394115,913301,128,153434875,917268,243414220,358513,140259210,563482,188786,<not supported>,55681,<not supported>,247425520,1297840,140944981,106921,270,278101,129561000,18935000
640956.exe,492408063,759446455,817293,115154,154026108,930524,128,153170544,930785,244053066,374310,140760314,766381,182508,<not supported>,52356,<not supported>,251518443,1253816,141871226,106591,23,219820,122425000,22076000
668883.exe,511496140,757969733,873428,116435,153354746,913839,128,153137561,914420,244415824,344867,140805854,755553,175848,<not supported>,55809,<not supported>,250675867,1444262,141271935,106783,291,413972,126823000,25963000
81481.exe,505461190,765323190,804471,106740,153976918,913484,128,153465555,911827,244295402,345551,140419958,786350,187570,<not supported>,56796,<not supported>,250671220,1228634,141654139,106881,213,380283,125133000,25026000
