file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1655552.exe,243971679,482180398,3039759,531850,95622752,2799752,3660,97958131,2624374,76520503,1684554,28594689,1199076,181426,11809,337720,264904,71477818,16434,34589063,58631,25063,7354,71821000,20231000
174258.exe,664461820,876208305,7326501,772359,184841896,17295779,4205,179942897,17674338,129505819,2233858,45780032,2029772,192222,14843,220694,65905,113934920,23257,43175959,34029,14854,8222,175028000,6000000
1821852.exe,578104946,523638945,2590037,159533,122761833,12847787,136,122719132,12895389,88248787,337444,23514572,1264563,83546,6040,61777,10194,89021012,14670,22538472,1283,2624,3783,156861000,0
1898852.exe,52716110,80172864,1604643,247217,12983503,150107,138,13568998,139445,29605891,122558,17600136,140862,11289,1200,6748,1056,33171684,5242,18157345,488,2076,3619,14007000,2001000
2054972.exe,615396130,670712294,4830746,516727,148412281,17200371,3623,148946381,16649347,88129745,1822757,43610959,1756273,179278,18683,180556,45858,86047853,22836,42064312,10963,9116,8300,158763000,7988000
2254880.exe,1540351619,799512701,20835241,5671659,173376348,4429473,4241,164835782,5069855,137560166,8595045,56780006,3452863,579492,155644,940237,614015,130556524,99569,61263893,27304,21765,13339,409316000,9006000
2271051.exe,609737830,489589023,2610934,152900,124093022,12719756,138,123982154,12779929,86501462,310288,21167358,1243319,111568,8739,60375,9826,85547948,13580,20776423,1354,2673,3801,165239000,0
2381283.exe,832619751,1066087837,11111153,2307117,266120868,17409572,8303,271544414,17499930,153069504,18248093,49243294,2258911,375008,154025,442172,200029,140656681,52540,50904350,188204,49884,17107,215407000,11020000
2384994.exe,708360423,864624620,13792635,1471163,213058922,17724784,8304,216045524,17030651,111166240,19521508,29705550,2110143,1935246,35191,797284,120303,132042357,63507,32990741,55135,24319,11385,177876000,14989000
2447635.exe,673022111,939543004,14594175,2137517,189278907,17138965,8314,192813344,16871910,123863699,11898433,35450011,2229256,2112285,42198,970539,513618,123572504,48856,29461915,88903,37985,11528,173154000,9008000
2460677.exe,609508186,493828788,2690862,172679,124411870,12668797,138,124740142,12738035,87219239,309562,20948515,1388343,98658,9693,63973,10592,85682936,15045,20763284,1347,2422,3869,162654000,1995000
2671073.exe,334414603,645189389,3569581,499950,163565648,3903411,2184,157158518,3742046,85963138,2861339,26203058,877958,531742,169151,37818,47607,88053874,13044,21319361,1622,1318,2134,84975000,3998000
2671088.exe,328520755,637501263,4972376,896429,162902895,3620701,4232,153186261,3390402,75927286,2779073,21718884,1204439,453258,278064,50910,10663,85021193,26615,21051907,2841,1342,1992,82532000,8949000
