file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1017851.exe,68986894,170206030,1014792,77573,28450907,96694,175,25446220,99522,54183705,3631135,4555327,552100,51016,2340,18901,3062,74462423,4182,190499,377,670,1040,43344000,2016000
1222596.exe,72711460,185600228,1091250,168905,44755493,111492,170,44566277,115985,64406547,3957589,4876031,216946,15106,2122,9705,1334,80028294,1924,94486,176,235,1428,19461000,973000
1333078.exe,59297752,117626966,1316998,227160,23623048,117937,207,26665216,90210,61085053,4088509,4055780,154378,11941,1504,7618,1146,80230244,1607,562070,445,1960,1544,16661000,980000
1497005.exe,119759331,404574971,1115591,149041,64768463,84495,184,63994751,78654,179453167,8251346,20382242,335829,27824,2536,12217,2053,201272730,2873,39151194,295,464,726,30773000,992000
1682543.exe,5841769,8279569,353049,71422,2452927,32593,225,2452215,32526,3657871,117030,2149384,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,1583000,791000
1738528.exe,809319288,2540317225,15958234,173681,590466580,222694,227,590387232,223866,742126798,11097076,354528226,1688286,254083,9765,93654,14801,758349257,33440,354144552,1809,3436,5061,219088000,0
1753870.exe,71663883,184615591,2654589,171280,35823991,266479,183,35820049,267787,62609439,4987073,5246304,185552,43323,749,9593,1345,76691804,1908,93732,175,290,1347,20363000,0
1769129.exe,766001011,2516464577,16705186,165435,590045081,189307,214,590249802,190098,740571624,11134575,352639389,1798787,261209,9656,86764,13460,754642488,19083,352355610,1682,3579,4754,208452000,0
1818972.exe,42301884,98500511,1601127,235244,20964130,91068,190,24693927,70906,58756322,2759768,4701923,153099,10782,505,7337,1195,76868550,4868,791542,501,2817,1891,14021000,2003000
1968707.exe,262666391,791625436,12212302,138494,183730519,1338937,201,184116518,1340087,303958327,28568618,7048520,681896,456877,2909,28319,4604,330737018,6471,299743,582,974,1611,70939000,999000
2174475.exe,50946035,115380545,1642745,271775,26803576,89132,183,32212297,69810,57883671,2352078,86153,144294,9555,567,6829,1094,73288442,4914,729008,517,2074,1968,14302000,1907000
2399424.exe,26205700,42689892,1654653,238824,20057101,81286,215,23638246,62470,59609840,4586159,347661,123812,9791,469,14232,1997,55972180,9696,1815376,1171,7099,4365,13895000,0
2414239.exe,52704381,127627044,1768811,270438,22054629,118040,211,25662405,90125,69439186,3946705,4576260,154426,9949,588,6801,1057,86369665,5616,792692,646,3744,2169,14609000,1043000
2467389.exe,56119927,103277653,1541366,253532,20636021,96436,214,23761820,74475,58528115,4366228,832597,155637,13083,571,6742,1091,74890388,4956,664012,472,2549,1947,15310000,1020000
2539436.exe,33443598,43830344,1446301,220024,25760495,84024,157,33898147,64841,63076689,2268426,2931465,118452,7759,882,22080,2535,2657664,17428,2008255,996,16828,9418,11024000,2004000
2619764.exe,52738083,117293670,1633550,256916,25499413,90951,194,31313181,69958,57584649,3037886,191751,142527,11688,523,6846,1070,60720560,5003,729659,515,2750,2086,13900000,1985000
2664872.exe,54425444,92017536,1632915,287088,22439551,91042,223,24726645,70287,60289524,4543756,244060,178897,12213,1603,6659,1088,72374440,4835,709863,500,2453,1928,14445000,1926000
2754917.exe,85380672,168250567,12170865,150872,29088569,102468,227,29239939,103459,79121310,7913993,10012375,222995,319378,1203,9938,1480,107404716,1972,96559,186,291,521,20553000,1957000
2820114.exe,25370224,37360119,1608624,233896,20040967,79506,173,23376560,62942,58973444,4649840,174418,128819,29701,529,7940,2372,60853490,9058,1489816,895,4026,3645,13052000,1004000
2983368.exe,16436503,22328931,909988,282607,4723388,46553,2891,5758783,38486,7359336,320462,6073407,249108,23580,10202,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,1959000,5877000
3008897.exe,29925611,40414953,1576029,221739,19888715,79821,170,22613303,63735,58382121,4851261,141192,141629,20625,934,6613,2975,59401727,7981,1318206,905,3893,3471,12491000,1921000
3261436.exe,806649493,2512185516,17388790,200666,588732273,205481,224,588569369,209299,738746516,11209477,351772596,1743297,249494,8285,88410,14191,757129225,82567,353212269,1804,3473,5680,217847000,999000
3341389.exe,29622944,42577933,1554927,220466,21417804,76523,175,24283708,59374,60633411,4727509,93408,126290,9391,824,14612,3439,47861782,12249,2169707,1239,7141,5210,11909000,1984000
3564194.exe,31797265,40778380,1635820,250305,19660727,86375,244,23165302,67911,58526898,4685319,145145,137110,9520,491,7140,3071,62345216,8689,1611347,905,4880,3673,12492000,1921000
3608182.exe,50812106,66101444,1796662,255110,18813057,86439,171,22124928,65765,56619630,4205525,1299227,136871,16573,489,8581,1565,68453094,7544,1094495,832,3083,3355,14527000,0
3627461.exe,58988774,121154469,1393394,230133,26804250,110929,177,29944885,86811,65125213,2137944,3890159,157135,11045,1403,8386,1257,64318353,2743,613170,478,2396,1760,15198000,2026000
3731597.exe,14140653,17123039,348463,62734,4423870,36059,172,4423158,35800,6910622,70764,3174532,51006,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,2111000,1055000
4162031.exe,9118755,9620015,351900,74702,2453014,32978,225,2452848,33041,3667247,103323,1257720,73901,4374,0,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,1161000,1161000
4232498.exe,58308288,98697019,1320017,224986,24230505,115292,208,27446248,88807,65899149,4335780,4015631,159287,12743,2095,8026,1164,65988557,1635,577193,438,2469,1699,14551000,2910000
4392621.exe,49550574,94110639,1730869,279334,22986256,87597,183,25672101,68973,58804319,2206276,175138,142319,10432,1183,6438,1055,68824136,5025,748995,493,2606,2085,14736000,982000
4580317.exe,69357784,144814430,7682262,189718,24012441,104897,212,23969946,84733,69419313,9643641,1269739,173957,227650,645,8048,1279,87996676,1754,115647,295,1552,1446,17899000,994000
4771936.exe,113759388,241681242,1265029,136592,49470111,81430,168,50402267,75285,123439898,6356190,443531,322131,37838,1572,12658,2087,139417732,2834,154970,253,435,707,28394000,2937000
5073456.exe,63752653,118909584,1976699,220264,22436636,103314,223,23591344,78167,56291040,4202158,887618,157710,22341,593,7687,1200,78190260,1663,158890,392,2190,1515,18198000,0
515379.exe,55193811,93958434,1575690,289552,21077204,94100,221,23926421,71594,58810138,4389232,606582,138626,9996,643,6783,1079,74731391,4766,702888,505,2476,1913,15310000,1020000
515918.exe,28148697,40741690,1612377,231470,20805704,76648,214,23862486,59395,59947284,4684005,62494,122348,10553,1520,11446,2515,56088900,9307,1644982,1090,7137,4008,13205000,1015000
5220159.exe,6616838,9110894,316664,63649,2866889,32665,186,2866177,32596,3529533,94279,1266760,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,2479000,0
5306249.exe,72485827,157561734,1127439,187795,33269883,98582,175,33103312,87336,69548694,4207854,786807,182095,12673,746,8467,1336,86129274,1835,88872,219,1259,1332,19576000,0
5543997.exe,97166617,219748960,11663421,132226,50206609,78126,222,48969358,77428,73142652,9967528,1372941,322905,227085,2248,11859,2144,83590633,2646,163663,239,419,667,25119000,1004000
5544001.exe,96708982,217031904,10833150,129601,50327174,76561,223,49053195,78207,73163544,10163120,656085,324524,223712,1573,10979,1821,83292568,2360,150061,218,375,591,24478000,1958000
5559815.exe,809338339,2571689179,22508209,231532,601452632,215445,261,601460664,216868,739430969,11742660,352314739,1625490,408553,7581,83553,14242,753250729,32941,352155660,1759,2883,4895,217568000,1996000
5794471.exe,73353653,169234131,2457656,227893,32964238,276118,194,32650043,273566,58024409,5346113,1161480,189880,52617,1859,8487,1348,74910430,1773,86694,163,488,1401,19967000,0
5797219.exe,5584260,8024146,310649,64216,2812811,35648,158,2812099,35579,3506515,98831,1589778,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,2373000,0
5838289.exe,907193683,2689803765,18491284,186080,639294438,226806,242,639559504,228766,776339903,11210456,388410451,1978567,272193,7824,100001,19225,790645150,24267,389445610,2145,4208,6371,244072000,1000000
5869801.exe,23636706,33114903,1338117,190981,19391357,67703,180,23145910,54435,59985405,2441977,16323765,115747,12994,1234,37139,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,8926000,2975000
5902390.exe,37762176,43299817,1738253,257969,19224652,80930,176,23043410,62577,58376247,4416146,1119781,124412,26511,611,9611,3132,64841358,11172,1523973,1141,4796,4972,14059000,0
5981428.exe,22609734,16967223,1538647,229978,17188354,72030,183,22420463,54395,58929873,2228600,1665676,106070,10329,742,22573,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,9727000,1945000
6022214.exe,66826243,129755914,1260887,205717,23610875,131113,208,25694342,100547,58401216,3582368,7502355,184573,13113,1818,7228,1215,79950118,1635,207300,410,1874,1491,16786000,987000
6125506.exe,795589645,2550997938,17351517,320908,589887389,226922,216,593687828,219412,735125410,11131143,354640974,1618583,269184,9334,85209,13950,745007936,33255,350033008,2024,5071,5639,215083000,0
6227710.exe,48321508,83743206,2426742,517984,12642069,96181,995,15339930,74747,51871812,4193273,2836407,163233,56211,679,6796,1038,75586220,6130,1603335,622,2693,2442,12887000,2974000
6235594.exe,54384957,111429518,1468052,261645,20609427,87204,255,23384710,71594,57933168,2979892,188978,165489,21252,2291,7485,1177,74563162,4399,712466,435,1682,1807,13926000,2984000
6337865.exe,1624567605,5232600922,30558515,257717,1232833399,367462,229,1234202183,373454,1510350934,22294944,702844602,3508714,481110,14581,179022,28535,1526009761,39597,700411484,3614,7138,10574,440862000,999000
6360779.exe,9929590,9691766,319137,59660,2794618,34457,159,2793906,34387,3480537,79061,300544,183052,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,1135000,1135000
