@relation 'problema-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute pkg numeric
@attribute cores numeric
@attribute gpu numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
3.04,2.44,0.05,151216760,115748000,35227000,0
0.62,0.48,0.01,36205380,35216000,1006000,0
3.19,2.58,0.05,151069614,117049000,34014000,0
3.17,2.54,0.05,155254255,119118000,36035000,0
3.19,2.58,0.05,151747380,124817000,26960000,0
1.88,1.52,0.03,89500868,65607000,23857000,0
3.24,2.65,0.05,145177960,116072000,29018000,0
3.12,2.53,0.05,145862560,120860000,24971000,0
3.11,2.52,0.05,146953510,120846000,25966000,0
1.06,0.92,0.01,31853646,30821000,994000,0
3.24,2.64,0.05,149501204,116608000,32889000,0
0.66,0.52,0.01,33155380,32077000,1002000,0
3.17,2.56,0.05,149016461,123990000,24998000,0
3.11,2.5,0.05,150685663,119725000,30929000,0
0.62,0.47,0.01,37769106,36785000,994000,0
1.97,1.57,0.03,97994723,95981000,1999000,0
0.63,0.49,0.01,35058402,34114000,1003000,0
3.14,2.54,0.05,148418419,116542000,31874000,0
3.13,2.53,0.05,150206944,122054000,28012000,0
3.25,2.64,0.05,150068846,124042000,26008000,0
1.2,0.93,0.02,66508327,65217000,988000,1
5.34,4.22,0.1,281008528,279034000,2000000,1
9.72,7.71,0.17,502605486,500603000,2002000,1
0.84,0.65,0.02,45475550,44427000,987000,1
1.22,0.95,0.02,67202654,66224000,1003000,1
9.74,7.71,0.17,503175959,501166000,1996000,1
1.2,0.94,0.02,63713655,61749000,1991000,1
1.23,0.97,0.02,65212320,64212000,1003000,1
0.83,0.63,0.02,48549199,46584000,1982000,1
1.22,0.97,0.02,63500882,62471000,1007000,1
1.29,1.02,0.02,66866833,65877000,1013000,1
2.67,2.18,0.04,122298159,121280000,1002000,1
0.53,0.42,0.01,26273297,23284000,2910000,1
0.74,0.57,0.01,40957621,40950000,0,1
1.32,1.04,0.02,70001484,68056000,1972000,1
9.89,7.84,0.17,509491185,507420000,2001000,1
1.25,1,0.02,62706623,61714000,995000,1
1.37,1.08,0.02,70226324,69226000,1003000,1
1.23,0.98,0.02,63212115,62265000,988000,1
0.63,0.48,0.01,36125017,35128000,1003000,1
0.73,0.56,0.01,42811108,40435000,1972000,2
0.81,0.66,0.01,38061955,36025000,2001000,2
0.73,0.54,0.02,46337330,41364000,4924000,2
1.89,1.53,0.03,88975186,85003000,3953000,2
0.77,0.61,0.01,39052067,36998000,1999000,2
0.79,0.63,0.01,40216124,36245000,3918000,2
1.84,1.47,0.03,90388256,87401000,2979000,2
1.75,1.4,0.03,86610597,82635000,3982000,2
0.74,0.57,0.01,42490021,39454000,3034000,2
0.9,0.7,0.02,48180729,46222000,2009000,2
1.81,1.44,0.03,91093234,88084000,3002000,2
1.88,1.5,0.03,91363969,84309000,7025000,2
0.73,0.56,0.01,42827369,38984000,3898000,2
1.78,1.43,0.03,87466035,86499000,994000,2
1.88,1.52,0.03,89940898,86916000,2963000,2
1.8,1.44,0.03,88658393,85657000,3023000,2
1.75,1.4,0.03,87183635,85241000,2005000,2
0.88,0.68,0.02,49121443,39999000,8999000,2
2.05,1.63,0.04,104509925,97492000,6963000,2
1.74,1.39,0.03,87398329,82418000,4964000,2
5.27,4.22,0.09,263393798,204083000,59024000,3
6.31,5.08,0.1,306643738,256483000,50094000,3
2.76,2.2,0.05,136296933,127315000,8951000,3
6.47,5.2,0.11,316552053,270608000,45933000,3
6.67,5.39,0.11,314406287,262469000,51895000,3
3.88,3.1,0.07,194405349,188433000,5982000,3
2.37,1.88,0.04,123501594,115476000,8033000,3
6.83,5.54,0.11,319912360,257068000,62772000,3
6.81,5.5,0.11,320638829,272531000,48093000,3
2.18,1.72,0.04,112947024,106982000,5999000,3
2.43,1.92,0.04,125490449,112438000,13050000,3
2.23,1.76,0.04,113515912,110472000,3012000,3
4.81,3.84,0.08,238771941,175828000,62938000,3
2.69,2.15,0.05,133288075,122344000,10941000,3
2.49,1.99,0.04,122141737,113102000,9008000,3
6.39,5.14,0.11,310014522,256928000,52985000,3
2.44,1.93,0.04,123027781,117028000,6001000,3
6.6,5.31,0.11,318369400,254291000,64073000,3
2.15,1.71,0.04,108539455,100575000,7966000,3
4.78,3.83,0.08,234863162,165903000,68959000,3
4.68,3.62,0.09,260644409,92060000,14009000,4
6.14,4.92,0.1,299836094,167335000,13862000,4
4.78,3.81,0.08,236128460,103458000,14553000,4
2.79,2.21,0.05,141061608,129028000,12002000,4
2.59,2.06,0.04,128445660,120299000,8019000,4
5.05,3.98,0.09,257553271,128991000,9356000,4
2.68,2.12,0.05,133042900,122965000,9997000,4
3.17,2.5,0.05,157795631,148771000,8986000,4
6.29,5.04,0.1,304311015,176487000,10027000,4
6.83,5.43,0.11,334606158,199805000,16922000,4
4.49,3.58,0.08,220819783,85804000,16961000,4
4.33,3.45,0.07,215635327,207480000,7980000,4
4.35,3.45,0.07,217077600,83945000,14990000,4
4.47,3.54,0.08,224321724,90169000,15654000,4
5.41,4.28,0.09,271995112,142286000,11022000,4
4.56,3.65,0.08,220661084,90351000,10039000,4
6.26,5.02,0.1,304201328,175147000,10008000,4
5.11,4.03,0.09,260542587,129135000,13013000,4
5.67,4.5,0.1,282764350,141389000,22059000,4
