file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
2366368.exe ,  1.29,  1.01,  0.00,  0.02,  0.00,   70696030,   68494000,    2014000
2591738.exe ,  0.62,  0.49,  0.00,  0.01,  0.00,   34079670,   34121000,          0
2736242.exe ,  0.63,  0.49,  0.00,  0.01,  0.00,   34569979,   32617000,    1976000
2780834.exe ,  2.01,  1.60,  0.00,  0.03,  0.00,  102705907,  100691000,    1993000
2913642.exe ,  0.64,  0.50,  0.00,  0.01,  0.00,   35933821,   33941000,    1996000
3236787.exe ,  1.31,  1.04,  0.00,  0.02,  0.00,   68484752,   68508000,          0
3477485.exe ,  1.07,  0.85,  0.00,  0.02,  0.00,   54546876,   53545000,    1010000
3521600.exe ,  0.62,  0.47,  0.00,  0.01,  0.00,   35306691,   33321000,    2019000
3892624.exe ,  1.08,  0.84,  0.00,  0.02,  0.00,   59483404,   56431000,    3023000
4121629.exe ,  1.09,  0.87,  0.00,  0.02,  0.00,   55275353,   51393000,    3953000
526412.exe  ,  1.01,  0.78,  0.00,  0.02,  0.00,   57597248,   55570000,    2020000
5415124.exe ,  2.05,  1.63,  0.00,  0.04,  0.00,  104179923,  103206000,    1002000
5734036.exe ,  1.02,  0.80,  0.00,  0.02,  0.00,   55321822,   54369000,    1006000
5810737.exe ,  1.06,  0.84,  0.00,  0.02,  0.00,   53357109,   51444000,    1978000
5811632.exe ,  0.82,  0.64,  0.00,  0.02,  0.00,   43714576,   42708000,    1016000
5817743.exe ,  2.02,  1.62,  0.00,  0.03,  0.00,  102480441,  100505000,    2010000
6198424.exe ,  1.04,  0.82,  0.00,  0.02,  0.00,   54009700,   52882000,     997000
6841510.exe ,  0.63,  0.49,  0.00,  0.01,  0.00,   35066535,   34077000,    1002000
7449568.exe ,  1.05,  0.83,  0.00,  0.02,  0.00,   54100616,   53120000,    1002000
8327121.exe ,  1.05,  0.84,  0.00,  0.02,  0.00,   53465154,   51498000,    1980000
