file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1604797.exe ,  0.29,  0.21,  0.00,  0.01,  0.00,   20141785,   15840000,    3960000
166404.exe  ,  0.66,  0.52,  0.00,  0.01,  0.00,   35421772,   34417000,    1012000
1923894.exe ,  0.32,  0.24,  0.00,  0.01,  0.00,   20185805,   18152000,    2016000
217838.exe  ,  0.80,  0.63,  0.00,  0.01,  0.00,   42783643,   38791000,    3978000
2767461.exe ,  0.65,  0.51,  0.00,  0.01,  0.00,   37036304,   34034000,    3003000
3630111.exe ,  0.35,  0.27,  0.00,  0.01,  0.00,   20134824,   20093000,          0
3868191.exe ,  4.08,  3.32,  0.00,  0.07,  0.00,  191198852,  185174000,    6005000
3876123.exe ,  0.31,  0.23,  0.00,  0.01,  0.00,   18878837,   15122000,    3780000
4061439.exe ,  0.69,  0.53,  0.00,  0.01,  0.00,   37931210,   35882000,    2050000
4246029.exe ,  0.33,  0.25,  0.00,  0.01,  0.00,   17883887,   14137000,    3770000
4264435.exe ,  3.72,  3.03,  0.00,  0.06,  0.00,  174321880,  166297000,    8014000
4294775.exe ,  0.69,  0.54,  0.00,  0.01,  0.00,   35898366,   33842000,    2051000
4386985.exe ,  0.28,  0.22,  0.00,  0.01,  0.00,   16325830,   15283000,    1018000
4806011.exe ,  0.32,  0.24,  0.00,  0.01,  0.00,   20750173,   16050000,    4720000
4823473.exe ,  0.70,  0.56,  0.00,  0.01,  0.00,   36377931,   33412000,    2948000
5045851.exe ,  0.28,  0.21,  0.00,  0.01,  0.00,   15809792,   14848000,     989000
5606913.exe ,  0.30,  0.22,  0.00,  0.01,  0.00,   18444773,   16527000,    1944000
7148062.exe ,  0.32,  0.25,  0.00,  0.01,  0.00,   19579446,   18597000,     978000
7611471.exe ,  0.67,  0.51,  0.00,  0.01,  0.00,   38123826,   37135000,    1003000
8340073.exe ,  0.68,  0.54,  0.00,  0.01,  0.00,   36980424,   35989000,    1028000
