@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.00,2.41,0.00,0.05,0.00,151420669,127324000,23873000,0
0.64,0.50,0.00,0.01,0.00,34625072,33630000,989000,0
3.10,2.50,0.00,0.05,0.00,152099590,118315000,33804000,0
3.09,2.50,0.00,0.05,0.00,149228588,123174000,26036000,0
3.14,2.54,0.00,0.05,0.00,151504071,123632000,27916000,0
1.85,1.47,0.00,0.03,0.00,95031935,69062000,26023000,0
3.07,2.51,0.00,0.05,0.00,142435309,118301000,24061000,0
4.31,3.66,0.00,0.05,0.00,153487588,121410000,32108000,0
3.03,2.45,0.00,0.05,0.00,147776842,124837000,22970000,0
0.65,0.50,0.00,0.01,0.00,36963240,34915000,1995000,0
3.15,2.55,0.00,0.05,0.00,154365939,124312000,30075000,0
0.62,0.48,0.00,0.01,0.00,35881976,34865000,1025000,0
3.06,2.47,0.00,0.05,0.00,149673787,122760000,26947000,0
3.07,2.48,0.00,0.05,0.00,150963590,120189000,30792000,0
0.65,0.50,0.00,0.01,0.00,36531711,34541000,2031000,0
1.96,1.57,0.00,0.03,0.00,97532972,96538000,1005000,0
0.61,0.45,0.00,0.01,0.00,39367868,38311000,1008000,0
3.10,2.50,0.00,0.05,0.00,153165995,121130000,32034000,0
3.15,2.54,0.00,0.05,0.00,153256107,124214000,29050000,0
3.12,2.52,0.00,0.05,0.00,152050401,119896000,31972000,0
1.46,1.14,0.00,0.03,0.00,81600614,80443000,1005000,1
5.42,4.30,0.00,0.10,0.00,285505391,282569000,2995000,1
44.36,36.35,0.00,0.69,0.00,2032524135,2031167000,1000000,1
1.44,1.14,0.00,0.03,0.00,75289547,74254000,990000,1
1.17,0.89,0.00,0.02,0.00,67911464,66934000,999000,1
43.20,35.22,0.00,0.68,0.00,2016326334,2015344000,1000000,1
1.68,1.34,0.00,0.03,0.00,84988090,83046000,2001000,1
1.56,1.24,0.00,0.03,0.00,80984660,80017000,987000,1
1.43,1.13,0.00,0.03,0.00,75235118,74256000,1003000,1
1.46,1.16,0.00,0.03,0.00,76501965,75499000,1006000,1
2.34,1.89,0.00,0.04,0.00,114452804,112444000,2007000,1
3.33,2.67,0.00,0.06,0.00,166457460,164516000,1994000,1
0.71,0.57,0.00,0.01,0.00,36256749,34189000,1953000,1
2.16,1.73,0.00,0.04,0.00,106684816,105708000,997000,1
1.83,1.44,0.00,0.03,0.00,98369479,96327000,1986000,1
42.15,34.45,0.00,0.66,0.00,1941304069,1940300000,1000000,1
1.99,1.58,0.00,0.03,0.00,101040557,99043000,2000000,1
1.85,1.48,0.00,0.03,0.00,93147339,92157000,1001000,1
2.00,1.60,0.00,0.03,0.00,101088953,98108000,3003000,1
0.81,0.61,0.00,0.02,0.00,48503864,47497000,1010000,1
1.95,1.56,0.00,0.03,0.00,101410533,96135000,5007000,2
3.40,2.75,0.00,0.06,0.00,165075346,160105000,4972000,2
2.29,1.83,0.00,0.04,0.00,116133442,114129000,2002000,2
4.65,3.78,0.00,0.07,0.00,218885875,211983000,6966000,2
3.43,2.77,0.00,0.06,0.00,164770507,162770000,1997000,2
3.52,2.85,0.00,0.06,0.00,169500159,166503000,2991000,2
4.63,3.76,0.00,0.07,0.00,218859570,214863000,3997000,2
3.02,2.44,0.00,0.05,0.00,144988643,140893000,3996000,2
2.00,1.61,0.00,0.03,0.00,98056997,97056000,1000000,2
6.51,5.29,0.00,0.10,0.00,307148063,304834000,1998000,2
3.07,2.50,0.00,0.05,0.00,145434023,142420000,3008000,2
4.56,3.69,0.00,0.07,0.00,219971232,216985000,2999000,2
1.92,1.53,0.00,0.03,0.00,99809244,96679000,3021000,2
4.49,3.63,0.00,0.07,0.00,215513138,212521000,3007000,2
4.40,3.57,0.00,0.07,0.00,209528587,204586000,4989000,2
3.08,2.50,0.00,0.05,0.00,145828483,141811000,4023000,2
2.93,2.35,0.00,0.05,0.00,146809942,144759000,2010000,2
3.94,3.22,0.00,0.06,0.00,182120477,177001000,5000000,2
6.60,5.39,0.00,0.10,0.00,304102946,301047000,3000000,2
3.03,2.46,0.00,0.05,0.00,143758070,140742000,3015000,2
9.92,8.06,0.00,0.16,0.00,469756301,414571000,54943000,3
10.30,8.37,0.00,0.17,0.00,488311679,432370000,55918000,3
8.66,7.03,0.00,0.14,0.00,411869863,405772000,5996000,3
10.00,8.13,0.00,0.16,0.00,474710301,431732000,42973000,3
15.82,12.99,0.00,0.24,0.00,694696152,622699000,71965000,3
7.76,6.31,0.00,0.12,0.00,363444749,355315000,8007000,3
6.50,5.31,0.00,0.10,0.00,298138876,292042000,6000000,3
11.44,9.29,0.00,0.18,0.00,541516530,496436000,44948000,3
11.83,9.65,0.00,0.19,0.00,548391427,482152000,66020000,3
7.03,5.71,0.00,0.11,0.00,331994449,323976000,7974000,3
7.54,6.12,0.00,0.12,0.00,354090213,349081000,5001000,3
7.04,5.68,0.00,0.12,0.00,339559742,333567000,5992000,3
8.62,6.98,0.00,0.14,0.00,410443644,371364000,39038000,3
9.69,7.83,0.00,0.16,0.00,467138599,456111000,11002000,3
6.43,5.24,0.00,0.10,0.00,297944914,292884000,4981000,3
10.49,8.52,0.00,0.17,0.00,492706286,455635000,36970000,3
6.78,5.49,0.00,0.11,0.00,322074266,312052000,10001000,3
10.50,8.54,0.00,0.17,0.00,489826031,437813000,51977000,3
5.77,4.67,0.00,0.09,0.00,274936143,268945000,5998000,3
8.88,7.21,0.00,0.14,0.00,418334604,364412000,53913000,3
6.11,4.81,0.00,0.11,0.00,323852995,152647000,16068000,4
8.36,6.77,0.00,0.14,0.00,396520832,267963000,9998000,4
8.01,6.47,0.00,0.13,0.00,383241864,245358000,18538000,4
6.01,4.83,0.00,0.10,0.00,294468514,162951000,12333000,4
6.77,5.48,0.00,0.11,0.00,321339104,316302000,5004000,4
6.00,4.81,0.00,0.10,0.00,295640217,170278000,7011000,4
5.46,4.39,0.00,0.09,0.00,264148602,253190000,10964000,4
6.15,4.96,0.00,0.10,0.00,293145758,283172000,9970000,4
8.00,6.47,0.00,0.13,0.00,383054209,253523000,11022000,4
9.41,7.59,0.00,0.15,0.00,450351638,321615000,10019000,4
7.35,5.91,0.00,0.12,0.00,354457077,222440000,13025000,4
8.72,7.11,0.00,0.14,0.00,402041303,395007000,6982000,4
6.38,5.15,0.00,0.10,0.00,302523013,173845000,9991000,4
7.97,6.44,0.00,0.13,0.00,380364134,250522000,10979000,4
6.29,5.04,0.00,0.10,0.00,304079832,170864000,14988000,4
6.53,5.24,0.00,0.11,0.00,317508014,186427000,12323000,4
7.81,6.34,0.00,0.12,0.00,359533343,223373000,17237000,4
6.51,5.21,0.00,0.11,0.00,318950836,185797000,13984000,4
8.85,7.16,0.00,0.14,0.00,415982111,279131000,18008000,4
6.75,5.43,0.00,0.11,0.00,326366053,192263000,14942000,4
6.41,5.06,0.00,0.11,0.00,335931284,172947000,12996000,5
6.86,5.50,0.00,0.12,0.00,339885056,208071000,13530000,5
6.53,5.25,0.00,0.11,0.00,318093599,190398000,9018000,5
7.22,5.86,0.00,0.12,0.00,339123584,335136000,3989000,5
9.78,8.12,0.00,0.14,0.00,399919154,267885000,12512000,5
10.41,8.42,0.00,0.17,0.00,491293997,350367000,21022000,5
6.06,4.87,0.00,0.10,0.00,294350832,165987000,9999000,5
8.35,6.81,0.00,0.13,0.00,382553415,261773000,10029000,5
5.98,4.80,0.00,0.10,0.00,293086470,166710000,8984000,5
8.19,6.63,0.00,0.13,0.00,385951913,376870000,9020000,5
