@relation problema-weka.filters.unsupervised.attribute.Remove-R2-5

@attribute pkg numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
3.04,151216760,115748000,35227000,0
0.62,36205380,35216000,1006000,0
3.19,151069614,117049000,34014000,0
3.17,155254255,119118000,36035000,0
3.19,151747380,124817000,26960000,0
1.88,89500868,65607000,23857000,0
3.24,145177960,116072000,29018000,0
3.12,145862560,120860000,24971000,0
3.11,146953510,120846000,25966000,0
1.06,31853646,30821000,994000,0
3.24,149501204,116608000,32889000,0
0.66,33155380,32077000,1002000,0
3.17,149016461,123990000,24998000,0
3.11,150685663,119725000,30929000,0
0.62,37769106,36785000,994000,0
1.97,97994723,95981000,1999000,0
0.63,35058402,34114000,1003000,0
3.14,148418419,116542000,31874000,0
3.13,150206944,122054000,28012000,0
3.25,150068846,124042000,26008000,0
1.2,66508327,65217000,988000,1
5.34,281008528,279034000,2000000,1
9.72,502605486,500603000,2002000,1
0.84,45475550,44427000,987000,1
1.22,67202654,66224000,1003000,1
9.74,503175959,501166000,1996000,1
1.2,63713655,61749000,1991000,1
1.23,65212320,64212000,1003000,1
0.83,48549199,46584000,1982000,1
1.22,63500882,62471000,1007000,1
1.29,66866833,65877000,1013000,1
2.67,122298159,121280000,1002000,1
0.53,26273297,23284000,2910000,1
0.74,40957621,40950000,0,1
1.32,70001484,68056000,1972000,1
9.89,509491185,507420000,2001000,1
1.25,62706623,61714000,995000,1
1.37,70226324,69226000,1003000,1
1.23,63212115,62265000,988000,1
0.63,36125017,35128000,1003000,1
0.73,42811108,40435000,1972000,2
0.81,38061955,36025000,2001000,2
0.73,46337330,41364000,4924000,2
1.89,88975186,85003000,3953000,2
0.77,39052067,36998000,1999000,2
0.79,40216124,36245000,3918000,2
1.84,90388256,87401000,2979000,2
1.75,86610597,82635000,3982000,2
0.74,42490021,39454000,3034000,2
0.9,48180729,46222000,2009000,2
1.81,91093234,88084000,3002000,2
1.88,91363969,84309000,7025000,2
0.73,42827369,38984000,3898000,2
1.78,87466035,86499000,994000,2
1.88,89940898,86916000,2963000,2
1.8,88658393,85657000,3023000,2
1.75,87183635,85241000,2005000,2
0.88,49121443,39999000,8999000,2
2.05,104509925,97492000,6963000,2
1.74,87398329,82418000,4964000,2
5.27,263393798,204083000,59024000,3
6.31,306643738,256483000,50094000,3
2.76,136296933,127315000,8951000,3
6.47,316552053,270608000,45933000,3
6.67,314406287,262469000,51895000,3
3.88,194405349,188433000,5982000,3
2.37,123501594,115476000,8033000,3
6.83,319912360,257068000,62772000,3
6.81,320638829,272531000,48093000,3
2.18,112947024,106982000,5999000,3
2.43,125490449,112438000,13050000,3
2.23,113515912,110472000,3012000,3
4.81,238771941,175828000,62938000,3
2.69,133288075,122344000,10941000,3
2.49,122141737,113102000,9008000,3
6.39,310014522,256928000,52985000,3
2.44,123027781,117028000,6001000,3
6.6,318369400,254291000,64073000,3
2.15,108539455,100575000,7966000,3
4.78,234863162,165903000,68959000,3
4.68,260644409,92060000,14009000,4
6.14,299836094,167335000,13862000,4
4.78,236128460,103458000,14553000,4
2.79,141061608,129028000,12002000,4
2.59,128445660,120299000,8019000,4
5.05,257553271,128991000,9356000,4
2.68,133042900,122965000,9997000,4
3.17,157795631,148771000,8986000,4
6.29,304311015,176487000,10027000,4
6.83,334606158,199805000,16922000,4
4.49,220819783,85804000,16961000,4
4.33,215635327,207480000,7980000,4
4.35,217077600,83945000,14990000,4
4.47,224321724,90169000,15654000,4
5.41,271995112,142286000,11022000,4
4.56,220661084,90351000,10039000,4
6.26,304201328,175147000,10008000,4
5.11,260542587,129135000,13013000,4
5.67,282764350,141389000,22059000,4
4.46,224025152,95624000,10065000,4
4.91,262994302,95202000,11140000,5
4.48,225205374,84481000,22338000,5
4.43,219054184,85969000,15060000,5
3.38,174602069,169608000,4988000,5
6.36,311127872,179824000,12055000,5
7.91,388977872,256987000,13868000,5
4.47,228882666,94426000,16072000,5
6.93,335530451,205634000,11535000,5
4.36,217838743,91371000,8032000,5
3.76,192051919,180018000,12001000,5
3.76,194138574,184142000,10007000,5
7.08,340845631,325750000,15034000,5
4.31,215420399,86386000,10922000,5
4.55,226903845,96417000,14208000,5
6.25,304858751,176613000,9031000,5
3.93,198234801,188186000,10009000,5
4.06,203628398,78056000,6988000,5
4.51,227484733,99623000,9549000,5
4.77,237223344,103233000,17038000,5
4.42,221161035,92534000,10058000,5
4.96,263738329,98103000,14159000,6
1.95,91529497,87456000,4020000,6
6.67,336153324,326114000,10003000,6
5.78,269504288,267482000,2003000,6
1.67,86389490,81263000,5016000,6
9.09,448557888,431489000,16979000,6
11.79,564493631,544419000,20015000,6
8.72,431427082,407409000,23965000,6
5.55,259315149,254302000,5005000,6
9.26,440501872,305606000,16348000,6
3.17,151810089,147791000,3994000,6
5.67,261856175,252769000,8991000,6
7.12,322875401,318711000,3996000,6
3.42,163577651,155539000,8027000,6
7.86,380599748,364611000,15982000,6
2.58,124500493,118487000,6024000,6
2.67,128030180,118020000,10001000,6
9.1,448324067,427311000,21015000,6
7.13,337374458,325357000,12013000,6
1.86,91601848,82592000,9065000,6
3.02,148387975,147184000,1001000,7
