@relation problema-weka.filters.unsupervised.attribute.Remove-R3-5

@attribute pkg numeric
@attribute cores numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
9.63,7.67,489453094,486328000,3002000,17
10.64,8.38,563005715,558975000,4006000,17
10.51,8.42,518169345,510209000,7987000,17
10.06,8.02,509594210,503524000,5994000,17
9.58,7.57,501316420,499302000,2001000,17
10.73,8.46,565221560,559226000,6002000,17
11.92,9.68,555911503,546808000,8996000,17
10.67,8.4,563458264,559458000,4003000,17
10.77,8.49,565971700,554969000,10999000,17
2.09,1.66,106628456,100592000,6035000,17
9.63,7.6,503323331,500335000,3002000,17
10.74,8.45,565484351,559438000,5993000,17
11.38,9.27,523123613,518040000,5000000,17
9.68,7.64,505568221,503607000,2002000,17
9.61,7.59,500898781,497764000,2998000,17
10.84,8.91,476431873,468422000,8007000,17
2.96,2.3,160532959,3242000,6485000,18
3.09,2.42,131694713,124571000,7032000,18
4.73,3.71,219562718,212527000,6984000,18
8.64,6.96,416490042,413418000,3003000,18
13.83,11.09,657222629,526156000,131039000,18
9.63,7.67,434534837,306674000,127864000,18
2.25,1.81,109925020,105911000,3996000,18
5.16,4.07,242282730,240127000,2001000,18
9.11,7.25,424584898,421507000,3003000,18
3.65,2.9,184555677,181565000,2992000,18
4.6,3.59,218244728,213311000,4983000,18
4.67,3.64,220271003,213254000,7008000,18
2.97,2.37,146263868,143267000,3005000,18
4.42,3.54,217881016,216940000,1004000,18
3.64,2.89,183020910,178054000,4973000,18
4.56,3.55,215734635,208747000,6991000,18
3.39,2.72,164753219,162724000,1996000,18
4.94,3.84,236928073,228935000,7997000,18
10.3,8.19,470350947,318203000,152097000,18
4.68,3.64,220584310,215458000,5010000,18
8.71,7.07,404706430,370886000,31990000,19
2.98,2.35,153800135,1017000,7873000,19
2.44,1.93,120632538,81714000,38864000,19
2.53,2.02,123712826,1029000,8445000,19
2.64,2.13,122566756,1027000,7936000,19
9.9,8.07,445488309,375529000,69912000,19
10.33,8.44,459746575,396639000,63101000,19
2.56,2.06,121412045,9032000,0,19
2.42,1.91,120811057,89862000,30952000,19
2.73,2.17,138182083,109119000,29031000,19
2.56,2.05,123231819,2004000,6838000,19
2.76,2.21,130671537,99493000,31154000,19
2.54,2.02,123567822,1005000,7861000,19
3.4,2.7,160369982,99588000,60749000,19
3.43,2.73,162503588,99689000,62804000,19
14.36,11.65,655578231,589516000,65945000,19
2.44,1.92,122110786,89066000,33024000,19
1.44,1.13,76822437,73900000,2956000,19
2.55,2.03,123556791,88680000,34874000,19
2.63,2.13,121873198,1020000,7968000,19
0.78,0.6,45348336,42092000,3006000,20
0.32,0.24,21044645,20045000,1002000,20
0.75,0.58,43676726,40683000,2976000,20
0.05,0.04,2144395,1085000,1085000,20
0.68,0.53,38004707,36021000,2001000,20
0.6,0.46,35236670,31380000,3922000,20
0.38,0.28,25112505,23113000,2009000,20
0.59,0.45,37083001,35158000,1953000,20
0.71,0.55,38743561,38751000,0,20
0.03,0.03,2142798,1099000,1099000,20
0.79,0.63,43133394,41136000,2006000,20
0.76,0.6,41797367,40776000,1019000,20
0.76,0.59,43182362,41181000,2008000,20
0.83,0.67,40358847,35277000,5039000,20
0.43,0.32,26144234,22266000,3872000,20
0.65,0.52,32513114,30416000,2027000,20
0.8,0.63,42814831,37618000,5083000,20
0.4,0.31,23278506,20400000,2914000,20
0.77,0.6,43441553,41444000,2021000,20
0.76,0.59,41432434,40371000,1009000,20
0.08,0.06,5726871,3303000,2202000,21
0.28,0.2,19254266,9109000,10121000,21
4.17,3.33,211990578,209850000,1998000,21
4.84,3.89,239041166,238049000,1000000,21
0.11,0.08,6912717,6931000,0,21
14.12,11.32,699023274,697953000,999000,21
0.08,0.06,5336316,3574000,1787000,21
3.85,3.08,193630207,192566000,997000,21
0.3,0.23,17940264,8431000,9485000,21
4.21,3.36,211965130,210856000,999000,21
0.43,0.33,24883041,17177000,7634000,21
3.13,2.49,159176603,158191000,1001000,21
0.08,0.06,4852310,3245000,1622000,21
0.22,0.16,14656036,10464000,4185000,21
0.11,0.09,6945767,4954000,1981000,21
0.25,0.19,15902215,14985000,936000,21
0.1,0.07,5848791,2934000,2934000,21
4.58,3.65,231588364,229600000,2005000,21
4.31,3.45,213414207,212379000,1001000,21
0.65,0.5,34699836,29636000,4939000,21
0.25,0.18,16756512,13599000,2914000,22
0.7,0.58,30508520,29373000,1012000,22
0.28,0.21,17473485,13615000,3890000,22
0.68,0.54,35068976,31049000,4006000,22
0.64,0.51,34449904,32444000,1966000,22
0.27,0.21,13826736,12865000,989000,22
1.21,0.94,65318183,56427000,8909000,22
0.26,0.2,14449656,12304000,2050000,22
0.64,0.5,37622580,34531000,3046000,22
0.29,0.22,16512022,13591000,2912000,22
0.88,0.68,49439525,46394000,3025000,22
0.66,0.52,35388142,33380000,2023000,22
0.28,0.22,14180610,12306000,1893000,22
0.25,0.19,16069789,14060000,2008000,22
0.66,0.5,38183375,36100000,2005000,22
0.25,0.19,15171855,14160000,1011000,22
0.27,0.2,15978209,12984000,2996000,22
0.3,0.22,19140371,18154000,1008000,22
0.64,0.49,38431118,34511000,3944000,22
0.65,0.5,36880921,33923000,2993000,22
3.35,2.68,163860779,157581000,5984000,23
1.61,1.25,86804841,74899000,11826000,23
3.2,2.59,151109090,144073000,7003000,23
1.4,1.11,71727161,66707000,4978000,23
1.81,1.45,85496437,78563000,6961000,23
1.48,1.15,80626615,75533000,4969000,23
1.71,1.36,83677711,68454000,15100000,23
3.24,2.58,163417455,157404000,6015000,23
3.2,2.6,149457744,143347000,5972000,23
3.26,2.64,153900746,141840000,12071000,23
1.42,1.11,76433175,72398000,4022000,23
3.35,2.68,165582825,159567000,5983000,23
1.64,1.29,86156200,81113000,5006000,23
1.71,1.35,86076405,79042000,7003000,23
3.35,2.72,157082051,148051000,9003000,23
1.49,1.17,75818690,67985000,7882000,23
1.4,1.08,75468149,73386000,2010000,23
1.46,1.14,80071243,71041000,9005000,23
1.56,1.23,80998289,73989000,6999000,23
3.3,2.68,153498942,145410000,7967000,23
4.19,3.43,190033474,176534000,13039000,24
1.35,1.07,67121539,61106000,6010000,24
1.55,1.21,80111947,74132000,6010000,24
2.97,2.39,142741186,136846000,5949000,24
1.31,1.04,65841700,60767000,5063000,24
1.35,1.07,67847679,59870000,7982000,24
1.41,1.12,70798868,56627000,14156000,24
1.67,1.3,88260361,78131000,10016000,24
1.5,1.18,77467682,70572000,6957000,24
2.16,1.71,107895366,99942000,7995000,24
1.34,1.06,68411528,60359000,8047000,24
1.59,1.25,82035049,70006000,12001000,24
1.41,1.11,73636273,63830000,9820000,24
3.31,2.65,159993082,154980000,4999000,24
1.42,1.12,72704102,65736000,6972000,24
1.27,1.01,65442478,61472000,3965000,24
1.36,1.08,68006701,65032000,2956000,24
1.57,1.24,80048620,67875000,12156000,24
1.57,1.24,78175296,71141000,7013000,24
1.81,1.42,92565573,81616000,10948000,24
1.5,1.19,78055832,71831000,5903000,25
1.83,1.44,94889232,85037000,9888000,25
2.28,1.91,86629612,81299000,5018000,25
1.62,1.27,85498631,75550000,9940000,25
1.72,1.36,88217914,83180000,5010000,25
1.74,1.36,92536481,79565000,12929000,25
1.7,1.33,90026861,83003000,6916000,25
1.58,1.26,79374218,75375000,4020000,25
1.81,1.43,93356770,80501000,12920000,25
1.64,1.29,85504697,76424000,9050000,25
1.65,1.32,80260904,75135000,5009000,25
1.64,1.28,87930140,81938000,5995000,25
1.65,1.31,83778694,81721000,2017000,25
3.35,2.71,157868747,150830000,6992000,25
1.61,1.28,80289928,73269000,7025000,25
1.64,1.3,81438398,73351000,8038000,25
1.51,1.17,81492670,74374000,7035000,25
3.65,2.96,169816874,162748000,7032000,25
3.37,2.7,161750482,155754000,5990000,25
1.92,1.52,96016145,87005000,9000000,25
3.35,2.69,164447058,158176000,6006000,26
2.93,2.36,141628933,138592000,3012000,26
1.22,1,55154429,51117000,4009000,26
1.41,1.12,71610960,65503000,6046000,26
2.08,1.64,104945499,101944000,2998000,26
2.98,2.4,145431479,138481000,6973000,26
2.98,2.41,141632379,138554000,2990000,26
1.49,1.2,70517015,62465000,8060000,26
1.22,0.97,63120161,60119000,3005000,26
1.68,1.32,86319935,76313000,10041000,26
1.51,1.2,76008041,66978000,8997000,26
1.67,1.32,85064784,72875000,12145000,26
1.34,1.05,70403311,62501000,7936000,26
3,2.42,143696247,138657000,4987000,26
1.36,1.07,72227401,68167000,3951000,26
3.1,2.51,147622106,138643000,8976000,26
6.7,5.35,325560811,314491000,10982000,26
1.41,1.14,64702513,61644000,2982000,26
0.51,0.39,28334721,22470000,5861000,26
3,2.42,141714418,139712000,1995000,26
5.11,4.14,240660614,232349000,8012000,27
5.04,4.1,232744742,224708000,7989000,27
1.9,1.5,98167710,89161000,9016000,27
5.11,4.16,234833154,225708000,8948000,27
1.95,1.56,95312334,90279000,5015000,27
1.94,1.55,96858567,87860000,8985000,27
1.99,1.58,100069898,91061000,9006000,27
5.03,4.08,236843287,227870000,8955000,27
5.01,4.05,236951408,227947000,8997000,27
1.88,1.49,94910235,90925000,3996000,27
1.97,1.59,94850586,86837000,7985000,27
5.16,4.2,237432108,230381000,7011000,27
5.15,4.19,237433229,234324000,3004000,27
1.94,1.54,95943516,86943000,8994000,27
2.06,1.65,100228658,92185000,8016000,27
5.15,4.19,235915527,229859000,5996000,27
5.19,4.22,238476158,233458000,4988000,27
1.81,1.44,92257181,85253000,7020000,27
1.97,1.58,95726487,90741000,4985000,27
2.02,1.59,104723451,96612000,7968000,27
3.31,2.65,165600742,159823000,1997000,28
4.46,3.59,219396284,217430000,1994000,28
2.55,2.11,109322407,107292000,2005000,28
3.86,3.14,180756141,152624000,28115000,28
5.72,4.62,273976933,236854000,36977000,28
5.32,4.34,244840281,207844000,36972000,28
14.64,11.97,659435323,656383000,2997000,28
3.57,2.88,171751597,166791000,4993000,28
5.27,4.29,243692392,218732000,24969000,28
2.58,2.12,116991792,114860000,1997000,28
6.32,5.1,304545617,269497000,35064000,28
3.36,2.75,151720018,149717000,2009000,28
3.37,2.75,154183426,152191000,2002000,28
3.48,2.84,160899432,130918000,29981000,28
3.55,2.88,167047657,142036000,25006000,28
3.06,2.47,147187092,118135000,29033000,28
3.55,2.91,158878819,153954000,4966000,28
4.58,3.73,209740190,184699000,24959000,28
2.96,2.39,141948379,139031000,2979000,28
13.66,11.08,639385470,636259000,3001000,28
0.6,0.45,36229563,28905000,6977000,29
1.08,0.85,55325688,52308000,3017000,29
0.82,0.63,46625922,37690000,8926000,29
3.24,2.6,158893210,106589000,52289000,29
1.04,0.81,55271874,50280000,5028000,29
0.43,0.33,24931827,18934000,5979000,29
0.6,0.46,34719866,25784000,8925000,29
0.62,0.48,34762072,27032000,7723000,29
1.54,1.26,67587594,58539000,8929000,29
4.27,3.43,190971867,99993000,90993000,29
1.08,0.85,57987637,54002000,4000000,29
2.62,2.08,129302017,118261000,11024000,29
1.02,0.8,53372291,44337000,9069000,29
0.94,0.73,48920435,39917000,8981000,29
1.1,0.87,56000496,52975000,2998000,29
0.62,0.47,37241958,32207000,5032000,29
0.61,0.47,34291543,31261000,3025000,29
1.17,0.93,59178911,52303000,6907000,29
1.14,0.91,56699136,49757000,6966000,29
0.94,0.73,48204201,37399000,10826000,29
12.14,9.89,564130780,531790000,31987000,30
3.12,2.51,151047187,142040000,9002000,30
3.88,3.12,184743995,176773000,7989000,30
2.93,2.36,142879631,138873000,3996000,30
2.51,2.02,119105804,112971000,5998000,30
6.47,5.24,298615045,283612000,14979000,30
3.92,3.16,186482080,181485000,4985000,30
5.72,4.67,260957542,254923000,5998000,30
2.86,2.31,136884740,132867000,3996000,30
5.34,4.29,253501473,243493000,9979000,30
4.99,4.05,229997238,198904000,30985000,30
10.32,8.44,462080346,421966000,39996000,30
4.67,3.65,250340300,87300000,4013000,30
4.37,3.54,202595869,196577000,6017000,30
2.87,2.32,134545007,124549000,9963000,30
4.41,3.58,203646755,170515000,33100000,30
3.84,3.1,179524304,171541000,7978000,30
3.04,2.45,144247794,131205000,13020000,30
8.26,6.71,382138200,355129000,27009000,30
3.26,2.61,157374054,147392000,9958000,30
3.28,2.65,157631881,156368000,995000,31
1.87,1.47,99721372,98777000,1007000,31
4.47,3.65,206045609,206032000,0,31
4.09,3.31,193183329,192145000,1000000,31
