@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.23,2.60,0.00,0.05,0.00,157346476,137104000,20015000,0
0.64,0.50,0.00,0.01,0.00,35888219,34905000,997000,0
3.15,2.54,0.00,0.05,0.00,152058414,124050000,28011000,0
3.09,2.49,0.00,0.05,0.00,150541467,115654000,34895000,0
3.20,2.60,0.00,0.05,0.00,150116379,122088000,28020000,0
1.90,1.53,0.00,0.03,0.00,92621690,62401000,30194000,0
3.09,2.50,0.00,0.05,0.00,145578803,121701000,23941000,0
3.23,2.62,0.00,0.05,0.00,151223864,135347000,15923000,0
3.10,2.52,0.00,0.05,0.00,142258657,118142000,24028000,0
0.63,0.48,0.00,0.01,0.00,36368582,35346000,1009000,0
3.10,2.49,0.00,0.05,0.00,150223514,121418000,28861000,0
0.62,0.48,0.00,0.01,0.00,35247546,34293000,1008000,0
3.12,2.51,0.00,0.05,0.00,150041461,123960000,25991000,0
3.23,2.65,0.00,0.05,0.00,144637894,111740000,32923000,0
0.65,0.51,0.00,0.01,0.00,35292084,33373000,1963000,0
1.93,1.54,0.00,0.03,0.00,96713303,93794000,2961000,0
0.64,0.50,0.00,0.01,0.00,35048137,34056000,1001000,0
3.18,2.56,0.00,0.05,0.00,152489812,118535000,33867000,0
3.18,2.57,0.00,0.05,0.00,152781234,121832000,30957000,0
3.15,2.53,0.00,0.05,0.00,152816245,120135000,32764000,0
1.21,0.95,0.00,0.02,0.00,66962130,65715000,1011000,1
5.37,4.24,0.00,0.10,0.00,281023860,280029000,1000000,1
9.65,7.63,0.00,0.17,0.00,505976692,505013000,998000,1
0.84,0.64,0.00,0.02,0.00,48793541,47707000,993000,1
1.21,0.94,0.00,0.02,0.00,67226186,67259000,0,1
9.72,7.70,0.00,0.17,0.00,505717947,505640000,0,1
1.20,0.94,0.00,0.02,0.00,64113295,63126000,1002000,1
1.21,0.95,0.00,0.02,0.00,65796234,64816000,997000,1
0.82,0.63,0.00,0.02,0.00,47481780,46514000,1011000,1
1.18,0.91,0.00,0.02,0.00,67075054,65106000,2003000,1
1.24,0.96,0.00,0.02,0.00,69120770,66190000,2963000,1
2.57,2.05,0.00,0.04,0.00,128435637,127454000,1003000,1
0.45,0.32,0.00,0.01,0.00,31591122,30520000,984000,1
0.75,0.59,0.00,0.01,0.00,39956820,38988000,1026000,1
1.33,1.06,0.00,0.02,0.00,69332287,67307000,2009000,1
10.08,8.03,0.00,0.17,0.00,509797469,507813000,1999000,1
1.23,0.97,0.00,0.02,0.00,62584627,59652000,2982000,1
1.34,1.06,0.00,0.02,0.00,69635387,67639000,2019000,1
1.21,0.96,0.00,0.02,0.00,62767171,60779000,2025000,1
0.61,0.45,0.00,0.01,0.00,37951784,36967000,999000,1
0.76,0.58,0.00,0.02,0.00,45048721,41781000,2914000,2
0.75,0.56,0.00,0.02,0.00,46044828,41954000,3995000,2
0.82,0.64,0.00,0.01,0.00,42787648,39783000,2983000,2
1.79,1.44,0.00,0.03,0.00,86794220,83762000,2991000,2
0.75,0.58,0.00,0.01,0.00,41294366,40295000,1007000,2
0.77,0.60,0.00,0.01,0.00,42942191,40951000,1997000,2
1.83,1.46,0.00,0.03,0.00,93114912,89099000,4004000,2
1.84,1.51,0.00,0.03,0.00,81320662,78238000,2971000,2
0.74,0.57,0.00,0.01,0.00,42736460,39752000,2981000,2
0.89,0.70,0.00,0.02,0.00,47978224,45979000,1999000,2
1.78,1.43,0.00,0.03,0.00,88610463,84635000,3982000,2
1.83,1.46,0.00,0.03,0.00,91137716,90141000,1012000,2
0.75,0.58,0.00,0.01,0.00,41871459,37940000,3891000,2
1.81,1.46,0.00,0.03,0.00,88705469,83719000,4983000,2
1.81,1.45,0.00,0.03,0.00,88362333,85352000,3012000,2
