@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
507354791,764338289,974432,130331,154501630,631054,127,154257578,625559,247875977,384069,141240775,591432,192606,?,76881,?,252882585,1354352,141358978,107036,176,198175,154530280,127976000,25995000,201399683,0
108943193,228353235,374543,61996,43752491,226186,133,44308857,221580,66037511,231005,32446233,138357,97000,?,13912,?,69732033,16078,31545505,2014,59,5180,31786398,29373000,2025000,53292020,0
514473681,758552020,881716,109817,153854772,860260,127,153783956,858912,246093307,339706,140918674,550129,181977,?,53764,?,249780390,1444212,140559622,116896,65,502942,154582673,126251000,28055000,175695890,0
495875007,758325487,804008,110779,152937540,905292,129,152883840,902613,244653957,349520,140883459,546000,187688,?,52951,?,250601993,1067678,141339891,106619,141,238673,149312338,127936000,20989000,169517021,0
508206190,759746553,863760,120225,153700160,731283,130,153388542,723415,247108090,365913,140979785,555396,185380,?,55058,?,254069113,1077640,141847089,107380,109,236108,152029352,123673000,27926000,174244255,0
295238161,339148476,536112,83609,65156075,666306,133,65081489,663982,97908775,305991,53845862,339415,142210,?,33544,?,100663629,1234880,54385547,105861,50,213462,90027306,53795000,35863000,111108069,0
515124205,765244023,806157,109536,154169390,720110,128,153757451,720973,246737393,355087,140014646,556056,185925,?,54678,?,253357187,1562580,141920377,119357,61,294044,152981991,127720000,24945000,174504922,0
512300141,755516573,832157,106852,152942479,913846,129,152810065,910674,244292310,355015,141117260,587711,203130,?,58838,?,250736349,1341327,141633247,107529,229,471432,151098364,123776000,26951000,172886747,0
504644973,774202872,918586,140537,160139440,726694,388,157501697,730912,248542237,409579,139268396,586932,200051,?,70877,?,245495791,1296739,140338930,107672,262,301381,151416493,124180000,26822000,173072145,0
103641089,215168629,379921,61702,42178029,316302,134,43386728,315566,64878841,237638,33084723,145680,100380,?,15203,?,72051042,17569,32539816,2328,167,5910,32030918,27808000,3972000,53145944,0
494955919,763472439,784223,111237,153587640,719494,128,152850704,720599,245638814,380899,140281864,545703,186255,?,51138,?,254756225,1141877,142364732,107092,12,10284,144340516,120878000,22976000,165510051,0
105329816,221671374,404054,66937,40986381,235065,134,42513494,230370,63325541,252165,32759640,158683,98371,?,13452,?,73500152,14455,32936165,2087,70,5879,35135871,32759000,1985000,56862135,0
507439170,758103580,807510,104521,153811831,757682,126,154041390,759576,248146236,349662,141225926,570369,195087,?,54896,?,252532010,1435323,140747002,106312,5,256702,149127271,117824000,30953000,170129312,0
505488098,760772658,847602,110802,153921638,672429,127,153972175,675801,247265048,365778,140808982,564503,193919,?,55616,?,252708107,1348296,141452549,106434,0,258845,147714500,110262000,37088000,169711176,0
108065400,227989796,405709,66693,40489884,226609,136,42306269,223624,62738732,246015,31912168,148606,92604,?,13761,?,73117311,13437,32755816,2033,50,5047,35235126,30844000,3979000,57284963,0
321579561,677505176,643597,116354,138702498,496703,324,139114866,483878,221985389,346567,121455547,333104,142482,?,36730,?,224651148,34672,121779436,4238,77,12225,97527741,94132000,2972000,119716625,0
501898228,753875164,815255,105926,152551898,907883,128,152535381,910699,242060939,376551,140965608,565080,198390,?,55601,?,248838039,1438707,142022633,106720,210,342890,147186937,123831000,22968000,168428253,0
519473281,759894477,915838,130742,153212771,933193,130,153046214,921984,243911851,369632,140856029,566554,184485,?,55558,?,251176279,1181141,141820896,107347,312,517746,155960292,132500000,23087000,178042388,0
502674374,761091559,786602,105195,153198646,906696,129,153044570,909692,244788104,345296,140439933,561160,201631,?,56811,?,250278709,1524740,141055080,106723,224,219099,150415702,132104000,18014000,171241604,0
516704476,759792013,829566,107461,153901862,910870,128,154088823,912394,246376220,356860,141557808,577218,204461,?,56976,?,249832570,1455916,140759582,115117,447,478572,150865211,126507000,24096000,171771538,0
211473526,120992013,386958,42593,5687163,186258,63,5753916,178376,1969489,135607,743976,193441,51786,?,21801,?,558100,7898,603019,1771,2,2644,62104869,60558000,992000,109069554,1
976118332,948015193,1385822,157079,66236930,343270,132,66154572,343175,5102845,410330,3038400,879176,242896,?,103809,?,3087734,39769,3114642,8783,82,12809,289815334,287472000,2003000,311377048,1
1761974037,1993339207,2294995,265017,211116086,583143,129,210975834,587585,7532386,635470,5225214,1546643,409842,?,180501,?,5253336,62741,5464178,14863,279,23571,519362585,517935000,999000,540713518,1
148687096,87256582,354147,51134,4197943,108345,134,4332402,114160,3212508,178590,771534,179507,53046,?,18279,?,432556,5997,461945,1325,0,2030,45861021,43568000,2026000,66193781,1
210764568,125441258,429683,60280,6697880,215980,132,6724044,227027,3437551,187650,910308,229453,64896,?,24826,?,607738,7506,635420,1862,0,2797,66136841,64808000,997000,87606924,1
2213016895,2362106713,7199402,2848082,284921067,1588654,17189,286874368,1599372,105579020,7113178,59432232,3440727,4691073,?,1138399,?,88729017,1228398,64547517,162244,39659,570996,523625860,522160000,1000000,544884307,1
207807580,120364774,363346,40113,5191077,186750,63,5161258,179969,1984595,133228,853316,214190,50050,?,22223,?,556642,7300,611986,1820,2,2795,63736272,63459000,0,85018256,1
213505592,126072704,443616,63326,6048986,224881,133,6189122,232136,3529356,203623,962861,249430,73377,?,26331,?,599342,7415,628441,1833,0,2793,65830638,63598000,1987000,86406759,1
146097999,85249957,350523,57227,4059812,101111,133,4148662,107906,3089885,173607,774840,182948,51389,?,19153,?,861398,5520,483734,1360,0,2500,46477385,45196000,1004000,67809592,1
209447284,113009597,443897,61854,3826289,135147,128,4014857,141985,3513143,193692,979225,236881,66422,?,24080,?,593723,7385,635822,1860,0,2893,65449155,64152000,1002000,86822663,1
216247324,142983810,425814,59839,3808365,123426,130,3703301,132673,3404739,198985,943042,231677,66228,?,25504,?,1118077,8334,637694,1873,0,2904,66776895,65491000,992000,87609011,1
426704706,238039394,659963,83517,5766811,185279,134,6021025,192818,4107150,270779,1578924,415043,117884,?,44293,?,1069033,14956,1162225,3508,0,5292,124994011,123642000,1005000,145802061,1
82780936,78757350,288837,43058,3508303,88644,131,3337824,80787,2288003,144531,548602,130412,40822,?,12206,?,789381,8426,707147,828,0,1212,28710057,28380000,0,49599944,1
128131594,98890275,365497,50539,3954045,116810,131,3921859,118118,3507889,179322,383772,127848,32522,?,14201,?,349117,4695,388005,1145,0,1817,40248084,39913000,0,61423197,1
227227659,134822217,457841,61054,3912207,130655,131,3792658,127394,3066454,184986,769152,248350,71223,?,27761,?,1202661,13196,1089909,2562,60,3082,70364370,67106000,2960000,91005181,1
