file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1097798.exe,138074027,291853807,541474,162044,51173434,133392,1893,52505758,134790,76098818,703556,41859557,391490,150946,<not supported>,132533,<not supported>,97101153,51912,46451225,6246,45,7368,40515582,33801000,5965000,89701768
2710332.exe,393091027,810398926,873866,215075,168885074,502149,2085,168522610,502855,270295976,612403,149531149,694481,256870,<not supported>,188909,<not supported>,273328489,72057,147855168,16815,148,13705,117805872,112354000,5015000,139006787
282754.exe,126165319,257983051,565210,193757,46372652,127721,1939,50290298,129177,74863410,680107,41918499,324258,138733,<not supported>,83399,<not supported>,94205561,34061,42073190,5954,7,8538,41282007,38796000,2041000,63310167
2877258.exe,424379717,848975416,1090209,304273,169845700,471121,3276,168205638,461117,258247540,2336852,148606590,1160431,658664,<not supported>,477815,<not supported>,292476883,69877,162866834,13353,15,17832,127192176,115798000,10980000,149233560
3551732.exe,222295105,422801692,1129338,396031,82620827,152734,5604,81875831,154488,111517731,2030072,62361407,711280,687161,<not supported>,365036,<not supported>,119110359,142133,66890902,33061,49,53834,66941846,52574000,13887000,88438918
3639330.exe,159879888,312168654,765921,325885,53453057,126524,3260,55895318,124188,80953857,1863796,47202831,446214,608045,<not supported>,143393,<not supported>,106145585,67494,53516278,12399,0,24618,47817786,38426000,9101000,69369458
3726166.exe,162510684,353447489,630038,270934,64060341,135963,3259,58944307,135352,85810837,1416423,53293317,629788,662250,<not supported>,243816,<not supported>,105705499,74043,51551293,11437,161,18383,51506710,43094000,8017000,74235841
4232119.exe,184874522,355070049,1124566,243697,69986100,165690,4763,66682121,159458,89158319,1421293,50002830,765281,680868,<not supported>,454421,<not supported>,90978138,128946,49034508,31604,120,26238,56315388,42878000,12963000,77707759
4736614.exe,424678840,855178103,1185140,354854,168945606,486169,3842,167191242,476600,258008623,2289102,149583771,1083567,738914,<not supported>,395972,<not supported>,293374961,74441,163581258,14961,18,22279,128102439,118650000,9049000,150469976
5365488.exe,257899848,495348475,1455373,663452,93695661,185207,5992,89222158,176324,117873180,2645972,71193967,713321,1665386,<not supported>,371556,<not supported>,136325277,123835,72317648,21840,350,26685,78535257,63194000,15046000,99985529
5605071.exe,386574067,800993340,956404,294087,164949333,499257,1888,166720199,494709,266698973,621177,148605239,644296,202557,<not supported>,98595,<not supported>,274913850,44946,149694608,10207,367,14180,116899389,110381000,6020000,138117233
5747101.exe,384055918,800254443,870372,244888,164913068,494601,1888,165118981,493430,263766420,756740,150953565,639999,223333,<not supported>,97566,<not supported>,275202187,54306,150927379,8741,190,13529,113904958,109566000,4020000,134552217
5996947.exe,184842184,355554631,1101004,273890,69805279,163936,4574,68339626,156855,89735381,1470526,49519461,839739,731407,<not supported>,533466,<not supported>,93429076,115845,49166119,26788,401,25859,56145119,46568000,9111000,78041170
6811790.exe,191432749,358110811,920319,251436,68357104,262304,4763,65070026,248404,87601869,1547026,49555449,779076,903399,<not supported>,474967,<not supported>,95032175,123375,49994806,27920,141,129005,54991301,38822000,15927000,76777623
6965093.exe,430801330,868810635,1206185,361328,169828595,490015,4564,166635812,481758,259940488,2548133,148348628,904551,1012436,<not supported>,247869,<not supported>,295390054,87734,161059278,17731,37,22819,128764464,119224000,9017000,149795317
7259642.exe,431843095,843821566,1351841,445174,168509089,640771,4569,168790448,641452,264480492,2171104,156039681,935036,596188,<not supported>,217121,<not supported>,299144920,98888,164129022,17837,209613,25933,127281578,108730000,18121000,148290402
7663838.exe,505479479,1011912368,1767635,653515,202391566,524515,6576,199962606,511993,290239416,3507687,167631102,1072614,1520520,<not supported>,453372,<not supported>,320623341,124123,183249471,34505,37,33124,149731211,137283000,12024000,171537380
7731830.exe,137737127,280405905,532453,224894,49455178,128290,2086,52056319,127923,77723496,780173,40714192,347413,142147,<not supported>,88449,<not supported>,95717536,37349,43617244,17410,242,14166,43281378,38896000,3989000,65377615
8513722.exe,408359301,859610029,1016379,275285,174784405,496361,2864,176882348,509329,279149400,883097,154578295,752125,217718,<not supported>,304642,<not supported>,281262238,116166,157292408,25212,263,20471,122693817,116220000,6011000,144314082
943025.exe,193003880,372483921,1250541,342980,76149678,166702,4668,71293783,176134,97605345,1271216,60730613,566510,245271,<not supported>,297894,<not supported>,115669489,120115,61427247,29362,265,22393,59332530,54849000,3989000,80679610
