file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,duration_time,user_time,system_time,perf_time
1943931.exe,57055770,138045610,273759,46780,23248671,99968,212,22473105,100478,49745199,3574067,3291315,87257,22014,<not supported>,8024,<not supported>,77992345,2649,231638,619,0,965,21245574,18547000,2060000,68645345
2520984.exe,61242049,139986104,255661,49668,22394062,114915,218,21816905,116410,47484273,3288708,3777542,87175,21160,<not supported>,7262,<not supported>,79038551,2521,207597,565,0,875,19662088,17473000,1941000,41429204
2636614.exe,7436216,9073747,189515,30953,3995760,77775,256,4178610,76764,5374140,215081,3345385,85269,79902,<not supported>,11153,<not supported>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,5277872,2004000,3007000,26626665
2695910.exe,49670041,102627402,369030,67256,15508376,103940,192,21200192,80783,55320343,2846340,2058955,52655,13804,<not supported>,5531,<not supported>,80084790,2762,462393,1051,49,3632,15249416,14029000,1002000,35635119
3048609.exe,5202155,5633977,130236,20964,2443757,40576,176,2442969,40525,3605790,91336,2915113,44259,<not counted>,<not supported>,<not counted>,<not supported>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,3277,3549759,1082000,2165000,24119193
3457019.exe,49021241,111756160,324591,57913,19309404,115398,180,20897730,91292,54020543,2112498,2425308,60520,16403,<not supported>,6275,<not supported>,78904477,1986,209072,885,53,3122,16815987,16530000,0,37707091
363509.exe,69999765,188004601,243704,46450,25403635,95756,185,24999522,96899,56822313,2790781,39266556,109763,23626,<not supported>,8597,<not supported>,73446829,3014,45230667,654,0,1021,23465066,21089000,2008000,44916002
3666543.exe,18282649,8144001,313494,55340,6469567,89670,188,10836084,70281,6058853,1604480,18290126,60038,20708,<not supported>,5653,<not supported>,894200,7492,21383552,2214,278,<not counted>,10110387,8735000,970000,31960700
4046853.exe,59807273,121920720,250740,48315,22190169,102448,232,22150514,103177,49944262,3600117,3612932,79554,21840,<not supported>,6923,<not supported>,78430812,2419,207731,587,7,1241,19417994,18070000,1003000,40882689
5075663.exe,97856053,221731023,657832,57442,49818413,288986,210,51815525,288698,83107399,7680306,3299119,127087,703563,<not supported>,12567,<not supported>,99949144,9556,688802,1587,55,4007,32657496,30320000,2021000,54583321
5104802.exe,51469444,128414348,357530,68002,16185043,109739,186,21084551,84985,54836428,2129641,2473485,53265,15309,<not supported>,5567,<not supported>,80018694,3221,438584,961,86,3335,15449149,14032000,1002000,36928202
5409465.exe,74982461,181007892,234518,40669,39388157,292135,161,37721435,284094,66366366,3613241,8759252,154985,46836,<not supported>,10028,<not supported>,87175034,3113,256754,776,0,1085,24350289,23121000,1005000,45902879
5878214.exe,1133716857,1123279008,17443427,8269682,223122318,897346,117337,222092493,891282,271191812,22227090,220376500,2686449,13082054,<not supported>,7783171,<not supported>,269400855,3515109,229889601,687913,555,673774,332638535,131045000,201070000,353966203
5920970.exe,49561953,110903730,338404,55655,18143022,116098,173,20831177,83996,54242047,4370475,1856105,60969,19642,<not supported>,6169,<not supported>,80427863,2104,286056,956,47,3179,16387583,14038000,2005000,38246072
6123694.exe,16707091,13028642,184449,27653,4899682,47884,184,4883773,48299,7851525,88859,5607673,65983,44403,<not supported>,9569,<not supported>,1808373,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,5786597,4340000,1085000,26808021
6227368.exe,64528389,153904430,271436,44383,26035346,108303,215,24511287,114996,50653490,2812417,9282026,108988,37287,<not supported>,8936,<not supported>,85113923,2647,229055,604,0,921,20591251,18314000,2034000,41795433
786190.exe,62351086,153012037,282385,42241,26608512,105490,167,25456966,107889,52829142,3069049,8775888,78238,26039,<not supported>,10697,<not supported>,83260536,2565,207565,614,0,997,21450908,20170000,1008000,42725556
787752.exe,6284364,6451934,130820,20572,2363256,40781,173,2352529,40006,3517987,94324,3003867,90274,<not counted>,<not supported>,<not counted>,<not supported>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,3839897,1172000,2344000,25909754
8000029.exe,1027350242,2695141671,2645915,224623,623229546,399033,244,621715345,406089,769940637,13363788,374886976,917636,658891,<not supported>,973778,<not supported>,785045640,33458,378154611,8819,162,14834,302829345,299559000,2995000,323709317
8557275.exe,61764013,156312329,277135,52166,26794613,114491,212,26930909,98612,50719780,3733329,3149800,71292,21398,<not supported>,6522,<not supported>,79506870,2187,184424,574,53,3133,17265964,16922000,0,39582221
