nome,slopes,lincoeff
1071,0.020702554988151805,0
1082,0.01975515692316536,0
1084,0.020578170039436707,0
1091,0.021065465156389872,0
1131,0.020520564193395624,0
1132,0.020743417010787885,0
1140,0.021147385658724052,0
1158,0.022630332050118687,0
1190,0.022184376461202027,0
1192,0.02093439047371392,0
1195,0.020824239982523765,0
1197,0.02230837237146061,0
1619,0.02059039049895156,0
1621,0.02020045707997099,0
1628,0.020344044789691144,0
1632,0.020682547564352977,0
1634,0.021292727073477288,0
1635,0.019847027332283034,0
1636,0.021660008337575063,0
1639,0.022848784680047814,0
1640,0.02020469782231531,0
1642,0.020091696806122293,0
1643,0.019887191672547346,0
1666,0.02072701950556373,0
1667,0.020996873494060726,0
1668,0.020842556922662903,0
1669,0.020619651273077647,0
1671,0.021285188860234505,0
1672,0.02206154747118459,0
1674,0.02096793250536097,0
2166,0.022266670331562047,0
2185,0.021431822358303224,0
