file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1168229.exe,758561397,2366425,450676713,4017069,450482275,3981005,490774,2290984,1150697380,240998,748108800,226,42989,2281826551,3253,8.16,6.77,347201367,332629000,13942000,398191543
1239379.exe,642638905,1051505,403498394,3195156,401392122,3055531,306002,1629677,906298034,125906,644692400,125,20393,1901324334,1559,6.28,5.23,267443303,262039000,5000000,288001699
1253440.exe,208116914,1789164,127108788,1746038,128749847,1513364,242426,899614,307901425,101476,199743214,46,13552,614178567,1695,2.16,1.78,93619016,87185000,5944000,114277848
1363825.exe,283483699,19590664,210480260,10097251,210373892,10041344,4944968,14904130,1365814420,6810750,279827025,1048,90423,949986689,9844,8.92,7.25,404495250,379151000,25009000,425358122
1373378.exe,330876180,18744649,239329240,11312133,236398146,11399018,4805891,13951051,1373776561,7655436,320288860,152,82880,1061886116,9822,9.04,7.37,405184826,382837000,21990000,425968617
1380046.exe,691141929,9692179,468020839,3148628,468894856,2925229,519242,2503462,1190261222,2367803,692524769,44,45389,2151229761,3840,8.28,6.87,353620628,344233000,9006000,375202480
1405031.exe,647882519,3198708,416995024,5591605,418282717,5368066,414873,2384417,1020278436,175450,658648297,355,43662,1950641574,4282,7.17,5.99,297902906,292421000,4973000,318743541
1484788.exe,333846180,14835108,234515944,4289954,230776474,4465750,4928260,9940312,1119225695,3072384,356391361,32077,795083,1207807140,25155,6.01,5.13,198938736,181685000,16970000,219362392
1651759.exe,384294258,8026501,248565673,7289150,250466038,7248408,3159765,6546072,1017823139,1314735,385308247,267,451496,1378292608,41440,7.01,5.81,296195746,235862000,59965000,317865927
1757160.exe,226343995,9747674,192885037,2396921,191984487,2567796,418572,1387996,557695782,2147163,230387485,178,32830,859080387,3846,3.8,3.14,163278412,154917000,7995000,183910852
1794636.exe,693277988,9816358,470036858,3108688,468831151,3267498,511236,2179841,1158271718,2209285,693121615,285,41153,2150601052,3838,7.92,6.56,343273590,334043000,8974000,363896335
1841293.exe,200514209,9698082,153239530,7450157,154663904,6909967,1679356,7112617,663278904,1884483,205071208,386,40559,750037300,7617,4.46,3.67,194219588,180791000,13057000,214812866
208193.exe,216444182,10281357,173956921,2910328,171122099,2938115,525601,1569780,577523019,2468471,215980238,134,75670,727393243,4427,3.84,3.14,173761081,163458000,10028000,194189200
208205.exe,144713639,1172763,155487329,3138775,148813142,2997857,379086,1644154,341468850,152618,136156322,207,14799,663631367,1888,2.35,1.94,103614613,96229000,7016000,124311682
2116056.exe,218729195,2419457,143879454,4648605,143160912,4152134,465427,1376716,413011788,208060,217551892,221,38814,689790763,4945,2.91,2.43,120207183,111888000,7992000,141460337
213413.exe,637276598,993234,399276424,2966028,397654358,2969281,296531,1531308,895721200,82856,628469739,273,18136,1871423573,1105,6.25,5.21,264735450,261407000,3004000,285520345
2265253.exe,717201878,27185853,462291943,2706898,462585742,2674202,656050,2705938,1342958339,3613813,715250577,880,52891,2106373623,4579,9.12,7.55,395574377,382206000,13007000,415915433
2289173.exe,183556980,2028905,135329025,2659001,130499583,2794235,468469,1301468,338336054,153562,177924619,68,78050,621462870,4794,2.36,1.94,103339932,92056000,11006000,124026736
2354500.exe,317938490,37973796,242592128,7287600,241319743,7330683,2005043,6426804,1196543341,6612505,322252995,28965,83965,1031218832,8554,7.88,6.45,354136580,337828000,15991000,375145033
2363790.exe,658203663,6573645,416429720,3568325,417559877,3547724,1464641,5418359,1228409596,1615422,662451750,41804,52608,1961024796,4427,8.42,6.97,364184926,350801000,13029000,385352849
2364548.exe,166090894,1470792,121102028,1573075,122965676,1553930,205541,824557,274585812,56948,176011234,116,18222,573991616,2365,1.93,1.59,84711448,78307000,6023000,106051543
2366881.exe,285166767,19667602,211859447,9405524,210786589,9488174,5059401,14867815,1381038703,6578285,285155988,69967,87418,953562171,10098,9.16,7.47,408029682,387624000,20032000,429279080
2369365.exe,189909708,6413294,140841338,2494597,140283435,2454198,1279732,4347977,465882022,1853621,193050442,211,31108,666168671,3650,3.23,2.64,139645022,129179000,10013000,160531385
2473478.exe,166147909,1901556,119295977,1710060,119798583,1534094,214665,896449,261452343,72811,164762644,40,13273,553547060,1695,1.88,1.55,79856735,74530000,5035000,100192091
2487064.exe,754304505,19382443,487248062,10261988,485149492,10316186,5236769,15960047,2004031126,6464721,753530588,123041,112866,2259129294,10089,13.63,11.21,591124810,561731000,28986000,611297483
2547532.exe,244744054,23394183,175415308,1994760,174255004,1916764,556092,1869189,610239815,3355621,245276692,122,32774,785000534,4430,4.15,3.41,181728028,167329000,14027000,202302868
2632607.exe,701228723,13400339,434031060,3237803,432926519,3368646,654500,2246211,1171951437,1740526,695276384,16549,50315,2055836917,4231,8.23,6.83,347750973,334321000,13012000,368462395
2981499.exe,697828329,11702349,436417516,2762248,432279890,2801895,2160604,8529940,1212866166,3447405,703454056,1082,71059,2112967331,10937,8.55,7.08,359575682,333210000,26016000,380303555
