file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1099920.exe,30901891,70308,16163507,67801,14987080,67278,38650,226489,40361995,13065,30595438,14,788,102993206,133,0.35,0.29,12892223,9497000,2849000,57567709
1141254.exe,29175496,190642,15614989,70792,15443751,72413,70543,252736,44975668,20000,32612039,0,897,99033167,524,0.31,0.25,13163210,10859000,1974000,32250079
1164955.exe,37456002,118018,19579600,71576,19431595,70710,53756,234748,53532222,25591,38354548,0,2954,115943335,524,0.4,0.33,15940586,12481000,3120000,37778877
1192925.exe,78532839,199596,45373561,96684,43769299,96979,75898,324389,109755580,27384,80546933,50,3569,235769491,521,0.75,0.59,39100736,35007000,3889000,59793063
1253138.exe,76358463,180170,44805286,97674,46284758,84061,51557,278424,114840557,17481,77369680,27,4585,225332777,322,0.79,0.65,36582942,32431000,3931000,57494030
1346798.exe,76817703,420461,45258582,94466,47292510,86448,71676,359057,113360780,37691,79440069,61,7969,230124846,911,0.78,0.64,36792833,35452000,1012000,57523686
1399024.exe,76191271,126328,44979394,78149,45398575,74347,38658,267915,104070964,11956,77905969,22,3190,223691732,128,0.74,0.6,33958902,31714000,1922000,54669663
1604797.exe,31418770,178625,16854396,67439,16029753,67084,63818,248775,42765091,24769,30598788,0,984,103281101,525,0.3,0.24,15313655,11317000,3772000,36755689
166404.exe,75054419,148876,45310874,85741,45751889,81030,40306,288346,105223152,10009,77597825,28,3598,224344007,127,0.74,0.6,34309566,32981000,999000,55773019
182932.exe,38050515,400576,25040491,92121,25588557,92202,101877,339853,60957448,31719,34247409,57,7423,121698413,1307,0.46,0.39,18195008,15729000,2097000,38898316
1840297.exe,29042205,206228,16129786,69299,16056086,69896,66114,256772,44585820,21978,32836987,0,925,105015130,523,0.3,0.24,14940991,11462000,3126000,35703237
1859305.exe,30328674,187400,16455361,71072,15920007,70799,66945,259881,43718526,24803,31336114,0,963,103177627,525,0.31,0.25,14895374,12547000,1930000,35825129
1863270.exe,31842881,178159,17144882,70378,16180246,70238,66323,260172,43337141,25693,30344815,0,1068,103915373,524,0.3,0.24,15442746,13137000,2021000,36823631
1923894.exe,30259310,291445,17824343,69893,17623755,67778,77454,276417,46342537,29865,31545145,4,4760,103356795,918,0.33,0.27,16328379,11008000,5003000,36817583
1956910.exe,30127136,267233,17466969,71503,17099584,70963,57441,292251,47930191,25599,32328572,0,6506,103439767,1042,0.34,0.28,16408220,13007000,3001000,36946845
2025154.exe,32224039,183024,17356297,69219,16341840,69372,64678,253223,43725591,27631,30537747,0,1050,105506248,523,0.31,0.25,15427523,14137000,1009000,35769855
211894.exe,34189248,153643,19068931,69104,16870695,72832,95200,300136,51570619,44084,29280172,33,1169,111931715,914,0.35,0.28,17842274,14589000,2917000,39309271
2158936.exe,79166695,324975,45130717,95360,46694683,88439,58084,349653,111591666,30317,80315522,56,8026,233360085,1035,0.81,0.66,36068594,33676000,2041000,57106439
2165152.exe,78132850,349441,46507935,90659,47809588,84746,77209,343431,116870151,43120,77760436,221,5919,231399473,908,0.82,0.67,36365663,32954000,2995000,57372323
217838.exe,78381293,296189,45982445,100661,47078256,106508,66969,430814,116856651,43253,80276176,156,9706,232614430,1035,0.88,0.74,33875288,31977000,1031000,55027895
