file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1044060.exe,307037425,32480401,163364227,2656839,162075807,2638531,683926,15756798,651890309,754330,305786963,39408,96400,1046200195,4780,4.75,3.95,198957870,179100000,19010000,251470561
1056877.exe,338141375,3181822,213758229,1895216,212013328,1911609,710177,3338176,573673204,779398,332176727,208074,29713,1028536135,2924,4.01,3.32,171897631,166675000,5020000,192623617
1110958.exe,107146213,2734031,78205854,673411,77581065,765574,443153,2462582,225970787,565724,104003790,95981,11509,365717076,1960,1.58,1.3,69001712,61643000,6959000,89520942
1196025.exe,106158263,2827884,76433413,626886,78102986,578358,481040,2551867,230572211,526525,106569476,10149,11776,372223222,1960,1.6,1.31,72199889,63949000,7993000,92606043
1313602.exe,111581138,2636838,77051755,654690,74143113,769903,454779,2577817,223642910,682064,105931401,156,13023,378753366,1951,1.6,1.33,65838791,60475000,5039000,87233286
1333327.exe,108643807,2759244,79399123,522815,76600813,655932,441547,2533557,218837120,613898,102649480,227,13453,367440243,2007,1.57,1.3,67592089,63283000,4018000,88697789
1383313.exe,314550105,2812174,200504749,949547,197422449,1096672,526001,3053214,499192663,642319,303568585,72,16681,927674087,1954,3.59,2.97,151267606,146854000,3996000,172230643
1514231.exe,113440229,3298765,79902580,814572,77354793,872823,932761,3150547,271911355,782706,110154431,56,17656,394838262,3269,1.88,1.54,83017749,71899000,10834000,103002907
1524420.exe,315018386,3479361,197610032,1178750,197919637,1104258,796223,3316369,542315987,783533,314232112,29058,23092,942210774,2745,3.84,3.2,159111888,151865000,6993000,179582594
1557029.exe,316412262,2641567,196139260,1193294,192994521,1216418,553103,3159836,493694718,670647,309063287,341,16236,949094127,1883,3.52,2.93,148169422,141785000,6033000,168661469
1576250.exe,311583979,2813315,193736893,1462385,191912925,1425634,544880,3015279,508176431,649241,316046800,173,16379,943273640,1861,3.6,3.0,148479631,145169000,3003000,169587079
1878308.exe,107135249,2761503,78237484,506523,77629488,555465,445444,2395500,216956977,572266,103399661,260,12415,359570978,1857,1.52,1.25,68526186,58233000,10040000,88572574
1899156.exe,114540085,3327903,79622491,994384,77585502,1064393,801442,3176637,273335807,818512,112105845,727,21970,403480251,2485,1.94,1.6,81636639,70354000,10899000,102430278
2080168.exe,311631893,3711487,196023359,1198402,196489145,1094460,765718,3309300,535744501,783604,313421046,893,30480,941371359,2872,3.8,3.15,160415146,153049000,7002000,180784594
2083684.exe,318896251,2730965,197876332,1172674,194173932,1282900,622917,3112657,501388594,696578,307810897,44585,16488,950102795,2052,3.56,2.96,150075895,141927000,7939000,169984233
2098233.exe,111509359,3253409,78044192,1112974,76386156,1201936,853617,3032023,269505495,754582,111183758,163,15058,388246785,2688,1.87,1.53,82447594,75115000,7010000,103641963
2126664.exe,117986226,4234432,88282619,1257587,88321653,1251830,1178644,3464779,341355733,760572,123045641,12966,49607,439747818,8208,2.36,1.93,103097045,85698000,17139000,122881595
2134751.exe,133086540,3792984,93714437,1373394,91681798,1471615,972866,3227022,330449256,810105,135488074,5091,28490,459047731,3851,2.29,1.88,100936669,92575000,8050000,121867739
2162489.exe,114938231,3380437,80467320,885868,77803588,998966,901253,3036682,293252144,679382,117936563,290,23736,409628028,3651,2.07,1.72,85988779,78648000,7058000,106510628
2190864.exe,318562572,3023523,198974559,1449517,197790204,1446220,576017,3161536,520770449,549858,317320082,28,15285,964626810,1981,3.73,3.11,156293276,148992000,6999000,177250315
2237372.exe,315792591,2692597,198352313,1224777,195111768,1356513,540441,3079799,503127001,696551,305759152,71117,146257,942236882,1856,3.57,2.96,150555907,142416000,7967000,171258156
238280.exe,107310575,2879048,76972692,752171,78187386,675370,526951,2581056,231472211,562835,106169180,38761,11207,364655319,2058,1.63,1.34,72317673,65052000,7005000,92586335
2406283.exe,120120789,3699886,89125752,606968,88219095,586015,1121920,3475728,298075419,767218,115283080,125,48805,431068508,9017,2.12,1.74,90230001,69721000,20209000,110101856
2434772.exe,108959047,3250406,75311022,923051,75910855,886536,740541,2919122,259543439,758887,113483811,28576,17399,379716906,2487,1.83,1.5,79540070,71231000,8026000,100343304
2455153.exe,105535921,2820109,76771825,589588,77695623,538839,494949,2504669,229264005,525585,103772766,52,12008,369194934,1867,1.63,1.34,70940930,62446000,8057000,91097878
2507278.exe,110366156,2913470,77761589,699688,77765631,586831,508959,2628132,237693459,573995,110278161,202,18406,378830153,2819,1.7,1.4,72536379,63186000,9026000,93240494
2551095.exe,317103732,2815069,196297559,1314473,192836921,1386343,567827,3160714,503041620,676226,312042884,232,15339,951831370,2002,3.73,3.11,148421108,134051000,14005000,169284741
2596867.exe,107934631,2773909,78048958,501320,77701245,584431,478826,2475657,224916344,581753,105821916,251,11638,364905845,1887,1.59,1.31,68562216,60273000,8036000,89254279
2629074.exe,317014299,2647285,197560444,1307503,194604724,1415989,553166,3135764,498725571,670798,306113143,180845,16984,945419315,1882,3.58,2.98,149583198,147254000,2003000,170502592
2685390.exe,113526040,3297186,79140182,831503,76214211,886299,893118,3056908,268133319,761464,110405622,5784,22193,393090684,2879,1.86,1.53,82113668,77753000,4039000,101953682
2947180.exe,107599449,2869390,78083222,560841,78354032,513395,492597,2527228,227944256,560760,105995092,174,11342,367111705,1959,1.61,1.32,70061814,63771000,5978000,90744598
2947894.exe,104602523,2861878,75612178,866220,77565621,752513,489961,2509412,233068475,555572,105629417,103027,15072,361420480,1959,1.65,1.36,71009057,62782000,7972000,91189326
2960949.exe,109788967,2777380,78275945,742538,77902971,738683,512275,2488947,238353146,528740,106854392,86015,80426,376451468,1962,1.75,1.46,70527460,65212000,5016000,90939227
3086125.exe,155410363,10546707,115021686,5791975,115652561,5798265,2062526,8361205,713872160,3507849,158050440,39302,49866,524238587,3398,4.78,3.91,212021161,202688000,8986000,232213627
3128348.exe,315770132,2687685,195078229,1312608,192662660,1285105,602472,3138939,501294596,644117,313791833,24810,45629,948793148,1858,3.61,3.02,147236045,140862000,6036000,167913582
3569069.exe,202242669,11803117,166848784,770862,165660918,885820,4856355,11165820,743732979,1687576,198903509,549,196066,829149357,60165,5.32,4.37,221605728,126614000,94711000,241245979
3705374.exe,117293855,3905959,80766785,872977,76664017,934823,823647,3711620,287873646,840396,115248715,298,24309,412154137,2523,2.02,1.66,87953719,81609000,6045000,108448117
378160.exe,315733773,3512526,196255849,1685314,196297272,1577097,880534,3375756,550225248,844805,316144636,209,19628,948717241,2866,4.09,3.42,162919142,157634000,5020000,182750421
3974425.exe,111554779,3287094,77759623,876186,76332239,849361,808078,3019000,260816153,798229,112439778,63,17280,388457241,2682,1.83,1.5,79811184,72559000,6957000,100197811
3982997.exe,106410031,2860305,76965969,605538,77572611,493872,507680,2521008,229672389,554832,105144609,94,11880,368992399,2057,1.62,1.33,70955183,62576000,8074000,91284800
3993006.exe,311491198,2741874,193168777,1231629,192243473,1203823,563101,3042741,503525508,621073,319044553,2274,27023,943005666,1953,3.65,3.05,147617261,143316000,4008000,168458084
4053780.exe,105174042,2943694,75405258,846905,77380766,714135,489756,2534168,236584829,544528,107244270,185139,11523,367519908,1959,1.64,1.34,72051139,66112000,5008000,93679151
4162488.exe,112789989,3299241,78346648,1101596,76366723,1222614,737271,3009711,267054760,766077,110909753,62287,27908,387808105,2683,1.89,1.55,82141828,73749000,8082000,102813140
4289964.exe,129362349,4812395,93027665,1480618,93575329,1450137,1318919,3759148,368400406,1203570,129683529,3878,28127,444617704,3721,2.55,2.08,111636499,98380000,12918000,132016728
4313052.exe,110797171,3331209,77415199,873938,76312819,863222,848614,3021673,261746854,784356,111505587,53,18434,387379256,2685,1.86,1.52,80973332,67891000,12791000,102219318
4387633.exe,106825446,2907452,77281455,559317,78116393,545997,512208,2540736,226333622,627131,104651106,459,20216,362089835,2347,1.6,1.32,70510725,65164000,5012000,91140567
4619197.exe,306813797,3029942,196773677,969354,198247731,995614,545394,2941296,506119953,636126,307172422,1187,20467,918859580,2069,3.56,2.94,153517628,143096000,9937000,175503186
470433.exe,380852624,7897337,249598391,1230667,253894344,1223682,2735611,6648211,986732177,1602841,388108554,30412,55153,1227010955,8569,7.0,5.76,292119468,271770000,19983000,313327391
4772895.exe,324972001,3230848,209471892,1350289,207536065,1321915,721567,3267893,544062046,774721,315635745,1118,26741,977817700,3321,3.96,3.28,163594019,152177000,11012000,184314591
5140609.exe,314338635,2773496,195307407,1239282,193972455,1288634,596551,3131994,507900635,665554,311559734,146,45950,947762492,1957,3.67,3.07,149626209,141359000,8020000,169854717
5162419.exe,114721378,2808180,82111382,690467,81038075,666399,567127,2772360,251659721,649954,112626423,80,18237,403309512,2429,1.77,1.46,76254051,69924000,5993000,96624484
5331185.exe,111223858,3295974,77706887,799908,75856141,860384,802069,2939971,273900380,687703,114522170,46261,18259,388766255,2688,1.94,1.59,84334895,78056000,6004000,104466839
5381024.exe,109856882,2744788,78174075,572175,76196699,659394,486501,2479267,233138575,553704,106138788,36,11253,375343523,1868,1.66,1.38,68623985,61404000,6932000,89483700
5425747.exe,112907833,2856255,77689431,825038,77813639,829927,527933,2573822,242443102,536125,112339218,333,11124,383931002,1958,1.74,1.45,71290947,65972000,4997000,91341847
5745274.exe,317274513,2723570,198442292,1138976,194940918,1260553,561312,3126446,497734724,739562,303921568,139,17604,939127115,2151,3.63,3.02,149987769,144696000,5024000,170254158
5895782.exe,315765213,3493047,197465925,1338065,195338215,1316801,862927,3457375,540644075,803620,314133744,84,23072,948829032,2672,3.97,3.29,163169682,149821000,12984000,184089553
5940700.exe,109958552,2846807,77968369,714527,77394568,729554,503569,2527160,239905843,516449,106094180,24,10897,377870333,1963,1.71,1.42,70364747,62071000,8009000,91192891
