file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
2073081.exe,801793040,14211514,425335692,15854916,423729438,15777413,1833739,4977213,1551047165,630940,795661578,517,134470,2931770075,24770,11.19,9.35,458062664,413798000,43978000,478402012
2075190.exe,939542489,31939780,378165489,9007223,379429790,8785305,4117836,11404376,1642943485,2413238,940163982,611,204328,2858702850,41096,11.9,9.93,484889841,416560000,68091000,505130519
2185872.exe,237558981,9259344,147855082,1187115,146394557,1169619,2639182,4194395,642239618,1085807,237021608,339,203686,849136855,40943,4.53,3.72,192246315,98977000,92978000,213554604
2215057.exe,191263843,4828364,117208392,1110462,117724363,1100748,1287070,2183646,446797620,457551,186518311,223,107564,663057858,20539,3.11,2.55,134672735,88297000,46155000,155163135
2227301.exe,144481130,6593418,64807713,1079958,63317919,1063569,1393138,2425092,447228394,394256,144005997,178,94587,533797273,20592,3.05,2.49,134918461,94761000,39899000,155568363
2311600.exe,171927421,9465328,84628715,352180,87323738,356614,2699239,4336932,628572166,964032,172890873,156,194328,712970093,40943,4.42,3.62,188230666,98433000,89393000,208688766
2431362.exe,268971298,6704669,166578371,3371362,166265108,3385718,1384540,2471598,469721560,532463,276085711,175,89454,894373863,20592,3.41,2.83,141245648,104193000,36715000,162150825
2526947.exe,142830685,6566989,66716309,1010473,66430868,1037068,1374942,2367799,413493532,439301,140883475,1,124297,506453640,20590,2.86,2.34,125215409,89945000,34978000,145828885
2549795.exe,807335752,22039500,441209637,15440482,441467027,15378803,2943113,7167835,1576363944,891985,808188669,362,203988,2868323934,41171,11.68,9.77,467574044,396209000,71037000,488166589
2683118.exe,237991256,9241645,147232230,1124537,145613009,1145251,2736744,4487398,568407663,1128825,237697197,355,259127,832095085,40959,4.11,3.38,170394867,79025000,91029000,191324438
2765763.exe,131648569,4869758,74428708,1095659,72810674,1112198,1306923,2194187,447612300,701862,130930256,162,94300,566803027,20530,3.09,2.53,135859181,87399000,48220000,156904552
2777266.exe,142651626,6894752,64085650,1017474,64907073,992199,1372709,2344311,344697976,447360,143481060,270,103387,527826229,20591,2.47,2.03,104583710,64192000,40120000,124907549
2783713.exe,743111722,14858967,370886449,3769279,370831521,3778701,3180514,6455196,1279658286,1061350,737732660,374,249743,2669777340,50082,9.44,7.91,378210734,296661000,81180000,398732716
279171.exe,141624690,4739760,73412832,245902,73002769,242333,1595857,2544496,463623081,595151,142391659,296,116824,650983111,24558,3.13,2.55,140095562,98485000,41203000,160723917
2954072.exe,163175683,6601592,87211459,1013253,86871763,1030364,1416144,2464137,422225101,465345,163627684,137,112325,587302454,20592,2.92,2.4,126850795,88936000,37550000,148429118
2997233.exe,214876038,7236771,132210818,1120893,132508437,1131301,2644924,4205750,572429977,1058897,213238340,352,199438,725678496,45687,4.01,3.31,171499083,103161000,68106000,192059296
3054058.exe,144007523,6494390,66710799,1009769,65523951,1046069,1383391,2355052,373371650,449131,145406824,157,93530,553673443,20591,2.64,2.17,111065456,74751000,35880000,131266702
