@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
251873476,297629,155174762,705111,155110901,696011,101262,748524,513114781,1504511,252539465,210,305303,767027592,128,3.55,2.96,150028009,124900000,24980000,170838436,0
98699973,510475,65973463,580325,65319811,572651,294119,800135,322315366,1447774,98131111,352,410279,341129069,1891,2.18,1.8,97234926,69035000,28014000,117507106,0
249890275,298933,154789669,900292,154503176,905204,113799,808875,514098468,1744907,250397532,192,460461,770569106,128,3.53,2.92,153986506,117807000,35941000,174177541,0
252674305,294572,155615885,709336,155266789,704011,107840,778057,510554190,1634376,252992412,44,294255,768586628,128,3.52,2.92,153088712,128801000,23963000,173620231,0
100904615,251911,66170754,661072,65891377,659228,80898,533372,308239602,1400310,101203626,62,412820,344021760,134,2.08,1.71,94587960,64492000,29765000,115815994,0
252248760,308625,155566915,697227,155371085,696035,105406,760946,512309299,1612965,252998344,163,236262,770194447,127,3.56,2.97,149849352,117689000,31915000,169119673,0
248748974,327531,154513567,905212,154411204,907944,110276,805509,516654205,1561828,251106874,256,461824,767659626,130,3.53,2.93,153734102,125399000,28089000,173849682,0
251599697,332109,155121954,763812,155195608,761811,103193,765072,514631507,1381073,254036120,3470,268279,770957066,129,3.63,3.03,150786202,124533000,25902000,170993228,0
254761410,357504,154625283,700482,152461025,702578,122918,806820,494560073,1469684,260398145,61,74942,781683465,322,3.38,2.81,145068256,123905000,20984000,165300040,0
68691385,208690,45381707,314810,45983105,320432,51335,326853,110115453,19367,70344963,122,4555,241382318,135,0.76,0.62,34523419,32356000,1960000,54582130,0
252621176,305085,155516157,732181,155198438,731672,104930,775825,503989923,1578270,253186297,48,135940,769721909,128,3.48,2.88,151223666,115005000,36001000,171668737,0
69148333,196614,45580624,209356,45480883,209709,48761,294319,107880805,17202,70682217,1,3101,246771335,134,0.78,0.65,31429554,29198000,2013000,51723022,0
69075313,197643,45053531,209910,45600020,207686,48787,300152,106163258,17366,69648954,32,3980,239686304,136,0.73,0.6,34746662,34424000,0,54865995,0
250582304,285251,155004917,1000382,155006169,1000648,106063,797212,513083988,1478236,250778228,140,500331,770649476,127,3.53,2.93,154082104,123581000,30141000,174822811,0
251562011,262189,155089123,908565,154521884,907090,110662,834049,515961278,1271496,250013509,214,518062,770518703,128,3.58,2.96,155388389,124152000,31038000,176110056,0
68906051,218003,45963138,215597,45255378,216005,49345,293226,106943965,14248,70090321,0,3090,246004817,135,0.77,0.64,31376321,30162000,1005000,50983782,0
252845562,319100,155915276,858920,155876849,861790,108831,820491,520130460,1629651,253444668,140,411553,771717844,129,3.6,2.98,155816582,120674000,34905000,175780090,0
247885201,329128,154430479,905975,154496507,907510,109935,775309,519418191,1545127,250573593,3,507767,765664388,128,3.61,3.01,152758759,124441000,28099000,172673461,0
67022395,227769,45384156,217392,45964150,217484,56291,330033,107879508,16772,69681867,192,4397,240528892,134,0.74,0.6,34230588,32920000,997000,54846342,0
252733445,299611,155668466,707339,155266120,711698,111355,827883,509682228,1440197,253529451,254,270012,773213234,127,3.56,2.95,154125267,119963000,33989000,175603533,0
93671884,256260,62000271,457973,62414670,456631,78736,536156,301030866,1833654,94237254,258,290626,323058317,131,2.08,1.72,91716965,61650000,29830000,112560520,0
251908347,308309,155851348,694081,155724359,696265,102203,782458,491584864,1391403,252534855,132,18959,769940254,128,3.4,2.82,147110216,130837000,15980000,167248362,0
70622402,188768,45877442,209349,45373496,209927,48015,293169,105923812,18197,69797018,2,3110,245604851,133,0.78,0.65,31068436,29880000,1030000,51085106,0
69241767,215188,45739239,257689,45377492,258457,48909,296494,108376480,18391,70178384,4,3349,245952893,134,0.78,0.65,31658490,29356000,2024000,52123556,0
68745897,219999,45600570,234606,44992870,236214,47982,297481,106674219,15027,69524922,5,2918,245413733,134,0.75,0.62,31497164,29313000,2021000,52289367,0
251845729,320135,155628632,698131,155444380,698133,108372,778906,509924697,1250478,253145505,7,308997,769821182,129,3.53,2.93,153565036,114538000,38843000,174025453,0
252882723,289562,155177444,727166,155002418,719649,98166,767415,511689906,1284167,253232157,184,296593,770336649,129,3.56,2.96,149613220,122378000,27083000,169694016,0
252946013,282932,155517797,704245,155308917,703957,104559,767814,510948674,1626723,253092853,30,308629,769520520,127,3.58,2.97,152462136,126198000,26040000,172294988,0
254198677,271851,155698178,708344,155176368,708208,108702,800396,513048391,1718380,253233174,2,309616,772688582,128,3.6,2.98,155617476,123344000,32089000,175718532,0
252463030,299122,155897463,695482,156545240,700611,121718,776069,497828783,1508132,252802467,41,11019,771510687,127,3.44,2.86,148238018,121691000,25934000,168602394,0
252314171,285615,155341973,649367,155179801,649796,106964,776828,515452740,1624149,253341366,1,311101,771896890,129,3.59,2.98,154006562,118788000,34937000,173558384,0
256375075,312184,156886659,709802,156407448,706262,117094,793858,501062599,1300974,250366431,44,277871,773200750,323,3.53,2.93,151067130,118807000,31948000,171150237,0
69948859,183015,45583923,214265,45704057,218389,52365,321764,106177282,22592,69335210,136,4351,243259699,136,0.75,0.61,34661341,31438000,3042000,54378727,0
253760585,283036,155551575,709665,155200984,702934,104690,778361,511139022,1608540,253889135,86,350274,774613927,127,3.57,2.96,153642396,127339000,26069000,173120229,0
69597843,181769,45294451,176484,45604757,172145,50145,296909,104409197,21450,69433434,60,4378,242495313,135,0.72,0.59,34150492,30970000,2997000,54668248,0
228284800,250181,139766045,467838,138992975,466758,104303,619884,323341313,40213,227333994,0,10575,693828760,324,2.3,1.9,98649137,96297000,2006000,119471247,0
249470400,292980,154595277,901467,154495599,902726,103573,794997,522773441,1625579,250345299,9,515353,766686503,127,3.62,3.02,152756649,123505000,29119000,173068274,0
251577332,249843,154574875,806535,154081014,805766,103308,775791,510224600,1263793,251047869,8,507392,770446325,129,3.64,3.04,150874246,125782000,24760000,171749051,0
228505801,249242,138582238,490488,138648600,489238,103113,589384,325944338,40226,228741626,27,8552,688156953,327,2.34,1.95,95719527,92448000,3014000,115465202,0
68548795,190501,45353968,211517,45817369,208610,50286,299130,105814148,17908,69546852,26,4223,239312223,133,0.74,0.61,33692812,32476000,1014000,53083852,0
70465373,173171,45312881,233290,44942762,233060,48495,294512,106041712,19120,70225571,14,3232,246274092,135,0.75,0.63,31286144,30039000,1001000,51121350,0
249436109,296395,154676802,902291,154552258,913194,104864,772519,517608266,1534777,250751524,113,453738,768972902,129,3.57,2.97,150733459,119437000,31113000,171165790,0
252793557,310997,155695276,798170,155942375,794264,104317,752125,494550739,1574669,252770702,50,121057,771038206,127,3.42,2.84,148717586,118324000,30082000,169716271,0
247196325,314830,154202438,917086,154149295,925072,109379,782982,512988750,1489341,248355590,89,511968,764215461,126,3.56,2.95,154166911,125111000,28795000,174721123,0
71513315,238809,47331014,373397,47149097,372187,53772,314956,122525323,15513,73751795,30,4388,262258010,138,0.84,0.68,39545514,36341000,2946000,59466835,0
253515632,264728,155093645,731257,154887596,731541,105773,779939,513428064,1730274,253788359,6,293930,771453554,129,3.66,3.06,152278828,122151000,29792000,173174229,0
68907262,209950,45553131,211499,45953297,207952,46648,302847,105743448,17686,69942649,30,4361,242736037,136,0.73,0.59,34835184,31611000,2963000,55981042,0
69508065,212932,45886333,209460,45301247,211237,48701,294600,108075966,16259,70334582,7,3105,247607313,135,0.79,0.66,31717171,29356000,2024000,51995660,0
251418617,299709,155057307,708465,155130668,707292,104507,774273,512791258,1445398,253711650,29,304754,766844503,126,3.61,3.01,150877828,121615000,28908000,170937196,0
94302431,261901,62595183,505952,62682192,503586,74636,526336,300206985,1438776,94587406,2203,297195,326841777,133,2.09,1.72,91740448,67587000,23854000,112174455,0
252380484,291376,155390867,705572,155327034,699898,107177,762884,498447341,1338936,252655039,27,91503,768821742,128,3.44,2.85,149569135,120354000,28845000,169955949,0
249973299,319305,154900593,927900,154707680,928464,127273,786787,515928375,1617428,251381629,130,452602,771260861,130,3.58,2.99,150825259,127469000,22904000,171442199,0
242762421,269607,150634879,807945,150185443,808197,114155,809444,520824645,1432874,241107182,311526,414615,743117111,129,3.59,2.97,156804725,113376000,43143000,177793600,0
250864638,290991,154857610,901934,154701099,901215,110629,788012,511251224,1529326,250191777,8,456206,769288235,130,3.59,2.97,154143469,119949000,33985000,173557169,0
249363097,287284,154283718,852173,154298497,849021,100790,758715,509701036,1621408,250409723,45,400851,769905774,129,3.61,3.01,150116756,123634000,26134000,170996048,0
253964234,257583,155820770,713393,155241462,714660,113352,822147,517056361,1622322,252827410,67,312116,772661478,129,3.67,3.04,156601409,126240000,30057000,177349541,0
252578423,290966,155853186,712401,155474159,711582,108879,823123,523241675,1334612,252505088,259757,307597,770345420,128,3.67,3.05,157167846,133880000,22979000,177775628,0
96495028,260183,63324508,563422,63493534,557184,75489,531031,303352592,1422656,96042934,70,405588,329612069,135,2.11,1.75,91835726,62357000,29167000,112560026,0
251253500,320318,154907040,697376,155326662,691306,99083,741780,511317840,1449747,252737765,47,294901,767369807,128,3.6,3.0,149657500,123496000,25894000,170235963,0
92131913,270870,62099092,504135,62096825,503105,76190,523239,292319124,1255685,92047858,339,250578,318263220,133,2.02,1.67,89311558,65052000,24019000,109398192,0
251836467,329420,155687676,709642,155559557,706260,104499,783911,510278303,1564168,253213613,92,311221,769617001,128,3.57,2.96,152999932,120597000,32159000,174170442,0
252473900,288238,155310915,698000,155261299,696579,109552,810277,516383684,1718220,253475288,34,280020,771714496,127,3.6,2.95,160816646,135360000,25066000,182942782,0
94285261,262810,62586998,455439,62755810,461655,81292,555546,296629122,1446608,94153272,469,295045,323036785,134,2.07,1.71,89486023,63420000,25764000,110809908,0
69355701,195784,45148532,209876,45494828,206117,48247,298105,105236541,18726,69628836,35,4293,240901927,136,0.75,0.61,34444283,34274000,0,54686776,0
252327954,327779,155931615,703362,155543651,705562,138767,817781,519974154,1748555,253463591,11,296470,773561745,127,3.6,2.98,154627258,124758000,28944000,175103749,0
251323368,263453,155673873,911717,155127892,912523,109989,824733,517548187,1533122,249697186,1,494158,770645776,127,3.63,3.01,156298129,133060000,23010000,176922525,0
67465453,221051,45258437,169537,45842672,165901,53456,312765,106783498,19776,70511522,40,4063,243816307,135,0.75,0.61,34408056,33128000,1003000,54996155,0
252275175,306856,155521260,758585,155226449,753704,105440,799132,510447350,1440342,253576746,31,307545,771350772,128,3.58,2.97,153829957,123708000,29929000,173875056,0
253125983,325804,155780942,810740,155837316,811414,129262,792141,519824057,1598139,253380497,1,296060,770130264,129,3.77,3.17,153027467,128618000,24115000,173325505,0
1259745,193146,6845558,248457,6886424,244624,91953,716440,472529575,23929,1161389,0,5787,76266582,132,3.38,2.82,141818350,140512000,1003000,162815134,1
71483673,451489,130211541,459245,130282344,450643,220844,1788002,1390671944,62372,71532220,263,21049,1641017726,127,9.05,7.41,412288685,409934000,1999000,432766983,1
494795,89529,3453452,90985,3602726,96349,44138,318702,142999253,14813,831421,18,1921,85262443,133,0.99,0.81,45378620,45037000,0,65369263,1
5169781,595476,211774911,568143,211606558,556446,273432,2237168,1755781681,66055,4423007,373,23558,1998557747,129,10.97,8.93,517589267,517367000,0,538543645,1
607624,94522,2610948,84463,2609164,83391,41503,231430,77256296,8937,290533,16,2006,63943475,132,0.5,0.4,25780935,23423000,2036000,46137816,1
918102,124636,6561295,165288,6398085,154203,55412,372716,209706040,16353,880412,149,3901,122400255,131,1.43,1.17,64689084,63525000,1008000,84312916,1
908739,128464,3603231,117827,3599134,111043,56350,383079,212474797,13404,865730,43,3706,145783963,128,1.48,1.22,65929690,64716000,1011000,86669801,1
2038271,225032,6877772,239112,6947036,233616,94320,701290,455912061,21433,1408911,240,7172,70154703,132,3.19,2.65,136834739,134624000,1979000,157280754,1
5206077,599137,211720186,558857,211702410,557039,271896,2228059,1756482455,65401,4331917,315,23310,1997723324,128,11.0,8.97,514849759,514554000,0,534409096,1
1427026,152835,4652081,152399,4590187,158366,40755,263051,134589944,4666,330046,29,2648,83258025,133,0.92,0.76,39196483,37958000,998000,58978325,1
685942,105639,4381885,137598,4365188,141288,36768,253254,93580618,10697,337280,0,1272,59898477,132,0.64,0.52,30510749,29267000,1009000,51307110,1
1344179,158786,3425538,109685,3349048,108833,49940,376779,199676121,10916,858970,159,4113,110939338,129,1.35,1.1,61894214,59615000,2020000,82972392,1
5265176,357998,108176866,360538,108176917,364717,160135,1327178,944263992,35972,5138765,0,11533,1106691585,129,5.89,4.79,280971426,278835000,1991000,300805406,1
1065490,160294,3623016,124142,3356657,117634,55497,420449,264171032,15036,1011315,141,4623,49189880,130,1.93,1.62,77570121,76294000,990000,97928401,1
1411355,122230,4882848,130578,4814996,136712,37824,344431,203763157,9073,753204,24,3606,119527738,62,1.36,1.12,63262421,63010000,0,83255567,1
7433037,650076,84983670,4743305,84960327,4749927,310369,1814821,1306886776,90161,7408549,176,23124,434737668,1810,9.44,7.9,387802744,382468000,5006000,408517688,1
10463195,619968,218649868,639473,218627948,627769,301650,2575217,1959151755,80574,10716875,280,26245,2334497995,131,12.57,10.29,574353580,572962000,999000,595013972,1
907478,105828,5532648,159970,5427101,170940,49918,390414,209621570,18165,858861,36,3658,123675575,131,1.43,1.19,61943479,59674000,1989000,82465892,1
926113,130956,3667721,125732,3474473,117874,59449,391484,209903685,17467,895143,45,3693,110880453,132,1.44,1.19,64409418,63179000,1002000,84989726,1
966657,108472,3435010,117101,3564175,112717,54361,387981,223522891,18592,879202,179,4036,127182512,128,1.58,1.32,66031831,63690000,1990000,86929155,1
3328763,369898,107657000,354266,107470553,348990,168022,1340356,1021433627,43048,2955021,200,14352,1127509968,133,6.52,5.32,304519136,302078000,2000000,324558625,1
703268,123722,3507958,96572,3332223,96021,42288,305702,143634983,8732,413977,118,2012,83211870,131,1.01,0.84,42256661,41999000,0,62333408,1
588575,80605,4913468,150345,4922460,169219,36208,248927,83570965,11632,331808,0,1163,85790966,130,0.57,0.46,27546497,26235000,1009000,47745719,1
1385236,173188,3689279,130590,3482941,121538,59297,436272,260086583,15276,975669,19,4250,142256176,134,1.83,1.51,79223717,76946000,1972000,100090988,1
978629,133940,3430139,93071,3290474,96418,47528,318714,145272024,9077,491227,33,1722,83907827,132,1.05,0.88,42165240,39762000,1988000,60794520,1
107700214,419047,156401446,9034632,156594763,9040651,211777,1655023,1300419457,56724,106836983,223,20003,1929971169,132,8.72,7.2,380846798,379555000,1001000,401848834,1
4443215,104875,12552594,224601,12581665,231347,42467,300102,129705323,10667,3921494,0,1746,112546286,131,0.91,0.74,42500399,42303000,0,63123163,1
1560562,175483,3727949,121083,3379295,111650,53397,386706,210318646,13237,1220966,65,4133,112180648,128,1.41,1.15,65456066,64157000,1002000,86867852,1
1624555,189736,4873874,191546,4939162,197815,65980,485562,284939662,10343,762692,40,3425,48754044,128,2.05,1.72,83230383,82052000,1000000,103855107,1
1778719,115545,5367899,121577,5335965,134010,38443,273453,107989091,10000,1452385,79,2971,88095903,132,0.76,0.63,34153524,32835000,995000,54638795,1
4407322,371550,119229643,693300,119237336,702038,166650,1403386,1053365502,39751,4544689,113,13796,1161814210,133,6.73,5.51,308612211,308346000,0,329455320,1
1086050,127931,3468919,77674,3195195,74344,36460,234663,111444399,9033,599385,37,2620,92531883,128,0.77,0.63,36223745,33999000,1942000,56551669,1
2416624,273027,55998422,219278,55015261,223418,113416,844637,606572381,26252,2284874,160,8286,644038751,133,3.89,3.17,180727750,180319000,0,200860641,1
626683,101787,4657014,143640,4594287,148211,32874,205547,71721980,7236,449678,31,2081,62172547,128,0.49,0.39,24228995,23077000,1003000,44438704,1
1096535,147061,3681471,119791,3673954,119457,55061,383146,217298584,11356,569417,35,3968,142263516,132,1.46,1.19,67026393,65780000,996000,86388727,1
578528,104862,5810554,651268,5826442,655953,37635,261498,95631768,9657,605924,5,1338,68989283,132,0.66,0.53,31645750,28512000,2949000,52291485,1
1738964,200195,5484178,187894,6049540,207262,93513,810139,434729401,25557,2866684,189,6145,240859130,136,3.07,2.55,129210342,127869000,998000,149969419,1
69093606,408322,124789970,437009,124821798,429809,203962,1742689,1327201562,59912,69533448,130,17780,1391229276,133,8.69,7.12,394982108,392538000,1997000,415076908,1
398027,72049,3149977,78768,3310915,78329,36684,252999,83363858,13415,634513,0,1171,84166532,131,0.58,0.47,27891031,25588000,1968000,48687698,1
935379,120665,3510850,116326,3564725,108682,51964,378720,206704431,15595,1006269,56,3649,111736450,137,1.43,1.17,65672290,64433000,1006000,85924261,1
690852,109885,4888853,78415,4856907,78611,30976,205561,75589860,6361,268682,34,2022,74919446,128,0.5,0.4,24975148,23664000,986000,46088636,1
645059,81233,2660518,72215,2343442,64801,29780,195773,70846189,14009,603782,23,1990,59686711,130,0.51,0.43,21097650,20855000,0,40646469,1
711284,127664,3512273,84045,3265054,78949,36356,248104,123076788,9641,619459,35,2598,91723115,131,0.89,0.75,36058213,34894000,996000,55853114,1
1272135,151858,3494739,80654,3224845,75625,35697,243501,124450827,7685,611416,31,2521,98155626,133,0.92,0.77,36375693,34163000,2009000,56894957,1
1644814,179882,3716824,127423,3486319,124151,59459,434890,256441874,13916,1005455,23,4681,181068453,134,1.81,1.5,78249822,76059000,1975000,97781882,1
718133,87421,4325571,81858,4272314,77330,42057,276146,115122790,16709,889959,31,2575,64990872,133,0.83,0.7,34093559,31699000,1981000,54491991,1
1264765,154307,3658443,123109,3583257,122927,56813,434667,226775385,12921,703526,81,3514,135736945,131,1.57,1.29,69809250,67712000,1962000,90035897,1
764769,120632,3335499,74979,3430392,80945,36957,260461,109667212,9152,688433,30,1552,83577288,132,0.76,0.63,32063284,28932000,2893000,52571587,1
1524982,179361,3684866,121732,3607517,113709,51050,374223,228043821,10088,798395,111,4682,135436187,132,1.57,1.3,66862873,63577000,2980000,87325174,1
8723300,564695,8988299,261776,10447328,267196,349272,1295532,722404239,125660,11016385,16,22791,125561580,4040,5.19,4.34,214031799,206757000,6991000,234600519,1
1402733,147095,2599043,78282,2362815,64715,30260,193447,70694212,6249,597068,14,2105,52383464,133,0.49,0.4,23241982,21013000,2001000,43576965,1
937873,116525,3463203,118020,3580189,118088,54872,418402,222982419,19849,798119,0,2844,136121694,132,1.6,1.32,69006004,65689000,2985000,89341462,1
1584191,188125,54099425,182454,53992547,178222,82412,663530,451156391,26646,1417015,130,7256,590839712,130,2.94,2.39,136455089,134237000,2003000,157482996,1
7900353,467250,113410862,376755,112559088,370353,179829,1533630,1156456141,55351,7832427,3089,21047,1308490352,133,7.5,6.14,342076811,340778000,996000,362997592,1
717732,121084,7166921,156539,7045008,153009,35855,242051,113737675,10521,597135,26,2557,116728541,131,0.78,0.63,36241021,35015000,1000000,55994079,1
1389363,157760,3592818,121263,3577975,122071,58712,437344,225733103,11653,654287,27,3039,130249681,131,1.55,1.27,69046597,66843000,1965000,89641839,1
1680111,183634,3597305,120965,3580700,120469,54204,392735,221672084,7634,586106,135,3833,144063533,132,1.53,1.26,68602739,67366000,1005000,88990491,1
35326263,162758,55612999,172969,55680909,174559,81913,670554,414042698,26115,35503928,40,5449,313389987,133,2.91,2.41,126015012,123748000,1979000,146708338,1
685167,89639,3452788,84375,3511483,82017,50421,274051,119562333,14704,1228101,31,2566,94335430,129,0.83,0.69,35147890,31794000,2890000,55850628,1
5068270,587377,211339721,537827,211586568,550787,278991,2257752,1777141922,67261,5307901,169,23106,2008490555,131,11.32,9.23,525713756,525233000,0,546106395,1
4716736,558579,211070362,549538,211197148,541406,255071,2216443,1741021065,71252,4635417,289,23554,1975625953,134,11.25,9.2,512190961,510898000,999000,532498063,1
1062238,148091,3397821,113044,3542625,115503,54345,390907,202761612,13519,863637,1,2527,137961597,128,1.46,1.22,59195802,57004000,1965000,79729111,1
1724470,232662,4019341,178447,3674125,173324,85732,657138,456899278,22287,1676922,20,6538,61419883,133,3.28,2.74,133778344,133400000,0,154828092,1
3097482,168991,6070637,179422,6012213,188824,64423,493755,292817662,16301,2820085,27,4804,50979686,128,2.1,1.75,89195869,87930000,999000,109202030,1
34455565,537595,124158053,2282979,124289403,2288528,255527,2185107,1733493460,67825,34645642,125,23051,1217911571,131,11.76,9.73,507378217,505045000,2000000,526893364,1
648850,122176,3326320,105331,3323847,105297,51181,388680,209318421,14259,961134,24,3603,111018640,133,1.5,1.25,61298736,60054000,1000000,82035347,1
582658,107170,4999568,151184,4973229,166908,34919,203368,86308753,6333,229920,36,1978,85327256,134,0.6,0.5,24891082,24635000,0,45132126,1
1647522,176087,3382082,101687,3355042,99532,50037,364036,204620127,10096,924421,25,3735,117357048,132,1.44,1.18,63808966,63506000,0,83907220,1
883945,113546,3419349,103103,3403428,105183,52847,377108,198969064,15783,894027,71,3740,103518591,128,1.35,1.11,61721511,61586000,0,83631390,1
8812805,96925,1996160,63471,1776258,66442,30018,195102,63479437,8213,8885518,38,2002,50993178,133,0.45,0.38,18549604,18354000,0,38237194,1
10133945,777816,7840964,115957,7964035,117623,217562,728410,130256212,105449,11782426,2,19067,118653663,3859,0.93,0.76,42061860,31609000,10196000,61866407,1
1074867,162870,3549459,106068,3681390,112823,69146,415799,202474630,14158,1056238,49,2818,134780846,132,1.47,1.23,59638682,57200000,1972000,79810416,1
2857760,293205,4249117,276362,4416785,282463,168502,1144683,816439868,33361,3131281,38,10017,102998909,132,5.8,4.83,241903073,240317000,997000,262153309,1
918024,125787,3568079,118149,3566370,116342,51523,383419,226189263,14010,613339,20,3760,128871302,130,1.59,1.33,66314977,64971000,999000,87661376,1
1323960,160119,3597594,107097,3367454,103648,49245,366914,208760933,12723,873286,32,3701,110227749,128,1.42,1.16,64434798,63201000,1003000,84616282,1
6169757,680326,211775064,627236,211785229,616364,310175,2550373,1951275061,77066,5555163,145,25541,2228499914,328,12.4,10.12,573494227,572147000,1000000,594618212,1
2289824,277397,4257579,264996,4235408,261081,129447,1048386,739162991,32882,2216254,193,10565,99004071,134,5.3,4.44,216599348,216185000,0,237058216,1
1025244,133957,3414781,104217,3339635,100860,50704,379187,200165270,12830,834017,60,3734,133352295,133,1.42,1.17,62048808,60899000,998000,82122279,1
698467,104335,3987761,87632,3979247,87286,41097,291427,128612378,10017,373559,0,1740,75701219,133,0.89,0.73,41791646,41625000,0,62639419,1
674728,107062,5839404,150452,5825032,147983,35283,256425,107604181,10639,579847,40,2477,102329232,128,0.74,0.6,34796794,34629000,0,53928051,1
70787160,452293,49523681,1416244,49596982,1388240,75370,375175,127250517,21611,69321748,115,5150,245573632,524,0.88,0.72,41195676,40784000,0,61388087,2
70730582,735314,49670290,1458804,47079512,1406372,125069,473488,136701399,44556,67390901,0,2526,250219128,916,0.92,0.75,43310754,40854000,2042000,64091089,2
72382563,685181,52303559,1103429,51979613,1302200,88459,427145,136095359,35992,65334493,157,7617,246289226,915,0.93,0.78,39455799,38111000,1002000,59861371,2
193088427,1134001,125213999,1687825,122465775,1631525,175626,757107,311170039,36380,200256704,270,7293,630588758,1300,2.2,1.82,94159001,90923000,2997000,114657659,2
193603480,745976,122186159,1665161,121888378,1420905,148744,633135,302591088,59679,193637044,61,6810,578470819,908,2.11,1.76,88810610,86551000,2012000,108017792,2
193169874,545195,118590818,1684086,120918615,1426579,104810,653559,287921930,46543,196776492,231,10814,583210264,1002,2.04,1.69,88206213,82927000,4995000,109558085,2
189792558,438943,118634253,1652888,119938823,1353658,112770,597657,289847666,35414,193804952,247,5978,578286842,522,2.0,1.66,88271494,85068000,3002000,108110420,2
194235815,439622,123525196,1454490,121392598,1413475,108491,574488,284618639,41454,190419997,0,4782,576094447,519,2.07,1.73,84278320,81906000,1973000,104568798,2
81848383,395021,55583154,1361899,55433215,1389075,99030,450777,142341059,28445,82039304,0,2603,270761068,525,0.98,0.81,44335491,41993000,1999000,63505840,2
189597537,447070,121646520,1534708,123053377,1355800,96719,569283,286146757,29582,193203132,212,7024,566753008,519,1.99,1.64,87464294,84208000,3007000,108237765,2
191000386,439161,122695443,1370596,122106237,1419400,106429,568945,285456133,40751,194082453,142,5504,573327000,519,2.0,1.65,86756315,84386000,2009000,107366891,2
201959320,460773,123075148,2050116,124542977,1867309,96051,573885,303115645,43757,209852895,191,8454,590421170,522,2.13,1.78,89076725,85798000,3028000,108879720,2
193883323,465765,119596798,1443169,119605631,1406169,110028,573149,285227289,33913,193970028,0,5273,588262243,521,2.05,1.72,84030227,81644000,1991000,104288160,2
70277702,398803,47331538,1427459,45547599,1676609,78704,356481,128523207,23804,72025310,68,3596,248647165,526,0.92,0.77,37683023,36412000,1011000,58813808,2
357919379,648832,235252438,1939049,234539120,2050722,135151,930795,592961019,46756,353993739,1337,12993,1339427527,539,4.23,3.53,177077321,173749000,2978000,198139288,2
