file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
2992391.exe,305706809,460843,205128473,1299612,205192663,1299183,203931,1214759,823199775,55097,305511495,121,16589,1533416192,1108,5.43,4.45,245439477,241022000,4000000,265975093
3079464.exe,307499745,400691,206163084,1288598,206067377,1286813,232209,1267734,817824864,71793,305204035,186,12701,1540626563,1109,5.38,4.41,243398092,240036000,3000000,263560619
3229339.exe,208190097,546889,312408680,1215692,307320856,1200432,269726,1067639,512631307,120592,205744044,174,16577,1565080525,2081,3.52,2.92,150655681,144215000,6008000,174283958
3370629.exe,309013887,561301,207855330,1304755,207208260,1285266,268501,1307806,826569395,115418,306912565,290,31543,1244259963,2086,5.44,4.45,247745268,240406000,6982000,268210076
3372074.exe,313505878,444130,209233845,1221086,207423257,1207038,282351,1033080,551422574,100624,308530598,252,12795,1466209133,2088,3.77,3.11,164769236,159478000,5015000,185023237
3375350.exe,920865211,1003318,611494840,1610089,607857195,1599762,480324,1904945,1125872621,246727,913357824,281,90823,3270549255,6424,8.6,7.24,334899075,322553000,12020000,355272376
3385679.exe,488493352,51800143,416430255,779610,418738123,806477,5508298,37758572,2215892922,707105,492171740,624,56286,2000373948,5995,16.35,13.16,624692883,614303000,9988000,645819327
3422843.exe,1614789509,1114134,610506453,1752831,612177823,1744619,421141,2439644,1696707835,173346,1602093404,401,49899,4567376829,2956,12.83,10.82,498926906,490562000,7992000,520173220
3424191.exe,304630524,438574,204766603,1288644,204892558,1296110,207600,1260413,828722908,61471,306173562,183,17812,1534054446,1107,5.6,4.62,242564533,238251000,3987000,263398367
3425234.exe,309205981,450021,207480286,1304320,207059923,1291506,320904,1404024,824077014,122915,305603310,189,23560,1444716198,2082,5.55,4.57,243930360,237629000,5990000,264963797
3428138.exe,305509663,418522,204952338,1288225,204981022,1287601,202813,1247223,823663549,60031,305654571,396,16895,1533318750,1107,5.46,4.49,243986641,239805000,3996000,264893033
3523688.exe,410932177,491019,207374647,1300631,207229502,1300045,345576,1461967,835054674,109235,406686511,254,17514,1347149882,2096,5.65,4.67,243786724,238349000,4986000,265254492
3529361.exe,310818596,422781,208558911,1223471,206767072,1207696,284742,1018506,552963867,92350,307401343,217,15568,1450138546,2117,3.83,3.17,165489608,162044000,3000000,186302498
3661212.exe,309342696,441405,207283182,1292456,206993975,1286454,328810,1416525,828751613,109824,305644084,469,21199,1240265345,2085,5.43,4.46,242798312,238491000,4008000,264286985
3663182.exe,308493765,545617,207206594,1311059,207131234,1291113,312686,1374020,825876630,123150,305794663,261,17060,1444893188,2088,5.49,4.51,246101991,241708000,4011000,267736833
3760856.exe,309191969,487954,411193998,1317211,407912634,1299929,319759,1411978,860021190,118474,304948296,145,24151,1744425531,2082,5.86,4.82,256519939,250276000,6006000,276013015
3881005.exe,306721690,417217,205754079,1297452,205872276,1294539,236834,1277891,826525076,69893,306365755,297,11573,1338571686,1107,5.45,4.47,240560242,237311000,2991000,260984096
3883785.exe,208291205,392618,310005072,1189821,308097137,1175348,271141,910969,449120339,89780,204763651,230,16602,1457893501,2082,3.06,2.52,135201950,127893000,6939000,155920231
3994586.exe,210594111,13371754,207658827,219960,204339972,221745,2478591,7060167,576213318,235211,207128081,207,16328,1157571714,2086,4.23,3.4,170138779,164836000,4995000,190694990
4184640.exe,309978146,590635,413351264,1244177,409548198,1235117,289171,1198995,610631990,109028,302883396,78,16488,1761180194,2083,4.16,3.43,184168604,177836000,6028000,204711834
4212368.exe,306946637,398160,306473839,1268838,305829116,1267689,224733,1215130,820596763,71336,304444583,310,14418,1741115737,1110,5.51,4.53,244963813,242760000,2006000,266105249
421866.exe,309425002,810814,310060918,1311420,308591127,1304794,323337,1419816,844451825,133377,307237124,278,28844,1557909629,2083,5.61,4.61,252327858,244822000,7023000,273775770
424396.exe,308762940,752431,310584547,1303441,308779823,1300257,327664,1441395,845092932,127780,307883262,63,20016,1454975336,2081,5.68,4.68,250044518,242521000,6986000,270000365
4448337.exe,307905808,429852,207584302,1289199,206901366,1281925,238488,1259978,821061139,74991,305956387,195,12378,1551743987,1108,5.47,4.49,244443076,241040000,3000000,264684802
4492853.exe,308399247,421558,205769230,1283395,205151917,1283635,238331,1265177,820661585,76430,306604665,137,11772,1339784402,1108,5.46,4.49,243660914,240323000,3004000,263781352
4504170.exe,1118659681,1029571,612823099,1628947,610624805,1634975,473378,2125338,1336208998,181173,1107476542,100,48572,3565876050,4617,9.96,8.38,395967618,382582000,12985000,417071801
4549023.exe,590023602,28591573,306440879,729423,305767667,733982,6990174,15702491,1469169783,2490217,577797516,303,432401,2276093315,98809,10.73,8.81,429044324,279851000,148920000,449747895
4742667.exe,307434541,566901,205748339,1292327,205905944,1283412,255044,1246043,831369520,74999,306926869,42,19997,1538524187,2086,5.52,4.54,247679894,241976000,4999000,268924738
4782128.exe,308387653,505505,208474179,1293777,208313499,1284683,323627,1354856,826737299,113181,305226650,63,22155,1243169239,2090,5.46,4.48,246153055,238943000,6998000,266761372
4828917.exe,417441283,21048553,356624827,700862,358291110,700461,6433495,12194046,1378228168,2856199,413890449,256,370332,2267643179,98764,10.07,8.26,407638175,191140000,216158000,430222745
483031.exe,207527746,13097509,206514868,220349,205404932,222740,2228704,6482146,577780676,225365,203145598,4,18999,1234927630,2087,4.27,3.44,171033545,165730000,5022000,191801015
5172847.exe,308323795,499620,310179919,1285864,308838776,1280883,304395,1363183,825201193,114001,304969948,302,22211,1442084168,2092,5.49,4.51,244893753,238678000,6017000,265438400
5192715.exe,217941620,481556,510173402,1403192,504890860,1388166,284795,1170965,649060800,94343,216874681,62,15176,1673160045,1828,4.37,3.59,194131220,189512000,3989000,214913240
526197.exe,409936641,503209,207214338,1299891,207318166,1289259,333331,1377320,829823679,106154,405203939,60,19219,1444102690,2086,5.53,4.55,245531000,241161000,4002000,266083100
5388267.exe,308230936,526245,207244398,1298519,207019057,1279174,309955,1319990,827081621,125783,305587093,184,22895,1242082301,2094,5.45,4.46,247306053,241028000,6000000,268536557
5391029.exe,301685938,6560509,595295102,723046,593747026,603528,241907,1462214,655146904,164987,301593351,34,9415,1907044823,1107,4.42,3.63,194696853,193237000,1001000,215431049
5402227.exe,306721790,512202,305396782,1347518,304489167,1344910,278536,1533001,1043363771,77123,306268296,54,14078,2046286272,1106,6.93,5.69,309259507,306753000,1998000,330183436
5610753.exe,308355998,389194,206088152,1295261,205667658,1288000,239315,1292199,855684611,77816,305013504,163,12927,1340347215,1110,5.7,4.68,254290724,252845000,1003000,275882851
5748910.exe,307986831,552699,206444100,1293437,206657876,1290925,250097,1284932,819605949,80839,306011214,97,20638,1439509094,2082,5.45,4.47,245298804,243936000,1003000,266961907
5945339.exe,316491740,465985,309233033,1432672,307260366,1415692,300755,1189962,702709081,75660,314370414,1,14143,1562472232,1539,4.75,3.92,208896893,204118000,3982000,230434583
5947083.exe,307017302,394113,206174211,1282017,205416534,1277199,226507,1234968,820659088,85190,305362685,37,13495,1338233504,1105,5.43,4.46,244650627,240253000,4004000,265925602
5949274.exe,309515738,476204,207784004,1308494,206772246,1297344,324169,1417696,854097896,149317,304876395,13,18891,1242852424,2086,5.66,4.64,254600123,247282000,7008000,275553298
5953163.exe,450664947,16046178,303132851,589307,301898323,590251,5880160,9030940,1230265732,2276325,447356120,169,320382,2306477906,98766,8.81,7.25,363663574,216543000,146690000,385248317
5955123.exe,307939475,411482,205753901,1286434,204677252,1281346,222039,1270179,818777389,72258,305936463,61,11920,1339287351,1111,5.5,4.52,244969421,241620000,2995000,264906139
6012416.exe,347353692,15968227,403288794,658354,401896335,662858,5941782,9330423,1017187628,2451671,349284349,25,400983,1915145692,98762,7.44,6.13,300957248,135259000,165317000,321876046
6043669.exe,307554214,402987,306105020,1299976,304925316,1291373,234593,1281280,849054474,67706,305245212,0,11569,1542308644,1107,5.69,4.68,253117851,249660000,3007000,273453330
6062852.exe,308501884,504512,207236408,1308827,206514307,1299452,324555,1373324,826506007,104830,305405663,79,16902,1240877852,2085,5.49,4.5,246501791,242197000,4003000,266630673
6083074.exe,308364681,743918,208857103,1303316,207849799,1294283,264880,1319683,831112745,133724,305912387,79,19346,1244505176,2082,5.55,4.56,247620951,241228000,6005000,268484199
6085360.exe,306826469,416038,206402398,1279178,206035368,1278865,224730,1242406,830559579,72700,306717359,130,11914,1542965893,1104,5.56,4.58,243477023,241211000,2001000,263442858
6086206.exe,1215970761,919840,711621019,1735203,709559131,1725732,490869,2587065,1757658477,175620,1207859888,267,43523,4159247015,2806,12.96,10.9,513677309,509334000,3994000,534697691
6099013.exe,207953512,292679,206241836,1171668,205445600,1168532,141895,725899,412654864,64433,207136086,0,22680,1045764565,2088,2.84,2.34,124927635,120606000,4020000,145543825
6110657.exe,310588551,400090,209010367,1210794,207474542,1189864,268283,938460,497012109,85099,304743445,69,15292,1350974585,2086,3.51,2.91,149750519,142455000,6973000,171127115
6111112.exe,310259243,284531,306685797,2745525,302498568,2705985,175300,783980,454473098,65983,305064593,12,9159,1164161019,1104,3.3,2.74,137854507,134508000,3011000,158792913
6113121.exe,1017241251,559982,607226037,1571796,604825484,1559178,323983,1717463,1179427061,114113,1011342729,136,22772,3151068059,1544,8.82,7.43,348457824,343202000,4988000,370463363
6114549.exe,1119328004,538555,509299999,1449866,507552902,1449117,330337,1958822,1331628377,102551,1107396645,18,26585,3871005960,1305,10.15,8.56,394555039,391137000,3001000,415847766
