nome,slopes,lincoeff
1071,0.02123384616729463,0
1082,0.020152937585038864,0
1084,0.020935278248883343,0
1091,0.021170205364945575,0
1131,0.020708080539040618,0
1132,0.02094399246347415,0
1140,0.021512182165199338,0
1158,0.022912887137512487,0
1190,0.022212074347808912,0
1192,0.020731366183134998,0
1195,0.020989853896100565,0
1197,0.0222963026866334,0
1619,0.021102566182450013,0
1621,0.020463786145849594,0
1628,0.020764912562650506,0
1632,0.021230778884826655,0
1634,0.02131983617328769,0
1635,0.020136263473126515,0
1636,0.022224818446790782,0
1639,0.022367815662653674,0
1640,0.020325642062275537,0
1642,0.020134808694548555,0
1643,0.02013259688163789,0
1666,0.020773496648559122,0
1667,0.021018671740194332,0
1668,0.02072276232891646,0
1669,0.020880620275406988,0
1671,0.02135525356460536,0
1672,0.02227512392233075,0
1674,0.020718418926769688,0
2166,0.02245862538965955,0
2185,0.021481221636258305,0
