@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-psys/' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'power/energy-ram/' real
@attribute 'power/energy-gpu/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
247942432,292538,154194969,632226,154119425,632464,139875,2078034,509285106,114433,249424668,309356,105380,766245745,127,3.36,1.68,1.63,0.08,0.0,137423010,101052000,36018000,151523502,0
93602411,302183,62347209,375858,62342202,366408,166583,1700671,335029731,111528,94007226,40650,205674,328045286,133,2.13,1.03,1.0,0.05,0.0,90391176,64006000,26002000,105226850,0
247777314,305503,153893607,699078,153851899,695303,157654,2194448,505176398,116107,249307731,10853,511709,767957099,128,3.33,1.65,1.6,0.08,0.0,136091035,100863000,34952000,150273005,0
248533932,267029,153957692,695656,153927067,695512,146881,2132907,503745921,115028,249690725,11255,105434,767804425,129,3.35,1.64,1.57,0.08,0.0,136235327,100017000,36006000,150638547,0
251209866,281803,154947929,652496,155031126,651872,182120,2200559,509574982,115314,252740166,227324,105568,768475634,128,3.38,1.66,1.6,0.08,0.0,137680754,96291000,41124000,152284364,0
247850410,303216,154429657,695342,154390715,690622,136647,2138748,503612555,115197,249136053,10475,105223,766524174,128,3.31,1.63,1.58,0.08,0.0,136557668,102208000,34069000,151087909,0
248780302,282025,154169487,647232,154084537,640016,164905,2139817,500958439,114761,248299132,10152,105529,767433649,126,3.34,1.66,1.6,0.08,0.0,135603034,99241000,36087000,150199134,0
248234340,282691,153917182,671586,153890632,672458,163830,2213102,509191243,115850,250360715,187193,242010,768215300,127,3.37,1.65,1.59,0.08,0.0,137627376,108268000,29072000,152046332,0
250640097,300353,154521406,671734,154763700,668508,167196,2201969,502993589,115713,251802444,15684,105375,768692417,127,3.34,1.64,1.59,0.08,0.0,135447061,104152000,31045000,149804959,0
249349152,293270,153914562,700533,153915369,702024,172347,2181488,505373152,115924,251108217,10530,106236,769965322,139,3.34,1.62,1.56,0.08,0.0,137209205,95677000,41292000,151901740,0
68215737,217430,45203740,229211,45239952,230262,139446,819797,98155460,3920,71210514,2178,1633,242254352,139,0.68,0.34,0.32,0.02,0.0,26408725,24117000,2009000,40598085,0
251457075,260623,154432900,636704,154620072,637232,151148,2244908,509690098,115025,252671192,307775,105402,769562724,127,3.37,1.62,1.56,0.08,0.0,141654404,114295000,27069000,156148351,0
97930511,436095,65215951,428808,64713839,421700,370227,1860238,351841868,113027,96413120,9240,108467,341464921,1890,2.3,1.09,1.05,0.05,0.0,94726636,69326000,25118000,109314514,0
248865695,262834,153869805,686129,153877851,684471,135924,2123026,502762956,114999,249678684,66263,105454,766700549,129,3.33,1.63,1.59,0.08,0.0,136448390,101387000,34789000,150946252,0
250536042,295982,154618479,664384,155146887,659801,149126,2131264,502325462,115012,251277748,23547,105382,767020142,127,3.36,1.65,1.59,0.08,0.0,135390105,108088000,27022000,149990627,0
99300195,273023,65659712,421082,65645607,421307,141811,1631384,354779270,111538,100104871,308549,104370,342009010,133,2.28,1.1,1.06,0.05,0.0,95733266,61646000,33806000,110388665,0
251194258,279984,154805914,633793,154812984,632770,144962,2137263,499509097,115139,252097643,6348,105352,770124534,129,3.26,1.58,1.54,0.08,0.0,135522580,107193000,28050000,149820259,0
248655041,301066,154126107,747969,154110187,751017,163176,2282159,520032952,115021,249305237,268460,206652,767724888,128,3.46,1.7,1.64,0.08,0.0,141350917,107057000,34018000,155534943,0
250964337,298246,154697114,667240,154619482,665945,137917,2155771,503832009,115729,252803153,16134,105570,770195333,128,3.32,1.61,1.55,0.08,0.0,136830041,109682000,26922000,151245754,0
