@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-psys/' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'power/energy-ram/' real
@attribute 'power/energy-gpu/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
249486909,294550,153872333,695714,154600099,711025,195223,2766206,508458503,119843,250826988,13024,107236,771682889,127,3.74,1.7,1.64,0.09,0.0,162922204,111972000,30992000,503934631,0
252098192,246317,154478975,654403,154494857,654350,167221,2203521,506290822,115905,252873262,182806,106022,770434090,129,3.32,1.69,1.64,0.08,0.0,137564018,98100000,39039000,152017352,0
245325044,391576,150953330,712268,156129485,719801,201947,2332894,504952865,114284,254095246,11923,109613,762114137,714,3.32,1.68,1.62,0.08,0.0,136449891,112130000,24028000,150990291,0
250271193,300299,154328091,566521,154860786,562366,147353,2175722,500424467,115505,251256076,27693,105461,768498131,128,3.31,1.68,1.62,0.08,0.0,135041442,99717000,34901000,149714355,0
249982377,292764,154388387,654666,154386356,651231,152664,2073143,506136250,114956,252087439,97072,105277,768856074,127,3.34,1.69,1.64,0.08,0.0,136345377,106052000,30014000,150936670,0
250326652,296504,154527104,670739,154488439,664880,141095,2108076,503162547,115153,252047369,14790,105520,768880015,128,3.3,1.68,1.62,0.08,0.0,135895961,104750000,30926000,150408958,0
247517425,294909,153881388,639676,153876851,640146,164255,2191783,511147056,115592,249859043,285352,105638,765800143,127,3.43,1.71,1.65,0.08,0.0,138052209,106804000,30943000,152442774,0
247911594,310550,154280507,712374,154288815,711311,189135,2284343,505778493,115499,249605324,21236,105426,765469350,130,3.33,1.65,1.6,0.08,0.0,136914975,109693000,26924000,151392062,0
70528805,170394,44897790,180648,44675201,180424,138184,838774,94474017,4387,71743734,2285,1457,246498132,135,0.64,0.32,0.31,0.02,0.0,26130181,24823000,992000,40670007,0
92842407,265937,61778768,425198,61682921,425675,137039,1619748,349495432,111616,93556695,409458,206359,324520353,133,2.25,1.09,1.04,0.05,0.0,94902772,69706000,24895000,109439563,0
248754254,294281,154915650,690447,154801909,690795,150536,2151568,504781739,115010,250519287,9800,105623,772841711,129,3.33,1.65,1.59,0.08,0.0,137088279,107884000,28968000,151440812,0
247634734,306636,153970931,727620,154017529,727852,141453,2197350,506649085,116110,249952418,10618,106021,768154335,130,3.33,1.64,1.58,0.08,0.0,137250731,103030000,34009000,151611534,0
248255238,318491,154053457,701770,153916994,703761,162005,2273593,507392988,115544,250867949,10235,105609,769821144,129,3.31,1.59,1.54,0.08,0.0,138696378,99487000,38800000,153326868,0
7170141,324647,5425035,159392,6687166,166773,133771,550681,28291383,2972,8047634,5016,2955,46449940,591,0.2,0.1,0.09,0.01,0.0,7780740,5637000,1879000,22143349,0
67162048,219971,44158188,189426,45081375,204696,183866,886129,95151230,5037,70100513,1991,2061,249501576,330,0.64,0.32,0.31,0.02,0.0,25896201,23600000,1966000,40169334,0
68443992,210563,44496693,179302,44490348,182053,159641,827464,96570480,4139,71405921,2460,1578,242852844,133,0.65,0.32,0.31,0.02,0.0,25716365,22501000,2935000,40281047,0
68083036,214346,44907497,182219,45007525,182118,142534,914882,96039841,4109,70877585,2500,1241,246092784,134,0.62,0.28,0.28,0.02,0.0,27250132,25902000,996000,41560446,0
68227053,215689,44530681,183780,44584659,184266,133044,791714,96875084,3747,71490399,2504,1682,241162791,135,0.65,0.32,0.32,0.01,0.0,26107529,22848000,2980000,40567736,0
250768727,305152,154622009,665473,154939034,660014,138302,2058600,501407807,114188,251648056,37853,206669,768320672,126,3.3,1.64,1.59,0.08,0.0,135512822,97063000,38024000,149707028,0
56577780,183925,56845238,198963,56788195,199416,130908,892626,105520746,3825,58968475,2938,1581,293173810,131,0.72,0.35,0.35,0.02,0.0,28866964,26517000,1964000,43322515,0
2624868,334018,20873352,284563,21354986,294010,133255,4408471,983756450,31423,3477836,5273,9074,220874429,133,6.63,2.8,2.67,0.18,0.0,321192840,296935000,2999000,671034809,1
729206,105217,5827843,112262,5727643,122437,76133,1044450,180975004,6767,544056,772,1633,121361218,64,1.12,0.51,0.5,0.03,0.0,48900338,47596000,991000,63314070,1
678103,141896,3403606,67346,3392169,68190,96385,951296,152613377,4109,366983,299,1024,137431715,129,0.93,0.44,0.43,0.02,0.0,40843761,38579000,1978000,55309911,1
1073685,139359,5493369,140850,5428645,144649,96438,743288,99104098,2711,334365,317,853,98214586,126,0.61,0.28,0.27,0.02,0.0,26643388,25320000,1012000,40983325,1
972861,163017,3601744,78563,3428035,77867,93798,1120253,236156003,7310,802324,926,1968,226756467,132,1.48,0.7,0.68,0.04,0.0,64239231,61861000,1995000,78363853,1
1308534,203908,20928959,127002,20868884,120934,113094,1957336,494476721,13682,1326881,1367,3778,313345890,133,3.08,1.45,1.4,0.07,0.0,134277476,133945000,0,148554339,1
301755,97924,3117654,51736,3116167,51442,90672,643976,55158197,1984,218267,189,380,68890240,131,0.33,0.16,0.16,0.01,0.0,14492536,14224000,0,29108260,1
1766992,288970,65921972,174999,65856130,175924,140722,3111251,781700198,20274,1437513,2430,5159,947669419,133,4.69,2.12,2.04,0.12,0.0,212445172,210180000,2001000,226617003,1
32914902,235314,62884574,137747,62756349,134710,107676,2199177,522339917,14524,32272521,2119,4176,564176055,131,3.12,1.4,1.34,0.08,0.0,142117058,140824000,998000,156707646,1
1887312,185376,5912846,155064,5877004,142881,126194,1024428,151408471,4003,399276,351,2053,87433794,190,0.91,0.42,0.41,0.02,0.0,40980143,40021000,621000,55155604,1
3334622,462562,210702657,287944,210720971,288617,169944,5211544,1447570860,35574,2523591,4468,9810,1995136963,128,8.73,3.95,3.8,0.22,0.0,391751870,389473000,1997000,406331971,1
1348334,225122,4726039,125001,4643630,126939,104625,2040894,506894374,13657,1139542,2084,4173,73908929,132,3.13,1.46,1.41,0.08,0.0,137397191,135993000,999000,151810920,1
90747983,259308,143602996,133093,143410621,133151,97035,2386933,596612732,15969,91074822,2257,4465,743462822,133,3.73,1.77,1.71,0.09,0.0,161469964,161150000,0,175767254,1
1613610,152966,3345609,68381,3245643,65343,86514,1018820,179162800,5849,783409,1009,1881,139963894,135,1.13,0.53,0.51,0.03,0.0,48604538,47287000,1006000,63089459,1
