file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
2237372.exe,304909812,2703567,192422198,1021165,196427100,853922,921145,7322192,413954102,31050,310614732,23387,5602,921884429,1857,2.93,1.48,1.44,0.07,0.0,111467489,107187000,4007000,125969588
238280.exe,106209755,2550933,74784795,815867,76618929,593200,1041293,7278675,209467341,23532,107006248,9986,4376,366785249,2057,1.46,0.72,0.69,0.04,0.0,56460309,51093000,5009000,71073370
2406283.exe,114117489,3548995,84993970,602910,87025321,472933,2291314,8586250,270160181,32244,117542400,44756,26071,421682302,9017,1.88,0.9,0.86,0.06,0.0,73185420,58785000,13949000,87692428
2434772.exe,111200128,2755765,74726726,819116,73777605,763476,1857485,8743925,230555991,71004,115950352,17251,6379,391731574,2486,1.59,0.76,0.74,0.05,0.0,62170641,53736000,8111000,76893911
2455153.exe,103986278,2448031,75261535,598546,77344641,461709,934647,6713554,202777800,23635,103481732,10310,2616,370357162,1865,1.45,0.67,0.65,0.04,0.0,55138105,51897000,2937000,69795080
2507278.exe,111580015,2589652,76656966,725447,74276647,660187,1081679,7665111,214389192,29171,112617872,14880,3483,380486428,2819,1.47,0.71,0.69,0.04,0.0,57841547,51475000,6055000,72335805
2551095.exe,308686008,2616139,191415181,1295874,191561561,1149251,1099995,8321114,418133377,30552,317859913,25083,5842,929257518,2002,2.95,1.47,1.42,0.08,0.0,114416604,108109000,5951000,128969213
2596867.exe,106714629,2504232,74134729,674550,74908056,511167,1039512,6979645,205951255,24311,107630180,7747,4852,370733624,1887,1.42,0.69,0.67,0.04,0.0,56169299,52762000,3044000,70613800
2629074.exe,305891620,2669616,191250536,1141831,192577865,964796,1117773,7830618,416238088,30111,314719095,20266,6060,929680204,1883,2.91,1.45,1.4,0.08,0.0,112630653,109262000,3007000,127103744
2685390.exe,114107706,2860819,76817586,838030,74638690,782537,2044275,8845688,235420470,73329,114661954,14955,5547,401669484,2879,1.66,0.79,0.76,0.06,0.0,63930563,54499000,9083000,78498431
2947180.exe,108693730,2523933,75249683,718933,75359141,571446,1148180,7463683,210786269,33130,108797546,11825,3172,371545599,1958,1.48,0.71,0.69,0.04,0.0,56660596,51243000,5023000,71383502
2947894.exe,104188721,2544159,74804856,592384,77879118,435057,920029,6572964,203843129,29033,104848672,11866,3748,360792834,1958,1.41,0.69,0.67,0.04,0.0,55155720,49800000,4980000,69620566
2960949.exe,106720415,2548201,74378041,640143,77237379,528740,1097696,7312755,210865096,25451,110069127,12218,3647,373638485,1963,1.47,0.72,0.71,0.04,0.0,57118004,52732000,3979000,71780749
3086125.exe,156321982,8552964,114439163,5667042,114749368,5740028,6055607,22585312,687479686,748873,159193899,23713,12660,530786874,3397,4.52,2.09,2.02,0.17,0.0,186216837,180883000,4996000,201006261
3128348.exe,306483793,2603283,190755090,1127582,192840720,977707,1091007,8039682,419965014,28474,315742117,22494,5784,928219614,1859,2.96,1.5,1.46,0.07,0.0,112815397,108509000,4018000,127396227
3569069.exe,194030401,11342908,164116148,691029,166600273,649835,9394141,19955279,721976676,150507,198840353,232543,64752,829473209,60164,4.96,2.38,2.29,0.18,0.0,194519854,107582000,86663000,209211011
3705374.exe,112282885,3744726,76589670,896668,76062095,818527,1887015,9316672,250115114,85361,116087395,14979,5265,404812845,2523,1.72,0.83,0.81,0.06,0.0,67448436,63041000,4002000,81896818
378160.exe,320098005,2851905,202153637,1176377,197612912,1298500,1896566,9504997,457594431,84985,308706355,20311,12674,955589853,2864,3.24,1.6,1.54,0.09,0.0,123163067,117817000,5034000,137846133
3974425.exe,112557010,2872495,76333204,833631,75354532,781628,1962608,8953460,229898253,74633,115408567,12230,4694,395140978,2680,1.63,0.8,0.76,0.05,0.0,62338894,54942000,6992000,76690848
3982997.exe,105472309,2517960,74672917,630746,76933731,460053,981684,6670050,207397842,22233,106849489,9492,4207,371156274,2055,1.44,0.71,0.69,0.04,0.0,55852028,52578000,2976000,70640479
3993006.exe,309664982,2550924,192451854,1231948,190457830,1163047,1089648,8282504,423122404,31892,318099052,22102,6133,937676799,1952,3.0,1.52,1.47,0.08,0.0,114369030,111115000,3003000,128906112
4053780.exe,106250468,2546755,75000223,637250,76226521,447703,920333,6740684,203547262,29918,104828298,9564,2770,369064952,1959,1.45,0.71,0.68,0.04,0.0,54966119,51588000,3034000,69530924
4162488.exe,110320122,2825300,74900459,1042993,74832354,973940,1785475,8719572,233861294,73966,117832175,15060,4831,387614842,2679,1.63,0.79,0.77,0.05,0.0,63196307,57927000,4993000,77971242
4289964.exe,132841177,3980346,94358301,1403873,91239901,1428973,3729715,12475987,331397340,241918,130996191,20061,6574,456558804,3720,2.33,1.11,1.07,0.08,0.0,90018713,83623000,5973000,104580158
4313052.exe,110638712,2857297,75436172,828812,74539649,775751,2156426,9022751,232981481,73119,116129986,11951,7200,390553566,2684,1.63,0.78,0.75,0.05,0.0,62458063,58209000,4014000,76806126
4387633.exe,103063344,2631085,73808168,632407,77118628,501202,1037575,7093704,207800739,23915,107310225,19996,6183,360586437,2348,1.46,0.7,0.68,0.04,0.0,56425003,50047000,6005000,70810871
4619197.exe,302791054,2753928,191698090,1004639,196108914,843631,939801,7347055,413931131,30468,310345794,22167,8677,919596959,2066,2.94,1.48,1.44,0.07,0.0,111502046,103182000,8014000,126165652
470433.exe,386284885,7499969,253224920,1043605,255602316,1013909,9219946,21443689,844971237,619592,385974030,75118,17448,1213203136,8566,5.86,2.72,2.63,0.21,0.0,228478013,212152000,16011000,243401289
4772895.exe,317857315,2948468,202138576,1215138,203926967,1223943,1509266,8986183,450824397,42646,324936975,28787,13136,986225443,3320,3.2,1.59,1.54,0.08,0.0,121711582,116431000,4975000,136143279
5140609.exe,304573583,2668815,192064355,1098648,196236146,922335,913182,7381597,413955126,28361,310556880,23391,5819,920847821,1956,2.95,1.5,1.45,0.07,0.0,111501178,106173000,5008000,126093221
5162419.exe,111074118,2398476,77834418,675974,80376020,599528,1258503,7907846,228227949,32409,117589641,11101,7117,401842697,2431,1.57,0.77,0.75,0.05,0.0,61388458,55062000,6006000,76323256
5331185.exe,111906632,2818782,75473907,816679,74044141,783225,1960754,8901299,239802864,75914,116688489,17332,7741,395998874,2685,1.68,0.81,0.78,0.06,0.0,64042347,58695000,5059000,78611801
5381024.exe,105060352,2466270,75297987,612351,77505992,488688,987064,6905927,202972662,22983,105293961,10868,3174,369585676,1865,1.43,0.69,0.67,0.04,0.0,55698825,52378000,3021000,70257969
5425747.exe,107952471,2239792,72813710,1040445,75460779,854594,1082042,7746641,222671995,32776,115080472,13076,4045,377199470,1960,1.54,0.75,0.73,0.04,0.0,59877633,57579000,2020000,74367273
5745274.exe,304697603,2769838,190685219,1068782,194329702,931450,1027597,7786574,416338386,31473,313135958,26524,6112,923761801,2150,2.97,1.5,1.46,0.08,0.0,112679141,108386000,3977000,127243332
5895782.exe,321031906,2802276,199358923,1270234,196358230,1402247,1864298,9670877,450205299,81572,309199703,19299,10234,958356715,2671,3.2,1.62,1.57,0.09,0.0,121640696,116210000,5009000,135991457
5940700.exe,102950852,2418742,73217873,874076,76164076,709719,1106494,7454627,217534826,27809,110664206,13079,3291,364072590,1963,1.51,0.73,0.71,0.05,0.0,58678104,54397000,3956000,73457211
5989896.exe,104293091,2460447,74269695,609590,77991177,482997,969228,6960744,209436804,25815,109096697,12113,2695,366845648,1959,1.47,0.72,0.69,0.04,0.0,56558406,49337000,6907000,71069710
602592.exe,318874352,2592560,197825995,1245278,195940685,1318223,1676715,8923258,449013125,72738,309406360,27246,7174,956800381,2673,3.18,1.61,1.56,0.08,0.0,120904800,112495000,7964000,135450725
6059959.exe,104265158,2560473,73833926,612932,77020022,441121,978752,6714098,206361839,29810,106775217,10953,3552,360737740,1863,1.44,0.7,0.68,0.04,0.0,55549858,51227000,4017000,70060557
6196910.exe,113555745,2816578,78415009,836161,76180155,778967,2015734,9004323,235665494,74034,114516928,10249,11696,403739077,2991,1.66,0.8,0.78,0.05,0.0,63601717,57247000,6026000,78232917
6268068.exe,305689785,2666350,190048782,1103867,193611493,941243,1111082,7713656,419563378,27192,315612680,26382,6155,926131842,1856,2.98,1.52,1.47,0.07,0.0,112924231,102581000,9959000,127640342
630946.exe,103503119,2524604,73721212,632091,76659788,443708,968445,6516953,204307957,23719,104762227,11164,3885,359715115,1861,1.44,0.71,0.68,0.04,0.0,55337385,53031000,2001000,69682780
637097.exe,324155383,2703731,208249667,968831,204379570,1100586,1602463,9865961,446969637,60120,303690638,33215,10710,962289095,2874,3.18,1.59,1.54,0.09,0.0,121542012,115220000,6011000,136016590
6379333.exe,105735490,2484324,73902821,649219,76950524,518387,1215135,7272784,216396212,23623,109619290,9679,3320,373356247,1868,1.47,0.72,0.7,0.04,0.0,56924147,47573000,8920000,71720755
6437364.exe,103875136,2595257,74921789,563312,77399972,435390,936657,6533905,202100006,23148,104658320,10149,3776,360894141,2004,1.41,0.69,0.68,0.04,0.0,54823034,48560000,5946000,69163140
6581060.exe,106536338,2538687,73634132,680994,75351649,511349,1066035,6860849,208965751,27969,109407345,10541,6460,372631707,2059,1.47,0.72,0.69,0.04,0.0,56297372,52004000,4000000,70705160
6629192.exe,311503115,2409746,191512625,1234729,189891764,1197251,1196278,8564223,428909965,31685,321983566,23370,6073,948776690,1858,3.04,1.52,1.48,0.08,0.0,115474954,114120000,1001000,130200449
6669955.exe,109567470,2819947,74227061,1130733,74110093,1062845,1847020,8751655,232520101,72438,118272814,17349,6333,387572243,2532,1.64,0.79,0.77,0.05,0.0,62734821,55393000,6924000,77468969
6788249.exe,135997103,2420398,102235264,3223369,102888443,2985052,1142915,8413506,313909881,25888,137169917,10723,4246,519790255,1954,2.15,1.04,1.01,0.06,0.0,85034258,80684000,3984000,99622552
