file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
2992391.exe,304577853,335223,203943514,1134625,203461058,1135584,214659,2369108,530264804,17613,306307584,5802,6996,1541897368,1108,3.42,1.61,1.56,0.08,0.0,143061874,140824000,1997000,157613671
3079464.exe,306850058,362290,205314509,1131967,205432969,1134615,269432,2502001,541680976,17558,304902206,2393,4753,1545798568,1110,3.43,1.59,1.54,0.08,0.0,147878944,145659000,1995000,162537296
3229339.exe,212462568,370580,313570828,1116569,305650946,1090101,615451,2738602,368376086,35100,206015676,6841,5670,1596467106,2080,2.51,1.21,1.16,0.06,0.0,99782916,94446000,4970000,114308655
3370629.exe,311150802,374241,209341975,1150447,207173497,1137132,513960,3007943,592645900,39404,305504799,9070,11075,1247974340,2086,3.76,1.76,1.7,0.09,0.0,160299140,156976000,2999000,174953785
3372074.exe,318907403,375301,208205536,1095704,203913070,1076228,504585,2252735,370113438,15487,313371849,5608,2924,1509839632,2088,2.48,1.2,1.16,0.06,0.0,100462255,95264000,4961000,114794153
3375350.exe,920022073,939366,610655647,1450356,607315094,1444720,559585,4801251,1119118478,53218,911323049,45336,21468,3279779556,6425,7.98,4.05,3.93,0.17,0.0,302187201,291917000,9997000,316493345
3385679.exe,464674512,51282585,411650670,230028,411397896,228907,41070105,109008398,1042837606,439163,462710496,25559,25404,1934725396,5996,7.76,3.53,3.36,0.51,0.0,281009801,268700000,11986000,295558340
3422843.exe,1621572240,795316,612759366,1445618,611533603,1439491,723130,5500433,1281814336,42346,1599138493,16072,16551,4573558120,2954,8.88,4.43,4.29,0.2,0.0,345493987,340190000,5002000,360042711
3424191.exe,305241814,332007,204336629,1134811,203623418,1133613,219173,2387585,528864061,17524,305304252,4329,7014,1539769617,1108,3.47,1.66,1.6,0.08,0.0,143368822,139136000,4003000,157610127
3425234.exe,310519634,427993,207725539,1132504,205475470,1119936,453195,2815616,546565421,19024,305302716,10038,6050,1460182098,2083,3.53,1.67,1.61,0.09,0.0,147557575,144236000,3004000,162146201
3428138.exe,304907182,334036,204383359,1138379,203713517,1137094,212936,2381712,528481338,16988,305433420,8222,6948,1540729236,1108,3.47,1.67,1.62,0.08,0.0,142928123,139673000,2992000,157689759
3523688.exe,413635914,441457,207034419,1151042,205580055,1139645,506613,3296470,678607036,22783,406559698,9659,7576,1351987307,2082,4.33,2.02,1.94,0.11,0.0,183139142,179765000,3012000,197612408
3529361.exe,319862536,336160,210743098,1106727,204555854,1077393,502378,2331195,374460038,16746,304921736,10849,5789,1488596012,2117,2.52,1.24,1.2,0.06,0.0,100838931,95590000,4978000,115524926
3661212.exe,312054257,423164,208110108,1145238,206162606,1134304,631695,3025176,589974160,21909,305294306,11773,7010,1253133633,2084,3.77,1.78,1.72,0.09,0.0,159181765,154988000,3999000,173607417
3663182.exe,312739900,384644,207858868,1133652,204662024,1116585,528077,2827853,535005403,20505,304896795,8798,6176,1466632236,2087,3.5,1.65,1.59,0.08,0.0,144265874,141016000,3000000,158900027
3760856.exe,310837247,413482,408590282,1135301,402091871,1117739,460185,2776462,560319234,20157,305880644,7495,6797,1759951851,2081,3.75,1.84,1.78,0.09,0.0,150938626,145700000,4989000,165584662
3881005.exe,306785277,372528,204971105,1129033,204378784,1129089,368990,2688159,566558409,17999,307705933,2401,4903,1345598048,1105,3.63,1.69,1.63,0.09,0.0,152590734,150251000,2003000,166980764
3883785.exe,210253205,319480,313672630,1532766,307449075,1495446,529063,2681887,481696963,22027,203879190,13004,7880,1456512728,2083,3.29,1.61,1.56,0.08,0.0,130699739,125471000,4979000,145248748
3994586.exe,208792287,13170300,206235050,101328,203082624,101425,7103139,27998067,338047693,179922,207749928,8283,6638,1142610037,2085,2.43,1.11,1.05,0.13,0.0,92138165,89837000,2018000,106764919
4184640.exe,315514842,326573,418060951,1157746,407057827,1124837,662003,2883131,429683238,16926,301368881,9695,6138,1777399069,2083,2.91,1.43,1.38,0.07,0.0,116389798,111110000,5004000,130951734
4212368.exe,307950622,317117,305319234,1115873,302227805,1121528,315055,2570141,530708645,18196,306298919,2270,3811,1763367288,1110,3.43,1.63,1.58,0.08,0.0,143525579,140301000,3006000,157667857
421866.exe,437882993,7537484,416199607,3578639,416909149,3662867,3694349,24367546,1170730479,157974,434669033,347119,137993,2087674211,7658,5.0,2.67,2.61,0.11,0.0,151801199,143817000,6991000,166715258
424396.exe,310475369,438052,310162235,1142969,305627557,1122302,620476,3299670,566326889,37263,307403527,7037,6899,1463090685,2079,3.68,1.74,1.69,0.09,0.0,152924153,148667000,3991000,167657682
4448337.exe,310148477,292472,207776166,1129505,206163349,1120048,322424,2776072,530704648,25872,303854227,3418,3898,1556174584,1108,3.38,1.58,1.52,0.08,0.0,144608201,141334000,3007000,159347834
4492853.exe,308296836,381197,204152975,1130053,203632047,1127284,262029,2485695,552708944,19059,307091259,2588,4502,1345329293,1107,3.57,1.7,1.64,0.08,0.0,148618110,146347000,2004000,163279545
4504170.exe,1115165990,924957,611570965,1417092,615351389,1412977,629599,4487345,1014912770,40968,1095768648,28735,23757,3550214622,4618,7.01,3.49,3.39,0.16,0.0,274719524,266517000,7985000,289348660
4549023.exe,568917662,28172760,302858639,502525,304142777,499094,27201428,56597545,1300046351,319507,564960670,316892,307796,2240841732,98810,9.04,4.23,4.06,0.39,0.0,351956957,199398000,152304000,366749000
4742667.exe,305891589,391339,205434203,1151948,205532749,1150045,329186,2564463,538261087,20115,306508290,6824,10150,1537032675,2088,3.51,1.68,1.62,0.08,0.0,145752493,141450000,4012000,160101729
4782128.exe,311829229,359581,209918864,1145704,207961651,1130228,610967,3043370,592504667,22450,304252108,10499,8147,1249842682,2087,3.79,1.78,1.72,0.09,0.0,159125300,154485000,4012000,173844769
4828917.exe,417231330,20732167,357865710,556897,355153559,555606,26632267,42468107,1549801857,730612,415408235,302959,305441,2293420700,98764,10.84,5.11,4.91,0.43,0.0,418310119,214999000,202999000,432810016
483031.exe,209340251,13124972,207834336,106463,204632299,109557,7517035,26918436,358061045,168283,203160472,4822,5123,1243834691,2088,2.58,1.19,1.14,0.13,0.0,96559031,92304000,3970000,111208511
5172847.exe,311329209,383491,309688344,1141276,305386330,1119108,452608,2753739,557418766,20278,305094953,8810,7889,1450746522,2094,3.64,1.71,1.66,0.09,0.0,150670964,145363000,5012000,165364237
5192715.exe,219984979,350910,513954213,1307685,499372271,1287639,512794,2677386,477045999,19410,215053964,9950,4652,1701451582,1828,3.2,1.54,1.49,0.07,0.0,129233166,122882000,5994000,143741616
526197.exe,412492428,443534,207347181,1157592,205985508,1140928,628852,3241834,668124282,21634,406500634,12201,7829,1448639923,2083,4.23,1.96,1.89,0.1,0.0,180300487,176007000,4000000,195180767
5388267.exe,312084535,392534,208289836,1147039,206197830,1131580,546928,3053227,587860831,22522,304292188,10600,6697,1249516832,2092,3.78,1.73,1.67,0.09,0.0,159004513,153645000,4988000,173761482
5391029.exe,307360854,6567651,603174685,243267,595426338,207387,747076,14864986,395688344,15444,297625114,2129,3536,1938702085,1107,2.66,1.29,1.25,0.06,0.0,108012595,105739000,1995000,122924607
5402227.exe,306662539,363346,305639255,1144929,303310886,1146360,274480,2909931,646928788,22503,304893357,3124,5314,2051097728,1106,4.12,1.94,1.87,0.1,0.0,174781734,169469000,4984000,189324565
5610753.exe,308555709,293196,205291621,1135333,204644659,1128139,268116,2582666,597841919,19535,304374586,3402,4575,1343386213,1111,3.87,1.8,1.73,0.09,0.0,161645340,158387000,3007000,176360457
