file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1051415.exe,348303940,10027309,221402364,3278658,224005317,3257159,3619114,24267253,726782191,500106,362499315,26860,11636,1121331988,3230,5.38,2.44,2.35,0.16,0.0,223027719,194021000,9047000,563459665
1051839.exe,117378462,3024572,85782086,612705,89241179,516575,850548,7518054,226014816,44260,112026976,10560,3102,396343158,1877,1.58,0.77,0.74,0.05,0.0,61100897,56818000,3987000,75782797
1252905.exe,127545483,4229695,90653180,686053,87881239,601766,2252301,10288121,281960967,180622,115975355,30492,7438,424840816,4214,1.92,0.93,0.9,0.07,0.0,76312788,67978000,7997000,90643263
1384707.exe,132387518,3355827,91970075,576723,86991674,625238,1740603,9699629,268754943,60714,121355175,19878,3736,466274605,3526,1.83,0.88,0.85,0.06,0.0,72490175,64077000,8009000,87122352
1415787.exe,125306255,3387835,84884700,834869,82639938,868473,1684429,10489152,262514112,61148,133397291,20644,4878,444139057,2729,1.76,0.85,0.82,0.05,0.0,67321892,64764000,2023000,82105965
1455001.exe,118761333,3401051,76475992,769299,78803072,745454,1238010,8456350,240976228,47402,131059203,11528,4577,424616976,2441,1.67,0.81,0.78,0.05,0.0,65723169,60371000,5030000,80482054
1459579.exe,112504264,2705103,82244449,677226,88559166,585277,870359,7503251,232572833,35098,122322255,10087,2831,395124244,1786,1.61,0.78,0.75,0.04,0.0,63050761,58747000,3982000,77456805
1537646.exe,129831161,3503522,87265132,820493,82527129,890639,1826613,10223834,255413170,69368,130646656,15790,3592,450654665,2860,1.76,0.85,0.82,0.06,0.0,69338827,61056000,7878000,83817736
1540819.exe,127819377,3051222,80026945,777311,79447820,743282,1232460,7905397,246619293,41714,136840537,15332,5933,448060951,2170,1.7,0.81,0.78,0.05,0.0,67086645,60729000,5973000,81465528
1559825.exe,127362558,3110088,83348528,674100,80192540,752633,1676758,9246169,258776770,56256,133567898,16116,4387,447754845,2839,1.75,0.83,0.81,0.06,0.0,69403850,60106000,9015000,84075979
1764918.exe,132043622,3060790,90027544,660458,82873560,709275,1804370,9955833,261168854,56382,126261428,20406,3768,457301142,3326,1.81,0.86,0.83,0.06,0.0,71167349,68838000,2024000,85930500
1982367.exe,265419764,29411025,195009451,17567117,195035934,17477795,14476731,68918741,1799284225,2193756,264027895,37271,45886,843220734,5469,11.55,5.17,4.98,0.41,0.0,485192207,472864000,11996000,499631510
2155531.exe,111081874,3899842,75631223,766498,82389920,728601,1150489,8741278,241032618,42955,130744316,15955,4999,402423999,2484,1.65,0.77,0.74,0.05,0.0,65665473,63319000,2010000,80358746
2186654.exe,333398275,3115647,203242864,1040293,200355373,1158719,1626444,11212580,465353219,58688,338440795,25333,5940,1015117504,2655,3.26,1.62,1.57,0.08,0.0,126675549,121406000,5016000,141008837
2322404.exe,161567186,14663323,109246282,5667332,111510690,5595311,7923072,33443706,861358311,1081743,177474130,34594,11306,559172850,4851,5.65,2.54,2.45,0.21,0.0,232754227,220363000,12019000,247443813
2327051.exe,116173184,3882031,75928675,833702,79176171,778628,1707067,8920198,248364102,77086,134895098,14773,5560,415984737,2518,1.72,0.82,0.79,0.06,0.0,66999441,58724000,7962000,81372248
2418910.exe,105746377,3094020,90943797,663050,86348950,762680,1308141,8971439,241328513,44043,107252322,15543,5065,453706190,2607,1.68,0.81,0.78,0.05,0.0,65744288,58345000,7041000,80237731
2434389.exe,127218464,3404262,85340254,596245,80522272,686333,2418301,10920238,267564668,151283,132365679,19553,5572,442228435,3034,1.84,0.86,0.84,0.06,0.0,72023215,68694000,2986000,86653613
2563628.exe,330526697,4736540,205540053,1328464,205568503,1293148,2244614,10951956,508381826,149954,330269774,28921,10032,997931585,3223,3.57,1.75,1.69,0.1,0.0,137791124,126176000,11015000,152120539
2568363.exe,113851725,3750185,75697022,775133,80982114,739215,1207503,8720007,241497274,45728,131122496,15660,5262,410888465,2485,1.67,0.8,0.77,0.05,0.0,65498094,54299000,10859000,80044692
