file,cfgrind_time
1070657.exe,4960172573
1096416.exe,4968134069
1293444.exe,4906329141
1458177.exe,2802079072
1562200.exe,2835663035
1623325.exe,8276499353
1626177.exe,7776823723
1628906.exe,4947593639
1759010.exe,7663234596
2014050.exe,4781141662
2134955.exe,8275159943
2199340.exe,1197933983
2230392.exe,2729715167
2231894.exe,6857118847
2233044.exe,11760319703
2258515.exe,2842965806
2378596.exe,4875243175
244450.exe,4779090032
2481720.exe,646178198
2514076.exe,4887754387
2677173.exe,5435734299
2685596.exe,4873392405
2697990.exe,8289675210
2734446.exe,605037112
2820444.exe,1198804620
3205915.exe,5077522543
3216342.exe,4783484186
3617839.exe,2816634983
3736295.exe,4836803716
3738660.exe,2955685768
3739170.exe,4864244672
3741569.exe,4833087770
3855515.exe,2682687381
3900305.exe,606282843
3927955.exe,4818836927
416586.exe,5091990586
4228710.exe,2860843575
4285324.exe,5698347466
4292026.exe,7364313236
4421941.exe,4835184199
4448176.exe,4987436706
4602054.exe,7636202793
4673593.exe,4832625222
4703799.exe,4879021714
4832111.exe,8610090176
4873850.exe,4911499075
4879484.exe,601931298
5069904.exe,7364838703
5118663.exe,4787901626
5191445.exe,5904835312
5208903.exe,7521630145
5445938.exe,4874283131
5450722.exe,5544958317
5515108.exe,12459008012
5521134.exe,4937067623
5527246.exe,4845103635
5600824.exe,4784488021
5605416.exe,8229627224
5606233.exe,598892128
5606463.exe,5111125015
5964679.exe,4844506279
5976986.exe,4700679684
6003108.exe,2779486761
6110878.exe,2804419440
6417521.exe,5637629968
6667004.exe,7776788926
690086.exe,2680376818
694077.exe,2863231362
7074246.exe,4871001223
7125391.exe,8699706192
7170748.exe,4849396745
7264247.exe,2777127966
7356511.exe,4890716984
7504661.exe,2805991128
7575248.exe,2815620254
7793574.exe,4831881730
8269354.exe,4893481015
8509154.exe,5502648755
8617072.exe,5353175884
8629046.exe,4841224391
