file,cfgrind_time
1135633.exe,5053499735
1247568.exe,14455905834
1265407.exe,4512640061
1290299.exe,5049491790
1291495.exe,1548619449
1316604.exe,4561671502
1376560.exe,4450211783
1407254.exe,4604453455
1442933.exe,4537002489
1477356.exe,4823531828
1510302.exe,4635012292
1545872.exe,4628123709
1655898.exe,4582359350
1832846.exe,4583541866
1867433.exe,5125462531
2004531.exe,14275730403
2059675.exe,16278346294
2126568.exe,4620960543
2147790.exe,4580343705
2384511.exe,4600666317
2531093.exe,4986751378
2589093.exe,4535128109
2678777.exe,13952516638
2772441.exe,4638158881
2959375.exe,5086944440
2962679.exe,4915900921
3053665.exe,4508538158
3072746.exe,4562980546
312198.exe,14437382644
3138756.exe,4633026414
3291340.exe,15675822063
3296532.exe,4725124576
3334452.exe,6049724517
3337165.exe,5032742974
3396045.exe,4715572277
3645229.exe,4598216312
3677702.exe,5023835191
3683001.exe,6117418083
3687300.exe,4775593161
3752974.exe,4670241882
3826344.exe,4587334101
3863460.exe,4582685813
3882219.exe,4685054649
4222209.exe,14367235907
4328780.exe,4768935536
4415028.exe,14143631725
4552216.exe,4622974304
458603.exe,4639205204
4637359.exe,4568727623
4939102.exe,4607647881
4970570.exe,14416163585
5118930.exe,4477061882
5191510.exe,4469542290
5214921.exe,14432374219
5368020.exe,4638170769
5372776.exe,13975629910
5444869.exe,4962625785
5618667.exe,4561547734
5777281.exe,15688698383
5924539.exe,4730932239
6107372.exe,13874096356
6239192.exe,4525247135
6507470.exe,4497996315
671261.exe,14311992957
6724206.exe,14181803370
6781426.exe,4608200106
6832206.exe,5041407646
7028758.exe,14601140783
7402458.exe,4882405080
7616913.exe,4816283757
7640705.exe,14185597073
7788237.exe,4592945637
7955249.exe,13797270338
8007230.exe,4473219549
8127251.exe,4643564482
8289751.exe,4529237663
8334691.exe,4611806921
8558256.exe,14220897957
860207.exe,4598156168
8609841.exe,14464491121
