file,cfgrind_time
1009412.exe,2170377970
1055671.exe,4396935881
1064013.exe,3580570256
1163493.exe,3549001481
1449114.exe,4512354235
1472098.exe,2850223673
1488692.exe,2095743876
1523561.exe,2179085169
1581847.exe,2138205508
1677942.exe,3636978161
1696369.exe,2749212391
1890375.exe,3857233016
1930790.exe,3619378363
2014155.exe,2840240005
212989.exe,2090982349
2209249.exe,2134818884
2218845.exe,3600246992
2288631.exe,2844518859
2302763.exe,2147560499
2311858.exe,2122192405
2427666.exe,2864557356
2552501.exe,3515340011
2653264.exe,2187532484
2787179.exe,2160820910
301119.exe,2132008055
306775.exe,3624429538
3068084.exe,2493222915
3075283.exe,2514215279
3088906.exe,2800227701
3356312.exe,2803616838
3403339.exe,2095746452
3562054.exe,2749647471
3717985.exe,4583755845
3737250.exe,3625641066
3777153.exe,2078152777
4033327.exe,3613837023
4045462.exe,2068863819
4115161.exe,3825916285
4240010.exe,2791497541
4254596.exe,4454539103
441794.exe,2821325833
4469483.exe,2183284616
4484848.exe,3632401887
4513979.exe,3659342099
472510.exe,2167271408
5110838.exe,4449137353
5125995.exe,4573344296
5247219.exe,2149377287
5678075.exe,2159273576
5762976.exe,3654969288
5973235.exe,5023713813
6076028.exe,2148939912
6090789.exe,5833345378
6276355.exe,2831463728
6280386.exe,2881197009
6416193.exe,2218795707
6435957.exe,2129475834
6510576.exe,3545806780
6511331.exe,2745659842
6590346.exe,2147952819
6635269.exe,3613544884
6666782.exe,5087999058
6763878.exe,2076578026
6799176.exe,2865193011
6811483.exe,2273570225
6887307.exe,2209099530
6912142.exe,3624760564
7144746.exe,4495994209
7517992.exe,2018731878
7697958.exe,3660730231
7753882.exe,3745998909
7808721.exe,2132831135
7824869.exe,4517676276
7960822.exe,2055868142
815487.exe,2850167384
8179101.exe,3627345033
8437313.exe,2172831675
8493082.exe,2149687852
858224.exe,3646879360
943738.exe,2876486047
