1735981.exe,    0.00, ,   0.00, ,     0
1735981.exe,    0.00, ,   0.00, ,     0
1735981.exe,    0.00, ,   0.00, ,     0
1735981.exe,    0.00, ,   0.00, ,     0
1735981.exe,    0.00, ,   0.00, ,     0
1735981.exe,    0.00, ,   0.00, ,     0
1735981.exe,    0.00, ,   0.00, ,     0
1735981.exe,    0.00, ,   0.00, ,     0
1735981.exe,    0.00, ,   0.00, ,     0
1735981.exe,    0.00, ,   0.00, ,     0
2408959.exe,    0.00, ,   0.00, ,     0
2408959.exe,    0.00, ,   0.00, ,     0
2408959.exe,    0.00, ,   0.00, ,     0
2408959.exe,    0.00, ,   0.00, ,     0
2408959.exe,    0.00, ,   0.00, ,     0
2408959.exe,    0.00, ,   0.00, ,     0
2408959.exe,    0.00, ,   0.00, ,     0
2408959.exe,    0.00, ,   0.00, ,     0
2408959.exe,    0.00, ,   0.00, ,     0
2408959.exe,    0.00, ,   0.00, ,     0
3675256.exe,    0.00, ,   0.00, ,     0
3675256.exe,    0.00, ,   0.00, ,     0
3675256.exe,    0.00, ,   0.00, ,     0
3675256.exe,    0.00, ,   0.00, ,     0
3675256.exe,    0.00, ,   0.00, ,     0
3675256.exe,    0.00, ,   0.00, ,     0
3675256.exe,    0.00, ,   0.00, ,     0
3675256.exe,    0.00, ,   0.00, ,     0
3675256.exe,    0.00, ,   0.00, ,     0
3675256.exe,    0.00, ,   0.00, ,     0
4166218.exe,    0.00, ,   0.00, ,     0
4166218.exe,    0.00, ,   0.00, ,     0
4166218.exe,    0.00, ,   0.00, ,     0
4166218.exe,    0.00, ,   0.00, ,     0
4166218.exe,    0.00, ,   0.00, ,     0
4166218.exe,    0.00, ,   0.00, ,     0
4166218.exe,    0.00, ,   0.00, ,     0
4166218.exe,    0.00, ,   0.00, ,     0
4166218.exe,    0.00, ,   0.00, ,     0
4166218.exe,    0.00, ,   0.00, ,     0
4381451.exe,    0.00, ,   0.00, ,     0
4381451.exe,    0.00, ,   0.00, ,     0
4381451.exe,    0.00, ,   0.00, ,     0
4381451.exe,    0.00, ,   0.00, ,     0
4381451.exe,    0.00, ,   0.00, ,     0
4381451.exe,    0.00, ,   0.00, ,     0
4381451.exe,    0.00, ,   0.00, ,     0
4381451.exe,    0.00, ,   0.00, ,     0
4381451.exe,    0.00, ,   0.00, ,     0
4381451.exe,    0.00, ,   0.00, ,     0
4540243.exe,    0.00, ,   0.00, ,     0
4540243.exe,    0.00, ,   0.00, ,     0
4540243.exe,    0.00, ,   0.00, ,     0
4540243.exe,    0.00, ,   0.00, ,     0
4540243.exe,    0.00, ,   0.00, ,     0
4540243.exe,    0.00, ,   0.00, ,     0
4540243.exe,    0.00, ,   0.00, ,     0
4540243.exe,    0.00, ,   0.00, ,     0
4540243.exe,    0.00, ,   0.00, ,     0
4540243.exe,    0.00, ,   0.00, ,     0
4860832.exe,    0.00, ,   0.00, ,     0
4860832.exe,    0.00, ,   0.00, ,     0
4860832.exe,    0.00, ,   0.00, ,     0
4860832.exe,    0.00, ,   0.00, ,     0
4860832.exe,    0.00, ,   0.00, ,     0
4860832.exe,    0.00, ,   0.00, ,     0
4860832.exe,    0.00, ,   0.00, ,     0
4860832.exe,    0.00, ,   0.00, ,     0
4860832.exe,    0.00, ,   0.00, ,     0
4860832.exe,    0.00, ,   0.00, ,     0
5461201.exe,    0.00, ,   0.00, ,     0
5461201.exe,    0.00, ,   0.00, ,     0
5461201.exe,    0.00, ,   0.00, ,     0
5461201.exe,    0.00, ,   0.00, ,     0
5461201.exe,    0.00, ,   0.00, ,     0
5461201.exe,    0.00, ,   0.00, ,     0
5461201.exe,    0.00, ,   0.00, ,     0
5461201.exe,    0.00, ,   0.00, ,     0
5461201.exe,    0.00, ,   0.00, ,     0
5461201.exe,    0.00, ,   0.00, ,     0
5528880.exe,    0.00, ,   0.00, ,     0
5528880.exe,    0.00, ,   0.00, ,     0
5528880.exe,    0.00, ,   0.00, ,     0
5528880.exe,    0.00, ,   0.00, ,     0
5528880.exe,    0.00, ,   0.00, ,     0
5528880.exe,    0.00, ,   0.00, ,     0
5528880.exe,    0.00, ,   0.00, ,     0
5528880.exe,    0.00, ,   0.00, ,     0
5528880.exe,    0.00, ,   0.00, ,     0
5528880.exe,    0.00, ,   0.00, ,     0
5557634.exe,    0.00, ,   0.00, ,     0
5557634.exe,    0.00, ,   0.00, ,     0
5557634.exe,    0.00, ,   0.00, ,     0
5557634.exe,    0.00, ,   0.00, ,     0
5557634.exe,    0.00, ,   0.00, ,     0
5557634.exe,    0.00, ,   0.00, ,     0
5557634.exe,    0.00, ,   0.00, ,     0
5557634.exe,    0.00, ,   0.00, ,     0
5557634.exe,    0.00, ,   0.00, ,     0
5557634.exe,    0.00, ,   0.00, ,     0
6164655.exe,    0.00, ,   0.00, ,     0
6164655.exe,    0.00, ,   0.00, ,     0
6164655.exe,    0.00, ,   0.00, ,     0
6164655.exe,    0.00, ,   0.00, ,     0
6164655.exe,    0.00, ,   0.00, ,     0
6164655.exe,    0.00, ,   0.00, ,     0
6164655.exe,    0.00, ,   0.00, ,     0
6164655.exe,    0.00, ,   0.00, ,     0
6164655.exe,    0.00, ,   0.00, ,     0
6164655.exe,    0.00, ,   0.00, ,     0
6968005.exe,    0.00, ,   0.00, ,     0
6968005.exe,    0.00, ,   0.00, ,     0
6968005.exe,    0.00, ,   0.00, ,     0
6968005.exe,    0.00, ,   0.00, ,     0
6968005.exe,    0.00, ,   0.00, ,     0
6968005.exe,    0.00, ,   0.00, ,     0
6968005.exe,    0.00, ,   0.00, ,     0
6968005.exe,    0.00, ,   0.00, ,     0
6968005.exe,    0.00, ,   0.00, ,     0
6968005.exe,    0.00, ,   0.00, ,     0
7117658.exe,    0.00, ,   0.00, ,     0
7117658.exe,    0.00, ,   0.00, ,     0
7117658.exe,    0.00, ,   0.00, ,     0
7117658.exe,    0.00, ,   0.00, ,     0
7117658.exe,    0.00, ,   0.00, ,     0
7117658.exe,    0.00, ,   0.00, ,     0
7117658.exe,    0.00, ,   0.00, ,     0
7117658.exe,    0.00, ,   0.00, ,     0
7117658.exe,    0.00, ,   0.00, ,     0
7117658.exe,    0.00, ,   0.00, ,     0
7240130.exe,    0.00, ,   0.00, ,     0
7240130.exe,    0.00, ,   0.00, ,     0
7240130.exe,    0.00, ,   0.00, ,     0
7240130.exe,    0.00, ,   0.00, ,     0
7240130.exe,    0.00, ,   0.00, ,     0
7240130.exe,    0.00, ,   0.00, ,     0
7240130.exe,    0.00, ,   0.00, ,     0
7240130.exe,    0.00, ,   0.00, ,     0
7240130.exe,    0.00, ,   0.00, ,     0
7240130.exe,    0.00, ,   0.00, ,     0
7244472.exe,    0.00, ,   0.00, ,     0
7244472.exe,    0.00, ,   0.00, ,     0
7244472.exe,    0.00, ,   0.00, ,     0
7244472.exe,    0.00, ,   0.00, ,     0
7244472.exe,    0.00, ,   0.00, ,     0
7244472.exe,    0.00, ,   0.00, ,     0
7244472.exe,    0.00, ,   0.00, ,     0
7244472.exe,    0.00, ,   0.00, ,     0
7244472.exe,    0.00, ,   0.00, ,     0
7244472.exe,    0.00, ,   0.00, ,     0
7380878.exe,    0.00, ,   0.00, ,     0
7380878.exe,    0.00, ,   0.00, ,     0
7380878.exe,    0.00, ,   0.00, ,     0
7380878.exe,    0.00, ,   0.00, ,     0
7380878.exe,    0.00, ,   0.00, ,     0
7380878.exe,    0.00, ,   0.00, ,     0
7380878.exe,    0.00, ,   0.00, ,     0
7380878.exe,    0.00, ,   0.00, ,     0
7380878.exe,    0.00, ,   0.00, ,     0
7380878.exe,    0.00, ,   0.00, ,     0
7534269.exe,    0.00, ,   0.00, ,     0
7534269.exe,    0.00, ,   0.00, ,     0
7534269.exe,    0.00, ,   0.00, ,     0
7534269.exe,    0.00, ,   0.00, ,     0
7534269.exe,    0.00, ,   0.00, ,     0
7534269.exe,    0.00, ,   0.00, ,     0
7534269.exe,    0.00, ,   0.00, ,     0
7534269.exe,    0.00, ,   0.00, ,     0
7534269.exe,    0.00, ,   0.00, ,     0
7534269.exe,    0.00, ,   0.00, ,     0
7568057.exe,    0.00, ,   0.00, ,     0
7568057.exe,    0.00, ,   0.00, ,     0
7568057.exe,    0.00, ,   0.00, ,     0
7568057.exe,    0.00, ,   0.00, ,     0
7568057.exe,    0.00, ,   0.00, ,     0
7568057.exe,    0.00, ,   0.00, ,     0
