nome,slopes
1071,0.011913268460472254
1082,0.00966947760579321
1084,0.012535738652013828
1091,0.011305589301338279
1131,0.011733950852934199
1132,0.011783714061580826
1140,0.01177525976434126
1158,0.012527294870419634
1190,0.012148151420473955
1192,0.012636864264726183
1195,0.01233015191335559
1197,0.013377491088693558
1619,0.011722128442277699
1621,0.012480713106359521
1628,0.010996587640056593
1632,0.012290669746136523
1634,0.011996137525742656
1635,0.009915559586488864
1636,0.012139165607521997
1639,0.012737407122367725
1640,0.012065700115396781
1642,0.011265033773288894
1643,0.01250631838952218
1666,0.01213122307530378
1667,0.012622182780184791
1668,0.012167653774544526
1669,0.012757885866159006
1671,0.012770344817517033
1672,0.012599772240159708
1674,0.012255991676791263
2166,0.012220527680842952
2185,0.011321423525218961
