@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.01,2.46,0.00,0.05,0.00,141048871,120777000,19963000,0
2.90,2.33,0.00,0.05,0.00,144353974,122331000,22059000,0
3.10,2.52,0.00,0.05,0.00,149416198,125515000,23907000,0
3.03,2.44,0.00,0.05,0.00,148763980,112584000,36187000,0
3.05,2.47,0.00,0.05,0.00,146616138,111298000,35094000,0
3.08,2.48,0.00,0.05,0.00,151584282,123709000,27934000,0
0.62,0.49,0.00,0.01,0.00,33790698,30745000,2975000,0
1.70,1.35,0.00,0.03,0.00,90897399,61957000,28980000,0
3.11,2.51,0.00,0.05,0.00,150929711,119984000,30995000,0
0.59,0.46,0.00,0.01,0.00,34239484,32236000,2014000,0
0.64,0.50,0.00,0.01,0.00,35429634,34437000,1012000,0
0.63,0.49,0.00,0.01,0.00,34955174,32073000,2915000,0
0.63,0.49,0.00,0.01,0.00,35891969,33870000,1992000,0
3.13,2.55,0.00,0.05,0.00,147627911,117653000,29912000,0
0.70,0.54,0.00,0.01,0.00,40674692,38749000,1987000,0
3.13,2.53,0.00,0.05,0.00,150913855,123907000,26979000,0
3.09,2.52,0.00,0.05,0.00,143574702,112671000,30909000,0
3.08,2.49,0.00,0.05,0.00,148769222,117622000,31165000,0
3.16,2.56,0.00,0.05,0.00,152195332,121162000,31041000,0
3.19,2.58,0.00,0.05,0.00,153627407,118706000,34913000,0
3.12,2.54,0.00,0.05,0.00,144810202,113871000,30965000,0
3.04,2.45,0.00,0.05,0.00,148418042,127512000,20919000,0
3.03,2.47,0.00,0.05,0.00,148165275,121142000,27031000,0
1.97,1.59,0.00,0.03,0.00,95618143,62709000,32848000,0
3.11,2.51,0.00,0.05,0.00,150181391,122331000,27847000,0
3.17,2.57,0.00,0.05,0.00,150684678,118776000,31939000,0
1.73,1.37,0.00,0.03,0.00,91779381,67601000,24215000,0
3.16,2.56,0.00,0.05,0.00,151569012,127524000,23910000,0
3.12,2.53,0.00,0.05,0.00,150550078,102643000,47833000,0
3.05,2.46,0.00,0.05,0.00,148481751,130435000,18060000,0
2.98,2.40,0.00,0.05,0.00,143387435,122339000,21058000,0
0.64,0.49,0.00,0.01,0.00,36589434,35600000,1017000,0
3.17,2.58,0.00,0.05,0.00,149520778,122623000,26917000,0
0.62,0.48,0.00,0.01,0.00,36078544,34098000,2005000,0
3.18,2.57,0.00,0.05,0.00,152774472,121613000,31157000,0
3.18,2.58,0.00,0.05,0.00,150030270,118958000,30989000,0
0.64,0.50,0.00,0.01,0.00,35855457,34922000,997000,0
3.05,2.46,0.00,0.05,0.00,148089072,124094000,24018000,0
3.11,2.50,0.00,0.05,0.00,154520544,118654000,35895000,0
0.64,0.49,0.00,0.01,0.00,35953035,34960000,998000,0
3.17,2.57,0.00,0.05,0.00,152130279,122131000,30032000,0
3.09,2.48,0.00,0.05,0.00,153376364,118370000,34814000,0
0.62,0.47,0.00,0.01,0.00,37978680,34998000,2999000,0
0.64,0.48,0.00,0.01,0.00,37380522,36377000,1010000,0
3.11,2.52,0.00,0.05,0.00,148230549,113403000,34816000,0
3.11,2.52,0.00,0.05,0.00,148769684,116804000,31946000,0
3.03,2.44,0.00,0.05,0.00,148440497,125341000,23062000,0
3.07,2.47,0.00,0.05,0.00,150401733,118319000,32086000,0
3.20,2.59,0.00,0.05,0.00,152627394,116768000,35928000,0
3.08,2.50,0.00,0.05,0.00,146672518,125585000,21098000,0
0.65,0.51,0.00,0.01,0.00,35424476,35457000,0,0
3.13,2.54,0.00,0.05,0.00,146609644,123685000,22941000,0
0.63,0.48,0.00,0.01,0.00,35822644,34836000,995000,0
1.91,1.51,0.00,0.03,0.00,99655627,96634000,2988000,0
3.10,2.51,0.00,0.05,0.00,147621576,125662000,21941000,0
3.17,2.57,0.00,0.05,0.00,151684396,124750000,26946000,0
1.97,1.59,0.00,0.03,0.00,95998600,93003000,3000000,0
0.61,0.47,0.00,0.01,0.00,35226987,30385000,4900000,0
0.69,0.56,0.00,0.01,0.00,30975980,28951000,1996000,0
3.18,2.57,0.00,0.05,0.00,151683439,126741000,24949000,0
3.20,2.59,0.00,0.05,0.00,151771526,130791000,20966000,0
3.18,2.57,0.00,0.05,0.00,152790591,111849000,40945000,0
0.72,0.56,0.00,0.01,0.00,40390338,39375000,1009000,0
0.62,0.47,0.00,0.01,0.00,37382350,37411000,0,0
0.65,0.50,0.00,0.01,0.00,36397954,35425000,1012000,0
3.17,2.57,0.00,0.05,0.00,149187561,131126000,18017000,0
1.83,1.46,0.00,0.03,0.00,90495284,54696000,35801000,0
3.09,2.51,0.00,0.05,0.00,146380977,114219000,32061000,0
3.20,2.59,0.00,0.05,0.00,151496803,117638000,33895000,0
3.15,2.56,0.00,0.05,0.00,148335889,119248000,29060000,0
3.16,2.56,0.00,0.05,0.00,150647215,118524000,32142000,0
3.12,2.53,0.00,0.05,0.00,147556666,112677000,34900000,0
3.08,2.48,0.00,0.05,0.00,149517217,121425000,28098000,0
3.21,2.59,0.00,0.05,0.00,152384771,127528000,24907000,0
0.64,0.50,0.00,0.01,0.00,35712783,34742000,992000,0
3.00,2.41,0.00,0.05,0.00,144866354,127914000,16988000,0
3.01,2.43,0.00,0.05,0.00,145396619,120326000,25068000,0
0.63,0.48,0.00,0.01,0.00,36072667,35053000,1001000,0
3.12,2.52,0.00,0.05,0.00,149838847,117888000,31969000,0
3.06,2.47,0.00,0.05,0.00,148608685,127686000,20948000,0
6.52,5.30,0.00,0.10,0.00,308897200,307730000,999000,1
1.16,0.89,0.00,0.02,0.00,68239460,68224000,0,1
0.99,0.77,0.00,0.02,0.00,54245625,53270000,1005000,1
0.69,0.53,0.00,0.01,0.00,38926772,37914000,1024000,1
2.36,1.99,0.00,0.03,0.00,93369382,91414000,1987000,1
3.63,2.95,0.00,0.06,0.00,171192557,170210000,1001000,1
3.49,2.76,0.00,0.06,0.00,182937836,182875000,0,1
0.88,0.69,0.00,0.02,0.00,48972358,47046000,1935000,1
9.54,7.54,0.00,0.17,0.00,505611959,505657000,0,1
3.47,2.82,0.00,0.06,0.00,163358417,162423000,1002000,1
1.32,1.05,0.00,0.02,0.00,67843245,66859000,997000,1
3.35,2.64,0.00,0.06,0.00,180008358,177834000,1998000,1
9.63,7.63,0.00,0.17,0.00,503606622,501690000,1998000,1
0.85,0.67,0.00,0.02,0.00,45512307,43491000,2022000,1
0.72,0.55,0.00,0.01,0.00,43327029,43218000,0,1
0.51,0.38,0.00,0.01,0.00,34560178,33443000,1013000,1
2.96,2.40,0.00,0.05,0.00,139803308,138679000,1004000,1
7.98,6.40,0.00,0.14,0.00,400082736,399007000,1000000,1
0.84,0.66,0.00,0.02,0.00,46879665,44955000,1998000,1
9.86,7.87,0.00,0.17,0.00,501841032,500827000,1001000,1
0.41,0.31,0.00,0.01,0.00,26896269,25966000,998000,1
1.27,1.00,0.00,0.02,0.00,68003063,67032000,1000000,1
2.79,2.25,0.00,0.05,0.00,134882061,133941000,999000,1
9.86,7.86,0.00,0.17,0.00,502245500,501176000,1000000,1
0.79,0.61,0.00,0.02,0.00,43783578,41796000,1990000,1
0.53,0.40,0.00,0.01,0.00,31910078,29969000,1997000,1
1.27,1.04,0.00,0.02,0.00,57601268,55542000,1983000,1
5.14,4.05,0.00,0.09,0.00,273380987,271397000,1995000,1
1.63,1.31,0.00,0.03,0.00,79940218,77010000,2961000,1
1.20,0.95,0.00,0.02,0.00,63401922,62419000,990000,1
8.25,6.75,0.00,0.13,0.00,376526607,374526000,2002000,1
10.75,8.51,0.00,0.19,0.00,560951206,559805000,999000,1
1.20,0.93,0.00,0.02,0.00,66964995,65964000,999000,1
1.20,0.92,0.00,0.02,0.00,67685675,66672000,995000,1
1.44,1.18,0.00,0.02,0.00,64305001,64221000,0,1
5.69,4.50,0.00,0.10,0.00,296299235,294312000,1995000,1
0.87,0.67,0.00,0.02,0.00,46240347,45319000,1007000,1
0.46,0.35,0.00,0.01,0.00,29375796,28393000,1014000,1
1.58,1.26,0.00,0.03,0.00,79346262,78420000,1005000,1
0.84,0.66,0.00,0.02,0.00,46599341,45629000,991000,1
7.48,5.99,0.00,0.13,0.00,374154737,373118000,1000000,1
0.83,0.67,0.00,0.01,0.00,40880524,38872000,1993000,1
5.85,4.63,0.00,0.10,0.00,304660887,302574000,2003000,1
0.68,0.53,0.00,0.01,0.00,36797275,35802000,994000,1
0.41,0.31,0.00,0.01,0.00,25483187,24486000,1020000,1
0.55,0.42,0.00,0.01,0.00,32230389,31285000,1009000,1
2.58,2.08,0.00,0.04,0.00,126198899,124248000,1987000,1
