file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1749177.exe ,  4.47,  4.33,  0.23,  0.00, 12.03,  400744977,  333258000,   67052000,  413178104
1817867.exe ,  4.80,  4.65,  0.23,  0.00, 12.31,  420295696,  366178000,   54026000,  432712487
2766234.exe ,  3.02,  2.92,  0.17,  0.00,  8.02,  278854402,  270851000,    7995000,  293343078
340754.exe  ,  4.87,  4.72,  0.23,  0.00, 11.77,  419676483,  361529000,   57924000,  431933569
3588461.exe ,  6.34,  6.13,  0.35,  0.00, 16.29,  563815074,  496778000,   66970000,  576066433
4159594.exe ,  3.35,  3.25,  0.17,  0.00,  8.77,  290067601,  283074000,    6977000,  302783401
4650304.exe ,  2.67,  2.59,  0.14,  0.00,  6.69,  235157041,  227120000,    8004000,  247451748
556438.exe  ,  4.92,  4.75,  0.24,  0.00, 12.92,  425058096,  368967000,   55995000,  437343267
6096802.exe ,  4.75,  4.60,  0.24,  0.00, 12.59,  425008911,  355925000,   68985000,  438485963
6116225.exe ,  2.69,  2.62,  0.14,  0.00,  7.01,  232591224,  226562000,    5988000,  244823239
6387452.exe ,  2.74,  2.66,  0.14,  0.00,  7.25,  240033436,  231981000,    7999000,  252322184
6489020.exe ,  2.73,  2.65,  0.14,  0.00,  6.69,  232622303,  228574000,    4010000,  244786154
689377.exe  ,  3.91,  3.79,  0.20,  0.00, 10.47,  358299028,  301121000,   57023000,  370720107
7137813.exe ,  3.64,  3.52,  0.19,  0.00,  9.35,  319683118,  315642000,    3995000,  331987674
7156796.exe ,  2.70,  2.61,  0.14,  0.00,  7.12,  238262089,  235240000,    3003000,  251543588
7169393.exe ,  4.64,  4.48,  0.24,  0.00, 12.64,  435660699,  369699000,   65946000,  450165440
7718795.exe ,  2.76,  2.68,  0.14,  0.00,  7.29,  241864239,  238837000,    2997000,  254123307
8269776.exe ,  4.83,  4.68,  0.23,  0.00, 11.87,  418964810,  356131000,   62846000,  431213920
8634018.exe ,  2.52,  2.44,  0.12,  0.00,  6.17,  215897172,  212844000,    2997000,  228126929
879858.exe  ,  4.12,  3.99,  0.21,  0.00, 10.31,  368316125,  324253000,   44034000,  380398248
