file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1091584.exe , 12.36, 12.01,  0.50,  0.00, 28.60,  966900389,  960572000,    5997000,  979619645
1680187.exe ,  9.07,  8.82,  0.36,  0.00, 21.99,  700225982,  698088000,    2000000,  712492230
1723554.exe ,  4.35,  4.20,  0.22,  0.00, 11.13,  365853994,  239196000,    4020000,  378090744
1727828.exe ,  1.08,  1.05,  0.07,  0.00,  2.81,   92391585,    1110000,    5554000,  104582425
176146.exe  , 20.28, 19.67,  0.86,  0.00, 48.53, 1687139067, 1684975000,    1998000, 1699348581
1910626.exe ,  5.37,  5.21,  0.24,  0.00, 13.43,  472967260,  468939000,    3999000,  485241807
1953417.exe , 14.32, 13.91,  0.57,  0.00, 33.21, 1112518880, 1107332000,    4996000, 1124719923
2004438.exe ,  6.23,  6.06,  0.26,  0.00, 14.58,  491211847,  488177000,    3001000,  503484549
202443.exe  ,  5.35,  5.20,  0.23,  0.00, 13.00,  446747919,  441617000,    4995000,  461276817
2046266.exe , 14.04, 13.65,  0.56,  0.00, 32.79, 1099150466, 1097112000,    2000000, 1111373385
2084242.exe ,  5.63,  5.45,  0.25,  0.00, 13.75,  479826633,  474800000,    4997000,  492044526
2337463.exe , 12.07, 11.72,  0.50,  0.00, 28.52,  975857187,  967802000,    7998000,  988023308
2534515.exe ,  8.01,  7.78,  0.33,  0.00, 18.73,  628940641,  625857000,    2999000,  641235638
2970400.exe , 13.98, 13.59,  0.57,  0.00, 32.94, 1110032743, 1106876000,    2999000, 1122312057
2992391.exe ,  5.27,  5.12,  0.23,  0.00, 13.59,  442393145,  440374000,    2001000,  454580696
3079464.exe , 14.36, 13.98,  0.56,  0.00, 33.03, 1097384357, 1094190000,    3000000, 1109686753
3229339.exe , 11.94, 11.61,  0.46,  0.00, 27.31,  900531604,  897395000,    3001000,  912873990
3370629.exe ,  7.93,  7.70,  0.33,  0.00, 18.69,  637153338,  631924000,    4999000,  649961864
3372074.exe , 19.04, 18.51,  0.76,  0.00, 44.37, 1483125982, 1477908000,    4999000, 1498899579
3375350.exe , 18.22, 17.71,  0.73,  0.00, 45.23, 1427237309, 1419200000,    8001000, 1439504785
3385679.exe , 29.40, 28.45,  1.81,  0.00, 73.14, 2365378301, 2356944000,    7999000, 2377647573
3422843.exe , 22.26, 21.61,  0.95,  0.00, 53.70, 1850528906, 1845319000,    4998000, 1862836167
3424191.exe ,  5.59,  5.43,  0.24,  0.00, 14.60,  469265336,  467085000,    2000000,  481425732
3428138.exe ,  5.71,  5.54,  0.24,  0.00, 14.57,  469511096,  468495000,    1001000,  481677912
3523688.exe ,  6.39,  6.21,  0.27,  0.00, 15.19,  519676850,  514576000,    4995000,  532053805
3529361.exe , 15.84, 15.39,  0.64,  0.00, 36.92, 1240499058, 1235241000,    4996000, 1252851709
3661212.exe , 20.53, 19.93,  0.88,  0.00, 49.32, 1709643042, 1704516000,    4998000, 1721877305
3663182.exe , 14.30, 13.90,  0.57,  0.00, 33.14, 1109534286, 1102336000,    6995000, 1123934252
3883785.exe , 13.55, 13.16,  0.56,  0.00, 32.22, 1095375622, 1091259000,    4000000, 1107576089
3994586.exe ,  8.79,  8.54,  0.48,  0.00, 20.54,  677376810,  672224000,    5001000,  689729953
4184640.exe , 23.59, 22.89,  1.01,  0.00, 56.64, 1964752626, 1962650000,    1999000, 1976984282
4212368.exe , 17.82, 17.31,  0.72,  0.00, 41.59, 1402408122, 1398290000,    4000000, 1414792318
424396.exe  ,  6.25,  6.04,  0.30,  0.00, 15.80,  571690529,  565585000,    5995000,  585106295
4448337.exe ,  5.75,  5.58,  0.25,  0.00, 13.93,  482009686,  479007000,    2993000,  494418931
4492853.exe , 19.75, 19.17,  0.84,  0.00, 47.55, 1644185141, 1642127000,    2000000, 1656441083
4504170.exe ,  7.60,  7.39,  0.31,  0.00, 17.74,  593368244,  582378000,   10988000,  605645773
4549023.exe , 23.91, 23.18,  1.32,  0.00, 57.60, 1889473541, 1743264000,  146022000, 1903286844
4742667.exe ,  5.33,  5.17,  0.23,  0.00, 13.77,  446630702,  442609000,    3996000,  458892597
4828917.exe ,  1.08,  1.04,  0.07,  0.00,  2.81,   91599060,    6059000,          0,  103742786
483031.exe  , 13.42, 13.03,  0.71,  0.00, 31.70, 1065050608, 1057929000,    6999000, 1079658550
5192715.exe , 13.00, 12.64,  0.52,  0.00, 30.37, 1019252868, 1017216000,    2000000, 1031553418
526197.exe  ,  8.47,  8.23,  0.35,  0.00, 20.11,  684038845,  679835000,    3999000,  696221700
5388267.exe , 17.18, 16.69,  0.71,  0.00, 40.53, 1391634274, 1385621000,    5998000, 1403760615
5391029.exe , 42.21, 40.94,  1.84,  0.00, 102.61, 3567067268, 3563723000,    2999000, 3579251391
5402227.exe , 23.64, 22.96,  0.97,  0.00, 55.56, 1891290086, 1889131000,    1999000, 1904018940
5610753.exe , 15.00, 14.60,  0.58,  0.00, 34.34, 1138396283, 1135302000,    3000000, 1150724297
5748910.exe ,  5.37,  5.22,  0.22,  0.00, 13.64,  438673250,  435672000,    2997000,  452306162
5947083.exe ,  5.53,  5.37,  0.24,  0.00, 13.44,  476478258,  471456000,    5004000,  493089070
5949274.exe , 13.88, 13.49,  0.56,  0.00, 32.18, 1084680330, 1081669000,    2999000, 1099691008
5953163.exe , 13.31, 12.89,  0.71,  0.00, 34.65, 1120216163,  979309000,  140900000, 1132589168
5955123.exe , 20.60, 19.99,  0.86,  0.00, 49.08, 1685780612, 1679518000,    5998000, 1698194542
6043669.exe , 13.94, 13.52,  0.61,  0.00, 33.85, 1189399820, 1187203000,    2000000, 1201594916
6062852.exe , 13.78, 13.39,  0.55,  0.00, 32.10, 1076506781, 1068465000,    7995000, 1090221802
6083074.exe ,  5.89,  5.73,  0.25,  0.00, 13.98,  475024758,  468864000,    5998000,  487280200
6085360.exe ,  8.62,  8.38,  0.35,  0.00, 20.37,  694017769,  690997000,    2999000,  706330347
6099013.exe ,  4.51,  4.38,  0.20,  0.00, 11.69,  380915166,  376893000,    3998000,  393024667
6110657.exe ,  6.76,  6.57,  0.28,  0.00, 15.82,  532931397,  526789000,    5997000,  545146507
6113121.exe , 12.05, 11.70,  0.49,  0.00, 28.34,  963047870,  960989000,    1999000,  975269334
6114549.exe , 16.07, 15.62,  0.64,  0.00, 37.31, 1252901586, 1249785000,    2999000, 1265314445
6134791.exe , 14.24, 13.84,  0.56,  0.00, 32.97, 1097607191, 1094455000,    2998000, 1109890879
6170599.exe ,  8.42,  8.19,  0.34,  0.00, 19.68,  661255292,  657231000,    4001000,  673593368
6237236.exe ,  8.14,  7.92,  0.32,  0.00, 18.60,  609892711,  605691000,    3997000,  622256201
6306884.exe , 17.58, 17.05,  0.75,  0.00, 42.47, 1471578875, 1468357000,    2998000, 1483778499
6422109.exe , 19.61, 19.06,  0.78,  0.00, 45.53, 1526846395, 1518822000,    7999000, 1539095136
6426234.exe , 10.07,  9.78,  0.42,  0.00, 23.95,  806745585,  802654000,    3998000,  819002158
6801212.exe , 18.04, 17.52,  0.73,  0.00, 42.10, 1418433321, 1415318000,    3000000, 1430680137
6866729.exe ,  1.08,  1.04,  0.07,  0.00,  2.99,  101362476,    6762000,    5568000,  115600134
6952877.exe ,  3.94,  3.83,  0.16,  0.00,  9.14,  302065479,  299050000,    3000000,  315432095
7096116.exe , 16.59, 16.14,  0.66,  0.00, 38.22, 1282727552, 1279576000,    3001000, 1297632437
