file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1044060.exe ,  4.97,  4.82,  0.23,  0.00, 12.85,  420950860,  408619000,   11988000,  433496398
1196025.exe ,  1.50,  1.45,  0.07,  0.00,  3.78,  124602631,  121586000,    2989000,  136849365
1514231.exe ,  1.43,  1.39,  0.08,  0.00,  3.53,  120269675,  113137000,    6947000,  132631929
1557029.exe ,  2.00,  1.95,  0.09,  0.00,  5.06,  162209603,  161174000,    1001000,  174416620
1878308.exe ,  1.28,  1.24,  0.06,  0.00,  3.33,  108186339,  101244000,    6948000,  120424635
2455153.exe ,  1.57,  1.52,  0.08,  0.00,  4.02,  140506946,  134433000,    5974000,  155109991
2507278.exe ,  1.72,  1.66,  0.09,  0.00,  4.47,  146757408,  141742000,    4990000,  158940820
3705374.exe ,  1.61,  1.55,  0.09,  0.00,  4.30,  145484496,  137496000,    7970000,  158901714
4162488.exe ,  1.42,  1.38,  0.08,  0.00,  3.81,  122708047,  115599000,    6975000,  134991904
4289964.exe ,  2.45,  2.37,  0.14,  0.00,  6.52,  213947027,  207856000,    5995000,  226154410
4387633.exe ,  1.27,  1.23,  0.07,  0.00,  3.36,  108964290,  102845000,    5991000,  122701158
5331185.exe ,  1.57,  1.52,  0.09,  0.00,  4.19,  142133184,  136174000,    5963000,  154337567
5425747.exe ,  1.50,  1.45,  0.08,  0.00,  3.94,  129858499,  120765000,    8982000,  142176426
5895782.exe ,  2.29,  2.22,  0.12,  0.00,  5.85,  189543524,  183434000,    5981000,  202868441
5940700.exe ,  1.52,  1.48,  0.08,  0.00,  3.92,  131027339,  127002000,    4000000,  143245395
685296.exe  ,  1.30,  1.26,  0.06,  0.00,  3.18,  108715136,  102495000,    6029000,  120939647
7247866.exe ,  1.27,  1.23,  0.07,  0.00,  3.36,  111069530,  110050000,    1000000,  125568316
7249876.exe ,  1.68,  1.63,  0.10,  0.00,  4.51,  155270898,  142224000,   13020000,  170140004
7515958.exe ,  1.40,  1.36,  0.08,  0.00,  3.67,  121807996,  117781000,    3992000,  134069273
965589.exe  ,  1.37,  1.32,  0.10,  0.00,  3.64,  130978259,  120960000,    9996000,  144436217
