file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
2116056.exe ,  3.90,  3.75,  0.22,  0.00, 10.09,  354811583,  221130000,   10930000,  367407588
2984311.exe ,  1.46,  1.41,  0.07,  0.00,  3.54,  120825550,  114698000,    5984000,  133078205
299068.exe  , 10.11,  9.79,  0.57,  0.00, 26.42,  920870449,  908715000,   11996000,  933146157
3889320.exe ,  3.03,  2.95,  0.13,  0.00,  7.25,  239474352,  233434000,    6011000,  251780841
4035360.exe ,  1.93,  1.86,  0.08,  0.00,  4.78,  161169078,  158141000,    3002000,  173326146
4119785.exe , 11.27, 10.91,  0.64,  0.00, 28.53,  984965570,  968926000,   16015000, 1000475527
412287.exe  ,  9.99,  9.67,  0.58,  0.00, 25.23,  873376449,  860980000,   11999000,  887602748
4213036.exe ,  8.38,  8.10,  0.56,  0.00, 22.23,  772619155,  760473000,   11991000,  785983387
4222620.exe ,  3.36,  3.27,  0.14,  0.00,  8.14,  264331494,  258313000,    5984000,  276520920
4390406.exe , 10.03,  9.71,  0.51,  0.00, 25.10,  862392943,  762019000,   15000000,  874754187
4928227.exe ,  7.71,  7.47,  0.40,  0.00, 19.34,  679955137,  669751000,    9996000,  692271098
495834.exe  ,  9.54,  9.23,  0.45,  0.00, 24.28,  872939605,  863840000,    8998000,  885174692
5152635.exe , 18.39, 17.83,  0.87,  0.00, 45.01, 1592382377, 1589103000,    3000000, 1604699644
5670617.exe ,  5.32,  5.15,  0.28,  0.00, 13.34,  456231702,  446249000,    9983000,  469600281
5888891.exe , 10.30,  9.97,  0.55,  0.00, 26.32,  914592592,  898542000,   15991000,  929043416
6393398.exe ,  3.70,  3.58,  0.21,  0.00,  9.52,  332465589,  328430000,    4005000,  345273103
6932069.exe ,  6.73,  6.51,  0.36,  0.00, 17.24,  608507539,  599440000,    8991000,  622139454
8294387.exe , 16.48, 15.94,  0.98,  0.00, 42.91, 1515262141, 1496007000,   19000000, 1527493248
847669.exe  , 15.43, 14.95,  0.71,  0.00, 38.67, 1372945400, 1368591000,    4001000, 1385304550
994210.exe  ,  2.30,  2.22,  0.11,  0.00,  5.90,  198008562,  188985000,    8999000,  210248342
