@relation problema-weka.filters.unsupervised.attribute.Remove-R3-5

@attribute pkg numeric
@attribute cores numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
3.63,2.92,174919270,164878000,9992000,30
5.38,4.38,246081782,238083000,8002000,30
3.47,2.79,167280771,161168000,6006000,30
4.27,3.45,202567325,175495000,27076000,30
2.85,2.29,136650565,130698000,5986000,30
3.99,3.22,187323040,177268000,10015000,30
5.25,4.29,239439304,227362000,12019000,30
5.05,4.11,233552717,201425000,32067000,30
3.19,2.57,151949358,143842000,7991000,30
10.65,8.6,489527481,442397000,47042000,30
4.2,3.42,190704069,182675000,7985000,30
4.7,3.79,221935219,210894000,10994000,30
5.86,4.81,259705708,225576000,34087000,30
6.28,5.1,291364557,251474000,39916000,30
16.84,13.8,756133459,748094000,8001000,30
4.11,3.32,195507668,157570000,37896000,30
3.2,2.58,152171838,145215000,7010000,30
8.09,6.58,374829329,346800000,28064000,30
5.36,4.31,265984718,263730000,2005000,31
1.85,1.46,99347416,97327000,2006000,31
3.92,3.25,168886105,167784000,992000,31
3.44,2.8,162945693,161850000,999000,31
3.02,2.4,152226454,1002000,8017000,31
0.6,0.46,33786978,28824000,4969000,31
5.89,4.79,274727840,271791000,2997000,31
3.37,2.7,167252372,165257000,2003000,31
3.55,2.87,170144933,162111000,8005000,31
3.45,2.78,168386522,167415000,996000,31
2.26,1.81,110260267,109287000,1002000,31
3.65,2.97,170344874,168256000,1991000,31
3.61,2.93,170066136,169081000,1000000,31
3.52,2.84,170477397,169416000,1002000,31
3.33,2.68,161084257,160014000,1000000,31
3.35,2.71,161866117,161814000,0,31
3.76,3.06,176002542,174038000,1989000,31
3.34,2.69,162942279,162022000,1000000,31
0.25,0.19,15033986,15057000,0,31
0.96,0.76,50511037,49408000,988000,31
