@relation problema-weka.filters.unsupervised.attribute.Remove-R2-5

@attribute pkg numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
2.62,129436467,97315000,32103000,19
2.53,124900712,1819000,7270000,19
3.23,157626059,97767000,59857000,19
3.01,118382911,78569000,39782000,19
2.44,123028308,88029000,35011000,19
3.94,187274495,121173000,66094000,19
2.62,129713189,95768000,33918000,19
3.31,158993246,100983000,57990000,19
2,98764258,66837000,31922000,19
1.41,77634818,76708000,996000,19
2.57,124292220,2956000,5689000,19
3.6,168350511,108217000,60120000,19
3.34,159846053,97275000,62534000,19
8.84,403049029,374031000,29002000,19
6.59,290000984,246817000,43142000,19
0.27,18309328,14009000,4002000,20
0.03,2207431,1114000,1114000,20
0.76,41537434,40550000,1013000,20
0.31,18953792,16909000,2113000,20
0.67,39802632,36936000,2916000,20
0.06,1999539,1995000,0,20
0.36,22170959,21179000,1008000,20
0.74,40903000,39898000,997000,20
0.36,24222035,21222000,2894000,20
1.09,61583770,56596000,4964000,20
0.77,41720926,38631000,3049000,20
1.38,77483465,66517000,10920000,20
0.03,2096627,1062000,1062000,20
0.04,1939394,1932000,0,20
0.03,2321593,1168000,1168000,20
0.45,27538354,24491000,3061000,20
0.65,38538835,37535000,1014000,20
0.8,42043036,39087000,2931000,20
0.4,23149414,20074000,3011000,20
0.78,44431076,40465000,3947000,20
0.07,5473628,4179000,1044000,21
0.09,6618413,5526000,1105000,21
0.12,6251545,5212000,1042000,21
3.26,163432617,163354000,0,21
4.06,208162220,207210000,1001000,21
0.33,19470897,6812000,12651000,21
4.83,244158860,243178000,1000000,21
3.35,163088277,162118000,1000000,21
4.2,212752097,211792000,999000,21
0.44,26404285,18271000,8120000,21
3.76,186868382,184875000,2009000,21
1.31,63420855,48460000,14834000,21
0.23,14221661,9130000,5072000,21
0.23,13026292,10864000,2172000,21
0.1,7455265,6406000,1067000,21
4.19,209510164,208408000,997000,21
0.18,12026154,8028000,4014000,21
3.31,165320484,164037000,1000000,21
0.1,6496129,5647000,941000,21
0.64,36492935,29413000,6863000,21
0.25,16308610,13188000,2826000,22
0.63,36314027,33379000,2945000,22
0.61,35287672,34312000,1009000,22
0.26,16249966,11471000,4779000,22
0.26,14308226,10498000,3817000,22
0.64,37464413,35414000,2023000,22
0.24,14953677,13908000,1069000,22
0.66,36667784,32710000,3964000,22
0.27,15720853,13769000,1967000,22
0.23,15293761,14287000,1020000,22
0.62,36433044,33415000,3037000,22
0.27,16307735,14251000,2035000,22
0.66,37762835,35736000,2042000,22
0.26,15807662,13819000,1974000,22
0.63,35968723,34975000,999000,22
0.26,16498530,13424000,3097000,22
0.32,20254743,17199000,3035000,22
0.65,36354794,34338000,2019000,22
0.26,14978462,13956000,996000,22
0.26,14522682,12616000,1940000,22
0.81,47087147,41869000,4868000,23
3.1,149940541,142934000,6996000,23
3.75,162103143,153074000,9004000,23
3.09,149340988,144354000,5012000,23
1.59,84417007,78380000,6029000,23
1.73,88383773,75375000,13065000,23
1.56,80575565,73590000,6961000,23
1.42,73962027,70962000,2998000,23
2.9,109791279,92995000,16818000,23
3.33,156323780,149329000,7015000,23
3.26,153118700,149081000,4002000,23
1.39,74455549,67324000,7033000,23
1.45,71297994,68212000,3009000,23
1.65,85444872,79443000,5958000,23
3.25,155581958,148552000,7026000,23
2.76,134613201,127582000,6977000,23
1.69,85688686,74561000,11083000,23
3.27,156525109,149491000,7023000,23
2.56,118491803,115507000,2987000,23
3.29,152311749,143152000,9009000,23
1.37,72385281,60081000,12016000,24
1.56,78177195,68150000,10022000,24
1.57,81446785,72517000,8940000,24
1.92,97582563,89633000,7967000,24
3.15,151467316,145494000,5979000,24
1.3,67141438,60123000,7014000,24
4.77,163726883,159736000,3968000,24
1.7,86446852,82413000,4020000,24
1.52,77330529,70307000,7030000,24
3.24,156185172,151035000,5001000,24
3.08,146832330,141799000,4992000,24
1.38,72146026,68137000,4008000,24
1.32,67102983,59214000,7895000,24
1.55,80864893,73850000,6985000,24
3.08,146879435,140836000,6035000,24
3.14,149632579,141629000,7979000,24
1.53,77364621,67309000,10046000,24
3.08,147559616,141572000,5981000,24
1.81,91169172,85177000,6012000,24
3.08,145950151,139996000,5999000,24
4.75,233652115,225387000,8013000,25
1.46,73605896,69641000,3979000,25
1.62,81071227,73076000,8008000,25
1.75,87866319,79787000,8079000,25
1.59,80703239,75718000,4981000,25
1.81,96594614,89477000,7037000,25
1.87,95181043,89161000,6010000,25
3.31,158612399,153659000,4988000,25
1.89,93684487,80762000,12961000,25
1.45,72610740,69578000,3025000,25
1.57,79116533,70141000,9018000,25
3.35,161820069,154830000,6992000,25
1.59,77180274,69114000,8013000,25
1.69,88135130,81105000,7009000,25
4.48,222950586,208922000,13994000,25
1.58,82750534,76677000,6053000,25
2.19,108136280,93087000,15014000,25
3.43,164085476,159127000,4972000,25
3.64,173829221,166808000,6991000,25
2.5,122145264,114107000,8007000,25
1.2,65699074,57507000,7932000,26
3.43,161331240,154299000,7013000,26
3.06,159734903,149757000,9983000,26
1.35,68815625,59810000,8971000,26
1.43,72458711,62535000,9926000,26
1.18,64954803,59968000,4997000,26
2.92,142977826,136968000,5998000,26
3.23,156309232,149325000,6968000,26
0.24,13800125,9842000,3936000,26
1.39,70073247,63124000,6904000,26
3.01,144247165,140116000,4003000,26
1.25,62240312,57631000,3974000,26
1.34,69933082,63934000,5993000,26
1.4,71021844,64993000,5999000,26
1.51,75339551,71389000,3966000,26
1.39,76531527,72482000,4026000,26
3.02,141406209,136335000,5012000,26
3.03,139632288,132566000,6977000,26
2.97,140573995,136589000,3988000,26
1.36,68999671,64048000,5003000,26
1.99,101739917,91415000,10045000,27
1.93,94618047,84616000,9954000,27
1.99,97006442,88967000,7997000,27
1.93,96276243,89195000,7015000,27
2.13,101531765,96352000,5018000,27
1.98,98284650,93231000,5012000,27
6.54,253543537,250534000,3006000,27
2.02,102979579,93869000,8987000,27
1.93,100194158,95256000,4961000,27
1.95,97673392,92640000,5034000,27
1.96,94783392,89737000,4985000,27
1.86,97586466,93537000,3980000,27
1.91,92082946,87998000,3999000,27
5.04,231215984,227021000,4000000,27
2.05,103314453,96280000,7020000,27
2.12,106201799,95155000,11017000,27
1.88,97527601,92525000,4974000,27
1.9,95754347,88761000,6981000,27
4.89,227368840,224240000,3003000,27
5.13,239417702,230443000,8978000,27
3.58,162123882,158628000,1995000,28
6.35,300765487,295695000,4994000,28
2.89,143207617,138239000,4972000,28
3.47,172398254,167331000,5009000,28
10.78,544427743,542446000,2001000,28
4.11,196541892,168539000,27923000,28
4.47,206628679,182661000,23955000,28
4.9,224471671,195358000,29053000,28
2.48,116014946,114007000,2000000,28
3.94,190927477,162933000,27988000,28
3.4,154733638,151726000,2994000,28
3.32,151291110,147327000,3981000,28
3.38,151040311,149788000,998000,28
1.59,76860365,75915000,998000,28
2.86,135229967,132158000,3003000,28
2.86,139945005,136970000,2977000,28
3.57,168688982,135970000,32751000,28
4.49,204268431,175169000,29028000,28
2.85,129128119,125037000,4001000,28
3.89,173756819,149737000,23957000,28
0.9,49981028,41707000,7944000,29
1.07,58561986,54603000,3971000,29
0.85,49880403,40790000,8953000,29
0.57,35928526,29906000,5981000,29
3.07,150901201,100938000,49969000,29
0.6,34802781,28872000,5973000,29
0.62,33947203,28933000,4988000,29
0.63,35265817,30223000,5037000,29
1.31,69753125,51817000,17936000,29
4.15,196574211,99762000,96769000,29
4.87,230266440,184240000,46060000,29
3.37,164290048,109524000,54762000,29
0.87,45269843,39221000,6034000,29
0.6,33794496,31707000,2045000,29
3.29,162042297,115026000,47011000,29
0.84,45509878,38410000,7075000,29
1.47,73843380,65865000,7983000,29
0.58,33025380,25286000,7780000,29
1.07,54588467,51620000,2978000,29
1.08,55988066,50003000,6000000,29
3.17,155081639,142903000,11908000,30
3.3,156390712,147390000,8962000,30
3.63,174919270,164878000,9992000,30
5.38,246081782,238083000,8002000,30
3.47,167280771,161168000,6006000,30
4.27,202567325,175495000,27076000,30
2.85,136650565,130698000,5986000,30
3.99,187323040,177268000,10015000,30
5.25,239439304,227362000,12019000,30
5.05,233552717,201425000,32067000,30
3.19,151949358,143842000,7991000,30
10.65,489527481,442397000,47042000,30
4.2,190704069,182675000,7985000,30
4.7,221935219,210894000,10994000,30
5.86,259705708,225576000,34087000,30
6.28,291364557,251474000,39916000,30
16.84,756133459,748094000,8001000,30
4.11,195507668,157570000,37896000,30
3.2,152171838,145215000,7010000,30
8.09,374829329,346800000,28064000,30
5.36,265984718,263730000,2005000,31
1.85,99347416,97327000,2006000,31
3.92,168886105,167784000,992000,31
3.44,162945693,161850000,999000,31
3.02,152226454,1002000,8017000,31
0.6,33786978,28824000,4969000,31
5.89,274727840,271791000,2997000,31
3.37,167252372,165257000,2003000,31
3.55,170144933,162111000,8005000,31
3.45,168386522,167415000,996000,31
2.26,110260267,109287000,1002000,31
3.65,170344874,168256000,1991000,31
3.61,170066136,169081000,1000000,31
3.52,170477397,169416000,1002000,31
3.33,161084257,160014000,1000000,31
3.35,161866117,161814000,0,31
3.76,176002542,174038000,1989000,31
3.34,162942279,162022000,1000000,31
0.25,15033986,15057000,0,31
0.96,50511037,49408000,988000,31
