@relation 'problema-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute pkg numeric
@attribute cores numeric
@attribute gpu numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
10.26,8.19,0.16,464761541,312796000,151901000,18
10.06,7.99,0.16,464694756,318767000,145893000,18
1.17,0.93,0.02,59312223,55002000,4000000,18
14.94,12.2,0.22,649044456,515969000,132992000,18
9.78,7.83,0.15,432482232,300623000,131834000,18
2.62,2.09,0.04,126629765,123616000,2990000,18
5.25,4.11,0.08,246822194,243724000,3008000,18
6.14,4.78,0.1,303074492,297075000,6001000,18
4.38,3.48,0.08,223750530,220610000,2994000,18
2.29,1.83,0.04,111370258,108388000,2983000,18
4.44,3.49,0.07,203517590,195483000,8019000,18
3.68,2.94,0.06,181808728,177798000,3995000,18
7.97,6.27,0.13,390620672,384538000,6008000,18
4.91,3.82,0.08,236383906,229388000,6981000,18
10.87,8.65,0.18,517407901,511228000,6002000,18
4.46,3.56,0.08,221334633,217174000,4003000,18
4.9,3.79,0.08,239097883,230978000,7999000,18
2.97,2.35,0.05,151018224,2157000,7295000,19
2.04,1.64,0.03,98152486,64087000,34046000,19
13.19,10.84,0.2,583855106,545834000,37988000,19
9.99,8.12,0.16,456888576,395897000,60984000,19
2.53,2.03,0.04,123591558,1011000,6869000,19
2.62,2.08,0.04,129436467,97315000,32103000,19
2.53,2.02,0.04,124900712,1819000,7270000,19
3.23,2.59,0.05,157626059,97767000,59857000,19
3.01,2.51,0.04,118382911,78569000,39782000,19
2.44,1.94,0.04,123028308,88029000,35011000,19
3.94,3.14,0.06,187274495,121173000,66094000,19
2.62,2.07,0.04,129713189,95768000,33918000,19
3.31,2.63,0.05,158993246,100983000,57990000,19
2,1.58,0.03,98764258,66837000,31922000,19
1.41,1.1,0.03,77634818,76708000,996000,19
2.57,2.05,0.04,124292220,2956000,5689000,19
3.6,2.87,0.06,168350511,108217000,60120000,19
3.34,2.65,0.05,159846053,97275000,62534000,19
8.84,7.2,0.14,403049029,374031000,29002000,19
6.59,5.4,0.1,290000984,246817000,43142000,19
0.27,0.2,0.01,18309328,14009000,4002000,20
0.03,0.02,0,2207431,1114000,1114000,20
0.76,0.59,0.01,41537434,40550000,1013000,20
0.31,0.24,0.01,18953792,16909000,2113000,20
0.67,0.51,0.01,39802632,36936000,2916000,20
0.06,0.05,0,1999539,1995000,0,20
0.36,0.27,0.01,22170959,21179000,1008000,20
0.74,0.58,0.01,40903000,39898000,997000,20
0.36,0.27,0.01,24222035,21222000,2894000,20
1.09,0.84,0.02,61583770,56596000,4964000,20
0.77,0.6,0.01,41720926,38631000,3049000,20
1.38,1.06,0.03,77483465,66517000,10920000,20
0.03,0.02,0,2096627,1062000,1062000,20
0.04,0.03,0,1939394,1932000,0,20
0.03,0.02,0,2321593,1168000,1168000,20
0.45,0.34,0.01,27538354,24491000,3061000,20
0.65,0.49,0.01,38538835,37535000,1014000,20
0.8,0.63,0.01,42043036,39087000,2931000,20
0.4,0.3,0.01,23149414,20074000,3011000,20
0.78,0.6,0.02,44431076,40465000,3947000,20
0.07,0.05,0,5473628,4179000,1044000,21
0.09,0.07,0,6618413,5526000,1105000,21
0.12,0.1,0,6251545,5212000,1042000,21
3.26,2.61,0.06,163432617,163354000,0,21
4.06,3.24,0.07,208162220,207210000,1001000,21
0.33,0.25,0.01,19470897,6812000,12651000,21
4.83,3.85,0.08,244158860,243178000,1000000,21
3.35,2.69,0.06,163088277,162118000,1000000,21
4.2,3.34,0.07,212752097,211792000,999000,21
0.44,0.34,0.01,26404285,18271000,8120000,21
3.76,3.02,0.06,186868382,184875000,2009000,21
1.31,1.05,0.02,63420855,48460000,14834000,21
0.23,0.17,0,14221661,9130000,5072000,21
0.23,0.18,0,13026292,10864000,2172000,21
0.1,0.08,0,7455265,6406000,1067000,21
4.19,3.35,0.07,209510164,208408000,997000,21
0.18,0.14,0,12026154,8028000,4014000,21
3.31,2.64,0.06,165320484,164037000,1000000,21
0.1,0.07,0,6496129,5647000,941000,21
0.64,0.48,0.01,36492935,29413000,6863000,21
0.25,0.19,0.01,16308610,13188000,2826000,22
0.63,0.48,0.01,36314027,33379000,2945000,22
0.61,0.47,0.01,35287672,34312000,1009000,22
0.26,0.19,0.01,16249966,11471000,4779000,22
0.26,0.21,0,14308226,10498000,3817000,22
0.64,0.49,0.01,37464413,35414000,2023000,22
0.24,0.18,0.01,14953677,13908000,1069000,22
0.66,0.51,0.01,36667784,32710000,3964000,22
0.27,0.21,0.01,15720853,13769000,1967000,22
0.23,0.17,0.01,15293761,14287000,1020000,22
0.62,0.48,0.01,36433044,33415000,3037000,22
0.27,0.2,0.01,16307735,14251000,2035000,22
0.66,0.51,0.01,37762835,35736000,2042000,22
0.26,0.19,0.01,15807662,13819000,1974000,22
0.63,0.49,0.01,35968723,34975000,999000,22
0.26,0.19,0.01,16498530,13424000,3097000,22
0.32,0.23,0.01,20254743,17199000,3035000,22
0.65,0.51,0.01,36354794,34338000,2019000,22
0.26,0.2,0.01,14978462,13956000,996000,22
0.26,0.2,0,14522682,12616000,1940000,22
0.81,0.63,0.02,47087147,41869000,4868000,23
3.1,2.5,0.05,149940541,142934000,6996000,23
3.75,3.1,0.06,162103143,153074000,9004000,23
3.09,2.49,0.05,149340988,144354000,5012000,23
1.59,1.24,0.03,84417007,78380000,6029000,23
1.73,1.37,0.03,88383773,75375000,13065000,23
1.56,1.23,0.03,80575565,73590000,6961000,23
1.42,1.13,0.02,73962027,70962000,2998000,23
2.9,2.41,0.04,109791279,92995000,16818000,23
3.33,2.7,0.05,156323780,149329000,7015000,23
3.26,2.64,0.05,153118700,149081000,4002000,23
1.39,1.08,0.03,74455549,67324000,7033000,23
1.45,1.16,0.02,71297994,68212000,3009000,23
1.65,1.3,0.03,85444872,79443000,5958000,23
3.25,2.63,0.05,155581958,148552000,7026000,23
2.76,2.21,0.05,134613201,127582000,6977000,23
1.69,1.34,0.03,85688686,74561000,11083000,23
3.27,2.63,0.05,156525109,149491000,7023000,23
2.56,2.08,0.04,118491803,115507000,2987000,23
3.29,2.67,0.05,152311749,143152000,9009000,23
1.37,1.07,0.02,72385281,60081000,12016000,24
1.56,1.24,0.03,78177195,68150000,10022000,24
1.57,1.24,0.03,81446785,72517000,8940000,24
1.92,1.52,0.03,97582563,89633000,7967000,24
3.15,2.54,0.05,151467316,145494000,5979000,24
1.3,1.02,0.02,67141438,60123000,7014000,24
4.77,4.06,0.06,163726883,159736000,3968000,24
1.7,1.34,0.03,86446852,82413000,4020000,24
1.52,1.2,0.03,77330529,70307000,7030000,24
3.24,2.61,0.05,156185172,151035000,5001000,24
3.08,2.49,0.05,146832330,141799000,4992000,24
1.38,1.09,0.02,72146026,68137000,4008000,24
1.32,1.05,0.02,67102983,59214000,7895000,24
1.55,1.21,0.03,80864893,73850000,6985000,24
3.08,2.47,0.05,146879435,140836000,6035000,24
3.14,2.54,0.05,149632579,141629000,7979000,24
1.53,1.21,0.03,77364621,67309000,10046000,24
3.08,2.48,0.05,147559616,141572000,5981000,24
1.81,1.43,0.03,91169172,85177000,6012000,24
3.08,2.49,0.05,145950151,139996000,5999000,24
4.75,3.81,0.08,233652115,225387000,8013000,25
1.46,1.16,0.03,73605896,69641000,3979000,25
1.62,1.29,0.03,81071227,73076000,8008000,25
1.75,1.39,0.03,87866319,79787000,8079000,25
1.59,1.26,0.03,80703239,75718000,4981000,25
1.81,1.42,0.03,96594614,89477000,7037000,25
1.87,1.47,0.03,95181043,89161000,6010000,25
3.31,2.66,0.05,158612399,153659000,4988000,25
1.89,1.5,0.03,93684487,80762000,12961000,25
1.45,1.15,0.02,72610740,69578000,3025000,25
1.57,1.25,0.03,79116533,70141000,9018000,25
3.35,2.7,0.05,161820069,154830000,6992000,25
1.59,1.28,0.03,77180274,69114000,8013000,25
1.69,1.33,0.03,88135130,81105000,7009000,25
4.48,3.56,0.08,222950586,208922000,13994000,25
1.58,1.25,0.03,82750534,76677000,6053000,25
2.19,1.74,0.04,108136280,93087000,15014000,25
3.43,2.76,0.06,164085476,159127000,4972000,25
3.64,2.93,0.06,173829221,166808000,6991000,25
2.5,2.01,0.04,122145264,114107000,8007000,25
1.2,0.93,0.02,65699074,57507000,7932000,26
3.43,2.78,0.05,161331240,154299000,7013000,26
3.06,2.4,0.05,159734903,149757000,9983000,26
1.35,1.07,0.02,68815625,59810000,8971000,26
1.43,1.13,0.02,72458711,62535000,9926000,26
1.18,0.92,0.02,64954803,59968000,4997000,26
2.92,2.34,0.05,142977826,136968000,5998000,26
3.23,2.6,0.05,156309232,149325000,6968000,26
0.24,0.18,0,13800125,9842000,3936000,26
