@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.18,2.57,0.00,0.05,0.00,155008030,122768000,31939000,0
3.14,2.55,0.00,0.05,0.00,149631518,126569000,23103000,0
3.20,2.58,0.00,0.05,0.00,155245944,133412000,21903000,0
3.08,2.47,0.00,0.05,0.00,152402765,131364000,21058000,0
0.38,0.30,0.00,0.01,0.00,19671032,18648000,981000,0
1.80,1.45,0.00,0.03,0.00,88541838,54662000,33791000,0
3.24,2.63,0.00,0.05,0.00,154099252,119099000,35029000,0
3.22,2.62,0.00,0.05,0.00,151421379,127506000,23907000,0
0.67,0.52,0.00,0.01,0.00,37852211,32653000,5102000,0
0.99,0.86,0.00,0.01,0.00,31420369,28409000,2938000,0
1.74,1.39,0.00,0.03,0.00,88364597,69335000,19092000,0
0.66,0.52,0.00,0.01,0.00,35596212,34600000,988000,0
3.17,2.57,0.00,0.05,0.00,150499984,127557000,22920000,0
0.64,0.48,0.00,0.01,0.00,38259239,37307000,1008000,0
3.21,2.61,0.00,0.05,0.00,151753717,121799000,29950000,0
0.65,0.51,0.00,0.01,0.00,36646013,35693000,1019000,0
3.12,2.52,0.00,0.05,0.00,150519935,124332000,26069000,0
1.70,1.35,0.00,0.03,0.00,87935789,59968000,27985000,0
3.19,2.57,0.00,0.05,0.00,154270019,132248000,22041000,0
1.77,1.41,0.00,0.03,0.00,88168255,61422000,26748000,0
0.81,0.62,0.00,0.02,0.00,48277822,45093000,3006000,1
5.44,4.32,0.00,0.10,0.00,284572697,282397000,2002000,1
5.03,4.07,0.00,0.08,0.00,243981298,242986000,999000,1
1.60,1.27,0.00,0.03,0.00,85674263,84690000,1008000,1
1.22,0.95,0.00,0.02,0.00,65723993,64752000,996000,1
